project_id,estimated_cost,sanctioned_amount,revised_cost,tender_amount,released_amount,actual_expenditure,unspent_balance,fund_utilization_ratio
MPLADS-000983,1260000.0,1276000.0,1276000.0,1264000.0,1276000.0,1206000.0,70000.0,0.9451
MPLADS-000984,792000.0,826000.0,826000.0,744000.0,826000.0,710000.0,116000.0,0.8596
MPLADS-000985,2088000.0,2154000.0,2154000.0,1939000.0,2154000.0,2088000.0,66000.0,0.9694
MPLADS-000986,14001000.0,14440000.0,14440000.0,13715000.0,14440000.0,12492000.0,1948000.0,0.8651
MPLADS-000987,2877000.0,2986000.0,2986000.0,2903000.0,2986000.0,2894000.0,92000.0,0.9692
MPLADS-000988,1424000.0,1466000.0,1466000.0,1362000.0,1466000.0,1293000.0,173000.0,0.882
MPLADS-000989,2619000.0,2747000.0,2747000.0,2492000.0,2747000.0,1189000.0,1558000.0,0.4328
MPLADS-000990,2127000.0,2223000.0,3159000.0,2144000.0,2223000.0,3159000.0,0.0,1.4211
MPLADS-000991,1515000.0,1587000.0,1587000.0,1472000.0,1587000.0,1503000.0,84000.0,0.9471
MPLADS-000992,1067000.0,1090000.0,1090000.0,1056000.0,1090000.0,1013000.0,77000.0,0.9294
MPLADS-000993,2371000.0,2460000.0,2460000.0,2385000.0,2460000.0,2384000.0,76000.0,0.9691
MPLADS-000994,4447000.0,4569000.0,4569000.0,4420000.0,4569000.0,4070000.0,499000.0,0.8908
MPLADS-000995,1030000.0,1021000.0,1021000.0,1024000.0,1021000.0,942000.0,79000.0,0.9226
MPLADS-000996,3737000.0,3776000.0,3776000.0,3790000.0,3776000.0,3397000.0,379000.0,0.8996
MPLADS-000997,63969000.0,63468000.0,63468000.0,64216000.0,63468000.0,57507000.0,5961000.0,0.9061
MPLADS-000998,2601000.0,2682000.0,3407000.0,2413000.0,2682000.0,3407000.0,0.0,1.2703
MPLADS-000999,1997000.0,1979000.0,1979000.0,2008000.0,1979000.0,1864000.0,115000.0,0.9419
MPLADS-001000,3091000.0,3148000.0,3148000.0,3140000.0,3148000.0,2761000.0,387000.0,0.8771
MPLADS-001001,15106000.0,15285000.0,15285000.0,14306000.0,15285000.0,13827000.0,1458000.0,0.9046
MPLADS-001002,2550000.0,2608000.0,2608000.0,2502000.0,2608000.0,2312000.0,296000.0,0.8865
MPLADS-001003,13083000.0,13481000.0,13481000.0,12651000.0,13481000.0,11511000.0,1970000.0,0.8539
MPLADS-001004,1786000.0,1759000.0,1759000.0,1766000.0,1759000.0,830000.0,929000.0,0.4719
MPLADS-001005,1902000.0,1893000.0,1893000.0,1868000.0,1893000.0,1708000.0,185000.0,0.9023
MPLADS-001006,972000.0,968000.0,968000.0,912000.0,968000.0,850000.0,118000.0,0.8781
MPLADS-001007,848000.0,879000.0,879000.0,784000.0,879000.0,792000.0,87000.0,0.901
MPLADS-001008,3056000.0,3135000.0,3135000.0,2992000.0,3135000.0,2854000.0,281000.0,0.9104
MPLADS-001009,15476000.0,16193000.0,16193000.0,15748000.0,16193000.0,14444000.0,1749000.0,0.892
MPLADS-001010,567000.0,581000.0,581000.0,554000.0,581000.0,526000.0,55000.0,0.9053
MPLADS-001011,2222000.0,2288000.0,2288000.0,2207000.0,2288000.0,2089000.0,199000.0,0.913
MPLADS-001012,1775000.0,1798000.0,1798000.0,1764000.0,1798000.0,1645000.0,153000.0,0.9149
MPLADS-001013,885000.0,920000.0,920000.0,891000.0,920000.0,849000.0,71000.0,0.9228
MPLADS-001014,1666000.0,1735000.0,1735000.0,1652000.0,1735000.0,1527000.0,208000.0,0.8801
MPLADS-001015,15064000.0,15084000.0,15084000.0,13926000.0,15084000.0,14771000.0,313000.0,0.9792
MPLADS-001016,14206000.0,14629000.0,14629000.0,13345000.0,14629000.0,13472000.0,1157000.0,0.9209
MPLADS-001017,1974000.0,2000000.0,2000000.0,1892000.0,2000000.0,1736000.0,264000.0,0.868
MPLADS-001018,445000.0,460000.0,460000.0,441000.0,460000.0,415000.0,45000.0,0.9022
MPLADS-001019,13334000.0,13604000.0,13604000.0,12479000.0,13604000.0,13330000.0,274000.0,0.9799
MPLADS-001020,2982000.0,2958000.0,2958000.0,2979000.0,2958000.0,2849000.0,109000.0,0.9632
MPLADS-001021,528000.0,519000.0,519000.0,489000.0,519000.0,473000.0,46000.0,0.9114
MPLADS-001022,1945000.0,1953000.0,1953000.0,1967000.0,1953000.0,1834000.0,119000.0,0.9391
MPLADS-001023,1301000.0,1312000.0,1312000.0,1253000.0,1312000.0,1215000.0,97000.0,0.9261
MPLADS-001024,557000.0,582000.0,582000.0,552000.0,582000.0,554000.0,28000.0,0.9519
MPLADS-001025,13419000.0,14025000.0,14025000.0,13458000.0,14025000.0,12857000.0,1168000.0,0.9167
MPLADS-001026,5300000.0,5456000.0,5456000.0,4920000.0,5456000.0,5091000.0,365000.0,0.9331
MPLADS-001027,1331000.0,1397000.0,1397000.0,1284000.0,1397000.0,1225000.0,172000.0,0.8769
MPLADS-001028,427000.0,427000.0,427000.0,422000.0,427000.0,382000.0,45000.0,0.8946
MPLADS-001029,1568000.0,1628000.0,1628000.0,1486000.0,1628000.0,1451000.0,177000.0,0.8913
MPLADS-001030,522000.0,516000.0,516000.0,532000.0,516000.0,485000.0,31000.0,0.9399
MPLADS-001031,1595000.0,1612000.0,1612000.0,1610000.0,1612000.0,1455000.0,157000.0,0.9026
MPLADS-001032,1942000.0,1919000.0,1919000.0,1793000.0,1919000.0,1719000.0,200000.0,0.8958
MPLADS-001033,774000.0,788000.0,788000.0,766000.0,788000.0,702000.0,86000.0,0.8909
MPLADS-001034,13365000.0,14014000.0,22307000.0,12721000.0,14014000.0,22307000.0,0.0,1.5918
MPLADS-001035,2035000.0,2068000.0,2068000.0,2067000.0,2068000.0,1908000.0,160000.0,0.9226
MPLADS-001036,583000.0,605000.0,605000.0,555000.0,605000.0,593000.0,12000.0,0.9802
MPLADS-001037,834000.0,859000.0,859000.0,781000.0,859000.0,775000.0,84000.0,0.9022
MPLADS-001038,1864000.0,1930000.0,1930000.0,1782000.0,1930000.0,1867000.0,63000.0,0.9674
MPLADS-001039,11669000.0,12149000.0,12149000.0,11712000.0,12149000.0,11704000.0,445000.0,0.9634
MPLADS-001040,4153000.0,4175000.0,4175000.0,4173000.0,4175000.0,4018000.0,157000.0,0.9624
MPLADS-001041,9409000.0,9749000.0,9749000.0,9115000.0,9749000.0,9501000.0,248000.0,0.9746
MPLADS-001042,2796000.0,2825000.0,2825000.0,2827000.0,2825000.0,2723000.0,102000.0,0.9639
MPLADS-001043,2508000.0,2477000.0,2477000.0,2342000.0,2477000.0,2334000.0,143000.0,0.9423
MPLADS-001044,2281000.0,2351000.0,2351000.0,2233000.0,2351000.0,2081000.0,270000.0,0.8852
MPLADS-001045,1091000.0,1082000.0,1082000.0,1029000.0,1082000.0,1039000.0,43000.0,0.9603
MPLADS-001046,11779000.0,11968000.0,11968000.0,12010000.0,11968000.0,10920000.0,1048000.0,0.9124
MPLADS-001047,911000.0,922000.0,922000.0,882000.0,922000.0,850000.0,72000.0,0.9219
MPLADS-001048,2735000.0,2692000.0,2692000.0,2656000.0,2692000.0,2292000.0,400000.0,0.8514
MPLADS-001049,454000.0,447000.0,447000.0,456000.0,447000.0,432000.0,15000.0,0.9664
MPLADS-001050,630000.0,653000.0,653000.0,614000.0,653000.0,640000.0,13000.0,0.9801
MPLADS-001051,366000.0,376000.0,376000.0,355000.0,376000.0,346000.0,30000.0,0.9202
MPLADS-001052,717000.0,722000.0,722000.0,723000.0,722000.0,702000.0,20000.0,0.9723
MPLADS-001053,7837000.0,8187000.0,8187000.0,7491000.0,8187000.0,7047000.0,1140000.0,0.8608
MPLADS-001054,1893000.0,1952000.0,1952000.0,1862000.0,1952000.0,1814000.0,138000.0,0.9293
MPLADS-001055,10311000.0,10368000.0,10368000.0,9905000.0,10368000.0,9212000.0,1156000.0,0.8885
MPLADS-001056,13375000.0,13148000.0,13148000.0,12717000.0,13148000.0,12479000.0,669000.0,0.9491
MPLADS-001057,2441000.0,2424000.0,2424000.0,2288000.0,2424000.0,2424000.0,0.0,1.0
MPLADS-001058,2172000.0,2266000.0,2266000.0,2150000.0,2266000.0,2063000.0,203000.0,0.9104
MPLADS-001059,9189000.0,9136000.0,12556000.0,8552000.0,9136000.0,12556000.0,0.0,1.3743
MPLADS-001060,7678000.0,8031000.0,8031000.0,7073000.0,8031000.0,7563000.0,468000.0,0.9417
MPLADS-001061,833000.0,873000.0,873000.0,821000.0,873000.0,821000.0,52000.0,0.9404
MPLADS-001062,10877000.0,10853000.0,10853000.0,10286000.0,10853000.0,10173000.0,680000.0,0.9373
MPLADS-001063,2426000.0,2483000.0,2483000.0,2401000.0,2483000.0,2223000.0,260000.0,0.8953
MPLADS-001064,6042000.0,6187000.0,6187000.0,5852000.0,6187000.0,5341000.0,846000.0,0.8633
MPLADS-001065,1688000.0,1760000.0,1760000.0,1673000.0,1760000.0,1530000.0,230000.0,0.8693
MPLADS-001066,2130000.0,2093000.0,2093000.0,1981000.0,2093000.0,1967000.0,126000.0,0.9398
MPLADS-001067,1285000.0,1342000.0,1342000.0,1295000.0,1342000.0,1197000.0,145000.0,0.892
MPLADS-001068,1468000.0,1505000.0,1505000.0,1364000.0,1505000.0,1443000.0,62000.0,0.9588
MPLADS-001069,521000.0,520000.0,520000.0,520000.0,520000.0,484000.0,36000.0,0.9308
MPLADS-001070,3594000.0,3756000.0,5130000.0,3375000.0,3756000.0,5130000.0,0.0,1.3658
MPLADS-001071,10677000.0,10547000.0,10547000.0,9893000.0,10547000.0,9945000.0,602000.0,0.9429
MPLADS-001072,2159000.0,2156000.0,2156000.0,2139000.0,2156000.0,1992000.0,164000.0,0.9239
MPLADS-001073,15158000.0,14993000.0,14993000.0,14424000.0,14993000.0,14029000.0,964000.0,0.9357
MPLADS-001074,3025000.0,2975000.0,2975000.0,2909000.0,2975000.0,2860000.0,115000.0,0.9613
MPLADS-001075,1957000.0,1980000.0,1980000.0,1882000.0,1980000.0,1742000.0,238000.0,0.8798
MPLADS-001076,2558000.0,2536000.0,2536000.0,2575000.0,2536000.0,2374000.0,162000.0,0.9361
MPLADS-001077,15127000.0,15478000.0,15478000.0,14967000.0,15478000.0,13803000.0,1675000.0,0.8918
MPLADS-001078,1083000.0,1085000.0,1085000.0,1042000.0,1085000.0,1048000.0,37000.0,0.9659
MPLADS-001079,2912000.0,2930000.0,2930000.0,2789000.0,2930000.0,2780000.0,150000.0,0.9488
MPLADS-001080,11883000.0,11875000.0,11875000.0,11570000.0,11875000.0,11599000.0,276000.0,0.9768
MPLADS-001081,1724000.0,1722000.0,1722000.0,1690000.0,1722000.0,1550000.0,172000.0,0.9001
MPLADS-001082,1106000.0,1155000.0,1155000.0,1107000.0,1155000.0,1008000.0,147000.0,0.8727
MPLADS-001083,2249000.0,2214000.0,2214000.0,2121000.0,2214000.0,2148000.0,66000.0,0.9702
MPLADS-001084,2096000.0,2126000.0,2126000.0,1935000.0,2126000.0,1870000.0,256000.0,0.8796
MPLADS-001085,13990000.0,14245000.0,14245000.0,13546000.0,14245000.0,13688000.0,557000.0,0.9609
MPLADS-001086,13360000.0,13982000.0,13982000.0,13144000.0,13982000.0,11890000.0,2092000.0,0.8504
MPLADS-001087,450000.0,452000.0,452000.0,444000.0,452000.0,424000.0,28000.0,0.9381
MPLADS-001088,1091000.0,1137000.0,1137000.0,1085000.0,1137000.0,1042000.0,95000.0,0.9164
MPLADS-001089,2158000.0,2137000.0,2137000.0,2059000.0,2137000.0,1912000.0,225000.0,0.8947
MPLADS-001090,1799000.0,1839000.0,1839000.0,1813000.0,1839000.0,1636000.0,203000.0,0.8896
MPLADS-001091,959000.0,990000.0,990000.0,922000.0,990000.0,921000.0,69000.0,0.9303
MPLADS-001092,3625000.0,3627000.0,3627000.0,3548000.0,3627000.0,3132000.0,495000.0,0.8635
MPLADS-001093,1414000.0,1477000.0,1477000.0,1394000.0,1477000.0,1346000.0,131000.0,0.9113
MPLADS-001094,1866000.0,1921000.0,1921000.0,1814000.0,1921000.0,1659000.0,262000.0,0.8636
MPLADS-001095,1553000.0,1541000.0,1541000.0,1514000.0,1541000.0,1402000.0,139000.0,0.9098
MPLADS-001096,9280000.0,9449000.0,9449000.0,9454000.0,9449000.0,8168000.0,1281000.0,0.8644
MPLADS-001097,447000.0,455000.0,455000.0,438000.0,455000.0,408000.0,47000.0,0.8967
MPLADS-001098,1880000.0,1864000.0,1864000.0,1733000.0,1864000.0,1736000.0,128000.0,0.9313
MPLADS-001099,1200000.0,1203000.0,1203000.0,1162000.0,1203000.0,1170000.0,33000.0,0.9726
MPLADS-001100,1674000.0,1678000.0,1678000.0,1665000.0,1678000.0,1570000.0,108000.0,0.9356
MPLADS-001101,1122000.0,1147000.0,1147000.0,1048000.0,1147000.0,1088000.0,59000.0,0.9486
MPLADS-001102,2039000.0,2071000.0,2071000.0,1982000.0,2071000.0,1883000.0,188000.0,0.9092
MPLADS-001103,1919000.0,1983000.0,1983000.0,1782000.0,1983000.0,1827000.0,156000.0,0.9213
MPLADS-001104,16752000.0,16838000.0,16838000.0,15756000.0,16838000.0,14538000.0,2300000.0,0.8634
MPLADS-001105,2052000.0,2031000.0,2031000.0,2042000.0,2031000.0,1912000.0,119000.0,0.9414
MPLADS-001106,1147000.0,1158000.0,1158000.0,1106000.0,1158000.0,1119000.0,39000.0,0.9663
MPLADS-001107,3521000.0,3590000.0,3590000.0,3447000.0,3590000.0,3276000.0,314000.0,0.9125
MPLADS-001108,3324000.0,3459000.0,3459000.0,3234000.0,3459000.0,3227000.0,232000.0,0.9329
MPLADS-001109,1580000.0,1630000.0,1630000.0,1546000.0,1630000.0,1415000.0,215000.0,0.8681
MPLADS-001110,1647000.0,1723000.0,1723000.0,1658000.0,1723000.0,1506000.0,217000.0,0.8741
MPLADS-001111,2418000.0,2412000.0,2412000.0,2378000.0,2412000.0,2114000.0,298000.0,0.8765
MPLADS-001112,602000.0,598000.0,598000.0,602000.0,598000.0,583000.0,15000.0,0.9749
MPLADS-001113,2019000.0,1979000.0,1979000.0,2011000.0,1979000.0,1322000.0,657000.0,0.668
MPLADS-001114,13092000.0,13043000.0,13043000.0,12574000.0,13043000.0,11297000.0,1746000.0,0.8661
MPLADS-001115,2001000.0,2080000.0,2080000.0,1940000.0,2080000.0,1789000.0,291000.0,0.8601
MPLADS-001116,1947000.0,1922000.0,2472000.0,1980000.0,1922000.0,2472000.0,0.0,1.2862
MPLADS-001117,3153000.0,3181000.0,3181000.0,2967000.0,3181000.0,2964000.0,217000.0,0.9318
MPLADS-001118,2473000.0,2500000.0,2500000.0,2306000.0,2500000.0,2278000.0,222000.0,0.9112
MPLADS-001119,1829000.0,1803000.0,1803000.0,1751000.0,1803000.0,1713000.0,90000.0,0.9501
MPLADS-001120,2167000.0,2130000.0,2130000.0,2198000.0,2130000.0,1929000.0,201000.0,0.9056
MPLADS-001121,1928000.0,1901000.0,1901000.0,1891000.0,1901000.0,1840000.0,61000.0,0.9679
MPLADS-001122,2875000.0,2926000.0,2926000.0,2777000.0,2926000.0,2590000.0,336000.0,0.8852
MPLADS-001123,2154000.0,2120000.0,2120000.0,2090000.0,2120000.0,1948000.0,172000.0,0.9189
MPLADS-001124,8887000.0,8789000.0,8789000.0,8962000.0,8789000.0,7488000.0,1301000.0,0.852
MPLADS-001125,1213000.0,1239000.0,1239000.0,1185000.0,1239000.0,1098000.0,141000.0,0.8862
MPLADS-001126,13589000.0,14200000.0,14200000.0,13154000.0,14200000.0,12464000.0,1736000.0,0.8777
MPLADS-001127,3058000.0,3206000.0,3206000.0,2967000.0,3206000.0,2743000.0,463000.0,0.8556
MPLADS-001128,2072000.0,2032000.0,2032000.0,2084000.0,2032000.0,1836000.0,196000.0,0.9035
MPLADS-001129,1987000.0,2033000.0,2033000.0,2020000.0,2033000.0,1966000.0,67000.0,0.967
MPLADS-001130,1930000.0,1978000.0,1978000.0,1846000.0,1978000.0,1866000.0,112000.0,0.9434
MPLADS-001131,1617000.0,1589000.0,1589000.0,1521000.0,1589000.0,1495000.0,94000.0,0.9408
MPLADS-001132,515000.0,529000.0,529000.0,515000.0,529000.0,465000.0,64000.0,0.879
MPLADS-001133,1817000.0,1824000.0,1824000.0,1821000.0,1824000.0,1660000.0,164000.0,0.9101
MPLADS-001134,1625000.0,1694000.0,1694000.0,1608000.0,1694000.0,1585000.0,109000.0,0.9357
MPLADS-001135,2437000.0,2490000.0,2490000.0,2284000.0,2490000.0,2151000.0,339000.0,0.8639
MPLADS-001136,2865000.0,2907000.0,2907000.0,2637000.0,2907000.0,2671000.0,236000.0,0.9188
MPLADS-001137,1984000.0,1987000.0,1987000.0,1984000.0,1987000.0,1932000.0,55000.0,0.9723
MPLADS-001138,1857000.0,1885000.0,1885000.0,1805000.0,1885000.0,1751000.0,134000.0,0.9289
MPLADS-001139,628000.0,638000.0,638000.0,585000.0,638000.0,614000.0,24000.0,0.9624
MPLADS-001140,3296000.0,3458000.0,3458000.0,3229000.0,3458000.0,3170000.0,288000.0,0.9167
MPLADS-001141,2019000.0,2074000.0,2074000.0,2026000.0,2074000.0,1939000.0,135000.0,0.9349
MPLADS-001142,3724000.0,3768000.0,3768000.0,3652000.0,3768000.0,3420000.0,348000.0,0.9076
MPLADS-001143,1096000.0,1107000.0,1107000.0,1086000.0,1107000.0,1058000.0,49000.0,0.9557
MPLADS-001144,9691000.0,9526000.0,9526000.0,9047000.0,9526000.0,9191000.0,335000.0,0.9648
MPLADS-001145,1081000.0,1121000.0,1121000.0,1090000.0,1121000.0,962000.0,159000.0,0.8582
MPLADS-001146,3307000.0,3275000.0,3275000.0,3317000.0,3275000.0,3077000.0,198000.0,0.9395
MPLADS-001147,8942000.0,9007000.0,9007000.0,9091000.0,9007000.0,8017000.0,990000.0,0.8901
MPLADS-001148,1564000.0,1639000.0,1639000.0,1510000.0,1639000.0,1578000.0,61000.0,0.9628
MPLADS-001149,15801000.0,15712000.0,15712000.0,15159000.0,15712000.0,15272000.0,440000.0,0.972
MPLADS-001150,1057000.0,1060000.0,1060000.0,1019000.0,1060000.0,1035000.0,25000.0,0.9764
MPLADS-001151,3167000.0,3314000.0,3314000.0,3144000.0,3314000.0,2863000.0,451000.0,0.8639
MPLADS-001152,3588000.0,3645000.0,3645000.0,3329000.0,3645000.0,3178000.0,467000.0,0.8719
MPLADS-001153,2237000.0,2223000.0,2223000.0,2172000.0,2223000.0,2123000.0,100000.0,0.955
MPLADS-001154,352000.0,352000.0,546000.0,346000.0,352000.0,546000.0,0.0,1.5511
MPLADS-001155,698000.0,715000.0,715000.0,664000.0,715000.0,682000.0,33000.0,0.9538
MPLADS-001156,1740000.0,1717000.0,1717000.0,1742000.0,1717000.0,1651000.0,66000.0,0.9616
MPLADS-001157,11240000.0,11299000.0,11299000.0,11285000.0,11299000.0,10648000.0,651000.0,0.9424
MPLADS-001158,3128000.0,3085000.0,3085000.0,3150000.0,3085000.0,2626000.0,459000.0,0.8512
MPLADS-001159,3414000.0,3546000.0,3546000.0,3224000.0,3546000.0,3318000.0,228000.0,0.9357
MPLADS-001160,3068000.0,3172000.0,3172000.0,2915000.0,3172000.0,3105000.0,67000.0,0.9789
MPLADS-001161,1898000.0,1918000.0,1918000.0,1842000.0,1918000.0,1667000.0,251000.0,0.8691
MPLADS-001162,513000.0,505000.0,505000.0,518000.0,505000.0,435000.0,70000.0,0.8614
MPLADS-001163,402000.0,394000.0,394000.0,409000.0,394000.0,367000.0,27000.0,0.9315
MPLADS-001164,963000.0,976000.0,976000.0,965000.0,976000.0,857000.0,119000.0,0.8781
MPLADS-001165,2475000.0,2489000.0,2489000.0,2423000.0,2489000.0,2276000.0,213000.0,0.9144
MPLADS-001166,2415000.0,2413000.0,2413000.0,2384000.0,2413000.0,2272000.0,141000.0,0.9416
MPLADS-001167,10435000.0,10882000.0,10882000.0,10193000.0,10882000.0,10282000.0,600000.0,0.9449
MPLADS-001168,3196000.0,3152000.0,3152000.0,3141000.0,3152000.0,2866000.0,286000.0,0.9093
MPLADS-001169,2786000.0,2910000.0,2910000.0,2763000.0,2910000.0,2598000.0,312000.0,0.8928
MPLADS-001170,3389000.0,3531000.0,3531000.0,3394000.0,3531000.0,3438000.0,93000.0,0.9737
MPLADS-001171,1923000.0,1954000.0,1954000.0,1856000.0,1954000.0,1824000.0,130000.0,0.9335
MPLADS-001172,1978000.0,1993000.0,1993000.0,1917000.0,1993000.0,1903000.0,90000.0,0.9548
MPLADS-001173,11051000.0,11221000.0,11221000.0,11267000.0,11221000.0,10203000.0,1018000.0,0.9093
MPLADS-001174,706000.0,719000.0,719000.0,709000.0,719000.0,661000.0,58000.0,0.9193
MPLADS-001175,462000.0,458000.0,458000.0,463000.0,458000.0,448000.0,10000.0,0.9782
MPLADS-001176,688000.0,685000.0,685000.0,641000.0,685000.0,656000.0,29000.0,0.9577
MPLADS-001177,1941000.0,2021000.0,2021000.0,1925000.0,2021000.0,1840000.0,181000.0,0.9104
MPLADS-001178,398000.0,400000.0,400000.0,372000.0,400000.0,370000.0,30000.0,0.925
MPLADS-001179,482000.0,478000.0,478000.0,467000.0,478000.0,424000.0,54000.0,0.887
MPLADS-001180,659000.0,661000.0,661000.0,642000.0,661000.0,618000.0,43000.0,0.9349
MPLADS-001181,10374000.0,10684000.0,10684000.0,9609000.0,10684000.0,9360000.0,1324000.0,0.8761
MPLADS-001182,9321000.0,9469000.0,9469000.0,9369000.0,9469000.0,8074000.0,1395000.0,0.8527
MPLADS-001183,2015000.0,2107000.0,2107000.0,1907000.0,2107000.0,1391000.0,716000.0,0.6602
MPLADS-001184,2506000.0,2624000.0,2624000.0,2547000.0,2624000.0,2237000.0,387000.0,0.8525
MPLADS-001185,1958000.0,1960000.0,1960000.0,1960000.0,1960000.0,1784000.0,176000.0,0.9102
MPLADS-001186,1350000.0,1338000.0,2032000.0,1321000.0,1338000.0,2032000.0,0.0,1.5187
MPLADS-001187,2888000.0,2860000.0,2860000.0,2710000.0,2860000.0,2746000.0,114000.0,0.9601
MPLADS-001188,2556000.0,2655000.0,2655000.0,2414000.0,2655000.0,2429000.0,226000.0,0.9149
MPLADS-001189,1741000.0,1778000.0,1778000.0,1712000.0,1778000.0,1742000.0,36000.0,0.9798
MPLADS-001190,2925000.0,3018000.0,3018000.0,2829000.0,3018000.0,2704000.0,314000.0,0.896
MPLADS-001191,2931000.0,3066000.0,3066000.0,2854000.0,3066000.0,1720000.0,1346000.0,0.561
MPLADS-001192,2107000.0,2127000.0,2127000.0,1969000.0,2127000.0,1848000.0,279000.0,0.8688
MPLADS-001193,1145000.0,1186000.0,1628000.0,1113000.0,1186000.0,1628000.0,0.0,1.3727
MPLADS-001194,13755000.0,14410000.0,14410000.0,13744000.0,14410000.0,13209000.0,1201000.0,0.9167
MPLADS-001195,1889000.0,1913000.0,2601000.0,1813000.0,1913000.0,2601000.0,0.0,1.3596
MPLADS-001196,678000.0,671000.0,671000.0,651000.0,671000.0,610000.0,61000.0,0.9091
MPLADS-001197,682000.0,714000.0,714000.0,632000.0,714000.0,661000.0,53000.0,0.9258
MPLADS-001198,2002000.0,1974000.0,1974000.0,1968000.0,1974000.0,1863000.0,111000.0,0.9438
MPLADS-001199,2592000.0,2692000.0,2692000.0,2455000.0,2692000.0,2441000.0,251000.0,0.9068
MPLADS-001200,607000.0,605000.0,605000.0,584000.0,605000.0,545000.0,60000.0,0.9008
MPLADS-001201,501000.0,499000.0,499000.0,487000.0,499000.0,468000.0,31000.0,0.9379
MPLADS-001202,3067000.0,3144000.0,3144000.0,2865000.0,3144000.0,3011000.0,133000.0,0.9577
MPLADS-001203,2854000.0,2941000.0,2941000.0,2857000.0,2941000.0,2524000.0,417000.0,0.8582
MPLADS-001204,9711000.0,9583000.0,9583000.0,9548000.0,9583000.0,9198000.0,385000.0,0.9598
MPLADS-001205,451000.0,469000.0,469000.0,424000.0,469000.0,449000.0,20000.0,0.9574
MPLADS-001206,605000.0,611000.0,611000.0,560000.0,611000.0,589000.0,22000.0,0.964
MPLADS-001207,12700000.0,12498000.0,12498000.0,12523000.0,12498000.0,10632000.0,1866000.0,0.8507
MPLADS-001208,3026000.0,3113000.0,3113000.0,3009000.0,3113000.0,2817000.0,296000.0,0.9049
MPLADS-001209,463000.0,472000.0,472000.0,427000.0,472000.0,457000.0,15000.0,0.9682
MPLADS-001210,551000.0,548000.0,548000.0,537000.0,548000.0,496000.0,52000.0,0.9051
MPLADS-001211,2312000.0,2359000.0,2359000.0,2128000.0,2359000.0,2255000.0,104000.0,0.9559
MPLADS-001212,16087000.0,16003000.0,16003000.0,15885000.0,16003000.0,15245000.0,758000.0,0.9526
MPLADS-001213,3849000.0,3872000.0,3872000.0,3811000.0,3872000.0,3302000.0,570000.0,0.8528
MPLADS-001214,680000.0,685000.0,685000.0,661000.0,685000.0,633000.0,52000.0,0.9241
MPLADS-001215,2576000.0,2587000.0,2587000.0,2410000.0,2587000.0,2420000.0,167000.0,0.9354
MPLADS-001216,773000.0,809000.0,809000.0,768000.0,809000.0,745000.0,64000.0,0.9209
MPLADS-001217,655000.0,673000.0,673000.0,626000.0,673000.0,646000.0,27000.0,0.9599
MPLADS-001218,15402000.0,15324000.0,15324000.0,14447000.0,15324000.0,14974000.0,350000.0,0.9772
MPLADS-001219,2633000.0,2671000.0,2671000.0,2443000.0,2671000.0,2617000.0,54000.0,0.9798
MPLADS-001220,2078000.0,2055000.0,2055000.0,2113000.0,2055000.0,1930000.0,125000.0,0.9392
MPLADS-001221,2361000.0,2460000.0,2460000.0,2360000.0,2460000.0,2188000.0,272000.0,0.8894
MPLADS-001222,1157000.0,1174000.0,1537000.0,1169000.0,1174000.0,1537000.0,0.0,1.3092
MPLADS-001223,6707000.0,6825000.0,6825000.0,6582000.0,6825000.0,6411000.0,414000.0,0.9393
MPLADS-001224,2644000.0,2713000.0,2713000.0,2664000.0,2713000.0,2615000.0,98000.0,0.9639
MPLADS-001225,2619000.0,2567000.0,2567000.0,2460000.0,2567000.0,2233000.0,334000.0,0.8699
MPLADS-001226,2346000.0,2378000.0,2378000.0,2327000.0,2378000.0,2195000.0,183000.0,0.923
MPLADS-001227,14094000.0,14264000.0,14264000.0,14305000.0,14264000.0,13024000.0,1240000.0,0.9131
MPLADS-001228,8687000.0,8967000.0,8967000.0,8101000.0,8967000.0,8301000.0,666000.0,0.9257
MPLADS-001229,1658000.0,1628000.0,1628000.0,1531000.0,1628000.0,1535000.0,93000.0,0.9429
MPLADS-001230,9537000.0,9481000.0,9481000.0,9057000.0,9481000.0,8556000.0,925000.0,0.9024
MPLADS-001231,1722000.0,1795000.0,1795000.0,1729000.0,1795000.0,1570000.0,225000.0,0.8747
MPLADS-001232,2372000.0,2447000.0,2447000.0,2318000.0,2447000.0,2218000.0,229000.0,0.9064
MPLADS-001233,2305000.0,2262000.0,2262000.0,2159000.0,2262000.0,2022000.0,240000.0,0.8939
MPLADS-001234,12211000.0,12745000.0,12745000.0,11923000.0,12745000.0,11000000.0,1745000.0,0.8631
MPLADS-001235,569000.0,573000.0,573000.0,568000.0,573000.0,557000.0,16000.0,0.9721
MPLADS-001236,1300000.0,1360000.0,1360000.0,1318000.0,1360000.0,1172000.0,188000.0,0.8618
MPLADS-001237,3887000.0,4004000.0,4004000.0,3814000.0,4004000.0,3463000.0,541000.0,0.8649
MPLADS-001238,2139000.0,2178000.0,3123000.0,2156000.0,2178000.0,3123000.0,0.0,1.4339
MPLADS-001239,3435000.0,3414000.0,3414000.0,3337000.0,3414000.0,3014000.0,400000.0,0.8828
MPLADS-001240,2764000.0,2735000.0,2735000.0,2577000.0,2735000.0,2434000.0,301000.0,0.8899
