tender_id,project_id,bid_count,single_bid_flag,tender_type,winning_bid_amount,winning_bid_deviation
TND-000903,MPLADS-000903,7,0,Open e-Tender,543000.0,-0.067
TND-000904,MPLADS-000904,7,0,Open e-Tender,2705000.0,-0.0117
TND-000905,MPLADS-000905,1,1,Single Tender Inquiry,718000.0,-0.0151
TND-000906,MPLADS-000906,5,0,Open e-Tender,1556000.0,0.0157
TND-000907,MPLADS-000907,4,0,Open e-Tender,1963000.0,-0.019
TND-000908,MPLADS-000908,3,0,Open e-Tender,11751000.0,-0.0284
TND-000909,MPLADS-000909,4,0,Open e-Tender,17017000.0,-0.0284
TND-000910,MPLADS-000910,7,0,Open e-Tender,1727000.0,-0.0634
TND-000911,MPLADS-000911,4,0,Open e-Tender,445000.0,-0.0177
TND-000912,MPLADS-000912,6,0,Open e-Tender,7281000.0,0.0008
TND-000913,MPLADS-000913,5,0,Open e-Tender,1231000.0,-0.0322
TND-000914,MPLADS-000914,4,0,Open e-Tender,1804000.0,-0.0768
TND-000915,MPLADS-000915,5,0,Open e-Tender,1278000.0,-0.0603
TND-000916,MPLADS-000916,6,0,Open e-Tender,1869000.0,-0.0789
TND-000917,MPLADS-000917,5,0,Open e-Tender,933000.0,-0.0043
TND-000918,MPLADS-000918,7,0,Open e-Tender,941000.0,-0.0269
TND-000919,MPLADS-000919,4,0,Open e-Tender,422000.0,0.0
TND-000920,MPLADS-000920,5,0,Open e-Tender,1429000.0,-0.0505
TND-000921,MPLADS-000921,3,0,Open e-Tender,1074000.0,0.0132
TND-000922,MPLADS-000922,3,0,Open e-Tender,630000.0,-0.0172
TND-000923,MPLADS-000923,3,0,Open e-Tender,667000.0,0.0091
TND-000924,MPLADS-000924,3,0,Open e-Tender,2059000.0,0.0005
TND-000925,MPLADS-000925,6,0,Open e-Tender,10237000.0,0.0018
TND-000926,MPLADS-000926,5,0,Open e-Tender,1259000.0,0.004
TND-000927,MPLADS-000927,6,0,Open e-Tender,13588000.0,-0.0314
TND-000928,MPLADS-000928,4,0,Open e-Tender,1422000.0,-0.0784
TND-000929,MPLADS-000929,4,0,Open e-Tender,2950000.0,-0.065
TND-000930,MPLADS-000930,5,0,Open e-Tender,15594000.0,0.0018
TND-000931,MPLADS-000931,4,0,Open e-Tender,576000.0,-0.04
TND-000932,MPLADS-000932,4,0,Open e-Tender,956000.0,-0.0093
TND-000933,MPLADS-000933,3,0,Open e-Tender,3342000.0,-0.0372
TND-000934,MPLADS-000934,6,0,Open e-Tender,3899000.0,-0.0432
TND-000935,MPLADS-000935,3,0,Open e-Tender,2096000.0,-0.0597
TND-000936,MPLADS-000936,5,0,Open e-Tender,2525000.0,-0.0439
TND-000937,MPLADS-000937,4,0,Open e-Tender,1276000.0,0.0103
TND-000938,MPLADS-000938,4,0,Open e-Tender,2041000.0,-0.0078
TND-000939,MPLADS-000939,5,0,Open e-Tender,2972000.0,-0.0373
TND-000940,MPLADS-000940,5,0,Open e-Tender,2805000.0,-0.0508
TND-000941,MPLADS-000941,4,0,Open e-Tender,12341000.0,-0.0319
TND-000942,MPLADS-000942,3,0,Open e-Tender,2757000.0,-0.0196
TND-000943,MPLADS-000943,4,0,Open e-Tender,502000.0,-0.0271
TND-000944,MPLADS-000944,3,0,Open e-Tender,1931000.0,0.0195
TND-000945,MPLADS-000945,7,0,Open e-Tender,12844000.0,-0.0145
TND-000946,MPLADS-000946,5,0,Open e-Tender,13839000.0,-0.0523
TND-000947,MPLADS-000947,6,0,Open e-Tender,2223000.0,-0.0768
TND-000948,MPLADS-000948,5,0,Open e-Tender,4032000.0,0.0062
TND-000949,MPLADS-000949,6,0,Open e-Tender,13550000.0,-0.0503
TND-000950,MPLADS-000950,4,0,Open e-Tender,1308000.0,0.0069
TND-000951,MPLADS-000951,6,0,Open e-Tender,3833000.0,-0.0631
TND-000952,MPLADS-000952,4,0,Open e-Tender,1932000.0,0.0179
TND-000953,MPLADS-000953,3,0,Open e-Tender,984000.0,0.0123
TND-000954,MPLADS-000954,3,0,Open e-Tender,651000.0,-0.0076
TND-000955,MPLADS-000955,5,0,Open e-Tender,2021000.0,-0.0591
TND-000956,MPLADS-000956,7,0,Open e-Tender,2858000.0,-0.0052
TND-000957,MPLADS-000957,6,0,Open e-Tender,14953000.0,-0.0574
TND-000958,MPLADS-000958,4,0,Open e-Tender,1410000.0,0.0057
TND-000959,MPLADS-000959,1,1,Single Tender Inquiry,873000.0,0.0187
TND-000960,MPLADS-000960,7,0,Open e-Tender,2128000.0,-0.0462
TND-000961,MPLADS-000961,6,0,Open e-Tender,677000.0,-0.0044
TND-000962,MPLADS-000962,4,0,Open e-Tender,3973000.0,-0.026
TND-000963,MPLADS-000963,4,0,Open e-Tender,1465000.0,-0.0285
TND-000964,MPLADS-000964,4,0,Open e-Tender,753000.0,-0.0208
TND-000965,MPLADS-000965,6,0,Open e-Tender,3533000.0,-0.0744
TND-000966,MPLADS-000966,3,0,Open e-Tender,637000.0,0.0016
TND-000967,MPLADS-000967,5,0,Open e-Tender,2712000.0,-0.0629
TND-000968,MPLADS-000968,5,0,Open e-Tender,6810000.0,-0.0529
TND-000969,MPLADS-000969,4,0,Open e-Tender,3069000.0,-0.0003
TND-000970,MPLADS-000970,5,0,Open e-Tender,8011000.0,-0.0499
TND-000971,MPLADS-000971,5,0,Open e-Tender,15172000.0,-0.0402
TND-000972,MPLADS-000972,3,0,Open e-Tender,1068000.0,-0.0129
TND-000973,MPLADS-000973,6,0,Open e-Tender,2217000.0,-0.0005
TND-000974,MPLADS-000974,5,0,Open e-Tender,1914000.0,-0.0557
TND-000975,MPLADS-000975,3,0,Open e-Tender,13907000.0,-0.0201
TND-000976,MPLADS-000976,6,0,Open e-Tender,1585000.0,-0.0687
TND-000977,MPLADS-000977,6,0,Open e-Tender,1346000.0,-0.0548
TND-000978,MPLADS-000978,7,0,Open e-Tender,1797000.0,-0.0066
TND-000979,MPLADS-000979,1,1,Single Tender Inquiry,2848000.0,-0.0601
TND-000980,MPLADS-000980,3,0,Open e-Tender,2364000.0,-0.0331
TND-000981,MPLADS-000981,7,0,Open e-Tender,2045000.0,-0.0386
TND-000982,MPLADS-000982,3,0,Open e-Tender,2348000.0,-0.0025
TND-000983,MPLADS-000983,6,0,Open e-Tender,1264000.0,0.0032
TND-000984,MPLADS-000984,7,0,Open e-Tender,744000.0,-0.0606
TND-000985,MPLADS-000985,5,0,Open e-Tender,1939000.0,-0.0714
TND-000986,MPLADS-000986,6,0,Open e-Tender,13715000.0,-0.0204
TND-000987,MPLADS-000987,4,0,Open e-Tender,2903000.0,0.009
TND-000988,MPLADS-000988,4,0,Open e-Tender,1362000.0,-0.0435
TND-000989,MPLADS-000989,4,0,Open e-Tender,2492000.0,-0.0485
TND-000990,MPLADS-000990,7,0,Open e-Tender,2144000.0,0.008
TND-000991,MPLADS-000991,4,0,Open e-Tender,1472000.0,-0.0284
TND-000992,MPLADS-000992,4,0,Open e-Tender,1056000.0,-0.0103
TND-000993,MPLADS-000993,5,0,Open e-Tender,2385000.0,0.0059
TND-000994,MPLADS-000994,7,0,Open e-Tender,4420000.0,-0.0061
TND-000995,MPLADS-000995,5,0,Open e-Tender,1024000.0,-0.0058
TND-000996,MPLADS-000996,5,0,Open e-Tender,3790000.0,0.0142
TND-000997,MPLADS-000997,3,0,Open e-Tender,64216000.0,0.0039
TND-000998,MPLADS-000998,3,0,Open e-Tender,2413000.0,-0.0723
TND-000999,MPLADS-000999,1,1,Single Tender Inquiry,2008000.0,0.0055
TND-001000,MPLADS-001000,5,0,Open e-Tender,3140000.0,0.0159
TND-001001,MPLADS-001001,6,0,Open e-Tender,14306000.0,-0.053
TND-001002,MPLADS-001002,3,0,Open e-Tender,2502000.0,-0.0188
TND-001003,MPLADS-001003,4,0,Open e-Tender,12651000.0,-0.033
TND-001004,MPLADS-001004,6,0,Open e-Tender,1766000.0,-0.0112
TND-001005,MPLADS-001005,6,0,Open e-Tender,1868000.0,-0.0179
TND-001006,MPLADS-001006,6,0,Open e-Tender,912000.0,-0.0617
TND-001007,MPLADS-001007,4,0,Open e-Tender,784000.0,-0.0755
TND-001008,MPLADS-001008,7,0,Open e-Tender,2992000.0,-0.0209
TND-001009,MPLADS-001009,7,0,Open e-Tender,15748000.0,0.0176
TND-001010,MPLADS-001010,4,0,Open e-Tender,554000.0,-0.0229
TND-001011,MPLADS-001011,7,0,Open e-Tender,2207000.0,-0.0068
TND-001012,MPLADS-001012,6,0,Open e-Tender,1764000.0,-0.0062
TND-001013,MPLADS-001013,4,0,Open e-Tender,891000.0,0.0068
TND-001014,MPLADS-001014,6,0,Open e-Tender,1652000.0,-0.0084
TND-001015,MPLADS-001015,7,0,Open e-Tender,13926000.0,-0.0755
TND-001016,MPLADS-001016,3,0,Open e-Tender,13345000.0,-0.0606
TND-001017,MPLADS-001017,6,0,Open e-Tender,1892000.0,-0.0415
TND-001018,MPLADS-001018,5,0,Open e-Tender,441000.0,-0.009
TND-001019,MPLADS-001019,3,0,Open e-Tender,12479000.0,-0.0641
TND-001020,MPLADS-001020,7,0,Open e-Tender,2979000.0,-0.001
TND-001021,MPLADS-001021,3,0,Open e-Tender,489000.0,-0.0739
TND-001022,MPLADS-001022,3,0,Open e-Tender,1967000.0,0.0113
TND-001023,MPLADS-001023,4,0,Open e-Tender,1253000.0,-0.0369
TND-001024,MPLADS-001024,3,0,Open e-Tender,552000.0,-0.009
TND-001025,MPLADS-001025,3,0,Open e-Tender,13458000.0,0.0029
TND-001026,MPLADS-001026,6,0,Open e-Tender,4920000.0,-0.0717
TND-001027,MPLADS-001027,3,0,Open e-Tender,1284000.0,-0.0353
TND-001028,MPLADS-001028,4,0,Open e-Tender,422000.0,-0.0117
TND-001029,MPLADS-001029,7,0,Open e-Tender,1486000.0,-0.0523
TND-001030,MPLADS-001030,6,0,Open e-Tender,532000.0,0.0192
TND-001031,MPLADS-001031,6,0,Open e-Tender,1610000.0,0.0094
TND-001032,MPLADS-001032,3,0,Open e-Tender,1793000.0,-0.0767
TND-001033,MPLADS-001033,4,0,Open e-Tender,766000.0,-0.0103
TND-001034,MPLADS-001034,3,0,Open e-Tender,12721000.0,-0.0482
TND-001035,MPLADS-001035,7,0,Open e-Tender,2067000.0,0.0157
TND-001036,MPLADS-001036,7,0,Open e-Tender,555000.0,-0.048
TND-001037,MPLADS-001037,1,1,Single Tender Inquiry,781000.0,-0.0635
TND-001038,MPLADS-001038,6,0,Open e-Tender,1782000.0,-0.044
TND-001039,MPLADS-001039,6,0,Open e-Tender,11712000.0,0.0037
TND-001040,MPLADS-001040,6,0,Open e-Tender,4173000.0,0.0048
TND-001041,MPLADS-001041,7,0,Open e-Tender,9115000.0,-0.0312
TND-001042,MPLADS-001042,5,0,Open e-Tender,2827000.0,0.0111
TND-001043,MPLADS-001043,5,0,Open e-Tender,2342000.0,-0.0662
TND-001044,MPLADS-001044,3,0,Open e-Tender,2233000.0,-0.021
TND-001045,MPLADS-001045,1,1,Single Tender Inquiry,1029000.0,-0.0568
TND-001046,MPLADS-001046,5,0,Open e-Tender,12010000.0,0.0196
TND-001047,MPLADS-001047,6,0,Open e-Tender,882000.0,-0.0318
TND-001048,MPLADS-001048,4,0,Open e-Tender,2656000.0,-0.0289
TND-001049,MPLADS-001049,7,0,Open e-Tender,456000.0,0.0044
TND-001050,MPLADS-001050,7,0,Open e-Tender,614000.0,-0.0254
TND-001051,MPLADS-001051,4,0,Open e-Tender,355000.0,-0.0301
TND-001052,MPLADS-001052,3,0,Open e-Tender,723000.0,0.0084
TND-001053,MPLADS-001053,6,0,Open e-Tender,7491000.0,-0.0441
TND-001054,MPLADS-001054,4,0,Open e-Tender,1862000.0,-0.0164
TND-001055,MPLADS-001055,5,0,Open e-Tender,9905000.0,-0.0394
TND-001056,MPLADS-001056,7,0,Open e-Tender,12717000.0,-0.0492
TND-001057,MPLADS-001057,3,0,Open e-Tender,2288000.0,-0.0627
TND-001058,MPLADS-001058,6,0,Open e-Tender,2150000.0,-0.0101
TND-001059,MPLADS-001059,7,0,Open e-Tender,8552000.0,-0.0693
TND-001060,MPLADS-001060,6,0,Open e-Tender,7073000.0,-0.0788
TND-001061,MPLADS-001061,7,0,Open e-Tender,821000.0,-0.0144
TND-001062,MPLADS-001062,5,0,Open e-Tender,10286000.0,-0.0543
TND-001063,MPLADS-001063,1,1,Single Tender Inquiry,2401000.0,-0.0103
TND-001064,MPLADS-001064,5,0,Open e-Tender,5852000.0,-0.0314
TND-001065,MPLADS-001065,7,0,Open e-Tender,1673000.0,-0.0089
TND-001066,MPLADS-001066,4,0,Open e-Tender,1981000.0,-0.07
TND-001067,MPLADS-001067,4,0,Open e-Tender,1295000.0,0.0078
TND-001068,MPLADS-001068,4,0,Open e-Tender,1364000.0,-0.0708
TND-001069,MPLADS-001069,5,0,Open e-Tender,520000.0,-0.0019
TND-001070,MPLADS-001070,3,0,Open e-Tender,3375000.0,-0.0609
TND-001071,MPLADS-001071,6,0,Open e-Tender,9893000.0,-0.0734
TND-001072,MPLADS-001072,5,0,Open e-Tender,2139000.0,-0.0093
TND-001073,MPLADS-001073,3,0,Open e-Tender,14424000.0,-0.0484
TND-001074,MPLADS-001074,4,0,Open e-Tender,2909000.0,-0.0383
TND-001075,MPLADS-001075,5,0,Open e-Tender,1882000.0,-0.0383
TND-001076,MPLADS-001076,4,0,Open e-Tender,2575000.0,0.0066
TND-001077,MPLADS-001077,3,0,Open e-Tender,14967000.0,-0.0106
TND-001078,MPLADS-001078,7,0,Open e-Tender,1042000.0,-0.0379
TND-001079,MPLADS-001079,6,0,Open e-Tender,2789000.0,-0.0422
TND-001080,MPLADS-001080,7,0,Open e-Tender,11570000.0,-0.0263
TND-001081,MPLADS-001081,6,0,Open e-Tender,1690000.0,-0.0197
TND-001082,MPLADS-001082,3,0,Open e-Tender,1107000.0,0.0009
TND-001083,MPLADS-001083,6,0,Open e-Tender,2121000.0,-0.0569
TND-001084,MPLADS-001084,7,0,Open e-Tender,1935000.0,-0.0768
TND-001085,MPLADS-001085,7,0,Open e-Tender,13546000.0,-0.0317
TND-001086,MPLADS-001086,3,0,Open e-Tender,13144000.0,-0.0162
TND-001087,MPLADS-001087,6,0,Open e-Tender,444000.0,-0.0133
TND-001088,MPLADS-001088,6,0,Open e-Tender,1085000.0,-0.0055
TND-001089,MPLADS-001089,6,0,Open e-Tender,2059000.0,-0.0459
TND-001090,MPLADS-001090,4,0,Open e-Tender,1813000.0,0.0078
TND-001091,MPLADS-001091,4,0,Open e-Tender,922000.0,-0.0386
TND-001092,MPLADS-001092,5,0,Open e-Tender,3548000.0,-0.0212
TND-001093,MPLADS-001093,7,0,Open e-Tender,1394000.0,-0.0141
TND-001094,MPLADS-001094,5,0,Open e-Tender,1814000.0,-0.0279
TND-001095,MPLADS-001095,6,0,Open e-Tender,1514000.0,-0.0251
TND-001096,MPLADS-001096,4,0,Open e-Tender,9454000.0,0.0187
TND-001097,MPLADS-001097,4,0,Open e-Tender,438000.0,-0.0201
TND-001098,MPLADS-001098,1,1,Single Tender Inquiry,1733000.0,-0.0782
TND-001099,MPLADS-001099,3,0,Open e-Tender,1162000.0,-0.0317
TND-001100,MPLADS-001100,5,0,Open e-Tender,1665000.0,-0.0054
TND-001101,MPLADS-001101,6,0,Open e-Tender,1048000.0,-0.066
TND-001102,MPLADS-001102,7,0,Open e-Tender,1982000.0,-0.028
TND-001103,MPLADS-001103,4,0,Open e-Tender,1782000.0,-0.0714
TND-001104,MPLADS-001104,6,0,Open e-Tender,15756000.0,-0.0595
TND-001105,MPLADS-001105,3,0,Open e-Tender,2042000.0,-0.0049
TND-001106,MPLADS-001106,7,0,Open e-Tender,1106000.0,-0.0357
TND-001107,MPLADS-001107,7,0,Open e-Tender,3447000.0,-0.021
TND-001108,MPLADS-001108,7,0,Open e-Tender,3234000.0,-0.0271
TND-001109,MPLADS-001109,6,0,Open e-Tender,1546000.0,-0.0215
TND-001110,MPLADS-001110,6,0,Open e-Tender,1658000.0,0.0067
TND-001111,MPLADS-001111,4,0,Open e-Tender,2378000.0,-0.0165
TND-001112,MPLADS-001112,1,1,Single Tender Inquiry,602000.0,0.0
TND-001113,MPLADS-001113,5,0,Open e-Tender,2011000.0,-0.004
TND-001114,MPLADS-001114,4,0,Open e-Tender,12574000.0,-0.0396
TND-001115,MPLADS-001115,6,0,Open e-Tender,1940000.0,-0.0305
TND-001116,MPLADS-001116,6,0,Open e-Tender,1980000.0,0.0169
TND-001117,MPLADS-001117,3,0,Open e-Tender,2967000.0,-0.059
TND-001118,MPLADS-001118,3,0,Open e-Tender,2306000.0,-0.0675
TND-001119,MPLADS-001119,5,0,Open e-Tender,1751000.0,-0.0426
TND-001120,MPLADS-001120,4,0,Open e-Tender,2198000.0,0.0143
TND-001121,MPLADS-001121,5,0,Open e-Tender,1891000.0,-0.0192
TND-001122,MPLADS-001122,5,0,Open e-Tender,2777000.0,-0.0341
TND-001123,MPLADS-001123,7,0,Open e-Tender,2090000.0,-0.0297
TND-001124,MPLADS-001124,6,0,Open e-Tender,8962000.0,0.0084
TND-001125,MPLADS-001125,6,0,Open e-Tender,1185000.0,-0.0231
TND-001126,MPLADS-001126,7,0,Open e-Tender,13154000.0,-0.032
TND-001127,MPLADS-001127,7,0,Open e-Tender,2967000.0,-0.0298
TND-001128,MPLADS-001128,1,1,Single Tender Inquiry,2084000.0,0.0058
TND-001129,MPLADS-001129,6,0,Open e-Tender,2020000.0,0.0166
TND-001130,MPLADS-001130,1,1,Single Tender Inquiry,1846000.0,-0.0435
TND-001131,MPLADS-001131,4,0,Open e-Tender,1521000.0,-0.0594
TND-001132,MPLADS-001132,4,0,Open e-Tender,515000.0,0.0
TND-001133,MPLADS-001133,7,0,Open e-Tender,1821000.0,0.0022
TND-001134,MPLADS-001134,5,0,Open e-Tender,1608000.0,-0.0105
TND-001135,MPLADS-001135,7,0,Open e-Tender,2284000.0,-0.0628
TND-001136,MPLADS-001136,5,0,Open e-Tender,2637000.0,-0.0796
TND-001137,MPLADS-001137,3,0,Open e-Tender,1984000.0,0.0
TND-001138,MPLADS-001138,7,0,Open e-Tender,1805000.0,-0.028
TND-001139,MPLADS-001139,5,0,Open e-Tender,585000.0,-0.0685
TND-001140,MPLADS-001140,3,0,Open e-Tender,3229000.0,-0.0203
TND-001141,MPLADS-001141,3,0,Open e-Tender,2026000.0,0.0035
TND-001142,MPLADS-001142,6,0,Open e-Tender,3652000.0,-0.0193
TND-001143,MPLADS-001143,4,0,Open e-Tender,1086000.0,-0.0091
TND-001144,MPLADS-001144,3,0,Open e-Tender,9047000.0,-0.0665
TND-001145,MPLADS-001145,5,0,Open e-Tender,1090000.0,0.0083
TND-001146,MPLADS-001146,5,0,Open e-Tender,3317000.0,0.003
TND-001147,MPLADS-001147,3,0,Open e-Tender,9091000.0,0.0167
TND-001148,MPLADS-001148,7,0,Open e-Tender,1510000.0,-0.0345
TND-001149,MPLADS-001149,5,0,Open e-Tender,15159000.0,-0.0406
TND-001150,MPLADS-001150,7,0,Open e-Tender,1019000.0,-0.036
TND-001151,MPLADS-001151,5,0,Open e-Tender,3144000.0,-0.0073
TND-001152,MPLADS-001152,7,0,Open e-Tender,3329000.0,-0.0722
TND-001153,MPLADS-001153,4,0,Open e-Tender,2172000.0,-0.0291
TND-001154,MPLADS-001154,6,0,Open e-Tender,346000.0,-0.017
TND-001155,MPLADS-001155,1,1,Single Tender Inquiry,664000.0,-0.0487
TND-001156,MPLADS-001156,7,0,Open e-Tender,1742000.0,0.0011
TND-001157,MPLADS-001157,1,1,Single Tender Inquiry,11285000.0,0.004
TND-001158,MPLADS-001158,4,0,Open e-Tender,3150000.0,0.007
TND-001159,MPLADS-001159,3,0,Open e-Tender,3224000.0,-0.0557
TND-001160,MPLADS-001160,7,0,Open e-Tender,2915000.0,-0.0499
TND-001161,MPLADS-001161,4,0,Open e-Tender,1842000.0,-0.0295
TND-001162,MPLADS-001162,3,0,Open e-Tender,518000.0,0.0097
TND-001163,MPLADS-001163,5,0,Open e-Tender,409000.0,0.0174
TND-001164,MPLADS-001164,7,0,Open e-Tender,965000.0,0.0021
TND-001165,MPLADS-001165,6,0,Open e-Tender,2423000.0,-0.021
TND-001166,MPLADS-001166,4,0,Open e-Tender,2384000.0,-0.0128
TND-001167,MPLADS-001167,5,0,Open e-Tender,10193000.0,-0.0232
TND-001168,MPLADS-001168,5,0,Open e-Tender,3141000.0,-0.0172
TND-001169,MPLADS-001169,7,0,Open e-Tender,2763000.0,-0.0083
TND-001170,MPLADS-001170,4,0,Open e-Tender,3394000.0,0.0015
TND-001171,MPLADS-001171,6,0,Open e-Tender,1856000.0,-0.0348
TND-001172,MPLADS-001172,5,0,Open e-Tender,1917000.0,-0.0308
TND-001173,MPLADS-001173,7,0,Open e-Tender,11267000.0,0.0195
TND-001174,MPLADS-001174,7,0,Open e-Tender,709000.0,0.0042
TND-001175,MPLADS-001175,1,1,Single Tender Inquiry,463000.0,0.0022
TND-001176,MPLADS-001176,5,0,Open e-Tender,641000.0,-0.0683
TND-001177,MPLADS-001177,3,0,Open e-Tender,1925000.0,-0.0082
TND-001178,MPLADS-001178,3,0,Open e-Tender,372000.0,-0.0653
TND-001179,MPLADS-001179,6,0,Open e-Tender,467000.0,-0.0311
TND-001180,MPLADS-001180,7,0,Open e-Tender,642000.0,-0.0258
TND-001181,MPLADS-001181,3,0,Open e-Tender,9609000.0,-0.0737
TND-001182,MPLADS-001182,5,0,Open e-Tender,9369000.0,0.0051
TND-001183,MPLADS-001183,7,0,Open e-Tender,1907000.0,-0.0536
TND-001184,MPLADS-001184,4,0,Open e-Tender,2547000.0,0.0164
TND-001185,MPLADS-001185,7,0,Open e-Tender,1960000.0,0.001
TND-001186,MPLADS-001186,4,0,Open e-Tender,1321000.0,-0.0215
TND-001187,MPLADS-001187,4,0,Open e-Tender,2710000.0,-0.0616
TND-001188,MPLADS-001188,4,0,Open e-Tender,2414000.0,-0.0556
TND-001189,MPLADS-001189,6,0,Open e-Tender,1712000.0,-0.0167
TND-001190,MPLADS-001190,5,0,Open e-Tender,2829000.0,-0.0328
TND-001191,MPLADS-001191,7,0,Open e-Tender,2854000.0,-0.0263
TND-001192,MPLADS-001192,7,0,Open e-Tender,1969000.0,-0.0655
TND-001193,MPLADS-001193,7,0,Open e-Tender,1113000.0,-0.0279
TND-001194,MPLADS-001194,7,0,Open e-Tender,13744000.0,-0.0008
TND-001195,MPLADS-001195,5,0,Open e-Tender,1813000.0,-0.0402
TND-001196,MPLADS-001196,6,0,Open e-Tender,651000.0,-0.0398
TND-001197,MPLADS-001197,4,0,Open e-Tender,632000.0,-0.0733
TND-001198,MPLADS-001198,6,0,Open e-Tender,1968000.0,-0.017
TND-001199,MPLADS-001199,1,1,Single Tender Inquiry,2455000.0,-0.0529
TND-001200,MPLADS-001200,5,0,Open e-Tender,584000.0,-0.0379
TND-001201,MPLADS-001201,5,0,Open e-Tender,487000.0,-0.0279
TND-001202,MPLADS-001202,5,0,Open e-Tender,2865000.0,-0.0659
TND-001203,MPLADS-001203,6,0,Open e-Tender,2857000.0,0.0011
TND-001204,MPLADS-001204,4,0,Open e-Tender,9548000.0,-0.0168
TND-001205,MPLADS-001205,5,0,Open e-Tender,424000.0,-0.0599
TND-001206,MPLADS-001206,5,0,Open e-Tender,560000.0,-0.0744
TND-001207,MPLADS-001207,7,0,Open e-Tender,12523000.0,-0.0139
TND-001208,MPLADS-001208,3,0,Open e-Tender,3009000.0,-0.0056
TND-001209,MPLADS-001209,3,0,Open e-Tender,427000.0,-0.0778
TND-001210,MPLADS-001210,6,0,Open e-Tender,537000.0,-0.0254
TND-001211,MPLADS-001211,4,0,Open e-Tender,2128000.0,-0.0796
TND-001212,MPLADS-001212,5,0,Open e-Tender,15885000.0,-0.0126
TND-001213,MPLADS-001213,4,0,Open e-Tender,3811000.0,-0.0099
TND-001214,MPLADS-001214,5,0,Open e-Tender,661000.0,-0.0279
TND-001215,MPLADS-001215,3,0,Open e-Tender,2410000.0,-0.0644
TND-001216,MPLADS-001216,7,0,Open e-Tender,768000.0,-0.0065
TND-001217,MPLADS-001217,5,0,Open e-Tender,626000.0,-0.0443
TND-001218,MPLADS-001218,4,0,Open e-Tender,14447000.0,-0.062
TND-001219,MPLADS-001219,5,0,Open e-Tender,2443000.0,-0.0722
TND-001220,MPLADS-001220,5,0,Open e-Tender,2113000.0,0.0168
TND-001221,MPLADS-001221,3,0,Open e-Tender,2360000.0,-0.0004
TND-001222,MPLADS-001222,3,0,Open e-Tender,1169000.0,0.0104
TND-001223,MPLADS-001223,3,0,Open e-Tender,6582000.0,-0.0186
TND-001224,MPLADS-001224,3,0,Open e-Tender,2664000.0,0.0076
TND-001225,MPLADS-001225,4,0,Open e-Tender,2460000.0,-0.0607
TND-001226,MPLADS-001226,3,0,Open e-Tender,2327000.0,-0.0081
TND-001227,MPLADS-001227,7,0,Open e-Tender,14305000.0,0.015
TND-001228,MPLADS-001228,3,0,Open e-Tender,8101000.0,-0.0675
TND-001229,MPLADS-001229,4,0,Open e-Tender,1531000.0,-0.0766
TND-001230,MPLADS-001230,6,0,Open e-Tender,9057000.0,-0.0503
TND-001231,MPLADS-001231,3,0,Open e-Tender,1729000.0,0.0041
TND-001232,MPLADS-001232,4,0,Open e-Tender,2318000.0,-0.0228
TND-001233,MPLADS-001233,6,0,Open e-Tender,2159000.0,-0.0633
TND-001234,MPLADS-001234,5,0,Open e-Tender,11923000.0,-0.0236
TND-001235,MPLADS-001235,5,0,Open e-Tender,568000.0,-0.0018
TND-001236,MPLADS-001236,6,0,Open e-Tender,1318000.0,0.0138
TND-001237,MPLADS-001237,4,0,Open e-Tender,3814000.0,-0.0188
TND-001238,MPLADS-001238,3,0,Open e-Tender,2156000.0,0.0079
TND-001239,MPLADS-001239,7,0,Open e-Tender,3337000.0,-0.0285
TND-001240,MPLADS-001240,3,0,Open e-Tender,2577000.0,-0.0677
TND-001241,MPLADS-001241,4,0,Open e-Tender,7965000.0,-0.0738
TND-001242,MPLADS-001242,1,1,Single Tender Inquiry,629000.0,0.0178
TND-001243,MPLADS-001243,7,0,Open e-Tender,963000.0,-0.0399
TND-001244,MPLADS-001244,6,0,Open e-Tender,1209000.0,-0.0525
TND-001245,MPLADS-001245,7,0,Open e-Tender,2047000.0,-0.064
TND-001246,MPLADS-001246,4,0,Open e-Tender,2866000.0,-0.0288
TND-001247,MPLADS-001247,6,0,Open e-Tender,387000.0,-0.0515
TND-001248,MPLADS-001248,6,0,Open e-Tender,438000.0,-0.0581
TND-001249,MPLADS-001249,4,0,Open e-Tender,1131000.0,0.0053
TND-001250,MPLADS-001250,5,0,Open e-Tender,3430000.0,-0.0075
TND-001251,MPLADS-001251,7,0,Open e-Tender,2678000.0,-0.055
TND-001252,MPLADS-001252,6,0,Open e-Tender,3686000.0,-0.0391
TND-001253,MPLADS-001253,4,0,Open e-Tender,2253000.0,-0.0782
TND-001254,MPLADS-001254,6,0,Open e-Tender,1482000.0,-0.0333
TND-001255,MPLADS-001255,4,0,Open e-Tender,1994000.0,-0.055
TND-001256,MPLADS-001256,6,0,Open e-Tender,3556000.0,-0.0575
TND-001257,MPLADS-001257,6,0,Open e-Tender,2906000.0,0.0182
TND-001258,MPLADS-001258,6,0,Open e-Tender,11648000.0,-0.0342
TND-001259,MPLADS-001259,4,0,Open e-Tender,2409000.0,-0.0325
TND-001260,MPLADS-001260,6,0,Open e-Tender,625000.0,-0.0672
TND-001261,MPLADS-001261,4,0,Open e-Tender,1914000.0,-0.0622
TND-001262,MPLADS-001262,3,0,Open e-Tender,538000.0,-0.0643
TND-001263,MPLADS-001263,3,0,Open e-Tender,1913000.0,-0.0358
