progress_id,project_id,physical_progress,financial_progress,planned_duration_days,actual_duration_days,extension_count,progress_gap
PROG-000924,MPLADS-000924,82.8,88.0,120,114,0,5.2
PROG-000925,MPLADS-000925,98.2,97.0,400,414,0,-1.2
PROG-000926,MPLADS-000926,23.2,88.7,150,175,0,65.5
PROG-000927,MPLADS-000927,79.4,88.9,400,431,0,9.5
PROG-000928,MPLADS-000928,85.5,97.9,120,144,0,12.4
PROG-000929,MPLADS-000929,83.5,91.9,210,244,0,8.4
PROG-000930,MPLADS-000930,21.0,91.3,400,390,0,70.3
PROG-000931,MPLADS-000931,70.8,88.2,60,87,0,17.4
PROG-000932,MPLADS-000932,72.9,89.7,90,104,0,16.8
PROG-000933,MPLADS-000933,93.7,86.0,180,174,0,-7.7
PROG-000934,MPLADS-000934,85.2,95.0,210,220,0,9.8
PROG-000935,MPLADS-000935,73.0,85.7,160,189,0,12.7
PROG-000936,MPLADS-000936,79.7,91.2,160,161,0,11.5
PROG-000937,MPLADS-000937,79.4,94.8,120,132,0,15.4
PROG-000938,MPLADS-000938,85.0,97.6,120,151,0,12.6
PROG-000939,MPLADS-000939,96.3,95.4,180,203,0,-0.9
PROG-000940,MPLADS-000940,98.1,96.5,180,203,0,-1.6
PROG-000941,MPLADS-000941,89.2,92.5,400,387,0,3.3
PROG-000942,MPLADS-000942,71.6,96.7,210,237,0,25.1
PROG-000943,MPLADS-000943,77.2,96.8,60,79,0,19.6
PROG-000944,MPLADS-000944,95.6,93.6,120,131,0,-2.0
PROG-000945,MPLADS-000945,92.7,95.2,400,403,0,2.5
PROG-000946,MPLADS-000946,73.3,86.7,400,1200,3,13.4
PROG-000947,MPLADS-000947,96.9,93.3,160,179,0,-3.6
PROG-000948,MPLADS-000948,99.4,87.5,210,214,0,-11.9
PROG-000949,MPLADS-000949,79.3,95.3,400,396,0,16.0
PROG-000950,MPLADS-000950,78.8,91.5,150,156,0,12.7
PROG-000951,MPLADS-000951,84.9,92.1,210,237,0,7.2
PROG-000952,MPLADS-000952,76.7,89.1,160,148,0,12.4
PROG-000953,MPLADS-000953,73.1,91.5,90,115,0,18.4
PROG-000954,MPLADS-000954,84.0,91.2,90,101,0,7.2
PROG-000955,MPLADS-000955,85.1,93.9,210,195,0,8.8
PROG-000956,MPLADS-000956,81.8,92.8,180,214,0,11.0
PROG-000957,MPLADS-000957,98.7,96.5,400,389,0,-2.2
PROG-000958,MPLADS-000958,74.6,94.1,120,144,0,19.5
PROG-000959,MPLADS-000959,95.6,97.5,90,116,0,1.9
PROG-000960,MPLADS-000960,85.9,92.7,120,138,0,6.8
PROG-000961,MPLADS-000961,19.7,69.6,60,86,0,49.9
PROG-000962,MPLADS-000962,30.4,87.5,210,230,0,57.1
PROG-000963,MPLADS-000963,40.1,95.3,120,360,4,55.2
PROG-000964,MPLADS-000964,99.0,90.7,90,100,0,-8.3
PROG-000965,MPLADS-000965,94.4,91.5,210,228,0,-2.9
PROG-000966,MPLADS-000966,82.5,92.7,90,118,0,10.2
PROG-000967,MPLADS-000967,90.0,93.9,160,182,0,3.9
PROG-000968,MPLADS-000968,80.7,86.6,150,170,0,5.9
PROG-000969,MPLADS-000969,81.4,92.2,210,199,0,10.8
PROG-000970,MPLADS-000970,83.7,85.3,400,401,0,1.6
PROG-000971,MPLADS-000971,76.9,86.3,400,400,0,9.4
PROG-000972,MPLADS-000972,90.1,93.2,90,99,0,3.1
PROG-000973,MPLADS-000973,82.6,95.8,180,184,0,13.2
PROG-000974,MPLADS-000974,77.1,87.8,150,151,0,10.7
PROG-000975,MPLADS-000975,90.3,90.8,400,402,0,0.5
PROG-000976,MPLADS-000976,93.0,88.4,120,121,0,-4.6
PROG-000977,MPLADS-000977,97.5,94.1,150,141,0,-3.4
PROG-000978,MPLADS-000978,73.3,95.4,160,147,0,22.1
PROG-000979,MPLADS-000979,99.6,93.9,210,214,0,-5.7
PROG-000980,MPLADS-000980,95.5,94.4,120,111,0,-1.1
PROG-000981,MPLADS-000981,94.9,94.9,180,172,0,0.0
PROG-000982,MPLADS-000982,52.2,92.7,180,540,3,40.5
PROG-000983,MPLADS-000983,31.6,94.5,120,109,0,62.9
PROG-000984,MPLADS-000984,93.3,86.0,90,92,0,-7.3
PROG-000985,MPLADS-000985,85.8,96.9,120,150,0,11.1
PROG-000986,MPLADS-000986,82.9,86.5,400,415,0,3.6
PROG-000987,MPLADS-000987,92.4,96.9,60,74,0,4.5
PROG-000988,MPLADS-000988,88.9,88.2,120,127,0,-0.7
PROG-000989,MPLADS-000989,15.3,43.3,160,159,0,28.0
PROG-000990,MPLADS-000990,93.2,142.1,160,182,0,48.9
PROG-000991,MPLADS-000991,79.5,94.7,120,116,0,15.2
PROG-000992,MPLADS-000992,99.2,92.9,150,167,0,-6.3
PROG-000993,MPLADS-000993,23.4,96.9,210,199,0,73.5
PROG-000994,MPLADS-000994,91.7,89.1,90,90,0,-2.6
PROG-000995,MPLADS-000995,89.8,92.3,90,87,0,2.5
PROG-000996,MPLADS-000996,99.5,90.0,210,213,0,-9.5
PROG-000997,MPLADS-000997,72.5,90.6,400,393,0,18.1
PROG-000998,MPLADS-000998,75.3,127.0,180,189,0,51.7
PROG-000999,MPLADS-000999,86.9,94.2,150,176,0,7.3
PROG-001000,MPLADS-001000,88.8,87.7,210,240,0,-1.1
PROG-001001,MPLADS-001001,83.4,90.5,400,427,0,7.1
PROG-001002,MPLADS-001002,72.9,88.7,160,145,0,15.8
PROG-001003,MPLADS-001003,86.4,85.4,210,220,0,-1.0
PROG-001004,MPLADS-001004,24.9,47.2,120,116,0,22.3
PROG-001005,MPLADS-001005,76.8,90.2,120,121,0,13.4
PROG-001006,MPLADS-001006,78.9,87.8,90,98,0,8.9
PROG-001007,MPLADS-001007,82.5,90.1,90,87,0,7.6
PROG-001008,MPLADS-001008,72.4,91.0,210,232,0,18.6
PROG-001009,MPLADS-001009,31.7,89.2,400,397,0,57.5
PROG-001010,MPLADS-001010,87.4,90.5,60,52,0,3.1
PROG-001011,MPLADS-001011,97.0,91.3,210,228,0,-5.7
PROG-001012,MPLADS-001012,94.0,91.5,160,190,0,-2.5
PROG-001013,MPLADS-001013,99.2,92.3,90,97,0,-6.9
PROG-001014,MPLADS-001014,95.8,88.0,150,153,0,-7.8
PROG-001015,MPLADS-001015,79.1,97.9,400,394,0,18.8
PROG-001016,MPLADS-001016,81.1,92.1,400,410,0,11.0
PROG-001017,MPLADS-001017,75.7,86.8,150,182,0,11.1
PROG-001018,MPLADS-001018,87.3,90.2,60,93,0,2.9
PROG-001019,MPLADS-001019,72.8,98.0,400,390,0,25.2
PROG-001020,MPLADS-001020,81.8,96.3,210,207,0,14.5
PROG-001021,MPLADS-001021,89.7,91.1,60,60,0,1.4
PROG-001022,MPLADS-001022,70.7,93.9,180,180,0,23.2
PROG-001023,MPLADS-001023,81.2,92.6,150,177,0,11.4
PROG-001024,MPLADS-001024,83.8,95.2,60,65,0,11.4
PROG-001025,MPLADS-001025,83.4,91.7,400,419,0,8.3
PROG-001026,MPLADS-001026,79.0,93.3,150,182,0,14.3
PROG-001027,MPLADS-001027,83.1,87.7,120,135,0,4.6
PROG-001028,MPLADS-001028,78.4,89.5,60,60,0,11.1
PROG-001029,MPLADS-001029,86.1,89.1,120,121,0,3.0
PROG-001030,MPLADS-001030,75.0,94.0,60,75,0,19.0
PROG-001031,MPLADS-001031,98.6,90.3,120,152,0,-8.3
PROG-001032,MPLADS-001032,76.5,89.6,160,146,0,13.1
PROG-001033,MPLADS-001033,75.8,89.1,90,97,0,13.3
PROG-001034,MPLADS-001034,76.2,159.2,400,423,0,83.0
PROG-001035,MPLADS-001035,80.1,92.3,120,137,0,12.2
PROG-001036,MPLADS-001036,80.7,98.0,60,87,0,17.3
PROG-001037,MPLADS-001037,95.2,90.2,90,117,0,-5.0
PROG-001038,MPLADS-001038,83.9,96.7,150,149,0,12.8
PROG-001039,MPLADS-001039,78.4,96.3,400,406,0,17.9
PROG-001040,MPLADS-001040,77.8,96.2,210,219,0,18.4
PROG-001041,MPLADS-001041,82.4,97.5,400,391,0,15.1
PROG-001042,MPLADS-001042,31.8,96.4,180,197,0,64.6
PROG-001043,MPLADS-001043,76.1,94.2,180,202,0,18.1
PROG-001044,MPLADS-001044,87.6,88.5,120,150,0,0.9
PROG-001045,MPLADS-001045,75.2,96.0,90,117,0,20.8
PROG-001046,MPLADS-001046,74.5,91.2,400,405,0,16.7
PROG-001047,MPLADS-001047,87.1,92.2,90,109,0,5.1
PROG-001048,MPLADS-001048,81.7,85.1,210,196,0,3.4
PROG-001049,MPLADS-001049,88.1,96.6,60,57,0,8.5
PROG-001050,MPLADS-001050,81.6,98.0,60,68,0,16.4
PROG-001051,MPLADS-001051,82.3,92.0,60,71,0,9.7
PROG-001052,MPLADS-001052,81.6,97.2,90,82,0,15.6
PROG-001053,MPLADS-001053,74.7,86.1,120,132,0,11.4
PROG-001054,MPLADS-001054,86.7,92.9,120,129,0,6.2
PROG-001055,MPLADS-001055,82.6,88.9,120,123,0,6.3
PROG-001056,MPLADS-001056,93.7,94.9,400,428,0,1.2
PROG-001057,MPLADS-001057,0.0,100.0,210,202,0,100.0
PROG-001058,MPLADS-001058,86.8,91.0,210,206,0,4.2
PROG-001059,MPLADS-001059,76.8,137.4,400,397,0,60.6
PROG-001060,MPLADS-001060,89.8,94.2,150,144,0,4.4
PROG-001061,MPLADS-001061,94.5,94.0,90,120,0,-0.5
PROG-001062,MPLADS-001062,96.3,93.7,400,388,0,-2.6
PROG-001063,MPLADS-001063,97.9,89.5,210,215,0,-8.4
PROG-001064,MPLADS-001064,85.1,86.3,150,136,0,1.2
PROG-001065,MPLADS-001065,96.1,86.9,120,133,0,-9.2
PROG-001066,MPLADS-001066,91.0,94.0,160,191,0,3.0
PROG-001067,MPLADS-001067,96.0,89.2,150,137,0,-6.8
PROG-001068,MPLADS-001068,99.0,95.9,150,143,0,-3.1
PROG-001069,MPLADS-001069,81.1,93.1,60,68,0,12.0
PROG-001070,MPLADS-001070,72.2,136.6,210,221,0,64.4
PROG-001071,MPLADS-001071,77.4,94.3,400,403,0,16.9
PROG-001072,MPLADS-001072,74.4,92.4,160,183,0,18.0
PROG-001073,MPLADS-001073,71.0,93.6,400,426,0,22.6
PROG-001074,MPLADS-001074,76.2,96.1,160,165,0,19.9
PROG-001075,MPLADS-001075,72.3,88.0,180,193,0,15.7
PROG-001076,MPLADS-001076,74.6,93.6,160,194,0,19.0
PROG-001077,MPLADS-001077,96.4,89.2,400,414,0,-7.2
PROG-001078,MPLADS-001078,99.1,96.6,150,147,0,-2.5
PROG-001079,MPLADS-001079,87.7,94.9,160,163,0,7.2
PROG-001080,MPLADS-001080,79.3,97.7,400,394,0,18.4
PROG-001081,MPLADS-001081,91.0,90.0,160,175,0,-1.0
PROG-001082,MPLADS-001082,77.7,87.3,90,86,0,9.6
PROG-001083,MPLADS-001083,89.2,97.0,210,211,0,7.8
PROG-001084,MPLADS-001084,75.9,88.0,150,183,0,12.1
PROG-001085,MPLADS-001085,74.8,96.1,400,385,0,21.3
PROG-001086,MPLADS-001086,95.0,85.0,400,413,0,-10.0
PROG-001087,MPLADS-001087,20.0,93.8,60,72,0,73.8
PROG-001088,MPLADS-001088,81.5,91.6,90,116,0,10.1
PROG-001089,MPLADS-001089,81.2,89.5,180,169,0,8.3
PROG-001090,MPLADS-001090,82.1,89.0,180,178,0,6.9
PROG-001091,MPLADS-001091,84.5,93.0,90,84,0,8.5
PROG-001092,MPLADS-001092,83.9,86.4,210,225,0,2.5
PROG-001093,MPLADS-001093,90.3,91.1,120,134,0,0.8
PROG-001094,MPLADS-001094,86.8,86.4,150,184,0,-0.4
PROG-001095,MPLADS-001095,74.8,91.0,120,126,0,16.2
PROG-001096,MPLADS-001096,99.2,86.4,400,433,0,-12.8
PROG-001097,MPLADS-001097,78.1,89.7,60,46,0,11.6
PROG-001098,MPLADS-001098,80.1,93.1,120,117,0,13.0
PROG-001099,MPLADS-001099,73.3,97.3,150,184,0,24.0
PROG-001100,MPLADS-001100,94.6,93.6,120,108,0,-1.0
PROG-001101,MPLADS-001101,91.9,94.9,150,165,0,3.0
PROG-001102,MPLADS-001102,89.2,90.9,180,189,0,1.7
PROG-001103,MPLADS-001103,78.7,92.1,160,172,0,13.4
PROG-001104,MPLADS-001104,73.7,86.3,400,394,0,12.6
PROG-001105,MPLADS-001105,75.6,94.1,180,213,0,18.5
PROG-001106,MPLADS-001106,96.6,96.6,150,167,0,0.0
PROG-001107,MPLADS-001107,84.5,91.3,210,244,0,6.8
PROG-001108,MPLADS-001108,90.4,93.3,210,206,0,2.9
PROG-001109,MPLADS-001109,77.8,86.8,160,186,0,9.0
PROG-001110,MPLADS-001110,33.6,87.4,120,123,0,53.8
PROG-001111,MPLADS-001111,88.3,87.6,120,147,0,-0.7
PROG-001112,MPLADS-001112,74.4,97.5,60,47,0,23.1
PROG-001113,MPLADS-001113,21.6,66.8,180,170,0,45.2
PROG-001114,MPLADS-001114,82.3,86.6,400,407,0,4.3
PROG-001115,MPLADS-001115,76.5,86.0,160,172,0,9.5
PROG-001116,MPLADS-001116,81.3,128.6,180,181,0,47.3
PROG-001117,MPLADS-001117,77.7,93.2,180,203,0,15.5
PROG-001118,MPLADS-001118,98.8,91.1,180,200,0,-7.7
PROG-001119,MPLADS-001119,77.7,95.0,120,138,0,17.3
PROG-001120,MPLADS-001120,95.2,90.6,120,116,0,-4.6
PROG-001121,MPLADS-001121,19.6,96.8,150,153,0,77.2
PROG-001122,MPLADS-001122,83.8,88.5,60,48,0,4.7
PROG-001123,MPLADS-001123,31.8,91.9,180,191,0,60.1
PROG-001124,MPLADS-001124,97.2,85.2,160,193,0,-12.0
PROG-001125,MPLADS-001125,90.4,88.6,150,168,0,-1.8
PROG-001126,MPLADS-001126,99.6,87.8,400,398,0,-11.8
PROG-001127,MPLADS-001127,77.0,85.6,180,173,0,8.6
PROG-001128,MPLADS-001128,79.0,90.4,150,143,0,11.4
PROG-001129,MPLADS-001129,22.7,96.7,150,181,0,74.0
PROG-001130,MPLADS-001130,79.6,94.3,150,181,0,14.7
PROG-001131,MPLADS-001131,84.0,94.1,150,166,0,10.1
PROG-001132,MPLADS-001132,91.4,87.9,60,63,0,-3.5
PROG-001133,MPLADS-001133,18.4,91.0,180,172,0,72.6
PROG-001134,MPLADS-001134,97.4,93.6,160,149,0,-3.8
PROG-001135,MPLADS-001135,81.3,86.4,180,170,0,5.1
PROG-001136,MPLADS-001136,77.7,91.9,160,145,0,14.2
PROG-001137,MPLADS-001137,89.3,97.2,150,135,0,7.9
PROG-001138,MPLADS-001138,85.5,92.9,150,156,0,7.4
PROG-001139,MPLADS-001139,86.9,96.2,90,107,0,9.3
PROG-001140,MPLADS-001140,93.9,91.7,180,182,0,-2.2
PROG-001141,MPLADS-001141,87.7,93.5,160,160,0,5.8
PROG-001142,MPLADS-001142,96.2,90.8,210,215,0,-5.4
PROG-001143,MPLADS-001143,89.7,95.6,90,89,0,5.9
PROG-001144,MPLADS-001144,74.8,96.5,400,393,0,21.7
PROG-001145,MPLADS-001145,95.0,85.8,90,101,0,-9.2
PROG-001146,MPLADS-001146,72.1,94.0,180,168,0,21.9
PROG-001147,MPLADS-001147,91.7,89.0,400,401,0,-2.7
PROG-001148,MPLADS-001148,70.7,96.3,120,137,0,25.6
PROG-001149,MPLADS-001149,18.5,97.2,400,432,0,78.7
PROG-001150,MPLADS-001150,95.7,97.6,90,92,0,1.9
PROG-001151,MPLADS-001151,79.0,86.4,210,231,0,7.4
PROG-001152,MPLADS-001152,77.1,87.2,210,236,0,10.1
PROG-001153,MPLADS-001153,85.3,95.5,180,210,0,10.2
PROG-001154,MPLADS-001154,71.4,155.1,60,48,0,83.7
PROG-001155,MPLADS-001155,74.5,95.4,60,68,0,20.9
PROG-001156,MPLADS-001156,74.0,96.2,120,146,0,22.2
PROG-001157,MPLADS-001157,88.0,94.2,400,432,0,6.2
PROG-001158,MPLADS-001158,72.5,85.1,210,214,0,12.6
PROG-001159,MPLADS-001159,74.6,93.6,210,219,0,19.0
PROG-001160,MPLADS-001160,95.4,97.9,210,199,0,2.5
PROG-001161,MPLADS-001161,80.8,86.9,160,191,0,6.1
PROG-001162,MPLADS-001162,99.3,86.1,60,80,0,-13.2
PROG-001163,MPLADS-001163,70.3,93.1,60,77,0,22.8
PROG-001164,MPLADS-001164,95.7,87.8,90,78,0,-7.9
PROG-001165,MPLADS-001165,92.1,91.4,210,210,0,-0.7
PROG-001166,MPLADS-001166,84.4,94.2,180,210,0,9.8
PROG-001167,MPLADS-001167,96.7,94.5,400,397,0,-2.2
PROG-001168,MPLADS-001168,86.6,90.9,210,199,0,4.3
PROG-001169,MPLADS-001169,82.4,89.3,180,183,0,6.9
PROG-001170,MPLADS-001170,96.2,97.4,210,243,0,1.2
PROG-001171,MPLADS-001171,70.7,93.3,150,177,0,22.6
PROG-001172,MPLADS-001172,97.0,95.5,60,57,0,-1.5
PROG-001173,MPLADS-001173,88.8,90.9,400,430,0,2.1
PROG-001174,MPLADS-001174,93.5,91.9,90,84,0,-1.6
PROG-001175,MPLADS-001175,93.4,97.8,60,92,0,4.4
PROG-001176,MPLADS-001176,83.9,95.8,60,53,0,11.9
PROG-001177,MPLADS-001177,97.5,91.0,150,174,0,-6.5
PROG-001178,MPLADS-001178,93.5,92.5,60,55,0,-1.0
PROG-001179,MPLADS-001179,92.0,88.7,60,77,0,-3.3
PROG-001180,MPLADS-001180,95.2,93.5,60,83,0,-1.7
PROG-001181,MPLADS-001181,79.6,87.6,400,430,0,8.0
PROG-001182,MPLADS-001182,73.8,85.3,400,415,0,11.5
PROG-001183,MPLADS-001183,24.5,66.0,120,125,0,41.5
PROG-001184,MPLADS-001184,85.5,85.3,120,125,0,-0.2
PROG-001185,MPLADS-001185,91.0,91.0,120,154,0,0.0
PROG-001186,MPLADS-001186,90.0,151.9,150,139,0,61.9
PROG-001187,MPLADS-001187,77.5,96.0,180,166,0,18.5
PROG-001188,MPLADS-001188,23.7,91.5,180,169,0,67.8
PROG-001189,MPLADS-001189,88.5,98.0,120,127,0,9.5
PROG-001190,MPLADS-001190,94.0,89.6,180,211,0,-4.4
PROG-001191,MPLADS-001191,21.5,56.1,180,200,0,34.6
PROG-001192,MPLADS-001192,95.3,86.9,180,189,0,-8.4
PROG-001193,MPLADS-001193,95.2,137.3,150,161,0,42.1
PROG-001194,MPLADS-001194,89.0,91.7,400,427,0,2.7
PROG-001195,MPLADS-001195,73.6,136.0,180,212,0,62.4
PROG-001196,MPLADS-001196,89.6,90.9,60,56,0,1.3
PROG-001197,MPLADS-001197,95.1,92.6,60,77,0,-2.5
PROG-001198,MPLADS-001198,82.4,94.4,120,108,0,12.0
PROG-001199,MPLADS-001199,70.5,90.7,180,177,0,20.2
PROG-001200,MPLADS-001200,77.2,90.1,60,88,0,12.9
PROG-001201,MPLADS-001201,80.8,93.8,60,74,0,13.0
PROG-001202,MPLADS-001202,44.4,95.8,160,480,2,51.4
PROG-001203,MPLADS-001203,98.2,85.8,160,161,0,-12.4
PROG-001204,MPLADS-001204,97.7,96.0,400,411,0,-1.7
PROG-001205,MPLADS-001205,95.8,95.7,60,55,0,-0.1
PROG-001206,MPLADS-001206,99.5,96.4,60,89,0,-3.1
PROG-001207,MPLADS-001207,76.6,85.1,400,419,0,8.5
PROG-001208,MPLADS-001208,79.1,90.5,160,181,0,11.4
PROG-001209,MPLADS-001209,77.2,96.8,60,63,0,19.6
PROG-001210,MPLADS-001210,71.5,90.5,60,58,0,19.0
PROG-001211,MPLADS-001211,94.0,95.6,120,132,0,1.6
PROG-001212,MPLADS-001212,94.4,95.3,400,395,0,0.9
PROG-001213,MPLADS-001213,97.0,85.3,90,99,0,-11.7
PROG-001214,MPLADS-001214,75.6,92.4,90,108,0,16.8
PROG-001215,MPLADS-001215,89.2,93.5,180,213,0,4.3
PROG-001216,MPLADS-001216,88.0,92.1,90,95,0,4.1
PROG-001217,MPLADS-001217,92.5,96.0,90,96,0,3.5
PROG-001218,MPLADS-001218,73.4,97.7,210,221,0,24.3
PROG-001219,MPLADS-001219,70.5,98.0,160,189,0,27.5
PROG-001220,MPLADS-001220,30.4,93.9,150,183,0,63.5
PROG-001221,MPLADS-001221,90.7,88.9,160,194,0,-1.8
PROG-001222,MPLADS-001222,96.1,130.9,150,142,0,34.8
PROG-001223,MPLADS-001223,73.8,93.9,120,113,0,20.1
PROG-001224,MPLADS-001224,79.2,96.4,160,175,0,17.2
PROG-001225,MPLADS-001225,71.8,87.0,180,194,0,15.2
PROG-001226,MPLADS-001226,79.2,92.3,120,117,0,13.1
PROG-001227,MPLADS-001227,98.9,91.3,400,412,0,-7.6
PROG-001228,MPLADS-001228,74.1,92.6,400,397,0,18.5
PROG-001229,MPLADS-001229,89.6,94.3,120,153,0,4.7
PROG-001230,MPLADS-001230,87.8,90.2,400,409,0,2.4
PROG-001231,MPLADS-001231,98.0,87.5,160,182,0,-10.5
PROG-001232,MPLADS-001232,91.0,90.6,180,172,0,-0.4
PROG-001233,MPLADS-001233,88.0,89.4,160,160,0,1.4
PROG-001234,MPLADS-001234,85.7,86.3,400,405,0,0.6
PROG-001235,MPLADS-001235,74.6,97.2,90,108,0,22.6
PROG-001236,MPLADS-001236,86.5,86.2,120,128,0,-0.3
PROG-001237,MPLADS-001237,95.5,86.5,210,204,0,-9.0
PROG-001238,MPLADS-001238,70.8,143.4,120,130,0,72.6
PROG-001239,MPLADS-001239,94.2,88.3,180,186,0,-5.9
PROG-001240,MPLADS-001240,92.9,89.0,160,190,0,-3.9
PROG-001241,MPLADS-001241,74.7,86.0,120,151,0,11.3
PROG-001242,MPLADS-001242,93.7,96.2,60,64,0,2.5
PROG-001243,MPLADS-001243,75.1,89.4,90,93,0,14.3
PROG-001244,MPLADS-001244,82.7,139.5,150,174,0,56.8
PROG-001245,MPLADS-001245,90.3,89.0,160,149,0,-1.3
PROG-001246,MPLADS-001246,73.2,91.0,60,77,0,17.8
PROG-001247,MPLADS-001247,82.1,95.4,60,62,0,13.3
PROG-001248,MPLADS-001248,81.7,94.8,60,78,0,13.1
PROG-001249,MPLADS-001249,94.2,91.7,150,143,0,-2.5
PROG-001250,MPLADS-001250,87.0,97.3,180,174,0,10.3
PROG-001251,MPLADS-001251,84.5,93.1,180,183,0,8.6
PROG-001252,MPLADS-001252,88.5,134.6,210,242,0,46.1
PROG-001253,MPLADS-001253,91.5,95.2,160,145,0,3.7
PROG-001254,MPLADS-001254,96.5,94.4,150,184,0,-2.1
PROG-001255,MPLADS-001255,29.7,87.7,180,190,0,58.0
PROG-001256,MPLADS-001256,74.6,91.5,210,227,0,16.9
PROG-001257,MPLADS-001257,99.1,97.7,160,147,0,-1.4
PROG-001258,MPLADS-001258,85.4,93.2,160,151,0,7.8
PROG-001259,MPLADS-001259,25.7,93.8,160,179,0,68.1
PROG-001260,MPLADS-001260,79.8,89.5,60,78,0,9.7
PROG-001261,MPLADS-001261,81.3,91.9,120,118,0,10.6
PROG-001262,MPLADS-001262,97.9,93.8,90,86,0,-4.1
PROG-001263,MPLADS-001263,97.6,94.7,160,178,0,-2.9
PROG-001264,MPLADS-001264,97.2,89.5,210,235,0,-7.7
PROG-001265,MPLADS-001265,33.6,98.8,180,193,0,65.2
PROG-001266,MPLADS-001266,86.8,94.5,210,226,0,7.7
PROG-001267,MPLADS-001267,82.0,93.0,400,393,0,11.0
PROG-001268,MPLADS-001268,98.3,95.7,90,113,0,-2.6
PROG-001269,MPLADS-001269,98.1,90.4,210,202,0,-7.7
PROG-001270,MPLADS-001270,73.1,92.9,160,180,0,19.8
PROG-001271,MPLADS-001271,72.1,86.0,180,169,0,13.9
PROG-001272,MPLADS-001272,81.4,90.4,180,201,0,9.0
PROG-001273,MPLADS-001273,75.4,89.5,400,394,0,14.1
PROG-001274,MPLADS-001274,84.0,91.5,160,187,0,7.5
PROG-001275,MPLADS-001275,97.6,87.9,90,110,0,-9.7
PROG-001276,MPLADS-001276,70.6,141.3,180,179,0,70.7
PROG-001277,MPLADS-001277,91.0,90.3,180,194,0,-0.7
PROG-001278,MPLADS-001278,93.6,91.3,150,167,0,-2.3
PROG-001279,MPLADS-001279,84.6,89.3,160,188,0,4.7
PROG-001280,MPLADS-001280,88.0,86.7,400,402,0,-1.3
PROG-001281,MPLADS-001281,71.9,97.6,60,83,0,25.7
PROG-001282,MPLADS-001282,87.8,91.9,90,107,0,4.1
PROG-001283,MPLADS-001283,79.9,93.8,60,56,0,13.9
PROG-001284,MPLADS-001284,72.1,86.6,160,480,3,14.5
PROG-001285,MPLADS-001285,96.1,88.6,60,45,0,-7.5
PROG-001286,MPLADS-001286,85.4,89.7,210,207,0,4.3
PROG-001287,MPLADS-001287,89.6,97.8,60,88,0,8.2
PROG-001288,MPLADS-001288,79.6,92.3,150,151,0,12.7
PROG-001289,MPLADS-001289,85.8,96.8,120,129,0,11.0
PROG-001290,MPLADS-001290,28.9,96.4,60,84,0,67.5
PROG-001291,MPLADS-001291,71.8,87.8,60,64,0,16.0
PROG-001292,MPLADS-001292,81.6,94.7,210,199,0,13.1
PROG-001293,MPLADS-001293,96.8,93.7,400,425,0,-3.1
PROG-001294,MPLADS-001294,70.4,138.1,60,92,0,67.7
PROG-001295,MPLADS-001295,85.9,85.4,400,397,0,-0.5
PROG-001296,MPLADS-001296,93.5,90.9,180,175,0,-2.6
PROG-001297,MPLADS-001297,89.6,88.5,160,181,0,-1.1
PROG-001298,MPLADS-001298,97.5,96.6,60,80,0,-0.9
PROG-001299,MPLADS-001299,92.1,89.5,90,90,0,-2.6
PROG-001300,MPLADS-001300,90.3,94.2,90,101,0,3.9
PROG-001301,MPLADS-001301,82.8,97.8,160,194,0,15.0
PROG-001302,MPLADS-001302,84.0,85.4,210,228,0,1.4
PROG-001303,MPLADS-001303,25.6,96.3,180,176,0,70.7
PROG-001304,MPLADS-001304,81.9,91.9,400,406,0,10.0
PROG-001305,MPLADS-001305,22.8,92.0,180,165,0,69.2
PROG-001306,MPLADS-001306,77.8,85.1,150,158,0,7.3
PROG-001307,MPLADS-001307,90.7,94.5,160,147,0,3.8
PROG-001308,MPLADS-001308,82.4,90.8,120,153,0,8.4
PROG-001309,MPLADS-001309,89.8,97.5,90,80,0,7.7
PROG-001310,MPLADS-001310,77.5,88.4,180,211,0,10.9
PROG-001311,MPLADS-001311,77.6,91.1,120,132,0,13.5
PROG-001312,MPLADS-001312,83.6,93.4,90,101,0,9.8
PROG-001313,MPLADS-001313,30.0,91.8,210,230,0,61.8
PROG-001314,MPLADS-001314,93.6,92.8,150,182,0,-0.8
PROG-001315,MPLADS-001315,96.4,91.4,180,201,0,-5.0
PROG-001316,MPLADS-001316,80.2,88.2,120,112,0,8.0
PROG-001317,MPLADS-001317,94.7,87.6,60,85,0,-7.1
PROG-001318,MPLADS-001318,92.2,97.0,90,83,0,4.8
PROG-001319,MPLADS-001319,86.9,93.6,210,234,0,6.7
PROG-001320,MPLADS-001320,99.7,94.4,90,79,0,-5.3
PROG-001321,MPLADS-001321,79.0,96.1,60,73,0,17.1
PROG-001322,MPLADS-001322,89.7,92.2,210,211,0,2.5
PROG-001323,MPLADS-001323,85.0,94.4,400,400,0,9.4
PROG-001324,MPLADS-001324,73.8,96.4,60,86,0,22.6
PROG-001325,MPLADS-001325,82.5,98.0,90,124,0,15.5
PROG-001326,MPLADS-001326,78.6,94.5,150,179,0,15.9
PROG-001327,MPLADS-001327,76.8,86.3,400,419,0,9.5
PROG-001328,MPLADS-001328,98.6,96.8,210,214,0,-1.8
PROG-001329,MPLADS-001329,94.1,95.0,180,194,0,0.9
PROG-001330,MPLADS-001330,30.6,97.8,400,419,0,67.2
