project_id,fraud_label,is_anomalous,risk_level,scenario_type,investigation_priority
MPLADS-000415,0,0,LOW,NORMAL,ROUTINE
MPLADS-000416,0,0,LOW,NORMAL,ROUTINE
MPLADS-000417,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000418,0,0,LOW,NORMAL,ROUTINE
MPLADS-000419,0,0,LOW,NORMAL,ROUTINE
MPLADS-000420,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000421,0,0,LOW,NORMAL,ROUTINE
MPLADS-000422,0,0,LOW,NORMAL,ROUTINE
MPLADS-000423,0,0,LOW,NORMAL,ROUTINE
MPLADS-000424,0,0,LOW,NORMAL,ROUTINE
MPLADS-000425,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-000426,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000427,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000428,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000429,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-000430,0,0,LOW,NORMAL,ROUTINE
MPLADS-000431,0,0,LOW,NORMAL,ROUTINE
MPLADS-000432,0,0,LOW,NORMAL,ROUTINE
MPLADS-000433,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-000434,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-000435,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000436,0,0,LOW,NORMAL,ROUTINE
MPLADS-000437,0,0,LOW,NORMAL,ROUTINE
MPLADS-000438,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000439,0,0,LOW,NORMAL,ROUTINE
MPLADS-000440,0,0,LOW,NORMAL,ROUTINE
MPLADS-000441,0,0,LOW,NORMAL,ROUTINE
MPLADS-000442,0,0,LOW,NORMAL,ROUTINE
MPLADS-000443,0,0,LOW,NORMAL,ROUTINE
MPLADS-000444,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-000445,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000446,0,0,LOW,NORMAL,ROUTINE
MPLADS-000447,0,0,LOW,NORMAL,ROUTINE
MPLADS-000448,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-000449,0,0,LOW,NORMAL,ROUTINE
MPLADS-000450,0,0,LOW,NORMAL,ROUTINE
MPLADS-000451,0,0,LOW,NORMAL,ROUTINE
MPLADS-000452,0,0,LOW,NORMAL,ROUTINE
MPLADS-000453,0,0,LOW,NORMAL,ROUTINE
MPLADS-000454,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000455,0,0,LOW,NORMAL,ROUTINE
MPLADS-000456,0,0,LOW,NORMAL,ROUTINE
MPLADS-000457,0,0,LOW,NORMAL,ROUTINE
MPLADS-000458,1,1,HIGH,DOCUMENTATION_DEFICIT,ELEVATED
MPLADS-000459,0,0,LOW,NORMAL,ROUTINE
MPLADS-000460,0,0,LOW,NORMAL,ROUTINE
MPLADS-000461,0,0,LOW,NORMAL,ROUTINE
MPLADS-000462,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-000463,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-000464,0,0,LOW,NORMAL,ROUTINE
MPLADS-000465,0,0,LOW,NORMAL,ROUTINE
MPLADS-000466,0,0,LOW,NORMAL,ROUTINE
MPLADS-000467,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000468,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-000469,1,1,HIGH,DOCUMENTATION_DEFICIT,ELEVATED
MPLADS-000470,0,0,LOW,NORMAL,ROUTINE
MPLADS-000471,0,0,LOW,NORMAL,ROUTINE
MPLADS-000472,0,0,LOW,NORMAL,ROUTINE
MPLADS-000473,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000474,0,0,LOW,NORMAL,ROUTINE
MPLADS-000475,0,0,LOW,NORMAL,ROUTINE
MPLADS-000476,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000477,0,0,LOW,NORMAL,ROUTINE
MPLADS-000478,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000479,0,0,LOW,NORMAL,ROUTINE
MPLADS-000480,0,0,LOW,NORMAL,ROUTINE
MPLADS-000481,0,0,LOW,NORMAL,ROUTINE
MPLADS-000482,0,0,LOW,NORMAL,ROUTINE
MPLADS-000483,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000484,0,0,LOW,NORMAL,ROUTINE
MPLADS-000485,0,0,LOW,NORMAL,ROUTINE
MPLADS-000486,0,0,LOW,NORMAL,ROUTINE
MPLADS-000487,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000488,1,1,CRITICAL,GHOST_WORK,URGENT
MPLADS-000489,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000490,0,0,LOW,NORMAL,ROUTINE
MPLADS-000491,0,0,LOW,NORMAL,ROUTINE
MPLADS-000492,0,0,LOW,NORMAL,ROUTINE
MPLADS-000493,0,0,LOW,NORMAL,ROUTINE
MPLADS-000494,0,0,LOW,NORMAL,ROUTINE
MPLADS-000495,0,0,LOW,NORMAL,ROUTINE
MPLADS-000496,0,0,LOW,NORMAL,ROUTINE
MPLADS-000497,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-000498,0,0,LOW,NORMAL,ROUTINE
MPLADS-000499,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000500,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-000501,0,0,LOW,NORMAL,ROUTINE
MPLADS-000502,0,0,LOW,NORMAL,ROUTINE
MPLADS-000503,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000504,0,0,LOW,NORMAL,ROUTINE
MPLADS-000505,0,0,LOW,NORMAL,ROUTINE
MPLADS-000506,0,0,LOW,NORMAL,ROUTINE
MPLADS-000507,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000508,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000509,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000510,0,0,LOW,NORMAL,ROUTINE
MPLADS-000511,0,0,LOW,NORMAL,ROUTINE
MPLADS-000512,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000513,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000514,0,0,LOW,NORMAL,ROUTINE
MPLADS-000515,1,1,HIGH,DOCUMENTATION_DEFICIT,ELEVATED
MPLADS-000516,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000517,0,0,LOW,NORMAL,ROUTINE
MPLADS-000518,0,0,LOW,NORMAL,ROUTINE
MPLADS-000519,0,0,LOW,NORMAL,ROUTINE
MPLADS-000520,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000521,0,0,LOW,NORMAL,ROUTINE
MPLADS-000522,0,0,LOW,NORMAL,ROUTINE
MPLADS-000523,0,0,LOW,NORMAL,ROUTINE
MPLADS-000524,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000525,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000526,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000527,0,0,LOW,NORMAL,ROUTINE
MPLADS-000528,0,0,LOW,NORMAL,ROUTINE
MPLADS-000529,0,0,LOW,NORMAL,ROUTINE
MPLADS-000530,0,0,LOW,NORMAL,ROUTINE
MPLADS-000531,0,0,LOW,NORMAL,ROUTINE
MPLADS-000532,1,1,HIGH,DOCUMENTATION_DEFICIT,ELEVATED
MPLADS-000533,0,0,LOW,NORMAL,ROUTINE
MPLADS-000534,0,0,LOW,NORMAL,ROUTINE
MPLADS-000535,0,0,LOW,NORMAL,ROUTINE
MPLADS-000536,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000537,0,0,LOW,NORMAL,ROUTINE
MPLADS-000538,0,0,LOW,NORMAL,ROUTINE
MPLADS-000539,0,0,LOW,NORMAL,ROUTINE
MPLADS-000540,0,0,LOW,NORMAL,ROUTINE
MPLADS-000541,0,0,LOW,NORMAL,ROUTINE
MPLADS-000542,0,0,LOW,NORMAL,ROUTINE
MPLADS-000543,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000544,0,0,LOW,NORMAL,ROUTINE
MPLADS-000545,0,0,LOW,NORMAL,ROUTINE
MPLADS-000546,0,0,LOW,NORMAL,ROUTINE
MPLADS-000547,0,0,LOW,NORMAL,ROUTINE
MPLADS-000548,0,0,LOW,NORMAL,ROUTINE
MPLADS-000549,0,0,LOW,NORMAL,ROUTINE
MPLADS-000550,1,1,HIGH,DOCUMENTATION_DEFICIT,ELEVATED
MPLADS-000551,1,1,CRITICAL,GHOST_WORK,URGENT
MPLADS-000552,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000553,0,0,LOW,NORMAL,ROUTINE
MPLADS-000554,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000555,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-000556,0,0,LOW,NORMAL,ROUTINE
MPLADS-000557,0,0,LOW,NORMAL,ROUTINE
MPLADS-000558,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000559,1,1,HIGH,DOCUMENTATION_DEFICIT,ELEVATED
MPLADS-000560,0,0,LOW,NORMAL,ROUTINE
MPLADS-000561,0,0,LOW,NORMAL,ROUTINE
MPLADS-000562,0,0,LOW,NORMAL,ROUTINE
MPLADS-000563,0,0,LOW,NORMAL,ROUTINE
MPLADS-000564,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000565,0,0,LOW,NORMAL,ROUTINE
MPLADS-000566,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-000567,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-000568,0,0,LOW,NORMAL,ROUTINE
MPLADS-000569,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000570,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000571,0,0,LOW,NORMAL,ROUTINE
MPLADS-000572,0,0,LOW,NORMAL,ROUTINE
MPLADS-000573,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000574,0,0,LOW,NORMAL,ROUTINE
MPLADS-000575,0,0,LOW,NORMAL,ROUTINE
MPLADS-000576,0,0,LOW,NORMAL,ROUTINE
MPLADS-000577,0,0,LOW,NORMAL,ROUTINE
MPLADS-000578,0,0,LOW,NORMAL,ROUTINE
MPLADS-000579,0,0,LOW,NORMAL,ROUTINE
MPLADS-000580,0,0,LOW,NORMAL,ROUTINE
MPLADS-000581,0,0,LOW,NORMAL,ROUTINE
MPLADS-000582,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000583,0,0,LOW,NORMAL,ROUTINE
MPLADS-000584,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-000585,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-000586,0,0,LOW,NORMAL,ROUTINE
MPLADS-000587,0,0,LOW,NORMAL,ROUTINE
MPLADS-000588,0,0,LOW,NORMAL,ROUTINE
MPLADS-000589,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000590,0,0,LOW,NORMAL,ROUTINE
MPLADS-000591,0,0,LOW,NORMAL,ROUTINE
MPLADS-000592,0,0,LOW,NORMAL,ROUTINE
MPLADS-000593,0,0,LOW,NORMAL,ROUTINE
MPLADS-000594,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000595,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-000596,0,0,LOW,NORMAL,ROUTINE
MPLADS-000597,0,0,LOW,NORMAL,ROUTINE
MPLADS-000598,0,0,LOW,NORMAL,ROUTINE
MPLADS-000599,0,0,LOW,NORMAL,ROUTINE
MPLADS-000600,0,0,LOW,NORMAL,ROUTINE
MPLADS-000601,0,0,LOW,NORMAL,ROUTINE
MPLADS-000602,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000603,0,0,LOW,NORMAL,ROUTINE
MPLADS-000604,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000605,0,0,LOW,NORMAL,ROUTINE
MPLADS-000606,0,0,LOW,NORMAL,ROUTINE
MPLADS-000607,0,0,LOW,NORMAL,ROUTINE
MPLADS-000608,0,0,LOW,NORMAL,ROUTINE
MPLADS-000609,0,0,LOW,NORMAL,ROUTINE
MPLADS-000610,1,1,HIGH,DOCUMENTATION_DEFICIT,ELEVATED
MPLADS-000611,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000612,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000613,0,0,LOW,NORMAL,ROUTINE
MPLADS-000614,0,0,LOW,NORMAL,ROUTINE
MPLADS-000615,0,0,LOW,NORMAL,ROUTINE
MPLADS-000616,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-000617,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000618,0,0,LOW,NORMAL,ROUTINE
MPLADS-000619,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-000620,0,0,LOW,NORMAL,ROUTINE
MPLADS-000621,0,0,LOW,NORMAL,ROUTINE
MPLADS-000622,0,0,LOW,NORMAL,ROUTINE
MPLADS-000623,0,0,LOW,NORMAL,ROUTINE
MPLADS-000624,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-000625,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000626,0,0,LOW,NORMAL,ROUTINE
MPLADS-000627,0,0,LOW,NORMAL,ROUTINE
MPLADS-000628,0,0,LOW,NORMAL,ROUTINE
MPLADS-000629,0,0,LOW,NORMAL,ROUTINE
MPLADS-000630,0,0,LOW,NORMAL,ROUTINE
MPLADS-000631,0,0,LOW,NORMAL,ROUTINE
MPLADS-000632,0,0,LOW,NORMAL,ROUTINE
MPLADS-000633,0,0,LOW,NORMAL,ROUTINE
MPLADS-000634,0,0,LOW,NORMAL,ROUTINE
MPLADS-000635,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-000636,0,0,LOW,NORMAL,ROUTINE
MPLADS-000637,0,0,LOW,NORMAL,ROUTINE
MPLADS-000638,0,0,LOW,NORMAL,ROUTINE
MPLADS-000639,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000640,0,0,LOW,NORMAL,ROUTINE
MPLADS-000641,0,0,LOW,NORMAL,ROUTINE
MPLADS-000642,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000643,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000644,0,0,LOW,NORMAL,ROUTINE
MPLADS-000645,0,0,LOW,NORMAL,ROUTINE
MPLADS-000646,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-000647,0,0,LOW,NORMAL,ROUTINE
MPLADS-000648,0,0,LOW,NORMAL,ROUTINE
MPLADS-000649,0,0,LOW,NORMAL,ROUTINE
MPLADS-000650,0,0,LOW,NORMAL,ROUTINE
MPLADS-000651,0,0,LOW,NORMAL,ROUTINE
MPLADS-000652,0,0,LOW,NORMAL,ROUTINE
MPLADS-000653,0,0,LOW,NORMAL,ROUTINE
MPLADS-000654,0,0,LOW,NORMAL,ROUTINE
MPLADS-000655,0,0,LOW,NORMAL,ROUTINE
MPLADS-000656,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000657,0,0,LOW,NORMAL,ROUTINE
MPLADS-000658,0,0,LOW,NORMAL,ROUTINE
MPLADS-000659,0,0,LOW,NORMAL,ROUTINE
MPLADS-000660,0,0,LOW,NORMAL,ROUTINE
MPLADS-000661,0,0,LOW,NORMAL,ROUTINE
MPLADS-000662,0,0,LOW,NORMAL,ROUTINE
MPLADS-000663,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000664,0,0,LOW,NORMAL,ROUTINE
MPLADS-000665,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000666,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000667,0,0,LOW,NORMAL,ROUTINE
MPLADS-000668,0,0,LOW,NORMAL,ROUTINE
MPLADS-000669,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000670,0,0,LOW,NORMAL,ROUTINE
MPLADS-000671,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-000672,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000673,0,0,LOW,NORMAL,ROUTINE
MPLADS-000674,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-000675,0,0,LOW,NORMAL,ROUTINE
MPLADS-000676,0,0,LOW,NORMAL,ROUTINE
MPLADS-000677,0,0,LOW,NORMAL,ROUTINE
MPLADS-000678,0,0,LOW,NORMAL,ROUTINE
MPLADS-000679,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000680,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-000681,0,0,LOW,NORMAL,ROUTINE
MPLADS-000682,0,0,LOW,NORMAL,ROUTINE
MPLADS-000683,0,0,LOW,NORMAL,ROUTINE
MPLADS-000684,0,0,LOW,NORMAL,ROUTINE
MPLADS-000685,0,0,LOW,NORMAL,ROUTINE
MPLADS-000686,0,0,LOW,NORMAL,ROUTINE
MPLADS-000687,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000688,0,0,LOW,NORMAL,ROUTINE
MPLADS-000689,0,0,LOW,NORMAL,ROUTINE
MPLADS-000690,0,0,LOW,NORMAL,ROUTINE
MPLADS-000691,0,0,LOW,NORMAL,ROUTINE
MPLADS-000692,0,0,LOW,NORMAL,ROUTINE
MPLADS-000693,0,0,LOW,NORMAL,ROUTINE
MPLADS-000694,0,0,LOW,NORMAL,ROUTINE
MPLADS-000695,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-000696,0,0,LOW,NORMAL,ROUTINE
MPLADS-000697,0,0,LOW,NORMAL,ROUTINE
MPLADS-000698,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000699,0,0,LOW,NORMAL,ROUTINE
MPLADS-000700,1,1,CRITICAL,GHOST_WORK,URGENT
MPLADS-000701,0,0,LOW,NORMAL,ROUTINE
MPLADS-000702,0,0,LOW,NORMAL,ROUTINE
MPLADS-000703,0,0,LOW,NORMAL,ROUTINE
MPLADS-000704,0,0,LOW,NORMAL,ROUTINE
MPLADS-000705,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000706,0,0,LOW,NORMAL,ROUTINE
MPLADS-000707,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000708,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000709,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000710,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-000711,0,0,LOW,NORMAL,ROUTINE
MPLADS-000712,0,0,LOW,NORMAL,ROUTINE
MPLADS-000713,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000714,0,0,LOW,NORMAL,ROUTINE
MPLADS-000715,0,0,LOW,NORMAL,ROUTINE
MPLADS-000716,0,0,LOW,NORMAL,ROUTINE
MPLADS-000717,0,0,LOW,NORMAL,ROUTINE
MPLADS-000718,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000719,0,0,LOW,NORMAL,ROUTINE
MPLADS-000720,0,0,LOW,NORMAL,ROUTINE
MPLADS-000721,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-000722,0,0,LOW,NORMAL,ROUTINE
MPLADS-000723,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000724,0,0,LOW,NORMAL,ROUTINE
MPLADS-000725,0,0,LOW,NORMAL,ROUTINE
MPLADS-000726,0,0,LOW,NORMAL,ROUTINE
MPLADS-000727,0,0,LOW,NORMAL,ROUTINE
MPLADS-000728,0,0,LOW,NORMAL,ROUTINE
MPLADS-000729,0,0,LOW,NORMAL,ROUTINE
MPLADS-000730,0,0,LOW,NORMAL,ROUTINE
MPLADS-000731,0,0,LOW,NORMAL,ROUTINE
MPLADS-000732,0,0,LOW,NORMAL,ROUTINE
MPLADS-000733,0,0,LOW,NORMAL,ROUTINE
MPLADS-000734,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000735,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-000736,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000737,0,0,LOW,NORMAL,ROUTINE
MPLADS-000738,0,0,LOW,NORMAL,ROUTINE
MPLADS-000739,0,0,LOW,NORMAL,ROUTINE
MPLADS-000740,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-000741,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-000742,0,0,LOW,NORMAL,ROUTINE
MPLADS-000743,0,0,LOW,NORMAL,ROUTINE
MPLADS-000744,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000745,0,0,LOW,NORMAL,ROUTINE
MPLADS-000746,0,0,LOW,NORMAL,ROUTINE
MPLADS-000747,0,0,LOW,NORMAL,ROUTINE
MPLADS-000748,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000749,0,0,LOW,NORMAL,ROUTINE
MPLADS-000750,0,0,LOW,NORMAL,ROUTINE
MPLADS-000751,0,0,LOW,NORMAL,ROUTINE
MPLADS-000752,0,0,LOW,NORMAL,ROUTINE
MPLADS-000753,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-000754,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-000755,0,0,LOW,NORMAL,ROUTINE
MPLADS-000756,0,0,LOW,NORMAL,ROUTINE
MPLADS-000757,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-000758,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000759,0,0,LOW,NORMAL,ROUTINE
MPLADS-000760,0,0,LOW,NORMAL,ROUTINE
MPLADS-000761,0,0,LOW,NORMAL,ROUTINE
MPLADS-000762,0,0,LOW,LEGITIMATE_WEATHER_DELAY,ROUTINE
MPLADS-000763,0,0,LOW,NORMAL,ROUTINE
MPLADS-000764,0,0,LOW,NORMAL,ROUTINE
MPLADS-000765,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-000766,0,0,LOW,NORMAL,ROUTINE
MPLADS-000767,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-000768,0,0,LOW,NORMAL,ROUTINE
MPLADS-000769,0,0,LOW,NORMAL,ROUTINE
MPLADS-000770,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-000771,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-000772,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-000773,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000774,0,0,LOW,NORMAL,ROUTINE
MPLADS-000775,0,0,LOW,NORMAL,ROUTINE
MPLADS-000776,0,0,LOW,NORMAL,ROUTINE
MPLADS-000777,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-000778,0,0,LOW,NORMAL,ROUTINE
MPLADS-000779,0,0,LOW,LEGITIMATE_REMOTE_SINGLE_BID,ROUTINE
MPLADS-000780,1,1,HIGH,ABANDONED_WORK,ELEVATED
MPLADS-000781,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-000782,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-000783,0,0,LOW,NORMAL,ROUTINE
MPLADS-000784,0,0,LOW,NORMAL,ROUTINE
MPLADS-000785,1,1,HIGH,DOCUMENTATION_DEFICIT,ELEVATED
MPLADS-000786,0,0,LOW,NORMAL,ROUTINE
MPLADS-000787,0,0,LOW,NORMAL,ROUTINE
MPLADS-000788,1,1,HIGH,PROCUREMENT_SINGLE_BID,ELEVATED
MPLADS-000789,0,0,LOW,NORMAL,ROUTINE
MPLADS-000790,0,0,LOW,NORMAL,ROUTINE
MPLADS-000791,0,0,LOW,NORMAL,ROUTINE
MPLADS-000792,0,0,LOW,NORMAL,ROUTINE
MPLADS-000793,1,1,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,ELEVATED
MPLADS-000794,0,0,LOW,NORMAL,ROUTINE
MPLADS-000795,0,0,LOW,NORMAL,ROUTINE
MPLADS-000796,0,0,LOW,NORMAL,ROUTINE
MPLADS-000797,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000798,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-000799,0,0,LOW,NORMAL,ROUTINE
MPLADS-000800,0,0,LOW,NORMAL,ROUTINE
MPLADS-000801,0,0,LOW,NORMAL,ROUTINE
MPLADS-000802,0,0,LOW,NORMAL,ROUTINE
MPLADS-000803,0,0,LOW,NORMAL,ROUTINE
MPLADS-000804,0,0,LOW,NORMAL,ROUTINE
MPLADS-000805,0,0,LOW,NORMAL,ROUTINE
MPLADS-000806,0,0,LOW,NORMAL,ROUTINE
MPLADS-000807,0,0,LOW,NORMAL,ROUTINE
MPLADS-000808,0,0,LOW,NORMAL,ROUTINE
MPLADS-000809,0,0,LOW,NORMAL,ROUTINE
MPLADS-000810,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000811,0,0,LOW,NORMAL,ROUTINE
MPLADS-000812,0,0,LOW,NORMAL,ROUTINE
MPLADS-000813,1,1,CRITICAL,GHOST_WORK,URGENT
MPLADS-000814,0,0,LOW,NORMAL,ROUTINE
MPLADS-000815,1,1,HIGH,DELAYED_WORK,ELEVATED
MPLADS-000816,0,0,LOW,NORMAL,ROUTINE
MPLADS-000817,0,0,MEDIUM,HIGH_VALUE_LEGITIMATE,ROUTINE
MPLADS-000818,0,0,LOW,NORMAL,ROUTINE
MPLADS-000819,0,0,LOW,NORMAL,ROUTINE
MPLADS-000820,1,1,CRITICAL,PAYMENT_PROGRESS_MISMATCH,URGENT
MPLADS-000821,1,1,CRITICAL,COST_OVERRUN,URGENT
MPLADS-000822,0,0,LOW,NORMAL,ROUTINE
