payment_id,project_id,contractor_id,tranche_number,payment_amount,payment_date,voucher_number,measurement_book_verified
PAY-001003-01,MPLADS-001003,CONT-0162,1,3837000.0,2023-08-11,VCH-001003-01,True
PAY-001003-02,MPLADS-001003,CONT-0162,2,3837000.0,2023-10-23,VCH-001003-02,True
PAY-001003-03,MPLADS-001003,CONT-0162,3,3837000.0,2024-01-05,VCH-001003-03,True
PAY-001004-01,MPLADS-001004,CONT-0096,1,415000.0,2023-07-16,VCH-001004-01,True
PAY-001004-02,MPLADS-001004,CONT-0096,2,415000.0,2023-09-12,VCH-001004-02,True
PAY-001005-01,MPLADS-001005,CONT-0306,1,569300.0,2023-09-10,VCH-001005-01,True
PAY-001005-02,MPLADS-001005,CONT-0306,2,569300.0,2023-10-20,VCH-001005-02,True
PAY-001005-03,MPLADS-001005,CONT-0306,3,569400.0,2023-11-30,VCH-001005-03,True
PAY-001006-01,MPLADS-001006,CONT-0315,1,425000.0,2023-03-24,VCH-001006-01,True
PAY-001006-02,MPLADS-001006,CONT-0315,2,425000.0,2023-05-12,VCH-001006-02,True
PAY-001007-01,MPLADS-001007,CONT-0213,1,396000.0,2023-03-02,VCH-001007-01,True
PAY-001007-02,MPLADS-001007,CONT-0213,2,396000.0,2023-04-15,VCH-001007-02,True
PAY-001008-01,MPLADS-001008,CONT-0025,1,951300.0,2023-03-14,VCH-001008-01,True
PAY-001008-02,MPLADS-001008,CONT-0025,2,951300.0,2023-05-30,VCH-001008-02,True
PAY-001008-03,MPLADS-001008,CONT-0025,3,951400.0,2023-08-16,VCH-001008-03,True
PAY-001009-01,MPLADS-001009,CONT-0101,1,4814700.0,2023-08-31,VCH-001009-01,False
PAY-001009-02,MPLADS-001009,CONT-0101,2,4814700.0,2024-01-10,VCH-001009-02,False
PAY-001009-03,MPLADS-001009,CONT-0101,3,4814600.0,2024-05-22,VCH-001009-03,False
PAY-001010-01,MPLADS-001010,CONT-0320,1,263000.0,2023-03-07,VCH-001010-01,True
PAY-001010-02,MPLADS-001010,CONT-0320,2,263000.0,2023-04-02,VCH-001010-02,True
PAY-001011-01,MPLADS-001011,CONT-0198,1,696300.0,2023-11-30,VCH-001011-01,True
PAY-001011-02,MPLADS-001011,CONT-0198,2,696300.0,2024-02-14,VCH-001011-02,True
PAY-001011-03,MPLADS-001011,CONT-0198,3,696400.0,2024-04-30,VCH-001011-03,True
PAY-001012-01,MPLADS-001012,CONT-0311,1,548300.0,2022-09-23,VCH-001012-01,True
PAY-001012-02,MPLADS-001012,CONT-0311,2,548300.0,2022-11-25,VCH-001012-02,True
PAY-001012-03,MPLADS-001012,CONT-0311,3,548400.0,2023-01-28,VCH-001012-03,True
PAY-001013-01,MPLADS-001013,CONT-0299,1,424500.0,2023-11-06,VCH-001013-01,True
PAY-001013-02,MPLADS-001013,CONT-0299,2,424500.0,2023-12-25,VCH-001013-02,True
PAY-001014-01,MPLADS-001014,CONT-0140,1,509000.0,2023-03-01,VCH-001014-01,True
PAY-001014-02,MPLADS-001014,CONT-0140,2,509000.0,2023-04-21,VCH-001014-02,True
PAY-001014-03,MPLADS-001014,CONT-0140,3,509000.0,2023-06-11,VCH-001014-03,True
PAY-001015-01,MPLADS-001015,CONT-0146,1,4923700.0,2024-04-28,VCH-001015-01,True
PAY-001015-02,MPLADS-001015,CONT-0146,2,4923700.0,2024-09-06,VCH-001015-02,True
PAY-001015-03,MPLADS-001015,CONT-0146,3,4923600.0,2025-01-16,VCH-001015-03,True
PAY-001016-01,MPLADS-001016,CONT-0162,1,4490700.0,2023-09-11,VCH-001016-01,True
PAY-001016-02,MPLADS-001016,CONT-0162,2,4490700.0,2024-01-26,VCH-001016-02,True
PAY-001016-03,MPLADS-001016,CONT-0162,3,4490600.0,2024-06-11,VCH-001016-03,True
PAY-001017-01,MPLADS-001017,CONT-0302,1,578700.0,2023-01-14,VCH-001017-01,True
PAY-001017-02,MPLADS-001017,CONT-0302,2,578700.0,2023-03-16,VCH-001017-02,True
PAY-001017-03,MPLADS-001017,CONT-0302,3,578600.0,2023-05-16,VCH-001017-03,True
PAY-001018-01,MPLADS-001018,CONT-0234,1,207500.0,2022-04-26,VCH-001018-01,True
PAY-001018-02,MPLADS-001018,CONT-0234,2,207500.0,2022-06-12,VCH-001018-02,True
PAY-001019-01,MPLADS-001019,CONT-0139,1,4443300.0,2023-07-13,VCH-001019-01,True
PAY-001019-02,MPLADS-001019,CONT-0139,2,4443300.0,2023-11-20,VCH-001019-02,True
PAY-001019-03,MPLADS-001019,CONT-0139,3,4443400.0,2024-03-29,VCH-001019-03,True
PAY-001020-01,MPLADS-001020,CONT-0308,1,949700.0,2023-08-03,VCH-001020-01,True
PAY-001020-02,MPLADS-001020,CONT-0308,2,949700.0,2023-10-11,VCH-001020-02,True
PAY-001020-03,MPLADS-001020,CONT-0308,3,949600.0,2023-12-19,VCH-001020-03,True
PAY-001021-01,MPLADS-001021,CONT-0070,1,236500.0,2022-10-04,VCH-001021-01,True
PAY-001021-02,MPLADS-001021,CONT-0070,2,236500.0,2022-11-03,VCH-001021-02,True
PAY-001022-01,MPLADS-001022,CONT-0108,1,611300.0,2022-10-12,VCH-001022-01,True
PAY-001022-02,MPLADS-001022,CONT-0108,2,611300.0,2022-12-11,VCH-001022-02,True
PAY-001022-03,MPLADS-001022,CONT-0108,3,611400.0,2023-02-09,VCH-001022-03,True
PAY-001023-01,MPLADS-001023,CONT-0138,1,405000.0,2023-06-24,VCH-001023-01,True
PAY-001023-02,MPLADS-001023,CONT-0138,2,405000.0,2023-08-22,VCH-001023-02,True
PAY-001023-03,MPLADS-001023,CONT-0138,3,405000.0,2023-10-20,VCH-001023-03,True
PAY-001024-01,MPLADS-001024,CONT-0198,1,277000.0,2022-04-18,VCH-001024-01,True
PAY-001024-02,MPLADS-001024,CONT-0198,2,277000.0,2022-05-21,VCH-001024-02,True
PAY-001025-01,MPLADS-001025,CONT-0031,1,4285700.0,2023-03-11,VCH-001025-01,True
PAY-001025-02,MPLADS-001025,CONT-0031,2,4285700.0,2023-07-29,VCH-001025-02,True
PAY-001025-03,MPLADS-001025,CONT-0031,3,4285600.0,2023-12-16,VCH-001025-03,True
PAY-001026-01,MPLADS-001026,CONT-0276,1,1697000.0,2022-04-07,VCH-001026-01,True
PAY-001026-02,MPLADS-001026,CONT-0276,2,1697000.0,2022-06-07,VCH-001026-02,True
PAY-001026-03,MPLADS-001026,CONT-0276,3,1697000.0,2022-08-07,VCH-001026-03,True
PAY-001027-01,MPLADS-001027,CONT-0086,1,408300.0,2023-06-03,VCH-001027-01,True
PAY-001027-02,MPLADS-001027,CONT-0086,2,408300.0,2023-07-18,VCH-001027-02,True
PAY-001027-03,MPLADS-001027,CONT-0086,3,408400.0,2023-09-01,VCH-001027-03,True
PAY-001028-01,MPLADS-001028,CONT-0014,1,191000.0,2023-06-28,VCH-001028-01,True
PAY-001028-02,MPLADS-001028,CONT-0014,2,191000.0,2023-07-28,VCH-001028-02,True
PAY-001029-01,MPLADS-001029,CONT-0206,1,483700.0,2022-04-11,VCH-001029-01,True
PAY-001029-02,MPLADS-001029,CONT-0206,2,483700.0,2022-05-21,VCH-001029-02,True
PAY-001029-03,MPLADS-001029,CONT-0206,3,483600.0,2022-07-01,VCH-001029-03,True
PAY-001030-01,MPLADS-001030,CONT-0234,1,242500.0,2024-02-13,VCH-001030-01,True
PAY-001030-02,MPLADS-001030,CONT-0234,2,242500.0,2024-03-22,VCH-001030-02,True
PAY-001031-01,MPLADS-001031,CONT-0075,1,485000.0,2024-02-11,VCH-001031-01,True
PAY-001031-02,MPLADS-001031,CONT-0075,2,485000.0,2024-04-02,VCH-001031-02,True
PAY-001031-03,MPLADS-001031,CONT-0075,3,485000.0,2024-05-23,VCH-001031-03,True
PAY-001032-01,MPLADS-001032,CONT-0191,1,573000.0,2023-04-28,VCH-001032-01,True
PAY-001032-02,MPLADS-001032,CONT-0191,2,573000.0,2023-06-16,VCH-001032-02,True
PAY-001032-03,MPLADS-001032,CONT-0191,3,573000.0,2023-08-04,VCH-001032-03,True
PAY-001033-01,MPLADS-001033,CONT-0018,1,351000.0,2022-04-29,VCH-001033-01,True
PAY-001033-02,MPLADS-001033,CONT-0018,2,351000.0,2022-06-17,VCH-001033-02,True
PAY-001034-01,MPLADS-001034,CONT-0132,1,7435700.0,2022-09-06,VCH-001034-01,True
PAY-001034-02,MPLADS-001034,CONT-0132,2,7435700.0,2023-01-25,VCH-001034-02,True
PAY-001034-03,MPLADS-001034,CONT-0132,3,7435600.0,2023-06-15,VCH-001034-03,True
PAY-001035-01,MPLADS-001035,CONT-0043,1,636000.0,2023-03-25,VCH-001035-01,True
PAY-001035-02,MPLADS-001035,CONT-0043,2,636000.0,2023-05-10,VCH-001035-02,True
PAY-001035-03,MPLADS-001035,CONT-0043,3,636000.0,2023-06-25,VCH-001035-03,True
PAY-001036-01,MPLADS-001036,CONT-0135,1,296500.0,2022-08-05,VCH-001036-01,True
PAY-001036-02,MPLADS-001036,CONT-0135,2,296500.0,2022-09-18,VCH-001036-02,True
PAY-001037-01,MPLADS-001037,CONT-0079,1,387500.0,2022-12-28,VCH-001037-01,True
PAY-001037-02,MPLADS-001037,CONT-0079,2,387500.0,2023-02-25,VCH-001037-02,True
PAY-001038-01,MPLADS-001038,CONT-0268,1,622300.0,2023-02-12,VCH-001038-01,True
PAY-001038-02,MPLADS-001038,CONT-0268,2,622300.0,2023-04-03,VCH-001038-02,True
PAY-001038-03,MPLADS-001038,CONT-0268,3,622400.0,2023-05-23,VCH-001038-03,True
PAY-001039-01,MPLADS-001039,CONT-0028,1,3901300.0,2022-10-25,VCH-001039-01,True
PAY-001039-02,MPLADS-001039,CONT-0028,2,3901300.0,2023-03-09,VCH-001039-02,True
PAY-001039-03,MPLADS-001039,CONT-0028,3,3901400.0,2023-07-23,VCH-001039-03,True
PAY-001040-01,MPLADS-001040,CONT-0199,1,1339300.0,2022-09-09,VCH-001040-01,True
PAY-001040-02,MPLADS-001040,CONT-0199,2,1339300.0,2022-11-21,VCH-001040-02,True
PAY-001040-03,MPLADS-001040,CONT-0199,3,1339400.0,2023-02-02,VCH-001040-03,True
PAY-001041-01,MPLADS-001041,CONT-0034,1,3167000.0,2023-06-29,VCH-001041-01,True
PAY-001041-02,MPLADS-001041,CONT-0034,2,3167000.0,2023-11-06,VCH-001041-02,True
PAY-001041-03,MPLADS-001041,CONT-0034,3,3167000.0,2024-03-16,VCH-001041-03,True
PAY-001042-01,MPLADS-001042,CONT-0250,1,907700.0,2024-02-26,VCH-001042-01,False
PAY-001042-02,MPLADS-001042,CONT-0250,2,907700.0,2024-05-02,VCH-001042-02,False
PAY-001042-03,MPLADS-001042,CONT-0250,3,907600.0,2024-07-07,VCH-001042-03,False
PAY-001043-01,MPLADS-001043,CONT-0056,1,778000.0,2024-02-04,VCH-001043-01,True
PAY-001043-02,MPLADS-001043,CONT-0056,2,778000.0,2024-04-11,VCH-001043-02,True
PAY-001043-03,MPLADS-001043,CONT-0056,3,778000.0,2024-06-18,VCH-001043-03,True
PAY-001044-01,MPLADS-001044,CONT-0032,1,693700.0,2022-11-15,VCH-001044-01,True
PAY-001044-02,MPLADS-001044,CONT-0032,2,693700.0,2023-01-04,VCH-001044-02,True
PAY-001044-03,MPLADS-001044,CONT-0032,3,693600.0,2023-02-23,VCH-001044-03,True
PAY-001045-01,MPLADS-001045,CONT-0049,1,346300.0,2022-11-24,VCH-001045-01,True
PAY-001045-02,MPLADS-001045,CONT-0049,2,346300.0,2023-01-02,VCH-001045-02,True
PAY-001045-03,MPLADS-001045,CONT-0049,3,346400.0,2023-02-10,VCH-001045-03,True
PAY-001046-01,MPLADS-001046,CONT-0225,1,3640000.0,2023-10-05,VCH-001046-01,True
PAY-001046-02,MPLADS-001046,CONT-0225,2,3640000.0,2024-02-17,VCH-001046-02,True
PAY-001046-03,MPLADS-001046,CONT-0225,3,3640000.0,2024-07-01,VCH-001046-03,True
PAY-001047-01,MPLADS-001047,CONT-0183,1,425000.0,2022-04-20,VCH-001047-01,True
PAY-001047-02,MPLADS-001047,CONT-0183,2,425000.0,2022-06-14,VCH-001047-02,True
PAY-001048-01,MPLADS-001048,CONT-0292,1,764000.0,2023-04-25,VCH-001048-01,True
PAY-001048-02,MPLADS-001048,CONT-0292,2,764000.0,2023-06-29,VCH-001048-02,True
PAY-001048-03,MPLADS-001048,CONT-0292,3,764000.0,2023-09-03,VCH-001048-03,True
PAY-001049-01,MPLADS-001049,CONT-0022,1,216000.0,2024-01-15,VCH-001049-01,True
PAY-001049-02,MPLADS-001049,CONT-0022,2,216000.0,2024-02-13,VCH-001049-02,True
PAY-001050-01,MPLADS-001050,CONT-0243,1,320000.0,2022-02-26,VCH-001050-01,True
PAY-001050-02,MPLADS-001050,CONT-0243,2,320000.0,2022-04-01,VCH-001050-02,True
PAY-001051-01,MPLADS-001051,CONT-0093,1,173000.0,2023-11-11,VCH-001051-01,True
PAY-001051-02,MPLADS-001051,CONT-0093,2,173000.0,2023-12-17,VCH-001051-02,True
PAY-001052-01,MPLADS-001052,CONT-0078,1,351000.0,2023-07-12,VCH-001052-01,True
PAY-001052-02,MPLADS-001052,CONT-0078,2,351000.0,2023-08-22,VCH-001052-02,True
PAY-001053-01,MPLADS-001053,CONT-0266,1,2349000.0,2023-02-28,VCH-001053-01,True
PAY-001053-02,MPLADS-001053,CONT-0266,2,2349000.0,2023-04-13,VCH-001053-02,True
PAY-001053-03,MPLADS-001053,CONT-0266,3,2349000.0,2023-05-27,VCH-001053-03,True
PAY-001054-01,MPLADS-001054,CONT-0118,1,604700.0,2024-02-06,VCH-001054-01,True
PAY-001054-02,MPLADS-001054,CONT-0118,2,604700.0,2024-03-20,VCH-001054-02,True
PAY-001054-03,MPLADS-001054,CONT-0118,3,604600.0,2024-05-02,VCH-001054-03,True
PAY-001055-01,MPLADS-001055,CONT-0187,1,3070700.0,2023-10-29,VCH-001055-01,True
PAY-001055-02,MPLADS-001055,CONT-0187,2,3070700.0,2023-12-09,VCH-001055-02,True
PAY-001055-03,MPLADS-001055,CONT-0187,3,3070600.0,2024-01-19,VCH-001055-03,True
PAY-001056-01,MPLADS-001056,CONT-0248,1,4159700.0,2023-10-15,VCH-001056-01,True
PAY-001056-02,MPLADS-001056,CONT-0248,2,4159700.0,2024-03-06,VCH-001056-02,True
PAY-001056-03,MPLADS-001056,CONT-0248,3,4159600.0,2024-07-27,VCH-001056-03,True
PAY-001057-01,MPLADS-001057,CONT-0107,1,808000.0,2024-02-21,VCH-001057-01,False
PAY-001057-02,MPLADS-001057,CONT-0107,2,808000.0,2024-04-28,VCH-001057-02,False
PAY-001057-03,MPLADS-001057,CONT-0107,3,808000.0,2024-07-05,VCH-001057-03,False
PAY-001058-01,MPLADS-001058,CONT-0107,1,687700.0,2022-07-28,VCH-001058-01,True
PAY-001058-02,MPLADS-001058,CONT-0107,2,687700.0,2022-10-05,VCH-001058-02,True
PAY-001058-03,MPLADS-001058,CONT-0107,3,687600.0,2022-12-13,VCH-001058-03,True
PAY-001059-01,MPLADS-001059,CONT-0294,1,4185300.0,2023-02-14,VCH-001059-01,True
PAY-001059-02,MPLADS-001059,CONT-0294,2,4185300.0,2023-06-26,VCH-001059-02,True
PAY-001059-03,MPLADS-001059,CONT-0294,3,4185400.0,2023-11-06,VCH-001059-03,True
PAY-001060-01,MPLADS-001060,CONT-0044,1,2521000.0,2022-11-24,VCH-001060-01,True
PAY-001060-02,MPLADS-001060,CONT-0044,2,2521000.0,2023-01-11,VCH-001060-02,True
PAY-001060-03,MPLADS-001060,CONT-0044,3,2521000.0,2023-02-28,VCH-001060-03,True
PAY-001061-01,MPLADS-001061,CONT-0152,1,410500.0,2023-06-22,VCH-001061-01,True
PAY-001061-02,MPLADS-001061,CONT-0152,2,410500.0,2023-08-21,VCH-001061-02,True
PAY-001062-01,MPLADS-001062,CONT-0264,1,3391000.0,2023-09-20,VCH-001062-01,True
PAY-001062-02,MPLADS-001062,CONT-0264,2,3391000.0,2024-01-27,VCH-001062-02,True
PAY-001062-03,MPLADS-001062,CONT-0264,3,3391000.0,2024-06-05,VCH-001062-03,True
PAY-001063-01,MPLADS-001063,CONT-0128,1,741000.0,2023-08-09,VCH-001063-01,True
PAY-001063-02,MPLADS-001063,CONT-0128,2,741000.0,2023-10-20,VCH-001063-02,True
PAY-001063-03,MPLADS-001063,CONT-0128,3,741000.0,2023-12-31,VCH-001063-03,True
PAY-001064-01,MPLADS-001064,CONT-0261,1,1780300.0,2023-03-02,VCH-001064-01,True
PAY-001064-02,MPLADS-001064,CONT-0261,2,1780300.0,2023-04-16,VCH-001064-02,True
PAY-001064-03,MPLADS-001064,CONT-0261,3,1780400.0,2023-06-01,VCH-001064-03,True
PAY-001065-01,MPLADS-001065,CONT-0038,1,510000.0,2022-07-20,VCH-001065-01,True
PAY-001065-02,MPLADS-001065,CONT-0038,2,510000.0,2022-09-02,VCH-001065-02,True
PAY-001065-03,MPLADS-001065,CONT-0038,3,510000.0,2022-10-17,VCH-001065-03,True
PAY-001066-01,MPLADS-001066,CONT-0013,1,655700.0,2022-12-08,VCH-001066-01,True
PAY-001066-02,MPLADS-001066,CONT-0013,2,655700.0,2023-02-10,VCH-001066-02,True
PAY-001066-03,MPLADS-001066,CONT-0013,3,655600.0,2023-04-15,VCH-001066-03,True
PAY-001067-01,MPLADS-001067,CONT-0147,1,399000.0,2023-04-03,VCH-001067-01,True
PAY-001067-02,MPLADS-001067,CONT-0147,2,399000.0,2023-05-19,VCH-001067-02,True
PAY-001067-03,MPLADS-001067,CONT-0147,3,399000.0,2023-07-04,VCH-001067-03,True
PAY-001068-01,MPLADS-001068,CONT-0104,1,481000.0,2023-01-30,VCH-001068-01,True
PAY-001068-02,MPLADS-001068,CONT-0104,2,481000.0,2023-03-19,VCH-001068-02,True
PAY-001068-03,MPLADS-001068,CONT-0104,3,481000.0,2023-05-06,VCH-001068-03,True
PAY-001069-01,MPLADS-001069,CONT-0164,1,242000.0,2022-08-30,VCH-001069-01,True
PAY-001069-02,MPLADS-001069,CONT-0164,2,242000.0,2022-10-03,VCH-001069-02,True
PAY-001070-01,MPLADS-001070,CONT-0262,1,1710000.0,2024-01-31,VCH-001070-01,True
PAY-001070-02,MPLADS-001070,CONT-0262,2,1710000.0,2024-04-14,VCH-001070-02,True
PAY-001070-03,MPLADS-001070,CONT-0262,3,1710000.0,2024-06-27,VCH-001070-03,True
PAY-001071-01,MPLADS-001071,CONT-0038,1,3315000.0,2023-03-09,VCH-001071-01,True
PAY-001071-02,MPLADS-001071,CONT-0038,2,3315000.0,2023-07-21,VCH-001071-02,True
PAY-001071-03,MPLADS-001071,CONT-0038,3,3315000.0,2023-12-03,VCH-001071-03,True
PAY-001072-01,MPLADS-001072,CONT-0023,1,664000.0,2023-10-29,VCH-001072-01,True
PAY-001072-02,MPLADS-001072,CONT-0023,2,664000.0,2023-12-29,VCH-001072-02,True
PAY-001072-03,MPLADS-001072,CONT-0023,3,664000.0,2024-02-28,VCH-001072-03,True
PAY-001073-01,MPLADS-001073,CONT-0200,1,4676300.0,2023-12-14,VCH-001073-01,True
PAY-001073-02,MPLADS-001073,CONT-0200,2,4676300.0,2024-05-04,VCH-001073-02,True
PAY-001073-03,MPLADS-001073,CONT-0200,3,4676400.0,2024-09-23,VCH-001073-03,True
PAY-001074-01,MPLADS-001074,CONT-0171,1,953300.0,2023-04-28,VCH-001074-01,True
PAY-001074-02,MPLADS-001074,CONT-0171,2,953300.0,2023-06-22,VCH-001074-02,True
PAY-001074-03,MPLADS-001074,CONT-0171,3,953400.0,2023-08-16,VCH-001074-03,True
PAY-001075-01,MPLADS-001075,CONT-0295,1,580700.0,2024-01-08,VCH-001075-01,True
PAY-001075-02,MPLADS-001075,CONT-0295,2,580700.0,2024-03-12,VCH-001075-02,True
PAY-001075-03,MPLADS-001075,CONT-0295,3,580600.0,2024-05-16,VCH-001075-03,True
PAY-001076-01,MPLADS-001076,CONT-0219,1,791300.0,2024-02-29,VCH-001076-01,True
PAY-001076-02,MPLADS-001076,CONT-0219,2,791300.0,2024-05-04,VCH-001076-02,True
PAY-001076-03,MPLADS-001076,CONT-0219,3,791400.0,2024-07-08,VCH-001076-03,True
PAY-001077-01,MPLADS-001077,CONT-0092,1,4601000.0,2023-07-07,VCH-001077-01,True
PAY-001077-02,MPLADS-001077,CONT-0092,2,4601000.0,2023-11-22,VCH-001077-02,True
PAY-001077-03,MPLADS-001077,CONT-0092,3,4601000.0,2024-04-08,VCH-001077-03,True
PAY-001078-01,MPLADS-001078,CONT-0014,1,349300.0,2023-04-27,VCH-001078-01,True
PAY-001078-02,MPLADS-001078,CONT-0014,2,349300.0,2023-06-15,VCH-001078-02,True
PAY-001078-03,MPLADS-001078,CONT-0014,3,349400.0,2023-08-03,VCH-001078-03,True
PAY-001079-01,MPLADS-001079,CONT-0096,1,926700.0,2023-07-09,VCH-001079-01,True
PAY-001079-02,MPLADS-001079,CONT-0096,2,926700.0,2023-09-01,VCH-001079-02,True
PAY-001079-03,MPLADS-001079,CONT-0096,3,926600.0,2023-10-26,VCH-001079-03,True
PAY-001080-01,MPLADS-001080,CONT-0180,1,3866300.0,2023-08-12,VCH-001080-01,True
PAY-001080-02,MPLADS-001080,CONT-0180,2,3866300.0,2023-12-21,VCH-001080-02,True
PAY-001080-03,MPLADS-001080,CONT-0180,3,3866400.0,2024-05-01,VCH-001080-03,True
PAY-001081-01,MPLADS-001081,CONT-0086,1,516700.0,2023-03-29,VCH-001081-01,True
PAY-001081-02,MPLADS-001081,CONT-0086,2,516700.0,2023-05-26,VCH-001081-02,True
PAY-001081-03,MPLADS-001081,CONT-0086,3,516600.0,2023-07-24,VCH-001081-03,True
PAY-001082-01,MPLADS-001082,CONT-0261,1,336000.0,2022-07-16,VCH-001082-01,True
PAY-001082-02,MPLADS-001082,CONT-0261,2,336000.0,2022-08-14,VCH-001082-02,True
PAY-001082-03,MPLADS-001082,CONT-0261,3,336000.0,2022-09-12,VCH-001082-03,True
PAY-001083-01,MPLADS-001083,CONT-0203,1,716000.0,2022-08-01,VCH-001083-01,True
PAY-001083-02,MPLADS-001083,CONT-0203,2,716000.0,2022-10-10,VCH-001083-02,True
PAY-001083-03,MPLADS-001083,CONT-0203,3,716000.0,2022-12-20,VCH-001083-03,True
PAY-001084-01,MPLADS-001084,CONT-0219,1,623300.0,2023-11-19,VCH-001084-01,True
PAY-001084-02,MPLADS-001084,CONT-0219,2,623300.0,2024-01-19,VCH-001084-02,True
PAY-001084-03,MPLADS-001084,CONT-0219,3,623400.0,2024-03-20,VCH-001084-03,True
PAY-001085-01,MPLADS-001085,CONT-0311,1,4562700.0,2022-07-04,VCH-001085-01,True
PAY-001085-02,MPLADS-001085,CONT-0311,2,4562700.0,2022-11-09,VCH-001085-02,True
PAY-001085-03,MPLADS-001085,CONT-0311,3,4562600.0,2023-03-18,VCH-001085-03,True
PAY-001086-01,MPLADS-001086,CONT-0112,1,3963300.0,2022-08-11,VCH-001086-01,True
PAY-001086-02,MPLADS-001086,CONT-0112,2,3963300.0,2022-12-27,VCH-001086-02,True
PAY-001086-03,MPLADS-001086,CONT-0112,3,3963400.0,2023-05-14,VCH-001086-03,True
PAY-001087-01,MPLADS-001087,CONT-0026,1,212000.0,2023-03-29,VCH-001087-01,False
PAY-001087-02,MPLADS-001087,CONT-0026,2,212000.0,2023-05-04,VCH-001087-02,False
PAY-001088-01,MPLADS-001088,CONT-0110,1,347300.0,2022-10-15,VCH-001088-01,True
PAY-001088-02,MPLADS-001088,CONT-0110,2,347300.0,2022-11-23,VCH-001088-02,True
PAY-001088-03,MPLADS-001088,CONT-0110,3,347400.0,2023-01-01,VCH-001088-03,True
PAY-001089-01,MPLADS-001089,CONT-0145,1,637300.0,2023-08-30,VCH-001089-01,True
PAY-001089-02,MPLADS-001089,CONT-0145,2,637300.0,2023-10-25,VCH-001089-02,True
PAY-001089-03,MPLADS-001089,CONT-0145,3,637400.0,2023-12-21,VCH-001089-03,True
PAY-001090-01,MPLADS-001090,CONT-0314,1,545300.0,2022-08-09,VCH-001090-01,True
PAY-001090-02,MPLADS-001090,CONT-0314,2,545300.0,2022-10-07,VCH-001090-02,True
PAY-001090-03,MPLADS-001090,CONT-0314,3,545400.0,2022-12-06,VCH-001090-03,True
PAY-001091-01,MPLADS-001091,CONT-0283,1,460500.0,2023-04-25,VCH-001091-01,True
PAY-001091-02,MPLADS-001091,CONT-0283,2,460500.0,2023-06-06,VCH-001091-02,True
PAY-001092-01,MPLADS-001092,CONT-0197,1,1044000.0,2023-11-27,VCH-001092-01,True
PAY-001092-02,MPLADS-001092,CONT-0197,2,1044000.0,2024-02-10,VCH-001092-02,True
PAY-001092-03,MPLADS-001092,CONT-0197,3,1044000.0,2024-04-25,VCH-001092-03,True
PAY-001093-01,MPLADS-001093,CONT-0151,1,448700.0,2023-08-31,VCH-001093-01,True
PAY-001093-02,MPLADS-001093,CONT-0151,2,448700.0,2023-10-15,VCH-001093-02,True
PAY-001093-03,MPLADS-001093,CONT-0151,3,448600.0,2023-11-29,VCH-001093-03,True
PAY-001094-01,MPLADS-001094,CONT-0253,1,553000.0,2024-01-09,VCH-001094-01,True
PAY-001094-02,MPLADS-001094,CONT-0253,2,553000.0,2024-03-10,VCH-001094-02,True
PAY-001094-03,MPLADS-001094,CONT-0253,3,553000.0,2024-05-11,VCH-001094-03,True
PAY-001095-01,MPLADS-001095,CONT-0017,1,467300.0,2023-12-20,VCH-001095-01,True
PAY-001095-02,MPLADS-001095,CONT-0017,2,467300.0,2024-01-31,VCH-001095-02,True
PAY-001095-03,MPLADS-001095,CONT-0017,3,467400.0,2024-03-13,VCH-001095-03,True
PAY-001096-01,MPLADS-001096,CONT-0179,1,2722700.0,2023-11-04,VCH-001096-01,True
PAY-001096-02,MPLADS-001096,CONT-0179,2,2722700.0,2024-03-27,VCH-001096-02,True
PAY-001096-03,MPLADS-001096,CONT-0179,3,2722600.0,2024-08-19,VCH-001096-03,True
PAY-001097-01,MPLADS-001097,CONT-0054,1,204000.0,2023-08-01,VCH-001097-01,True
PAY-001097-02,MPLADS-001097,CONT-0054,2,204000.0,2023-08-24,VCH-001097-02,True
PAY-001098-01,MPLADS-001098,CONT-0093,1,578700.0,2023-12-03,VCH-001098-01,True
PAY-001098-02,MPLADS-001098,CONT-0093,2,578700.0,2024-01-11,VCH-001098-02,True
PAY-001098-03,MPLADS-001098,CONT-0093,3,578600.0,2024-02-19,VCH-001098-03,True
PAY-001099-01,MPLADS-001099,CONT-0090,1,390000.0,2023-05-14,VCH-001099-01,True
PAY-001099-02,MPLADS-001099,CONT-0090,2,390000.0,2023-07-14,VCH-001099-02,True
PAY-001099-03,MPLADS-001099,CONT-0090,3,390000.0,2023-09-14,VCH-001099-03,True
PAY-001100-01,MPLADS-001100,CONT-0236,1,523300.0,2023-04-23,VCH-001100-01,True
PAY-001100-02,MPLADS-001100,CONT-0236,2,523300.0,2023-05-29,VCH-001100-02,True
PAY-001100-03,MPLADS-001100,CONT-0236,3,523400.0,2023-07-04,VCH-001100-03,True
PAY-001101-01,MPLADS-001101,CONT-0080,1,362700.0,2022-08-12,VCH-001101-01,True
PAY-001101-02,MPLADS-001101,CONT-0080,2,362700.0,2022-10-06,VCH-001101-02,True
PAY-001101-03,MPLADS-001101,CONT-0080,3,362600.0,2022-11-30,VCH-001101-03,True
PAY-001102-01,MPLADS-001102,CONT-0174,1,627700.0,2022-10-09,VCH-001102-01,True
PAY-001102-02,MPLADS-001102,CONT-0174,2,627700.0,2022-12-11,VCH-001102-02,True
PAY-001102-03,MPLADS-001102,CONT-0174,3,627600.0,2023-02-12,VCH-001102-03,True
