contract_id,project_id,contractor_id,work_order_amount,award_date,performance_guarantee_submitted
CNTR-000769,MPLADS-000769,CONT-0133,1843000.0,2022-11-10,True
CNTR-000770,MPLADS-000770,CONT-0182,1123000.0,2023-11-18,True
CNTR-000771,MPLADS-000771,CONT-0051,478000.0,2023-11-12,True
CNTR-000772,MPLADS-000772,CONT-0093,1278000.0,2022-10-07,True
CNTR-000773,MPLADS-000773,CONT-0019,2174000.0,2022-05-25,True
CNTR-000774,MPLADS-000774,CONT-0216,343000.0,2022-08-21,True
CNTR-000775,MPLADS-000775,CONT-0171,2459000.0,2023-11-16,True
CNTR-000776,MPLADS-000776,CONT-0151,2369000.0,2024-01-16,True
CNTR-000777,MPLADS-000777,CONT-0265,1047000.0,2023-01-02,True
CNTR-000778,MPLADS-000778,CONT-0285,580000.0,2022-05-14,True
CNTR-000779,MPLADS-000779,CONT-0026,1802000.0,2022-10-23,True
CNTR-000780,MPLADS-000780,CONT-0318,3118000.0,2022-12-18,True
CNTR-000781,MPLADS-000781,CONT-0146,642000.0,2023-04-15,True
CNTR-000782,MPLADS-000782,CONT-0308,15996000.0,2023-03-01,True
CNTR-000783,MPLADS-000783,CONT-0104,2067000.0,2022-04-05,True
CNTR-000784,MPLADS-000784,CONT-0300,2377000.0,2022-11-20,True
CNTR-000785,MPLADS-000785,CONT-0232,860000.0,2023-03-29,True
CNTR-000786,MPLADS-000786,CONT-0294,2471000.0,2022-09-15,True
CNTR-000787,MPLADS-000787,CONT-0021,3164000.0,2022-09-10,True
CNTR-000788,MPLADS-000788,CONT-0044,3180000.0,2023-09-05,True
CNTR-000789,MPLADS-000789,CONT-0305,645000.0,2023-06-05,True
CNTR-000790,MPLADS-000790,CONT-0072,3188000.0,2023-09-15,True
CNTR-000791,MPLADS-000791,CONT-0264,1658000.0,2023-05-22,True
CNTR-000792,MPLADS-000792,CONT-0224,2242000.0,2022-06-02,True
CNTR-000793,MPLADS-000793,CONT-0088,1619000.0,2022-09-09,True
CNTR-000794,MPLADS-000794,CONT-0005,1735000.0,2022-02-14,True
CNTR-000795,MPLADS-000795,CONT-0061,14480000.0,2022-05-18,True
CNTR-000796,MPLADS-000796,CONT-0040,15632000.0,2022-09-25,True
CNTR-000797,MPLADS-000797,CONT-0288,2079000.0,2022-09-14,True
CNTR-000798,MPLADS-000798,CONT-0128,2223000.0,2023-05-02,True
CNTR-000799,MPLADS-000799,CONT-0258,1807000.0,2022-03-14,True
CNTR-000800,MPLADS-000800,CONT-0028,2236000.0,2022-11-18,True
CNTR-000801,MPLADS-000801,CONT-0010,610000.0,2022-09-19,True
CNTR-000802,MPLADS-000802,CONT-0032,626000.0,2023-03-13,True
CNTR-000803,MPLADS-000803,CONT-0313,3169000.0,2023-03-12,True
CNTR-000804,MPLADS-000804,CONT-0184,578000.0,2022-12-12,True
CNTR-000805,MPLADS-000805,CONT-0108,1835000.0,2022-09-24,True
CNTR-000806,MPLADS-000806,CONT-0034,573000.0,2023-01-15,True
CNTR-000807,MPLADS-000807,CONT-0015,523000.0,2022-11-25,True
CNTR-000808,MPLADS-000808,CONT-0052,2258000.0,2023-11-27,True
CNTR-000809,MPLADS-000809,CONT-0290,1264000.0,2023-11-25,True
CNTR-000810,MPLADS-000810,CONT-0266,2146000.0,2023-11-29,True
CNTR-000811,MPLADS-000811,CONT-0145,668000.0,2023-11-02,True
CNTR-000812,MPLADS-000812,CONT-0136,591000.0,2022-11-27,True
CNTR-000813,MPLADS-000813,CONT-0262,2184000.0,2023-02-14,True
CNTR-000814,MPLADS-000814,CONT-0192,2493000.0,2023-02-08,True
CNTR-000815,MPLADS-000815,CONT-0312,2767000.0,2023-03-01,True
CNTR-000816,MPLADS-000816,CONT-0207,1627000.0,2023-08-24,True
CNTR-000817,MPLADS-000817,CONT-0310,8350000.0,2023-04-28,True
CNTR-000818,MPLADS-000818,CONT-0266,3383000.0,2022-09-04,True
CNTR-000819,MPLADS-000819,CONT-0184,2283000.0,2022-07-12,True
CNTR-000820,MPLADS-000820,CONT-0107,8261000.0,2022-10-29,True
CNTR-000821,MPLADS-000821,CONT-0295,1800000.0,2022-06-16,True
CNTR-000822,MPLADS-000822,CONT-0266,1956000.0,2023-06-30,True
CNTR-000823,MPLADS-000823,CONT-0286,2304000.0,2022-04-11,True
CNTR-000824,MPLADS-000824,CONT-0218,1224000.0,2023-07-28,True
CNTR-000825,MPLADS-000825,CONT-0099,3184000.0,2023-08-07,True
CNTR-000826,MPLADS-000826,CONT-0181,1566000.0,2023-06-09,True
CNTR-000827,MPLADS-000827,CONT-0068,3075000.0,2024-02-10,True
CNTR-000828,MPLADS-000828,CONT-0169,1938000.0,2022-08-10,True
CNTR-000829,MPLADS-000829,CONT-0079,2664000.0,2022-09-05,True
CNTR-000830,MPLADS-000830,CONT-0176,2767000.0,2022-10-23,True
CNTR-000831,MPLADS-000831,CONT-0201,527000.0,2023-02-27,True
CNTR-000832,MPLADS-000832,CONT-0251,12852000.0,2023-09-21,True
CNTR-000833,MPLADS-000833,CONT-0217,2272000.0,2023-05-04,True
CNTR-000834,MPLADS-000834,CONT-0153,2994000.0,2023-09-04,True
CNTR-000835,MPLADS-000835,CONT-0026,2442000.0,2023-03-05,True
CNTR-000836,MPLADS-000836,CONT-0281,635000.0,2023-06-01,True
CNTR-000837,MPLADS-000837,CONT-0022,1431000.0,2023-05-11,True
CNTR-000838,MPLADS-000838,CONT-0195,999000.0,2022-11-12,True
CNTR-000839,MPLADS-000839,CONT-0068,529000.0,2022-09-08,True
CNTR-000840,MPLADS-000840,CONT-0061,422000.0,2022-03-05,True
CNTR-000841,MPLADS-000841,CONT-0054,2697000.0,2023-11-03,True
CNTR-000842,MPLADS-000842,CONT-0111,14747000.0,2023-05-14,True
CNTR-000843,MPLADS-000843,CONT-0260,2228000.0,2022-11-15,True
CNTR-000844,MPLADS-000844,CONT-0154,8831000.0,2022-09-30,True
CNTR-000845,MPLADS-000845,CONT-0089,536000.0,2023-08-19,True
CNTR-000846,MPLADS-000846,CONT-0245,11591000.0,2022-11-14,True
CNTR-000847,MPLADS-000847,CONT-0042,990000.0,2022-02-28,True
CNTR-000848,MPLADS-000848,CONT-0219,2220000.0,2023-05-04,True
CNTR-000849,MPLADS-000849,CONT-0196,1524000.0,2022-07-13,True
CNTR-000850,MPLADS-000850,CONT-0121,515000.0,2022-07-15,True
CNTR-000851,MPLADS-000851,CONT-0282,9082000.0,2022-02-22,True
CNTR-000852,MPLADS-000852,CONT-0011,10455000.0,2022-03-07,True
CNTR-000853,MPLADS-000853,CONT-0190,1575000.0,2023-06-14,True
CNTR-000854,MPLADS-000854,CONT-0068,2441000.0,2022-03-30,True
CNTR-000855,MPLADS-000855,CONT-0166,1685000.0,2022-05-26,True
CNTR-000856,MPLADS-000856,CONT-0239,2334000.0,2023-12-06,True
CNTR-000857,MPLADS-000857,CONT-0209,2196000.0,2023-08-26,True
CNTR-000858,MPLADS-000858,CONT-0202,385000.0,2023-09-12,True
CNTR-000859,MPLADS-000859,CONT-0144,2963000.0,2023-11-04,True
CNTR-000860,MPLADS-000860,CONT-0029,9535000.0,2023-07-15,True
CNTR-000861,MPLADS-000861,CONT-0037,10893000.0,2022-05-18,True
CNTR-000862,MPLADS-000862,CONT-0079,2837000.0,2023-01-29,True
CNTR-000863,MPLADS-000863,CONT-0135,2035000.0,2022-09-25,True
CNTR-000864,MPLADS-000864,CONT-0268,3216000.0,2023-08-08,True
CNTR-000865,MPLADS-000865,CONT-0119,2722000.0,2022-04-01,True
CNTR-000866,MPLADS-000866,CONT-0188,2423000.0,2022-10-31,True
CNTR-000867,MPLADS-000867,CONT-0238,1227000.0,2023-08-28,True
CNTR-000868,MPLADS-000868,CONT-0215,53553000.0,2022-06-30,True
CNTR-000869,MPLADS-000869,CONT-0015,1070000.0,2022-06-13,True
CNTR-000870,MPLADS-000870,CONT-0075,1877000.0,2023-12-15,True
CNTR-000871,MPLADS-000871,CONT-0176,2845000.0,2023-11-18,True
CNTR-000872,MPLADS-000872,CONT-0151,495000.0,2022-06-03,True
CNTR-000873,MPLADS-000873,CONT-0085,744000.0,2022-11-29,True
CNTR-000874,MPLADS-000874,CONT-0078,1906000.0,2023-11-03,True
CNTR-000875,MPLADS-000875,CONT-0229,1579000.0,2023-05-24,True
CNTR-000876,MPLADS-000876,CONT-0078,1225000.0,2023-01-03,True
CNTR-000877,MPLADS-000877,CONT-0294,867000.0,2022-03-07,True
CNTR-000878,MPLADS-000878,CONT-0223,1585000.0,2023-09-20,True
CNTR-000879,MPLADS-000879,CONT-0208,2026000.0,2023-11-27,True
CNTR-000880,MPLADS-000880,CONT-0134,3431000.0,2023-08-19,True
CNTR-000881,MPLADS-000881,CONT-0275,11086000.0,2023-04-18,True
CNTR-000882,MPLADS-000882,CONT-0178,2152000.0,2024-01-26,True
CNTR-000883,MPLADS-000883,CONT-0094,2644000.0,2022-05-29,True
CNTR-000884,MPLADS-000884,CONT-0188,1044000.0,2022-10-21,True
CNTR-000885,MPLADS-000885,CONT-0280,2461000.0,2022-08-16,True
CNTR-000886,MPLADS-000886,CONT-0009,2166000.0,2022-03-13,True
CNTR-000887,MPLADS-000887,CONT-0198,1890000.0,2022-12-18,True
CNTR-000888,MPLADS-000888,CONT-0254,1531000.0,2022-07-24,True
CNTR-000889,MPLADS-000889,CONT-0193,3024000.0,2022-05-28,True
CNTR-000890,MPLADS-000890,CONT-0202,2308000.0,2023-09-27,True
CNTR-000891,MPLADS-000891,CONT-0287,664000.0,2023-12-25,True
CNTR-000892,MPLADS-000892,CONT-0028,2315000.0,2023-12-30,True
CNTR-000893,MPLADS-000893,CONT-0155,1704000.0,2022-08-31,True
CNTR-000894,MPLADS-000894,CONT-0285,1639000.0,2023-01-18,True
CNTR-000895,MPLADS-000895,CONT-0023,1971000.0,2022-10-03,True
CNTR-000896,MPLADS-000896,CONT-0217,488000.0,2023-03-16,True
CNTR-000897,MPLADS-000897,CONT-0318,620000.0,2022-11-17,True
CNTR-000898,MPLADS-000898,CONT-0320,1822000.0,2022-11-05,True
CNTR-000899,MPLADS-000899,CONT-0063,2028000.0,2023-04-17,True
CNTR-000900,MPLADS-000900,CONT-0037,2015000.0,2023-09-20,True
CNTR-000901,MPLADS-000901,CONT-0288,505000.0,2023-05-14,True
CNTR-000902,MPLADS-000902,CONT-0225,13157000.0,2022-04-28,True
CNTR-000903,MPLADS-000903,CONT-0212,543000.0,2022-05-01,True
CNTR-000904,MPLADS-000904,CONT-0112,2705000.0,2023-05-17,True
CNTR-000905,MPLADS-000905,CONT-0179,718000.0,2023-05-17,True
CNTR-000906,MPLADS-000906,CONT-0229,1556000.0,2023-10-10,True
CNTR-000907,MPLADS-000907,CONT-0280,1963000.0,2022-05-21,True
CNTR-000908,MPLADS-000908,CONT-0320,11751000.0,2022-12-23,True
CNTR-000909,MPLADS-000909,CONT-0218,17017000.0,2022-03-27,True
CNTR-000910,MPLADS-000910,CONT-0117,1727000.0,2022-10-08,True
CNTR-000911,MPLADS-000911,CONT-0118,445000.0,2023-04-16,True
CNTR-000912,MPLADS-000912,CONT-0087,7281000.0,2023-10-18,True
CNTR-000913,MPLADS-000913,CONT-0094,1231000.0,2023-02-01,True
CNTR-000914,MPLADS-000914,CONT-0253,1804000.0,2022-10-06,True
CNTR-000915,MPLADS-000915,CONT-0152,1278000.0,2022-07-30,True
CNTR-000916,MPLADS-000916,CONT-0192,1869000.0,2023-09-30,True
CNTR-000917,MPLADS-000917,CONT-0195,933000.0,2022-07-28,True
CNTR-000918,MPLADS-000918,CONT-0115,941000.0,2023-12-11,True
CNTR-000919,MPLADS-000919,CONT-0146,422000.0,2022-08-01,True
CNTR-000920,MPLADS-000920,CONT-0035,1429000.0,2023-07-10,True
CNTR-000921,MPLADS-000921,CONT-0123,1074000.0,2023-02-07,True
CNTR-000922,MPLADS-000922,CONT-0013,630000.0,2022-05-27,True
CNTR-000923,MPLADS-000923,CONT-0199,667000.0,2022-05-17,True
CNTR-000924,MPLADS-000924,CONT-0159,2059000.0,2023-09-29,True
CNTR-000925,MPLADS-000925,CONT-0248,10237000.0,2022-11-29,True
CNTR-000926,MPLADS-000926,CONT-0214,1259000.0,2023-09-13,True
CNTR-000927,MPLADS-000927,CONT-0190,13588000.0,2023-01-06,True
CNTR-000928,MPLADS-000928,CONT-0074,1422000.0,2023-02-15,True
CNTR-000929,MPLADS-000929,CONT-0229,2950000.0,2023-09-28,True
CNTR-000930,MPLADS-000930,CONT-0121,15594000.0,2023-08-21,True
CNTR-000931,MPLADS-000931,CONT-0041,576000.0,2022-08-31,True
CNTR-000932,MPLADS-000932,CONT-0175,956000.0,2023-11-13,True
CNTR-000933,MPLADS-000933,CONT-0075,3342000.0,2022-05-17,True
CNTR-000934,MPLADS-000934,CONT-0310,3899000.0,2023-10-21,True
CNTR-000935,MPLADS-000935,CONT-0206,2096000.0,2023-05-04,True
CNTR-000936,MPLADS-000936,CONT-0193,2525000.0,2022-05-22,True
CNTR-000937,MPLADS-000937,CONT-0008,1276000.0,2022-06-28,True
CNTR-000938,MPLADS-000938,CONT-0080,2041000.0,2022-11-13,True
CNTR-000939,MPLADS-000939,CONT-0238,2972000.0,2023-03-17,True
CNTR-000940,MPLADS-000940,CONT-0214,2805000.0,2023-06-26,True
CNTR-000941,MPLADS-000941,CONT-0309,12341000.0,2023-04-23,True
CNTR-000942,MPLADS-000942,CONT-0232,2757000.0,2022-07-28,True
CNTR-000943,MPLADS-000943,CONT-0077,502000.0,2024-01-15,True
CNTR-000944,MPLADS-000944,CONT-0093,1931000.0,2023-09-02,True
CNTR-000945,MPLADS-000945,CONT-0308,12844000.0,2022-07-31,True
CNTR-000946,MPLADS-000946,CONT-0121,13839000.0,2022-06-09,True
CNTR-000947,MPLADS-000947,CONT-0048,2223000.0,2023-08-05,True
CNTR-000948,MPLADS-000948,CONT-0158,4032000.0,2022-11-17,True
CNTR-000949,MPLADS-000949,CONT-0013,13550000.0,2022-09-16,True
CNTR-000950,MPLADS-000950,CONT-0308,1308000.0,2022-05-10,True
CNTR-000951,MPLADS-000951,CONT-0297,3833000.0,2023-12-20,True
CNTR-000952,MPLADS-000952,CONT-0199,1932000.0,2022-09-16,True
CNTR-000953,MPLADS-000953,CONT-0047,984000.0,2023-04-01,True
CNTR-000954,MPLADS-000954,CONT-0043,651000.0,2023-11-26,True
CNTR-000955,MPLADS-000955,CONT-0220,2021000.0,2024-01-16,True
CNTR-000956,MPLADS-000956,CONT-0273,2858000.0,2023-09-12,True
CNTR-000957,MPLADS-000957,CONT-0057,14953000.0,2022-08-23,True
CNTR-000958,MPLADS-000958,CONT-0142,1410000.0,2023-06-11,True
CNTR-000959,MPLADS-000959,CONT-0318,873000.0,2022-07-04,True
CNTR-000960,MPLADS-000960,CONT-0252,2128000.0,2022-11-04,True
CNTR-000961,MPLADS-000961,CONT-0238,677000.0,2022-06-04,True
CNTR-000962,MPLADS-000962,CONT-0203,3973000.0,2023-08-22,True
CNTR-000963,MPLADS-000963,CONT-0171,1465000.0,2024-01-08,True
CNTR-000964,MPLADS-000964,CONT-0153,753000.0,2022-08-28,True
CNTR-000965,MPLADS-000965,CONT-0227,3533000.0,2023-07-15,True
CNTR-000966,MPLADS-000966,CONT-0035,637000.0,2022-03-21,True
CNTR-000967,MPLADS-000967,CONT-0214,2712000.0,2023-11-11,True
CNTR-000968,MPLADS-000968,CONT-0083,6810000.0,2022-03-27,True
CNTR-000969,MPLADS-000969,CONT-0011,3069000.0,2022-12-25,True
CNTR-000970,MPLADS-000970,CONT-0320,8011000.0,2023-11-19,True
CNTR-000971,MPLADS-000971,CONT-0211,15172000.0,2022-03-02,True
CNTR-000972,MPLADS-000972,CONT-0280,1068000.0,2023-11-01,True
CNTR-000973,MPLADS-000973,CONT-0280,2217000.0,2022-10-23,True
CNTR-000974,MPLADS-000974,CONT-0138,1914000.0,2022-04-28,True
CNTR-000975,MPLADS-000975,CONT-0262,13907000.0,2022-05-21,True
CNTR-000976,MPLADS-000976,CONT-0241,1585000.0,2023-08-05,True
CNTR-000977,MPLADS-000977,CONT-0048,1346000.0,2022-08-19,True
CNTR-000978,MPLADS-000978,CONT-0133,1797000.0,2023-02-23,True
CNTR-000979,MPLADS-000979,CONT-0067,2848000.0,2023-05-27,True
CNTR-000980,MPLADS-000980,CONT-0140,2364000.0,2023-08-28,True
CNTR-000981,MPLADS-000981,CONT-0184,2045000.0,2023-07-07,True
CNTR-000982,MPLADS-000982,CONT-0087,2348000.0,2023-08-25,True
CNTR-000983,MPLADS-000983,CONT-0101,1264000.0,2022-10-31,True
CNTR-000984,MPLADS-000984,CONT-0011,744000.0,2023-03-16,True
CNTR-000985,MPLADS-000985,CONT-0267,1939000.0,2022-07-16,True
CNTR-000986,MPLADS-000986,CONT-0235,13715000.0,2023-06-27,True
CNTR-000987,MPLADS-000987,CONT-0125,2903000.0,2023-04-07,True
CNTR-000988,MPLADS-000988,CONT-0165,1362000.0,2024-01-13,True
CNTR-000989,MPLADS-000989,CONT-0243,2492000.0,2023-11-25,True
CNTR-000990,MPLADS-000990,CONT-0216,2144000.0,2023-08-27,True
CNTR-000991,MPLADS-000991,CONT-0309,1472000.0,2023-03-15,True
CNTR-000992,MPLADS-000992,CONT-0233,1056000.0,2023-08-11,True
CNTR-000993,MPLADS-000993,CONT-0178,2385000.0,2023-05-31,True
CNTR-000994,MPLADS-000994,CONT-0230,4420000.0,2023-07-19,True
CNTR-000995,MPLADS-000995,CONT-0062,1024000.0,2023-10-16,True
CNTR-000996,MPLADS-000996,CONT-0288,3790000.0,2022-07-02,True
CNTR-000997,MPLADS-000997,CONT-0215,64216000.0,2023-05-11,True
CNTR-000998,MPLADS-000998,CONT-0111,2413000.0,2022-04-22,True
CNTR-000999,MPLADS-000999,CONT-0033,2008000.0,2023-04-01,True
CNTR-001000,MPLADS-001000,CONT-0062,3140000.0,2022-08-23,True
CNTR-001001,MPLADS-001001,CONT-0319,14306000.0,2022-04-28,True
CNTR-001002,MPLADS-001002,CONT-0246,2502000.0,2023-04-01,True
CNTR-001003,MPLADS-001003,CONT-0162,12651000.0,2023-06-13,True
CNTR-001004,MPLADS-001004,CONT-0096,1766000.0,2023-06-02,True
CNTR-001005,MPLADS-001005,CONT-0306,1868000.0,2023-08-15,True
CNTR-001006,MPLADS-001006,CONT-0315,912000.0,2023-02-17,True
CNTR-001007,MPLADS-001007,CONT-0213,784000.0,2023-02-01,True
CNTR-001008,MPLADS-001008,CONT-0025,2992000.0,2023-01-10,True
CNTR-001009,MPLADS-001009,CONT-0101,15748000.0,2023-05-05,True
CNTR-001010,MPLADS-001010,CONT-0320,554000.0,2023-02-23,True
CNTR-001011,MPLADS-001011,CONT-0198,2207000.0,2023-09-29,True
CNTR-001012,MPLADS-001012,CONT-0311,1764000.0,2022-08-05,True
CNTR-001013,MPLADS-001013,CONT-0299,891000.0,2023-10-03,True
CNTR-001014,MPLADS-001014,CONT-0140,1652000.0,2023-01-23,True
CNTR-001015,MPLADS-001015,CONT-0146,13926000.0,2024-01-02,True
CNTR-001016,MPLADS-001016,CONT-0162,13345000.0,2023-05-12,True
CNTR-001017,MPLADS-001017,CONT-0302,1892000.0,2022-11-29,True
CNTR-001018,MPLADS-001018,CONT-0234,441000.0,2022-03-25,True
CNTR-001019,MPLADS-001019,CONT-0139,12479000.0,2023-03-19,True
CNTR-001020,MPLADS-001020,CONT-0308,2979000.0,2023-06-09,True
CNTR-001021,MPLADS-001021,CONT-0070,489000.0,2022-09-18,True
CNTR-001022,MPLADS-001022,CONT-0108,1967000.0,2022-08-27,True
CNTR-001023,MPLADS-001023,CONT-0138,1253000.0,2023-05-10,True
CNTR-001024,MPLADS-001024,CONT-0198,552000.0,2022-03-31,True
CNTR-001025,MPLADS-001025,CONT-0031,13458000.0,2022-11-06,True
CNTR-001026,MPLADS-001026,CONT-0276,4920000.0,2022-02-20,True
CNTR-001027,MPLADS-001027,CONT-0086,1284000.0,2023-05-03,True
CNTR-001028,MPLADS-001028,CONT-0014,422000.0,2023-06-12,True
CNTR-001029,MPLADS-001029,CONT-0206,1486000.0,2022-03-16,True
CNTR-001030,MPLADS-001030,CONT-0234,532000.0,2024-01-21,True
CNTR-001031,MPLADS-001031,CONT-0075,1610000.0,2024-01-06,True
CNTR-001032,MPLADS-001032,CONT-0191,1793000.0,2023-03-25,True
CNTR-001033,MPLADS-001033,CONT-0018,766000.0,2022-03-26,True
CNTR-001034,MPLADS-001034,CONT-0132,12721000.0,2022-05-02,True
CNTR-001035,MPLADS-001035,CONT-0043,2067000.0,2023-02-22,True
CNTR-001036,MPLADS-001036,CONT-0135,555000.0,2022-07-07,True
CNTR-001037,MPLADS-001037,CONT-0079,781000.0,2022-11-14,True
CNTR-001038,MPLADS-001038,CONT-0268,1782000.0,2023-01-08,True
CNTR-001039,MPLADS-001039,CONT-0028,11712000.0,2022-06-26,True
CNTR-001040,MPLADS-001040,CONT-0199,4173000.0,2022-07-12,True
CNTR-001041,MPLADS-001041,CONT-0034,9115000.0,2023-03-05,True
CNTR-001042,MPLADS-001042,CONT-0250,2827000.0,2024-01-06,True
CNTR-001043,MPLADS-001043,CONT-0056,2342000.0,2023-12-13,True
CNTR-001044,MPLADS-001044,CONT-0032,2233000.0,2022-10-10,True
CNTR-001045,MPLADS-001045,CONT-0049,1029000.0,2022-10-30,True
CNTR-001046,MPLADS-001046,CONT-0225,12010000.0,2023-06-06,True
CNTR-001047,MPLADS-001047,CONT-0183,882000.0,2022-03-11,True
CNTR-001048,MPLADS-001048,CONT-0292,2656000.0,2023-03-05,True
CNTR-001049,MPLADS-001049,CONT-0022,456000.0,2024-01-01,True
CNTR-001050,MPLADS-001050,CONT-0243,614000.0,2022-02-06,True
CNTR-001051,MPLADS-001051,CONT-0093,355000.0,2023-10-21,True
CNTR-001052,MPLADS-001052,CONT-0078,723000.0,2023-06-15,True
CNTR-001053,MPLADS-001053,CONT-0266,7491000.0,2023-01-29,True
CNTR-001054,MPLADS-001054,CONT-0118,1862000.0,2024-01-08,True
CNTR-001055,MPLADS-001055,CONT-0187,9905000.0,2023-10-02,True
CNTR-001056,MPLADS-001056,CONT-0248,12717000.0,2023-06-09,True
CNTR-001057,MPLADS-001057,CONT-0107,2288000.0,2023-12-30,True
CNTR-001058,MPLADS-001058,CONT-0107,2150000.0,2022-06-04,True
CNTR-001059,MPLADS-001059,CONT-0294,8552000.0,2022-10-19,True
CNTR-001060,MPLADS-001060,CONT-0044,7073000.0,2022-10-21,True
CNTR-001061,MPLADS-001061,CONT-0152,821000.0,2023-05-07,True
CNTR-001062,MPLADS-001062,CONT-0264,10286000.0,2023-05-28,True
CNTR-001063,MPLADS-001063,CONT-0128,2401000.0,2023-06-13,True
CNTR-001064,MPLADS-001064,CONT-0261,5852000.0,2023-01-30,True
CNTR-001065,MPLADS-001065,CONT-0038,1673000.0,2022-06-20,True
CNTR-001066,MPLADS-001066,CONT-0013,1981000.0,2022-10-20,True
CNTR-001067,MPLADS-001067,CONT-0147,1295000.0,2023-03-03,True
CNTR-001068,MPLADS-001068,CONT-0104,1364000.0,2022-12-28,True
CNTR-001069,MPLADS-001069,CONT-0164,520000.0,2022-08-10,True
CNTR-001070,MPLADS-001070,CONT-0262,3375000.0,2023-12-03,True
CNTR-001071,MPLADS-001071,CONT-0038,9893000.0,2022-11-09,True
CNTR-001072,MPLADS-001072,CONT-0023,2139000.0,2023-09-12,True
CNTR-001073,MPLADS-001073,CONT-0200,14424000.0,2023-08-08,True
CNTR-001074,MPLADS-001074,CONT-0171,2909000.0,2023-03-18,True
CNTR-001075,MPLADS-001075,CONT-0295,1882000.0,2023-11-19,True
CNTR-001076,MPLADS-001076,CONT-0219,2575000.0,2024-01-10,True
CNTR-001077,MPLADS-001077,CONT-0092,14967000.0,2023-03-05,True
CNTR-001078,MPLADS-001078,CONT-0014,1042000.0,2023-03-23,True
CNTR-001079,MPLADS-001079,CONT-0096,2789000.0,2023-05-30,True
CNTR-001080,MPLADS-001080,CONT-0180,11570000.0,2023-04-17,True
CNTR-001081,MPLADS-001081,CONT-0086,1690000.0,2023-02-13,True
CNTR-001082,MPLADS-001082,CONT-0261,1107000.0,2022-07-02,True
CNTR-001083,MPLADS-001083,CONT-0203,2121000.0,2022-06-06,True
CNTR-001084,MPLADS-001084,CONT-0219,1935000.0,2023-10-03,True
CNTR-001085,MPLADS-001085,CONT-0311,13546000.0,2022-03-12,True
CNTR-001086,MPLADS-001086,CONT-0112,13144000.0,2022-04-10,True
CNTR-001087,MPLADS-001087,CONT-0026,444000.0,2023-03-07,True
CNTR-001088,MPLADS-001088,CONT-0110,1085000.0,2022-09-21,True
CNTR-001089,MPLADS-001089,CONT-0145,2059000.0,2023-07-19,True
CNTR-001090,MPLADS-001090,CONT-0314,1813000.0,2022-06-25,True
CNTR-001091,MPLADS-001091,CONT-0283,922000.0,2023-03-28,True
CNTR-001092,MPLADS-001092,CONT-0197,3548000.0,2023-09-27,True
CNTR-001093,MPLADS-001093,CONT-0151,1394000.0,2023-08-01,True
CNTR-001094,MPLADS-001094,CONT-0253,1814000.0,2023-11-23,True
CNTR-001095,MPLADS-001095,CONT-0017,1514000.0,2023-11-22,True
CNTR-001096,MPLADS-001096,CONT-0179,9454000.0,2023-06-27,True
CNTR-001097,MPLADS-001097,CONT-0054,438000.0,2023-07-23,True
CNTR-001098,MPLADS-001098,CONT-0093,1733000.0,2023-11-08,True
CNTR-001099,MPLADS-001099,CONT-0090,1162000.0,2023-03-28,True
CNTR-001100,MPLADS-001100,CONT-0236,1665000.0,2023-04-01,True
CNTR-001101,MPLADS-001101,CONT-0080,1048000.0,2022-07-02,True
CNTR-001102,MPLADS-001102,CONT-0174,1982000.0,2022-08-21,True
CNTR-001103,MPLADS-001103,CONT-0144,1782000.0,2023-12-17,True
CNTR-001104,MPLADS-001104,CONT-0274,15756000.0,2023-01-11,True
CNTR-001105,MPLADS-001105,CONT-0179,2042000.0,2023-06-09,True
CNTR-001106,MPLADS-001106,CONT-0156,1106000.0,2023-05-12,True
CNTR-001107,MPLADS-001107,CONT-0248,3447000.0,2022-04-29,True
CNTR-001108,MPLADS-001108,CONT-0153,3234000.0,2023-07-05,True
CNTR-001109,MPLADS-001109,CONT-0047,1546000.0,2022-06-01,True
CNTR-001110,MPLADS-001110,CONT-0025,1658000.0,2023-04-05,True
CNTR-001111,MPLADS-001111,CONT-0314,2378000.0,2022-06-26,True
CNTR-001112,MPLADS-001112,CONT-0078,602000.0,2022-05-12,True
CNTR-001113,MPLADS-001113,CONT-0255,2011000.0,2023-12-11,True
CNTR-001114,MPLADS-001114,CONT-0233,12574000.0,2023-04-18,True
CNTR-001115,MPLADS-001115,CONT-0266,1940000.0,2022-03-10,True
CNTR-001116,MPLADS-001116,CONT-0223,1980000.0,2023-06-01,True
CNTR-001117,MPLADS-001117,CONT-0206,2967000.0,2022-08-01,True
CNTR-001118,MPLADS-001118,CONT-0073,2306000.0,2023-05-12,True
CNTR-001119,MPLADS-001119,CONT-0271,1751000.0,2023-06-04,True
CNTR-001120,MPLADS-001120,CONT-0010,2198000.0,2022-04-25,True
CNTR-001121,MPLADS-001121,CONT-0177,1891000.0,2023-05-30,True
CNTR-001122,MPLADS-001122,CONT-0284,2777000.0,2022-08-15,True
CNTR-001123,MPLADS-001123,CONT-0107,2090000.0,2023-05-28,True
CNTR-001124,MPLADS-001124,CONT-0101,8962000.0,2023-01-20,True
CNTR-001125,MPLADS-001125,CONT-0118,1185000.0,2023-11-20,True
CNTR-001126,MPLADS-001126,CONT-0074,13154000.0,2023-12-09,True
CNTR-001127,MPLADS-001127,CONT-0223,2967000.0,2022-05-13,True
