project_id,fraud_label,is_fraud,is_anomalous,is_hard_negative,risk_level,scenario_type,scenario_name,overall_risk_score,investigation_priority
MPLADS-001014,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001015,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001016,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001017,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001018,1,1,1,0,HIGH,DELAYED_WORK,DELAYED_WORK,70.0,ELEVATED
MPLADS-001019,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001020,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-001021,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001022,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001023,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-001024,1,1,1,0,HIGH,ABANDONED_WORK,ABANDONED_WORK,70.0,ELEVATED
MPLADS-001025,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-001026,1,1,1,0,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,SUSPICIOUS_CONTRACTOR_MONOPOLY,70.0,ELEVATED
MPLADS-001027,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001028,1,1,1,0,HIGH,DELAYED_WORK,DELAYED_WORK,70.0,ELEVATED
MPLADS-001029,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-001030,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-001031,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-001032,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-001033,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001034,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001035,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001036,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001037,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001038,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-001039,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001040,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001041,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001042,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001043,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001044,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001045,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001046,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001047,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001048,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001049,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001050,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-001051,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-001052,1,1,1,0,HIGH,PROCUREMENT_SINGLE_BID,PROCUREMENT_SINGLE_BID,70.0,ELEVATED
MPLADS-001053,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001054,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001055,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001056,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001057,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001058,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001059,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001060,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001061,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001062,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001063,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-001064,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001065,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001066,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001067,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001068,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001069,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001070,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001071,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001072,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001073,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-001074,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001075,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001076,1,1,1,0,HIGH,DOCUMENTATION_DEFICIT,DOCUMENTATION_DEFICIT,70.0,ELEVATED
MPLADS-001077,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001078,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-001079,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001080,1,1,1,0,HIGH,ABANDONED_WORK,ABANDONED_WORK,70.0,ELEVATED
MPLADS-001081,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001082,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001083,1,1,1,0,HIGH,DOCUMENTATION_DEFICIT,DOCUMENTATION_DEFICIT,70.0,ELEVATED
MPLADS-001084,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001085,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001086,0,0,0,1,LOW,LEGITIMATE_WEATHER_DELAY,LEGITIMATE_WEATHER_DELAY,20.0,ROUTINE
MPLADS-001087,1,1,1,0,HIGH,DELAYED_WORK,DELAYED_WORK,70.0,ELEVATED
MPLADS-001088,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001089,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001090,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001091,1,1,1,0,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,SUSPICIOUS_CONTRACTOR_MONOPOLY,70.0,ELEVATED
MPLADS-001092,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001093,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001094,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001095,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001096,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001097,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001098,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001099,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001100,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001101,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001102,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001103,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-001104,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001105,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001106,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001107,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-001108,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001109,1,1,1,0,HIGH,DOCUMENTATION_DEFICIT,DOCUMENTATION_DEFICIT,70.0,ELEVATED
MPLADS-001110,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001111,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001112,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001113,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001114,1,1,1,0,HIGH,PROCUREMENT_SINGLE_BID,PROCUREMENT_SINGLE_BID,70.0,ELEVATED
MPLADS-001115,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001116,0,0,0,1,LOW,LEGITIMATE_WEATHER_DELAY,LEGITIMATE_WEATHER_DELAY,20.0,ROUTINE
MPLADS-001117,1,1,1,0,HIGH,DOCUMENTATION_DEFICIT,DOCUMENTATION_DEFICIT,70.0,ELEVATED
MPLADS-001118,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-001119,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001120,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-001121,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001122,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001123,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001124,1,1,1,0,HIGH,DELAYED_WORK,DELAYED_WORK,70.0,ELEVATED
MPLADS-001125,0,0,0,1,LOW,LEGITIMATE_WEATHER_DELAY,LEGITIMATE_WEATHER_DELAY,20.0,ROUTINE
MPLADS-001126,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001127,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-001128,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001129,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001130,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001131,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001132,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001133,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-001134,1,1,1,0,HIGH,DOCUMENTATION_DEFICIT,DOCUMENTATION_DEFICIT,70.0,ELEVATED
MPLADS-001135,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001136,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001137,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001138,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-001139,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001140,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001141,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001142,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001143,1,1,1,0,HIGH,DELAYED_WORK,DELAYED_WORK,70.0,ELEVATED
MPLADS-001144,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001145,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001146,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001147,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001148,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001149,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001150,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-001151,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001152,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001153,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001154,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001155,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001156,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-001157,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001158,0,0,0,1,LOW,LEGITIMATE_WEATHER_DELAY,LEGITIMATE_WEATHER_DELAY,20.0,ROUTINE
MPLADS-001159,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001160,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001161,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001162,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001163,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001164,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-001165,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001166,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001167,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001168,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001169,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001170,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001171,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001172,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001173,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-001174,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-001175,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001176,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001177,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001178,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001179,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001180,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001181,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001182,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001183,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001184,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001185,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001186,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001187,0,0,0,1,LOW,LEGITIMATE_WEATHER_DELAY,LEGITIMATE_WEATHER_DELAY,20.0,ROUTINE
MPLADS-001188,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001189,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001190,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-001191,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001192,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001193,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-001194,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001195,1,1,1,0,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,SUSPICIOUS_CONTRACTOR_MONOPOLY,70.0,ELEVATED
MPLADS-001196,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-001197,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001198,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001199,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001200,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001201,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001202,1,1,1,0,HIGH,DELAYED_WORK,DELAYED_WORK,70.0,ELEVATED
MPLADS-001203,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001204,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-001205,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001206,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001207,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-001208,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001209,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001210,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001211,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001212,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001213,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001214,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-001215,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001216,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-001217,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-001218,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001219,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-001220,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-001221,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001222,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001223,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-001224,1,1,1,0,HIGH,DOCUMENTATION_DEFICIT,DOCUMENTATION_DEFICIT,70.0,ELEVATED
MPLADS-001225,1,1,1,0,HIGH,DOCUMENTATION_DEFICIT,DOCUMENTATION_DEFICIT,70.0,ELEVATED
MPLADS-001226,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001227,0,0,0,1,LOW,LEGITIMATE_WEATHER_DELAY,LEGITIMATE_WEATHER_DELAY,20.0,ROUTINE
MPLADS-001228,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001229,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-001230,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001231,1,1,1,0,HIGH,SUSPICIOUS_CONTRACTOR_MONOPOLY,SUSPICIOUS_CONTRACTOR_MONOPOLY,70.0,ELEVATED
MPLADS-001232,1,1,1,0,CRITICAL,GHOST_WORK,GHOST_WORK,85.0,URGENT
MPLADS-001233,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001234,1,1,1,0,HIGH,DOCUMENTATION_DEFICIT,DOCUMENTATION_DEFICIT,70.0,ELEVATED
MPLADS-001235,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001236,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001237,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001238,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001239,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001240,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001241,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001242,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001243,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001244,0,0,0,1,LOW,LEGITIMATE_WEATHER_DELAY,LEGITIMATE_WEATHER_DELAY,20.0,ROUTINE
MPLADS-001245,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001246,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001247,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001248,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-001249,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001250,1,1,1,0,CRITICAL,COST_OVERRUN,COST_OVERRUN,85.0,URGENT
MPLADS-001251,0,0,0,1,MEDIUM,HIGH_VALUE_LEGITIMATE,HIGH_VALUE_LEGITIMATE,45.0,ROUTINE
MPLADS-001252,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-001253,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001254,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001255,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001256,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001257,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001258,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001259,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001260,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001261,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001262,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001263,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001264,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001265,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001266,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001267,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-001268,0,0,0,1,LOW,LEGITIMATE_WEATHER_DELAY,LEGITIMATE_WEATHER_DELAY,20.0,ROUTINE
MPLADS-001269,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001270,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001271,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001272,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-001273,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001274,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001275,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001276,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-001277,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001278,0,0,0,1,LOW,LEGITIMATE_REMOTE_SINGLE_BID,LEGITIMATE_REMOTE_SINGLE_BID,20.0,ROUTINE
MPLADS-001279,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
MPLADS-001280,1,1,1,0,CRITICAL,PAYMENT_PROGRESS_MISMATCH,PAYMENT_PROGRESS_MISMATCH,85.0,URGENT
MPLADS-001281,1,1,1,0,CRITICAL,GHOST_WORK,GHOST_WORK,85.0,URGENT
MPLADS-001282,0,0,0,0,LOW,NORMAL,NORMAL,20.0,ROUTINE
