contract_id,project_id,contractor_id,work_order_amount,original_contract_value,final_contract_value,contract_value_change,contract_amendment_count,amendment_value,extension_count,extension_duration,award_date,original_completion_date,revised_completion_date,contract_delay_days,contractor_capacity,contract_value_to_capacity,external_service_provider_flag,subcontractor_count,subcontractor_value_share,end_period_expenditure_ratio,performance_guarantee_submitted
CNTR-000605,MPLADS-000605,CONT-0104,3283000.0,3283000.0,3175000.0,-0.0329,0,0.0,0,0,2022-08-27,2023-02-09,2023-02-09,31,5000000.0,0.6566,0,0,0.018,0.526,True
CNTR-000606,MPLADS-000606,CONT-0372,1704000.0,1704000.0,1764000.0,0.0352,0,60000.0,0,0,2022-06-27,2022-10-11,2022-10-11,0,20000000.0,0.0852,0,0,0.276,0.506,True
CNTR-000607,MPLADS-000607,CONT-0082,2342000.0,2342000.0,2344000.0,0.0009,0,2000.0,0,0,2022-07-19,2023-01-01,2023-01-01,5,20000000.0,0.1171,0,0,0.051,0.252,True
CNTR-000608,MPLADS-000608,CONT-0320,1867000.0,1867000.0,1707000.0,-0.0857,0,0.0,0,0,2022-03-30,2022-05-15,2022-05-15,18,20000000.0,0.0934,0,1,0.158,0.498,True
CNTR-000609,MPLADS-000609,CONT-0161,1473000.0,1473000.0,1492000.0,0.0129,0,19000.0,0,0,2023-07-27,2023-12-10,2023-12-10,15,20000000.0,0.0736,0,0,0.15,0.254,True
CNTR-000610,MPLADS-000610,CONT-0024,3387000.0,3387000.0,3024000.0,-0.1072,0,0.0,0,0,2022-04-29,2022-11-11,2022-11-11,0,5000000.0,0.6774,0,2,0.188,0.286,True
CNTR-000611,MPLADS-000611,CONT-0060,2146000.0,2146000.0,1919000.0,-0.1058,0,0.0,0,0,2023-12-16,2024-05-30,2024-05-30,11,20000000.0,0.1073,0,0,0.222,0.313,True
CNTR-000612,MPLADS-000612,CONT-0030,2143000.0,2143000.0,2107000.0,-0.0168,0,0.0,0,0,2022-04-24,2022-08-08,2022-08-08,18,5000000.0,0.4286,0,0,0.14,0.541,True
CNTR-000613,MPLADS-000613,CONT-0362,2918000.0,2918000.0,2844000.0,-0.0254,0,0.0,0,0,2022-06-22,2023-01-04,2023-01-04,9,100000000.0,0.0292,0,1,0.031,0.367,True
CNTR-000614,MPLADS-000614,CONT-0162,3171000.0,3171000.0,3042000.0,-0.0407,0,0.0,0,0,2022-06-19,2023-01-01,2023-01-01,0,20000000.0,0.1586,0,1,0.244,0.383,True
CNTR-000615,MPLADS-000615,CONT-0331,2613000.0,2613000.0,2528000.0,-0.0325,0,0.0,0,0,2022-08-18,2023-01-31,2023-01-31,2,20000000.0,0.1306,0,0,0.033,0.31,True
CNTR-000616,MPLADS-000616,CONT-0239,1360000.0,1360000.0,1356000.0,-0.0029,0,0.0,0,0,2023-08-04,2023-12-18,2023-12-18,3,100000000.0,0.0136,0,1,0.04,0.429,True
CNTR-000617,MPLADS-000617,CONT-0194,2378000.0,2378000.0,2333000.0,-0.0189,0,0.0,0,0,2022-06-07,2022-10-31,2022-10-31,29,20000000.0,0.1189,0,0,0.158,0.495,True
CNTR-000618,MPLADS-000618,CONT-0179,2071000.0,2071000.0,2292000.0,0.1067,0,221000.0,0,0,2022-04-25,2022-08-09,2022-08-09,0,20000000.0,0.1036,0,0,0.288,0.488,True
CNTR-000619,MPLADS-000619,CONT-0218,3219000.0,3219000.0,5357000.0,0.6642,0,2138000.0,0,0,2023-04-29,2023-10-12,2023-10-12,0,5000000.0,0.6438,0,2,0.06,0.172,True
CNTR-000620,MPLADS-000620,CONT-0069,1391000.0,1391000.0,1244000.0,-0.1057,0,0.0,0,0,2023-07-31,2023-12-14,2023-12-14,30,20000000.0,0.0696,0,1,0.253,0.193,True
CNTR-000621,MPLADS-000621,CONT-0108,587000.0,587000.0,574000.0,-0.0221,0,0.0,0,0,2023-12-20,2024-03-05,2024-03-05,0,100000000.0,0.0059,0,0,0.117,0.457,True
CNTR-000622,MPLADS-000622,CONT-0244,2291000.0,2291000.0,2380000.0,0.0388,0,89000.0,0,0,2023-04-11,2023-09-24,2023-09-24,0,20000000.0,0.1146,0,0,0.217,0.487,True
CNTR-000623,MPLADS-000623,CONT-0349,2136000.0,2136000.0,2022000.0,-0.0534,0,0.0,0,0,2022-07-21,2023-02-02,2023-02-02,0,5000000.0,0.4272,0,2,0.209,0.22,True
CNTR-000624,MPLADS-000624,CONT-0296,2788000.0,2788000.0,2614000.0,-0.0624,0,0.0,0,0,2023-08-31,2024-02-13,2024-02-13,12,5000000.0,0.5576,0,0,0.158,0.42,True
CNTR-000625,MPLADS-000625,CONT-0044,3366000.0,3366000.0,3146000.0,-0.0654,0,0.0,0,0,2023-01-18,2023-08-02,2023-08-02,7,5000000.0,0.6732,0,0,0.013,0.405,True
CNTR-000626,MPLADS-000626,CONT-0315,9866000.0,9866000.0,10240000.0,0.0379,0,374000.0,0,0,2022-09-09,2023-09-30,2023-09-30,5,5000000.0,1.9732,0,0,0.256,0.224,True
CNTR-000627,MPLADS-000627,CONT-0297,1544000.0,1544000.0,1437000.0,-0.0693,0,0.0,0,0,2023-02-20,2023-07-16,2023-07-16,0,5000000.0,0.3088,0,0,0.13,0.384,True
CNTR-000628,MPLADS-000628,CONT-0078,1486000.0,1486000.0,1549000.0,0.0424,0,63000.0,0,0,2023-03-21,2023-08-04,2023-08-04,1,100000000.0,0.0149,0,0,0.139,0.21,True
CNTR-000629,MPLADS-000629,CONT-0166,2218000.0,2218000.0,2044000.0,-0.0784,0,0.0,0,0,2022-09-22,2023-01-06,2023-01-06,1,20000000.0,0.1109,0,0,0.213,0.416,True
CNTR-000630,MPLADS-000630,CONT-0151,2828000.0,2828000.0,2571000.0,-0.0909,0,0.0,0,0,2024-02-03,2024-06-28,2024-06-28,0,5000000.0,0.5656,0,1,0.288,0.252,True
CNTR-000631,MPLADS-000631,CONT-0215,2443000.0,2443000.0,2133000.0,-0.1269,0,0.0,0,0,2022-06-08,2022-12-21,2022-12-21,22,5000000.0,0.4886,0,1,0.26,0.456,True
CNTR-000632,MPLADS-000632,CONT-0033,956000.0,956000.0,860000.0,-0.1004,0,0.0,0,0,2023-02-10,2023-04-27,2023-04-27,0,5000000.0,0.1912,0,2,0.042,0.197,True
CNTR-000633,MPLADS-000633,CONT-0063,10434000.0,10434000.0,9345000.0,-0.1044,0,0.0,0,0,2022-05-28,2022-11-10,2022-11-10,16,20000000.0,0.5217,0,0,0.202,0.398,True
CNTR-000634,MPLADS-000634,CONT-0244,510000.0,510000.0,485000.0,-0.049,0,0.0,0,0,2023-10-17,2023-12-02,2023-12-02,30,20000000.0,0.0255,0,0,0.251,0.234,True
CNTR-000635,MPLADS-000635,CONT-0394,2335000.0,2335000.0,2118000.0,-0.0929,0,0.0,0,0,2023-07-08,2023-12-01,2023-12-01,33,20000000.0,0.1168,0,0,0.037,0.18,True
CNTR-000636,MPLADS-000636,CONT-0216,2981000.0,2981000.0,2776000.0,-0.0688,0,0.0,0,0,2023-11-03,2024-04-17,2024-04-17,0,20000000.0,0.149,0,0,0.261,0.548,True
CNTR-000637,MPLADS-000637,CONT-0227,3884000.0,3884000.0,2457000.0,-0.3674,0,0.0,0,0,2022-10-11,2023-04-25,2023-04-25,4,5000000.0,0.7768,0,0,0.184,0.418,True
CNTR-000638,MPLADS-000638,CONT-0048,1970000.0,1970000.0,1731000.0,-0.1213,0,0.0,0,0,2023-03-30,2023-08-23,2023-08-23,19,20000000.0,0.0985,0,0,0.151,0.447,True
CNTR-000639,MPLADS-000639,CONT-0066,15364000.0,15364000.0,14540000.0,-0.0536,0,0.0,0,0,2023-08-25,2024-09-14,2024-09-14,14,5000000.0,3.0728,0,1,0.232,0.516,True
CNTR-000640,MPLADS-000640,CONT-0199,1201000.0,1201000.0,1155000.0,-0.0383,0,0.0,0,0,2023-08-30,2023-12-14,2023-12-14,10,100000000.0,0.012,0,0,0.123,0.291,True
CNTR-000641,MPLADS-000641,CONT-0079,10580000.0,10580000.0,10207000.0,-0.0353,0,0.0,0,0,2022-06-08,2022-11-21,2022-11-21,2,5000000.0,2.116,0,0,0.208,0.387,True
CNTR-000642,MPLADS-000642,CONT-0307,10817000.0,10817000.0,10850000.0,0.0031,0,33000.0,0,0,2023-05-04,2024-05-24,2024-05-24,0,20000000.0,0.5409,0,0,0.137,0.454,True
CNTR-000643,MPLADS-000643,CONT-0091,10856000.0,10856000.0,9727000.0,-0.104,0,0.0,0,0,2022-12-29,2024-01-19,2024-01-19,25,5000000.0,2.1712,0,0,0.175,0.218,True
CNTR-000644,MPLADS-000644,CONT-0198,842000.0,842000.0,816000.0,-0.0309,0,0.0,0,0,2022-12-05,2023-02-19,2023-02-19,23,5000000.0,0.1684,0,0,0.101,0.356,True
CNTR-000645,MPLADS-000645,CONT-0306,2644000.0,2644000.0,2266000.0,-0.143,0,0.0,0,0,2023-01-25,2023-07-10,2023-07-10,0,20000000.0,0.1322,0,0,0.219,0.231,True
CNTR-000646,MPLADS-000646,CONT-0353,2329000.0,2329000.0,2155000.0,-0.0747,0,0.0,0,0,2023-09-06,2024-03-20,2024-03-20,0,20000000.0,0.1164,0,1,0.298,0.189,True
CNTR-000647,MPLADS-000647,CONT-0133,2372000.0,2372000.0,3454000.0,0.4562,0,1082000.0,0,0,2023-10-10,2024-01-24,2024-01-24,1,20000000.0,0.1186,0,0,0.033,0.215,True
CNTR-000648,MPLADS-000648,CONT-0251,1526000.0,1526000.0,1554000.0,0.0183,0,28000.0,0,0,2023-02-13,2023-05-30,2023-05-30,17,20000000.0,0.0763,0,2,0.181,0.385,True
CNTR-000649,MPLADS-000649,CONT-0249,2555000.0,2555000.0,2699000.0,0.0564,0,144000.0,0,0,2023-12-30,2024-05-24,2024-05-24,0,20000000.0,0.1278,0,0,0.098,0.29,True
CNTR-000650,MPLADS-000650,CONT-0162,1009000.0,1009000.0,962000.0,-0.0466,0,0.0,0,0,2023-05-19,2023-10-02,2023-10-02,0,20000000.0,0.0504,0,0,0.149,0.393,True
CNTR-000651,MPLADS-000651,CONT-0328,1951000.0,1951000.0,1974000.0,0.0118,0,23000.0,0,0,2022-11-04,2023-03-20,2023-03-20,19,20000000.0,0.0976,0,0,0.068,0.375,True
CNTR-000652,MPLADS-000652,CONT-0149,3147000.0,3147000.0,3019000.0,-0.0407,0,0.0,0,0,2023-02-09,2023-07-25,2023-07-25,8,100000000.0,0.0315,0,0,0.141,0.363,True
CNTR-000653,MPLADS-000653,CONT-0367,1148000.0,1148000.0,1097000.0,-0.0444,0,0.0,0,0,2022-04-01,2022-08-15,2022-08-15,22,20000000.0,0.0574,0,1,0.066,0.533,True
CNTR-000654,MPLADS-000654,CONT-0006,1794000.0,1794000.0,1656000.0,-0.0769,0,0.0,0,0,2023-11-25,2024-03-10,2024-03-10,0,5000000.0,0.3588,0,0,0.292,0.341,True
CNTR-000655,MPLADS-000655,CONT-0101,1972000.0,1972000.0,2017000.0,0.0228,0,45000.0,0,0,2023-12-11,2024-05-05,2024-05-05,11,20000000.0,0.0986,0,0,0.034,0.474,True
CNTR-000656,MPLADS-000656,CONT-0064,1572000.0,1572000.0,1550000.0,-0.014,0,0.0,0,0,2022-08-27,2023-01-20,2023-01-20,15,5000000.0,0.3144,0,1,0.296,0.336,True
CNTR-000657,MPLADS-000657,CONT-0045,384000.0,384000.0,383000.0,-0.0026,0,0.0,0,0,2023-02-24,2023-04-11,2023-04-11,4,20000000.0,0.0192,0,0,0.019,0.527,True
CNTR-000658,MPLADS-000658,CONT-0059,413000.0,413000.0,433000.0,0.0484,0,20000.0,0,0,2022-05-04,2022-06-19,2022-06-19,19,5000000.0,0.0826,0,0,0.076,0.545,True
CNTR-000659,MPLADS-000659,CONT-0274,1517000.0,1517000.0,1447000.0,-0.0461,0,0.0,0,0,2024-01-06,2024-05-21,2024-05-21,0,5000000.0,0.3034,0,0,0.271,0.429,True
CNTR-000660,MPLADS-000660,CONT-0138,568000.0,568000.0,515000.0,-0.0933,0,0.0,0,0,2022-05-22,2022-08-06,2022-08-06,18,20000000.0,0.0284,0,0,0.199,0.281,True
CNTR-000661,MPLADS-000661,CONT-0234,1578000.0,1578000.0,1516000.0,-0.0393,0,0.0,0,0,2023-10-18,2024-02-01,2024-02-01,28,100000000.0,0.0158,0,0,0.292,0.358,True
CNTR-000662,MPLADS-000662,CONT-0363,2226000.0,2226000.0,2065000.0,-0.0723,0,0.0,0,0,2023-11-08,2024-02-22,2024-02-22,33,20000000.0,0.1113,0,0,0.049,0.207,True
CNTR-000663,MPLADS-000663,CONT-0337,1655000.0,1655000.0,1643000.0,-0.0073,0,0.0,0,0,2023-03-10,2023-07-24,2023-07-24,24,100000000.0,0.0166,0,0,0.039,0.413,True
CNTR-000664,MPLADS-000664,CONT-0361,2105000.0,2105000.0,2118000.0,0.0062,0,13000.0,0,0,2023-07-05,2023-11-28,2023-11-28,27,20000000.0,0.1052,0,0,0.253,0.393,True
CNTR-000665,MPLADS-000665,CONT-0335,942000.0,942000.0,818000.0,-0.1316,0,0.0,0,0,2023-10-08,2023-12-23,2023-12-23,29,20000000.0,0.0471,0,0,0.274,0.201,True
CNTR-000666,MPLADS-000666,CONT-0116,14714000.0,14714000.0,14255000.0,-0.0312,0,0.0,0,0,2023-05-19,2024-06-08,2024-06-08,11,20000000.0,0.7357,0,1,0.086,0.442,True
CNTR-000667,MPLADS-000667,CONT-0172,3059000.0,3059000.0,3024000.0,-0.0114,0,0.0,0,0,2022-10-21,2023-04-05,2023-04-05,33,5000000.0,0.6118,0,0,0.26,0.253,True
CNTR-000668,MPLADS-000668,CONT-0394,1058000.0,1058000.0,1027000.0,-0.0293,0,0.0,0,0,2022-04-27,2022-09-10,2022-09-10,17,20000000.0,0.0529,0,0,0.142,0.414,True
CNTR-000669,MPLADS-000669,CONT-0054,1485000.0,1485000.0,1339000.0,-0.0983,0,0.0,0,0,2023-08-25,2024-01-08,2024-01-08,0,5000000.0,0.297,0,0,0.194,0.333,True
CNTR-000670,MPLADS-000670,CONT-0322,1646000.0,1646000.0,1745000.0,0.0601,0,99000.0,0,0,2023-10-24,2024-03-18,2024-03-18,5,100000000.0,0.0165,0,1,0.214,0.411,True
CNTR-000671,MPLADS-000671,CONT-0167,1084000.0,1084000.0,987000.0,-0.0895,0,0.0,0,0,2023-04-13,2023-08-27,2023-08-27,17,20000000.0,0.0542,0,0,0.188,0.416,True
CNTR-000672,MPLADS-000672,CONT-0169,645000.0,645000.0,558000.0,-0.1349,0,0.0,0,0,2022-06-04,2022-08-19,2022-08-19,32,20000000.0,0.0322,0,0,0.284,0.484,True
CNTR-000673,MPLADS-000673,CONT-0120,1766000.0,1766000.0,1689000.0,-0.0436,0,0.0,0,0,2022-10-15,2023-03-10,2023-03-10,7,5000000.0,0.3532,0,2,0.057,0.427,True
CNTR-000674,MPLADS-000674,CONT-0384,646000.0,646000.0,885000.0,0.37,0,239000.0,0,0,2023-06-22,2023-09-06,2023-09-06,29,5000000.0,0.1292,0,0,0.267,0.161,True
CNTR-000675,MPLADS-000675,CONT-0328,2582000.0,2582000.0,2503000.0,-0.0306,0,0.0,0,0,2023-02-21,2023-08-06,2023-08-06,0,20000000.0,0.1291,0,0,0.058,0.283,True
CNTR-000676,MPLADS-000676,CONT-0353,14656000.0,14656000.0,13981000.0,-0.0461,0,0.0,0,0,2023-11-03,2024-11-23,2024-11-23,0,20000000.0,0.7328,0,0,0.075,0.343,True
CNTR-000677,MPLADS-000677,CONT-0181,3381000.0,3381000.0,3404000.0,0.0068,0,23000.0,0,0,2022-11-10,2023-05-25,2023-05-25,0,20000000.0,0.169,0,0,0.099,0.353,True
CNTR-000678,MPLADS-000678,CONT-0287,2286000.0,2286000.0,2582000.0,0.1295,0,296000.0,0,0,2023-11-04,2024-02-18,2024-02-18,28,100000000.0,0.0229,0,0,0.007,0.254,True
CNTR-000679,MPLADS-000679,CONT-0107,13141000.0,13141000.0,11650000.0,-0.1135,0,0.0,0,0,2023-08-21,2024-09-10,2024-09-10,5,100000000.0,0.1314,0,1,0.139,0.245,True
CNTR-000680,MPLADS-000680,CONT-0135,2200000.0,2200000.0,2273000.0,0.0332,0,73000.0,0,0,2022-05-01,2022-10-14,2022-10-14,15,100000000.0,0.022,0,0,0.228,0.549,True
CNTR-000681,MPLADS-000681,CONT-0004,7572000.0,7572000.0,7300000.0,-0.0359,0,0.0,0,0,2022-09-03,2022-12-18,2022-12-18,0,5000000.0,1.5144,0,1,0.191,0.368,True
CNTR-000682,MPLADS-000682,CONT-0302,3872000.0,3872000.0,3579000.0,-0.0757,0,0.0,0,0,2023-02-27,2023-09-11,2023-09-11,31,100000000.0,0.0387,0,0,0.184,0.281,True
CNTR-000683,MPLADS-000683,CONT-0181,1681000.0,1681000.0,1653000.0,-0.0167,0,0.0,0,0,2023-03-02,2023-07-26,2023-07-26,4,20000000.0,0.084,0,0,0.198,0.414,True
CNTR-000684,MPLADS-000684,CONT-0391,11699000.0,11699000.0,11771000.0,0.0062,0,72000.0,0,0,2023-07-11,2024-07-31,2024-07-31,0,20000000.0,0.585,0,0,0.09,0.209,True
CNTR-000685,MPLADS-000685,CONT-0283,3085000.0,3085000.0,2816000.0,-0.0872,0,0.0,0,0,2023-04-02,2023-08-26,2023-08-26,7,100000000.0,0.0308,0,0,0.088,0.352,True
CNTR-000686,MPLADS-000686,CONT-0211,647000.0,647000.0,590000.0,-0.0881,0,0.0,0,0,2022-10-03,2022-12-18,2022-12-18,0,20000000.0,0.0323,0,0,0.184,0.26,True
CNTR-000687,MPLADS-000687,CONT-0002,3195000.0,3195000.0,2943000.0,-0.0789,0,0.0,0,0,2022-05-28,2022-12-10,2022-12-10,26,5000000.0,0.639,0,0,0.166,0.246,True
CNTR-000688,MPLADS-000688,CONT-0254,921000.0,921000.0,993000.0,0.0782,0,72000.0,0,0,2023-06-17,2023-09-01,2023-09-01,0,20000000.0,0.046,0,0,0.179,0.39,True
CNTR-000689,MPLADS-000689,CONT-0069,3901000.0,3901000.0,3671000.0,-0.059,0,0.0,0,0,2022-04-23,2022-11-05,2022-11-05,0,20000000.0,0.195,0,2,0.107,0.246,True
CNTR-000690,MPLADS-000690,CONT-0220,1400000.0,1400000.0,1399000.0,-0.0007,0,0.0,0,0,2022-07-25,2022-12-08,2022-12-08,14,5000000.0,0.28,0,0,0.069,0.33,True
CNTR-000691,MPLADS-000691,CONT-0282,1945000.0,1945000.0,1851000.0,-0.0483,0,0.0,0,0,2023-06-22,2023-11-15,2023-11-15,8,5000000.0,0.389,0,0,0.029,0.5,True
CNTR-000692,MPLADS-000692,CONT-0277,1304000.0,1304000.0,1164000.0,-0.1074,0,0.0,0,0,2023-01-20,2023-05-06,2023-05-06,0,100000000.0,0.013,0,1,0.283,0.415,True
CNTR-000693,MPLADS-000693,CONT-0269,2853000.0,2853000.0,2635000.0,-0.0764,0,0.0,0,0,2022-04-29,2022-11-11,2022-11-11,0,20000000.0,0.1426,0,0,0.103,0.533,True
CNTR-000694,MPLADS-000694,CONT-0146,595000.0,595000.0,512000.0,-0.1395,0,0.0,0,0,2023-09-19,2023-11-04,2023-11-04,33,20000000.0,0.0298,0,0,0.075,0.514,True
CNTR-000695,MPLADS-000695,CONT-0378,1804000.0,1804000.0,1694000.0,-0.061,0,0.0,0,0,2022-09-28,2023-03-13,2023-03-13,0,20000000.0,0.0902,0,0,0.108,0.42,True
CNTR-000696,MPLADS-000696,CONT-0393,1816000.0,1816000.0,1724000.0,-0.0507,0,0.0,0,0,2023-02-24,2023-08-09,2023-08-09,0,100000000.0,0.0182,0,0,0.056,0.521,True
CNTR-000697,MPLADS-000697,CONT-0114,1007000.0,1007000.0,977000.0,-0.0298,0,0.0,0,0,2023-06-10,2023-10-24,2023-10-24,23,100000000.0,0.0101,0,1,0.107,0.483,True
CNTR-000698,MPLADS-000698,CONT-0196,2630000.0,2630000.0,2585000.0,-0.0171,0,0.0,0,0,2023-08-26,2024-02-08,2024-02-08,25,5000000.0,0.526,0,0,0.226,0.461,True
CNTR-000699,MPLADS-000699,CONT-0368,1948000.0,1948000.0,2026000.0,0.04,0,78000.0,0,0,2023-10-31,2024-02-14,2024-02-14,0,100000000.0,0.0195,0,1,0.22,0.267,True
CNTR-000700,MPLADS-000700,CONT-0190,2237000.0,2237000.0,2239000.0,0.0009,0,2000.0,0,0,2022-02-11,2022-08-26,2022-08-26,24,20000000.0,0.1118,0,0,0.277,0.318,True
CNTR-000701,MPLADS-000701,CONT-0074,968000.0,968000.0,862000.0,-0.1095,0,0.0,0,0,2022-07-31,2022-10-15,2022-10-15,0,100000000.0,0.0097,0,0,0.219,0.327,True
CNTR-000702,MPLADS-000702,CONT-0206,2429000.0,2429000.0,2246000.0,-0.0753,0,0.0,0,0,2024-01-29,2024-08-12,2024-08-12,34,20000000.0,0.1214,0,0,0.28,0.269,True
CNTR-000703,MPLADS-000703,CONT-0240,1578000.0,1578000.0,1425000.0,-0.097,0,0.0,0,0,2023-04-11,2023-08-25,2023-08-25,0,20000000.0,0.0789,0,0,0.151,0.453,True
CNTR-000704,MPLADS-000704,CONT-0229,3674000.0,3674000.0,3413000.0,-0.071,0,0.0,0,0,2022-05-30,2022-12-12,2022-12-12,0,20000000.0,0.1837,0,0,0.083,0.364,True
CNTR-000705,MPLADS-000705,CONT-0018,11460000.0,11460000.0,11197000.0,-0.0229,0,0.0,0,0,2023-04-12,2024-05-02,2024-05-02,0,5000000.0,2.292,0,1,0.219,0.195,True
CNTR-000706,MPLADS-000706,CONT-0383,1863000.0,1863000.0,1940000.0,0.0413,0,77000.0,0,0,2022-09-30,2023-02-13,2023-02-13,30,20000000.0,0.0932,0,0,0.174,0.449,True
CNTR-000707,MPLADS-000707,CONT-0275,2393000.0,2393000.0,2358000.0,-0.0146,0,0.0,0,0,2022-07-28,2023-02-09,2023-02-09,28,5000000.0,0.4786,0,1,0.143,0.416,True
CNTR-000708,MPLADS-000708,CONT-0358,816000.0,816000.0,779000.0,-0.0453,0,0.0,0,0,2023-01-04,2023-03-21,2023-03-21,30,5000000.0,0.1632,0,0,0.144,0.363,True
CNTR-000709,MPLADS-000709,CONT-0359,404000.0,404000.0,432000.0,0.0693,0,28000.0,0,0,2022-11-16,2023-01-01,2023-01-01,20,5000000.0,0.0808,0,0,0.067,0.164,True
CNTR-000710,MPLADS-000710,CONT-0393,386000.0,386000.0,374000.0,-0.0311,0,0.0,0,0,2023-07-20,2023-09-04,2023-09-04,0,100000000.0,0.0039,0,0,0.127,0.324,True
CNTR-000711,MPLADS-000711,CONT-0195,44999000.0,44999000.0,45446000.0,0.0099,0,447000.0,0,0,2022-10-06,2023-10-27,2023-10-27,18,20000000.0,2.25,0,0,0.236,0.382,True
CNTR-000712,MPLADS-000712,CONT-0212,1816000.0,1816000.0,1801000.0,-0.0083,0,0.0,0,0,2023-06-01,2023-10-25,2023-10-25,0,20000000.0,0.0908,0,0,0.273,0.526,True
CNTR-000713,MPLADS-000713,CONT-0225,3500000.0,3500000.0,3100000.0,-0.1143,0,0.0,0,0,2023-05-11,2023-11-23,2023-11-23,1,5000000.0,0.7,0,0,0.25,0.267,True
CNTR-000714,MPLADS-000714,CONT-0060,750000.0,750000.0,745000.0,-0.0067,0,0.0,0,0,2022-06-20,2022-09-04,2022-09-04,27,20000000.0,0.0375,0,0,0.184,0.447,True
CNTR-000715,MPLADS-000715,CONT-0288,2351000.0,2351000.0,2325000.0,-0.0111,0,0.0,0,0,2023-05-01,2023-09-24,2023-09-24,25,20000000.0,0.1176,0,1,0.077,0.241,True
CNTR-000716,MPLADS-000716,CONT-0007,838000.0,838000.0,1268000.0,0.5131,0,430000.0,0,0,2022-08-08,2022-10-23,2022-10-23,16,5000000.0,0.1676,0,2,0.029,0.296,True
CNTR-000717,MPLADS-000717,CONT-0249,13517000.0,13517000.0,12341000.0,-0.087,0,0.0,0,0,2022-10-25,2023-11-15,2023-11-15,25,20000000.0,0.6758,0,0,0.122,0.272,True
CNTR-000718,MPLADS-000718,CONT-0364,2147000.0,2147000.0,2006000.0,-0.0657,0,0.0,0,0,2024-01-19,2024-07-03,2024-07-03,0,5000000.0,0.4294,0,0,0.242,0.24,True
CNTR-000719,MPLADS-000719,CONT-0182,411000.0,411000.0,412000.0,0.0024,0,1000.0,0,0,2022-03-30,2022-05-15,2022-05-15,23,20000000.0,0.0206,0,0,0.196,0.328,True
CNTR-000720,MPLADS-000720,CONT-0072,3014000.0,3014000.0,2948000.0,-0.0219,0,0.0,0,0,2022-02-27,2022-08-12,2022-08-12,23,5000000.0,0.6028,0,0,0.078,0.261,True
CNTR-000721,MPLADS-000721,CONT-0177,957000.0,957000.0,1001000.0,0.046,0,44000.0,0,0,2022-09-16,2022-12-01,2022-12-01,27,5000000.0,0.1914,0,0,0.153,0.348,True
CNTR-000722,MPLADS-000722,CONT-0139,2880000.0,2880000.0,2811000.0,-0.024,0,0.0,0,0,2022-06-20,2022-12-03,2022-12-03,0,5000000.0,0.576,0,0,0.082,0.313,True
CNTR-000723,MPLADS-000723,CONT-0220,863000.0,863000.0,846000.0,-0.0197,0,0.0,0,0,2023-01-31,2023-04-17,2023-04-17,20,5000000.0,0.1726,0,0,0.257,0.348,True
CNTR-000724,MPLADS-000724,CONT-0091,2050000.0,2050000.0,2120000.0,0.0341,0,70000.0,0,0,2022-04-24,2022-09-17,2022-09-17,34,5000000.0,0.41,0,0,0.293,0.188,True
CNTR-000725,MPLADS-000725,CONT-0337,9050000.0,9050000.0,9144000.0,0.0104,0,94000.0,0,0,2022-09-10,2023-10-01,2023-10-01,16,100000000.0,0.0905,0,0,0.195,0.212,True
CNTR-000726,MPLADS-000726,CONT-0166,11264000.0,11264000.0,10916000.0,-0.0309,0,0.0,0,0,2023-05-27,2024-06-16,2024-06-16,0,20000000.0,0.5632,0,0,0.083,0.358,True
CNTR-000727,MPLADS-000727,CONT-0295,1348000.0,1348000.0,1259000.0,-0.066,0,0.0,0,0,2023-03-21,2023-07-05,2023-07-05,11,20000000.0,0.0674,0,0,0.282,0.203,True
CNTR-000728,MPLADS-000728,CONT-0355,1719000.0,1719000.0,1790000.0,0.0413,0,71000.0,0,0,2022-09-11,2023-01-25,2023-01-25,0,100000000.0,0.0172,0,2,0.091,0.447,True
CNTR-000729,MPLADS-000729,CONT-0025,1588000.0,1588000.0,1580000.0,-0.005,0,0.0,0,0,2023-09-05,2024-01-29,2024-01-29,19,5000000.0,0.3176,0,0,0.181,0.304,True
CNTR-000730,MPLADS-000730,CONT-0355,2132000.0,2132000.0,2040000.0,-0.0432,0,0.0,0,0,2022-06-16,2022-09-30,2022-09-30,26,100000000.0,0.0213,0,0,0.015,0.248,True
CNTR-000731,MPLADS-000731,CONT-0245,977000.0,977000.0,943000.0,-0.0348,0,0.0,0,0,2022-03-23,2022-06-07,2022-06-07,34,20000000.0,0.0488,0,0,0.066,0.181,True
CNTR-000732,MPLADS-000732,CONT-0095,750000.0,750000.0,792000.0,0.056,0,42000.0,0,0,2022-12-04,2023-02-18,2023-02-18,0,20000000.0,0.0375,0,0,0.184,0.264,True
CNTR-000733,MPLADS-000733,CONT-0018,660000.0,660000.0,619000.0,-0.0621,0,0.0,0,0,2023-05-28,2023-08-12,2023-08-12,19,5000000.0,0.132,0,1,0.063,0.498,True
CNTR-000734,MPLADS-000734,CONT-0008,1011000.0,1011000.0,959000.0,-0.0514,0,0.0,0,0,2022-09-06,2022-11-21,2022-11-21,20,20000000.0,0.0506,0,0,0.148,0.521,True
CNTR-000735,MPLADS-000735,CONT-0125,768000.0,768000.0,732000.0,-0.0469,0,0.0,0,0,2022-04-01,2022-06-16,2022-06-16,0,5000000.0,0.1536,0,0,0.201,0.506,True
