payment_id,project_id,contractor_id,tranche_number,payment_number,payment_amount,payment_date,voucher_number,cumulative_payment,payment_velocity,payment_frequency,payment_concentration,is_round_number,is_final_installment,duplicate_payment_flag,payment_timing_anomaly,measurement_book_verified
PAY-001408-02,MPLADS-001408,CONT-0367,2,2,3776300.0,2023-03-16,VCH-001408-02,7552600.0,28322.25,133.3,0.3333,0,0,0,1,True
PAY-001408-03,MPLADS-001408,CONT-0367,3,3,3776400.0,2023-07-31,VCH-001408-03,11329000.0,28323.0,133.3,0.3333,0,1,0,0,True
PAY-001409-01,MPLADS-001409,CONT-0210,1,1,744000.0,2024-02-12,VCH-001409-01,744000.0,18600.0,40.0,0.3333,0,0,0,0,True
PAY-001409-02,MPLADS-001409,CONT-0210,2,2,744000.0,2024-03-27,VCH-001409-02,1488000.0,18600.0,40.0,0.3333,0,0,0,0,True
PAY-001409-03,MPLADS-001409,CONT-0210,3,3,744000.0,2024-05-10,VCH-001409-03,2232000.0,18600.0,40.0,0.3333,0,1,0,0,True
PAY-001410-01,MPLADS-001410,CONT-0308,1,1,450500.0,2024-01-26,VCH-001410-01,450500.0,10011.11,45.0,0.5,0,0,0,0,True
PAY-001410-02,MPLADS-001410,CONT-0308,2,2,450500.0,2024-03-10,VCH-001410-02,901000.0,10011.11,45.0,0.5,0,1,0,0,True
PAY-001411-01,MPLADS-001411,CONT-0172,1,1,535000.0,2022-12-11,VCH-001411-01,535000.0,10031.25,53.3,0.3333,0,0,0,0,True
PAY-001411-02,MPLADS-001411,CONT-0172,2,2,535000.0,2023-05-20,VCH-001411-02,1070000.0,10031.25,53.3,0.3333,0,0,0,0,True
PAY-001411-03,MPLADS-001411,CONT-0172,3,3,535000.0,2023-10-27,VCH-001411-03,1605000.0,10031.25,53.3,0.3333,0,1,0,0,True
PAY-001412-01,MPLADS-001412,CONT-0119,1,1,265000.0,2023-10-13,VCH-001412-01,265000.0,5888.89,45.0,0.5,0,0,0,0,True
PAY-001412-02,MPLADS-001412,CONT-0119,2,2,265000.0,2023-12-10,VCH-001412-02,530000.0,5888.89,45.0,0.5,0,1,0,0,True
PAY-001413-01,MPLADS-001413,CONT-0078,1,1,337000.0,2023-01-18,VCH-001413-01,337000.0,7488.89,45.0,0.5,0,0,0,0,True
PAY-001413-02,MPLADS-001413,CONT-0078,2,2,337000.0,2023-03-17,VCH-001413-02,674000.0,7488.89,45.0,0.5,0,1,0,0,True
PAY-001414-01,MPLADS-001414,CONT-0280,1,1,364500.0,2023-12-05,VCH-001414-01,364500.0,8100.0,45.0,0.5,0,0,0,0,False
PAY-001414-02,MPLADS-001414,CONT-0280,2,2,364500.0,2024-02-01,VCH-001414-02,729000.0,8100.0,45.0,0.5,0,1,0,0,False
PAY-001415-01,MPLADS-001415,CONT-0229,1,1,664700.0,2022-04-22,VCH-001415-01,664700.0,12463.12,53.3,0.3334,0,0,0,0,True
PAY-001415-02,MPLADS-001415,CONT-0229,2,2,664700.0,2022-06-18,VCH-001415-02,1329400.0,12463.12,53.3,0.3334,0,0,0,0,True
PAY-001415-03,MPLADS-001415,CONT-0229,3,3,664600.0,2022-08-14,VCH-001415-03,1994000.0,12461.25,53.3,0.3333,0,1,0,0,True
PAY-001416-01,MPLADS-001416,CONT-0191,1,1,193000.0,2023-03-05,VCH-001416-01,193000.0,6433.33,30.0,0.5,0,0,0,0,True
PAY-001416-02,MPLADS-001416,CONT-0191,2,2,193000.0,2023-04-14,VCH-001416-02,386000.0,6433.33,30.0,0.5,0,1,0,0,True
PAY-001417-01,MPLADS-001417,CONT-0194,1,1,301000.0,2022-08-27,VCH-001417-01,301000.0,6688.89,45.0,0.5,0,0,0,0,True
PAY-001417-02,MPLADS-001417,CONT-0194,2,2,301000.0,2022-10-16,VCH-001417-02,602000.0,6688.89,45.0,0.5,0,1,0,0,True
PAY-001418-01,MPLADS-001418,CONT-0162,1,1,525300.0,2023-08-15,VCH-001418-01,525300.0,13132.5,40.0,0.3333,0,0,0,0,True
PAY-001418-02,MPLADS-001418,CONT-0162,2,2,525300.0,2023-09-22,VCH-001418-02,1050600.0,13132.5,40.0,0.3333,0,0,0,0,True
PAY-001418-03,MPLADS-001418,CONT-0162,3,3,525400.0,2023-10-30,VCH-001418-03,1576000.0,13135.0,40.0,0.3334,0,1,0,0,True
PAY-001419-01,MPLADS-001419,CONT-0238,1,1,448300.0,2022-08-10,VCH-001419-01,448300.0,11207.5,40.0,0.3333,0,0,0,0,False
PAY-001419-02,MPLADS-001419,CONT-0238,2,2,448300.0,2022-09-27,VCH-001419-02,896600.0,11207.5,40.0,0.3333,0,0,0,0,False
PAY-001419-03,MPLADS-001419,CONT-0238,3,3,448400.0,2022-11-14,VCH-001419-03,1345000.0,11210.0,40.0,0.3334,0,1,0,0,False
PAY-001420-01,MPLADS-001420,CONT-0001,1,1,208500.0,2023-06-05,VCH-001420-01,208500.0,6950.0,30.0,0.5,0,0,0,0,False
PAY-001420-02,MPLADS-001420,CONT-0001,2,2,208500.0,2023-07-05,VCH-001420-02,417000.0,6950.0,30.0,0.5,0,1,0,0,False
PAY-001421-01,MPLADS-001421,CONT-0093,1,1,215500.0,2022-08-17,VCH-001421-01,215500.0,7183.33,30.0,0.5,0,0,0,0,True
PAY-001421-02,MPLADS-001421,CONT-0093,2,2,215500.0,2022-09-13,VCH-001421-02,431000.0,7183.33,30.0,0.5,0,1,0,0,True
PAY-001422-01,MPLADS-001422,CONT-0038,1,1,560300.0,2024-01-14,VCH-001422-01,560300.0,11206.0,50.0,0.3333,0,0,0,0,True
PAY-001422-02,MPLADS-001422,CONT-0038,2,2,560300.0,2024-03-05,VCH-001422-02,1120600.0,11206.0,50.0,0.3333,0,0,0,0,True
PAY-001422-03,MPLADS-001422,CONT-0038,3,3,560400.0,2024-04-25,VCH-001422-03,1681000.0,11208.0,50.0,0.3334,0,1,0,0,True
PAY-001423-01,MPLADS-001423,CONT-0338,1,1,1317300.0,2024-02-09,VCH-001423-01,1317300.0,18818.57,70.0,0.3333,0,0,0,0,False
PAY-001423-02,MPLADS-001423,CONT-0338,2,2,1317300.0,2024-04-25,VCH-001423-02,2634600.0,18818.57,70.0,0.3333,0,0,0,0,False
PAY-001423-03,MPLADS-001423,CONT-0338,3,3,1317400.0,2024-07-10,VCH-001423-03,3952000.0,18820.0,70.0,0.3334,0,1,0,0,False
PAY-001424-01,MPLADS-001424,CONT-0376,1,1,172500.0,2022-11-23,VCH-001424-01,172500.0,5750.0,30.0,0.5,0,0,0,0,True
PAY-001424-02,MPLADS-001424,CONT-0376,2,2,172500.0,2023-01-04,VCH-001424-02,345000.0,5750.0,30.0,0.5,0,1,0,0,True
PAY-001425-01,MPLADS-001425,CONT-0200,1,1,470300.0,2023-10-19,VCH-001425-01,470300.0,11757.5,40.0,0.3333,0,0,0,0,True
PAY-001425-02,MPLADS-001425,CONT-0200,2,2,470300.0,2023-11-28,VCH-001425-02,940600.0,11757.5,40.0,0.3333,0,0,0,0,True
PAY-001425-03,MPLADS-001425,CONT-0200,3,3,470400.0,2024-01-08,VCH-001425-03,1411000.0,11760.0,40.0,0.3334,0,1,0,0,True
PAY-001426-01,MPLADS-001426,CONT-0205,1,1,610700.0,2023-01-06,VCH-001426-01,610700.0,12214.0,50.0,0.3334,0,0,0,0,True
PAY-001426-02,MPLADS-001426,CONT-0205,2,2,610700.0,2023-02-21,VCH-001426-02,1221400.0,12214.0,50.0,0.3334,0,0,0,0,True
PAY-001426-03,MPLADS-001426,CONT-0205,3,3,610600.0,2023-04-08,VCH-001426-03,1832000.0,12212.0,50.0,0.3333,0,1,0,0,True
PAY-001427-01,MPLADS-001427,CONT-0075,1,1,339300.0,2023-10-31,VCH-001427-01,339300.0,11310.0,30.0,0.3333,0,0,0,0,True
PAY-001427-02,MPLADS-001427,CONT-0075,2,2,339300.0,2023-11-28,VCH-001427-02,678600.0,11310.0,30.0,0.3333,0,0,0,0,True
PAY-001427-03,MPLADS-001427,CONT-0075,3,3,339400.0,2023-12-27,VCH-001427-03,1018000.0,11313.33,30.0,0.3334,0,1,0,0,True
PAY-001428-01,MPLADS-001428,CONT-0236,1,1,857300.0,2023-07-31,VCH-001428-01,857300.0,12247.14,70.0,0.3333,0,0,0,0,True
PAY-001428-02,MPLADS-001428,CONT-0236,2,2,857300.0,2023-10-07,VCH-001428-02,1714600.0,12247.14,70.0,0.3333,0,0,0,0,True
PAY-001428-03,MPLADS-001428,CONT-0236,3,3,857400.0,2023-12-15,VCH-001428-03,2572000.0,12248.57,70.0,0.3334,0,1,0,0,True
PAY-001429-01,MPLADS-001429,CONT-0378,1,1,371500.0,2022-03-25,VCH-001429-01,371500.0,8255.56,45.0,0.5,0,0,0,0,True
PAY-001429-02,MPLADS-001429,CONT-0378,2,2,371500.0,2022-05-07,VCH-001429-02,743000.0,8255.56,45.0,0.5,0,1,0,0,True
PAY-001430-01,MPLADS-001430,CONT-0268,1,1,253000.0,2022-11-15,VCH-001430-01,253000.0,5622.22,45.0,0.5,0,0,0,0,True
PAY-001430-02,MPLADS-001430,CONT-0268,2,2,253000.0,2023-01-06,VCH-001430-02,506000.0,5622.22,45.0,0.5,0,1,0,0,True
PAY-001431-01,MPLADS-001431,CONT-0121,1,1,735700.0,2023-03-19,VCH-001431-01,735700.0,10510.0,70.0,0.3333,0,0,0,0,True
PAY-001431-02,MPLADS-001431,CONT-0121,2,2,735700.0,2023-05-28,VCH-001431-02,1471400.0,10510.0,70.0,0.3333,0,0,0,0,True
PAY-001431-03,MPLADS-001431,CONT-0121,3,3,735600.0,2023-08-06,VCH-001431-03,2207000.0,10508.57,70.0,0.3333,0,1,0,0,True
PAY-001432-01,MPLADS-001432,CONT-0386,1,1,491000.0,2023-05-09,VCH-001432-01,491000.0,6546.67,75.0,0.5,0,0,0,0,True
PAY-001432-02,MPLADS-001432,CONT-0386,2,2,491000.0,2023-07-20,VCH-001432-02,982000.0,6546.67,75.0,0.5,0,1,0,0,True
PAY-001433-01,MPLADS-001433,CONT-0117,1,1,384700.0,2023-08-28,VCH-001433-01,384700.0,7694.0,50.0,0.3334,0,0,0,0,True
PAY-001433-02,MPLADS-001433,CONT-0117,2,2,384700.0,2023-10-20,VCH-001433-02,769400.0,7694.0,50.0,0.3334,0,0,0,0,True
PAY-001433-03,MPLADS-001433,CONT-0117,3,3,384600.0,2023-12-13,VCH-001433-03,1154000.0,7692.0,50.0,0.3333,0,1,0,0,True
PAY-001434-01,MPLADS-001434,CONT-0381,1,1,341000.0,2022-09-01,VCH-001434-01,341000.0,7577.78,45.0,0.5,0,0,0,0,True
PAY-001434-02,MPLADS-001434,CONT-0381,2,2,341000.0,2022-10-12,VCH-001434-02,682000.0,7577.78,45.0,0.5,0,1,0,0,True
PAY-001435-01,MPLADS-001435,CONT-0034,1,1,382000.0,2022-11-16,VCH-001435-01,382000.0,8488.89,45.0,0.5,0,0,0,0,True
PAY-001435-02,MPLADS-001435,CONT-0034,2,2,382000.0,2022-12-30,VCH-001435-02,764000.0,8488.89,45.0,0.5,0,1,0,0,True
PAY-001436-01,MPLADS-001436,CONT-0395,1,1,425300.0,2023-10-16,VCH-001436-01,425300.0,10632.5,40.0,0.3333,0,0,0,0,True
PAY-001436-02,MPLADS-001436,CONT-0395,2,2,425300.0,2023-11-27,VCH-001436-02,850600.0,10632.5,40.0,0.3333,0,0,0,0,True
PAY-001436-03,MPLADS-001436,CONT-0395,3,3,425400.0,2024-01-09,VCH-001436-03,1276000.0,10635.0,40.0,0.3334,0,1,0,0,True
PAY-001437-01,MPLADS-001437,CONT-0043,1,1,891300.0,2022-11-14,VCH-001437-01,891300.0,44565.0,20.0,0.3333,0,0,0,0,True
PAY-001437-02,MPLADS-001437,CONT-0043,2,2,891300.0,2022-12-03,VCH-001437-02,1782600.0,44565.0,20.0,0.3333,0,0,0,0,True
PAY-001437-03,MPLADS-001437,CONT-0043,3,3,891400.0,2022-12-22,VCH-001437-03,2674000.0,44570.0,20.0,0.3334,0,1,0,0,True
PAY-001438-01,MPLADS-001438,CONT-0099,1,1,4960700.0,2024-01-21,VCH-001438-01,4960700.0,37205.25,133.3,0.3333,0,0,0,0,True
PAY-001438-02,MPLADS-001438,CONT-0099,2,2,4960700.0,2024-06-04,VCH-001438-02,9921400.0,37205.25,133.3,0.3333,0,0,0,0,True
PAY-001438-03,MPLADS-001438,CONT-0099,3,3,4960600.0,2024-10-17,VCH-001438-03,14882000.0,37204.5,133.3,0.3333,0,1,0,0,True
PAY-001439-01,MPLADS-001439,CONT-0390,1,1,673700.0,2024-03-10,VCH-001439-01,673700.0,11228.33,60.0,0.3333,0,0,0,0,True
PAY-001439-02,MPLADS-001439,CONT-0390,2,2,673700.0,2024-05-12,VCH-001439-02,1347400.0,11228.33,60.0,0.3333,0,0,0,0,True
PAY-001439-03,MPLADS-001439,CONT-0390,3,3,673600.0,2024-07-15,VCH-001439-03,2021000.0,11226.67,60.0,0.3333,0,1,0,0,True
PAY-001440-01,MPLADS-001440,CONT-0034,1,1,780700.0,2023-12-29,VCH-001440-01,780700.0,13011.67,60.0,0.3333,0,0,0,0,False
PAY-001440-02,MPLADS-001440,CONT-0034,2,2,780700.0,2024-02-26,VCH-001440-02,1561400.0,13011.67,60.0,0.3333,0,0,0,0,False
PAY-001440-03,MPLADS-001440,CONT-0034,3,3,780600.0,2024-04-26,VCH-001440-03,2342000.0,13010.0,60.0,0.3333,0,1,0,0,False
PAY-001441-01,MPLADS-001441,CONT-0018,1,1,511700.0,2023-06-14,VCH-001441-01,511700.0,10234.0,50.0,0.3334,0,0,0,0,True
PAY-001441-02,MPLADS-001441,CONT-0018,2,2,511700.0,2023-08-07,VCH-001441-02,1023400.0,10234.0,50.0,0.3334,0,0,0,0,True
PAY-001441-03,MPLADS-001441,CONT-0018,3,3,511600.0,2023-09-30,VCH-001441-03,1535000.0,10232.0,50.0,0.3333,0,1,0,0,True
PAY-001442-01,MPLADS-001442,CONT-0263,1,1,556000.0,2023-08-05,VCH-001442-01,556000.0,11120.0,50.0,0.3333,0,0,0,0,True
PAY-001442-02,MPLADS-001442,CONT-0263,2,2,556000.0,2023-09-19,VCH-001442-02,1112000.0,11120.0,50.0,0.3333,0,0,0,0,True
PAY-001442-03,MPLADS-001442,CONT-0263,3,3,556000.0,2023-11-03,VCH-001442-03,1668000.0,11120.0,50.0,0.3333,0,1,0,0,True
PAY-001443-01,MPLADS-001443,CONT-0365,1,1,255500.0,2023-08-12,VCH-001443-01,255500.0,8516.67,30.0,0.5,0,0,0,0,True
PAY-001443-02,MPLADS-001443,CONT-0365,2,2,255500.0,2023-09-16,VCH-001443-02,511000.0,8516.67,30.0,0.5,0,1,0,0,True
PAY-001444-01,MPLADS-001444,CONT-0324,1,1,3306700.0,2022-11-19,VCH-001444-01,3306700.0,62000.62,53.3,0.3333,0,0,0,0,True
PAY-001444-02,MPLADS-001444,CONT-0324,2,2,3306700.0,2023-01-12,VCH-001444-02,6613400.0,62000.62,53.3,0.3333,0,0,0,0,True
PAY-001444-03,MPLADS-001444,CONT-0324,3,3,3306600.0,2023-03-08,VCH-001444-03,9920000.0,61998.75,53.3,0.3333,0,1,0,0,True
PAY-001445-01,MPLADS-001445,CONT-0009,1,1,453000.0,2023-06-30,VCH-001445-01,453000.0,11325.0,40.0,0.3333,0,0,0,0,True
PAY-001445-02,MPLADS-001445,CONT-0009,2,2,453000.0,2023-10-28,VCH-001445-02,906000.0,11325.0,40.0,0.3333,0,0,0,0,True
PAY-001445-03,MPLADS-001445,CONT-0009,3,3,453000.0,2024-02-25,VCH-001445-03,1359000.0,11325.0,40.0,0.3333,0,1,0,0,True
PAY-001446-01,MPLADS-001446,CONT-0146,1,1,694300.0,2024-01-18,VCH-001446-01,694300.0,17357.5,40.0,0.3333,0,0,0,0,True
PAY-001446-02,MPLADS-001446,CONT-0146,2,2,694300.0,2024-03-02,VCH-001446-02,1388600.0,17357.5,40.0,0.3333,0,0,0,0,True
PAY-001446-03,MPLADS-001446,CONT-0146,3,3,694400.0,2024-04-15,VCH-001446-03,2083000.0,17360.0,40.0,0.3334,0,1,0,0,True
PAY-001447-01,MPLADS-001447,CONT-0010,1,1,494500.0,2022-10-24,VCH-001447-01,494500.0,10988.89,45.0,0.5,0,0,0,0,False
PAY-001447-02,MPLADS-001447,CONT-0010,2,2,494500.0,2022-12-23,VCH-001447-02,989000.0,10988.89,45.0,0.5,0,1,0,0,False
PAY-001448-01,MPLADS-001448,CONT-0310,1,1,3208300.0,2023-04-30,VCH-001448-01,3208300.0,60155.62,53.3,0.3333,0,0,0,0,True
PAY-001448-02,MPLADS-001448,CONT-0310,2,2,3208300.0,2023-06-25,VCH-001448-02,6416600.0,60155.62,53.3,0.3333,0,0,0,0,True
PAY-001448-03,MPLADS-001448,CONT-0310,3,3,3208400.0,2023-08-20,VCH-001448-03,9625000.0,60157.5,53.3,0.3333,0,1,0,0,True
PAY-001449-01,MPLADS-001449,CONT-0071,1,1,799300.0,2023-06-28,VCH-001449-01,799300.0,19982.5,40.0,0.3333,0,0,0,0,True
PAY-001449-02,MPLADS-001449,CONT-0071,2,2,799300.0,2023-08-17,VCH-001449-02,1598600.0,19982.5,40.0,0.3333,0,0,0,0,True
PAY-001449-03,MPLADS-001449,CONT-0071,3,3,799400.0,2023-10-06,VCH-001449-03,2398000.0,19985.0,40.0,0.3334,0,1,0,0,True
PAY-001450-01,MPLADS-001450,CONT-0365,1,1,603700.0,2023-10-04,VCH-001450-01,603700.0,11319.38,53.3,0.3334,0,0,0,0,True
PAY-001450-02,MPLADS-001450,CONT-0365,2,2,603700.0,2023-11-27,VCH-001450-02,1207400.0,11319.38,53.3,0.3334,0,0,0,0,True
PAY-001450-03,MPLADS-001450,CONT-0365,3,3,603600.0,2024-01-20,VCH-001450-03,1811000.0,11317.5,53.3,0.3333,0,1,0,0,True
PAY-001451-01,MPLADS-001451,CONT-0097,1,1,690000.0,2022-09-17,VCH-001451-01,690000.0,11500.0,60.0,0.3333,0,0,0,0,True
PAY-001451-02,MPLADS-001451,CONT-0097,2,2,690000.0,2022-11-26,VCH-001451-02,1380000.0,11500.0,60.0,0.3333,0,0,0,0,True
PAY-001451-03,MPLADS-001451,CONT-0097,3,3,690000.0,2023-02-05,VCH-001451-03,2070000.0,11500.0,60.0,0.3333,0,1,0,0,True
PAY-001452-01,MPLADS-001452,CONT-0089,1,1,790300.0,2022-07-17,VCH-001452-01,790300.0,13171.67,60.0,0.3333,0,0,0,0,True
PAY-001452-02,MPLADS-001452,CONT-0089,2,2,790300.0,2022-09-23,VCH-001452-02,1580600.0,13171.67,60.0,0.3333,0,0,0,0,True
PAY-001452-03,MPLADS-001452,CONT-0089,3,3,790400.0,2022-11-30,VCH-001452-03,2371000.0,13173.33,60.0,0.3334,0,1,0,0,True
PAY-001453-01,MPLADS-001453,CONT-0025,1,1,1017300.0,2023-06-23,VCH-001453-01,1017300.0,14532.86,70.0,0.3333,0,0,0,0,True
PAY-001453-02,MPLADS-001453,CONT-0025,2,2,1017300.0,2023-09-05,VCH-001453-02,2034600.0,14532.86,70.0,0.3333,0,0,0,0,True
PAY-001453-03,MPLADS-001453,CONT-0025,3,3,1017400.0,2023-11-18,VCH-001453-03,3052000.0,14534.29,70.0,0.3334,0,1,0,0,True
PAY-001454-01,MPLADS-001454,CONT-0147,1,1,362500.0,2023-10-25,VCH-001454-01,362500.0,8055.56,45.0,0.5,0,0,0,0,True
PAY-001454-02,MPLADS-001454,CONT-0147,2,2,362500.0,2023-12-24,VCH-001454-02,725000.0,8055.56,45.0,0.5,0,1,0,0,True
PAY-001455-01,MPLADS-001455,CONT-0101,1,1,202000.0,2022-09-12,VCH-001455-01,202000.0,6733.33,30.0,0.5,0,0,0,0,True
PAY-001455-02,MPLADS-001455,CONT-0101,2,2,202000.0,2022-10-05,VCH-001455-02,404000.0,6733.33,30.0,0.5,0,1,0,0,True
PAY-001456-01,MPLADS-001456,CONT-0215,1,1,4290700.0,2022-12-15,VCH-001456-01,4290700.0,32180.25,133.3,0.3333,0,0,0,0,True
PAY-001456-02,MPLADS-001456,CONT-0215,2,2,4290700.0,2023-04-23,VCH-001456-02,8581400.0,32180.25,133.3,0.3333,0,0,0,0,True
PAY-001456-03,MPLADS-001456,CONT-0215,3,3,4290600.0,2023-08-31,VCH-001456-03,12872000.0,32179.5,133.3,0.3333,0,1,0,0,True
PAY-001457-01,MPLADS-001457,CONT-0194,1,1,1110700.0,2024-03-08,VCH-001457-01,1110700.0,15867.14,70.0,0.3333,0,0,0,0,True
PAY-001457-02,MPLADS-001457,CONT-0194,2,2,1110700.0,2024-05-16,VCH-001457-02,2221400.0,15867.14,70.0,0.3333,0,0,0,0,True
PAY-001457-03,MPLADS-001457,CONT-0194,3,3,1110600.0,2024-07-24,VCH-001457-03,3332000.0,15865.71,70.0,0.3333,0,1,0,0,True
PAY-001458-01,MPLADS-001458,CONT-0249,1,1,861300.0,2023-10-30,VCH-001458-01,861300.0,43065.0,20.0,0.3333,0,0,0,0,True
PAY-001458-02,MPLADS-001458,CONT-0249,2,2,861300.0,2023-11-28,VCH-001458-02,1722600.0,43065.0,20.0,0.3333,0,0,0,0,True
PAY-001458-03,MPLADS-001458,CONT-0249,3,3,861400.0,2023-12-27,VCH-001458-03,2584000.0,43070.0,20.0,0.3334,0,1,0,0,True
PAY-001459-01,MPLADS-001459,CONT-0014,1,1,787000.0,2023-08-23,VCH-001459-01,787000.0,14756.25,53.3,0.3333,0,0,0,0,True
PAY-001459-02,MPLADS-001459,CONT-0014,2,2,787000.0,2023-10-26,VCH-001459-02,1574000.0,14756.25,53.3,0.3333,0,0,0,0,True
PAY-001459-03,MPLADS-001459,CONT-0014,3,3,787000.0,2023-12-30,VCH-001459-03,2361000.0,14756.25,53.3,0.3333,0,1,0,0,True
PAY-001460-01,MPLADS-001460,CONT-0308,1,1,184500.0,2023-05-21,VCH-001460-01,184500.0,6150.0,30.0,0.5,0,0,0,0,True
PAY-001460-02,MPLADS-001460,CONT-0308,2,2,184500.0,2023-06-16,VCH-001460-02,369000.0,6150.0,30.0,0.5,0,1,0,0,True
PAY-001461-01,MPLADS-001461,CONT-0065,1,1,366300.0,2023-12-04,VCH-001461-01,366300.0,7326.0,50.0,0.3333,0,0,0,0,False
PAY-001461-02,MPLADS-001461,CONT-0065,2,2,366300.0,2024-01-25,VCH-001461-02,732600.0,7326.0,50.0,0.3333,0,0,0,0,False
PAY-001461-03,MPLADS-001461,CONT-0065,3,3,366400.0,2024-03-18,VCH-001461-03,1099000.0,7328.0,50.0,0.3334,0,1,0,0,False
PAY-001462-01,MPLADS-001462,CONT-0273,1,1,604700.0,2024-01-28,VCH-001462-01,604700.0,12094.0,50.0,0.3334,0,0,0,0,True
PAY-001462-02,MPLADS-001462,CONT-0273,2,2,604700.0,2024-03-20,VCH-001462-02,1209400.0,12094.0,50.0,0.3334,0,0,0,0,True
PAY-001462-03,MPLADS-001462,CONT-0273,3,3,604600.0,2024-05-11,VCH-001462-03,1814000.0,12092.0,50.0,0.3333,0,1,0,0,True
PAY-001463-01,MPLADS-001463,CONT-0053,1,1,837300.0,2023-05-01,VCH-001463-01,837300.0,15699.38,53.3,0.3333,0,0,0,0,True
PAY-001463-02,MPLADS-001463,CONT-0053,2,2,837300.0,2023-06-28,VCH-001463-02,1674600.0,15699.38,53.3,0.3333,0,0,0,0,True
PAY-001463-03,MPLADS-001463,CONT-0053,3,3,837400.0,2023-08-25,VCH-001463-03,2512000.0,15701.25,53.3,0.3334,0,1,0,0,True
PAY-001464-01,MPLADS-001464,CONT-0121,1,1,560300.0,2023-10-15,VCH-001464-01,560300.0,11206.0,50.0,0.3333,0,0,0,0,True
PAY-001464-02,MPLADS-001464,CONT-0121,2,2,560300.0,2023-12-10,VCH-001464-02,1120600.0,11206.0,50.0,0.3333,0,0,0,0,True
PAY-001464-03,MPLADS-001464,CONT-0121,3,3,560400.0,2024-02-05,VCH-001464-03,1681000.0,11208.0,50.0,0.3334,0,1,0,0,True
PAY-001465-01,MPLADS-001465,CONT-0123,1,1,2922000.0,2022-06-20,VCH-001465-01,2922000.0,21915.0,133.3,0.3333,0,0,0,0,True
PAY-001465-02,MPLADS-001465,CONT-0123,2,2,2922000.0,2022-11-01,VCH-001465-02,5844000.0,21915.0,133.3,0.3333,0,0,0,0,True
PAY-001465-03,MPLADS-001465,CONT-0123,3,3,2922000.0,2023-03-16,VCH-001465-03,8766000.0,21915.0,133.3,0.3333,0,1,0,0,True
PAY-001466-01,MPLADS-001466,CONT-0009,1,1,438000.0,2023-06-02,VCH-001466-01,438000.0,7300.0,60.0,0.5,0,0,0,0,True
PAY-001466-02,MPLADS-001466,CONT-0009,2,2,438000.0,2023-08-13,VCH-001466-02,876000.0,7300.0,60.0,0.5,0,1,0,0,True
PAY-001467-01,MPLADS-001467,CONT-0113,1,1,490700.0,2022-05-20,VCH-001467-01,490700.0,9814.0,50.0,0.3334,0,0,0,0,True
PAY-001467-02,MPLADS-001467,CONT-0113,2,2,490700.0,2022-07-07,VCH-001467-02,981400.0,9814.0,50.0,0.3334,0,0,0,0,True
PAY-001467-03,MPLADS-001467,CONT-0113,3,3,490600.0,2022-08-24,VCH-001467-03,1472000.0,9812.0,50.0,0.3333,0,1,0,0,True
PAY-001468-01,MPLADS-001468,CONT-0140,1,1,957000.0,2023-11-07,VCH-001468-01,957000.0,15950.0,60.0,0.3333,0,0,0,0,True
PAY-001468-02,MPLADS-001468,CONT-0140,2,2,957000.0,2024-01-04,VCH-001468-02,1914000.0,15950.0,60.0,0.3333,0,0,0,0,True
PAY-001468-03,MPLADS-001468,CONT-0140,3,3,957000.0,2024-03-02,VCH-001468-03,2871000.0,15950.0,60.0,0.3333,0,1,0,0,True
PAY-001469-01,MPLADS-001469,CONT-0258,1,1,4987300.0,2023-10-30,VCH-001469-01,4987300.0,37404.75,133.3,0.3333,0,0,0,0,True
PAY-001469-02,MPLADS-001469,CONT-0258,2,2,4987300.0,2024-03-21,VCH-001469-02,9974600.0,37404.75,133.3,0.3333,0,0,0,0,True
PAY-001469-03,MPLADS-001469,CONT-0258,3,3,4987400.0,2024-08-11,VCH-001469-03,14962000.0,37405.5,133.3,0.3333,0,1,0,0,True
PAY-001470-01,MPLADS-001470,CONT-0032,1,1,476000.0,2022-10-07,VCH-001470-01,476000.0,15866.67,30.0,0.5,0,0,0,0,True
PAY-001470-02,MPLADS-001470,CONT-0032,2,2,476000.0,2022-11-08,VCH-001470-02,952000.0,15866.67,30.0,0.5,0,1,0,0,True
PAY-001471-01,MPLADS-001471,CONT-0053,1,1,287000.0,2022-04-13,VCH-001471-01,287000.0,9566.67,30.0,0.5,0,0,0,0,True
PAY-001471-02,MPLADS-001471,CONT-0053,2,2,287000.0,2022-05-26,VCH-001471-02,574000.0,9566.67,30.0,0.5,0,1,0,0,True
PAY-001472-01,MPLADS-001472,CONT-0240,1,1,1318300.0,2023-07-18,VCH-001472-01,1318300.0,18832.86,70.0,0.3333,0,0,0,0,True
PAY-001472-02,MPLADS-001472,CONT-0240,2,2,1318300.0,2023-09-24,VCH-001472-02,2636600.0,18832.86,70.0,0.3333,0,0,0,0,True
PAY-001472-03,MPLADS-001472,CONT-0240,3,3,1318400.0,2023-12-02,VCH-001472-03,3955000.0,18834.29,70.0,0.3334,0,1,0,0,True
PAY-001473-01,MPLADS-001473,CONT-0031,1,1,1170000.0,2024-01-02,VCH-001473-01,1170000.0,16714.29,70.0,0.3333,0,0,0,0,True
PAY-001473-02,MPLADS-001473,CONT-0031,2,2,1170000.0,2024-03-12,VCH-001473-02,2340000.0,16714.29,70.0,0.3333,0,0,0,0,True
