constituency_id,constituency_name,district_id,state_id,mp_name,mp_house
PC-0254,WES-District-17-Seat-254,DIST-0166,ST-04,Hon. MP Thomas Sura,Rajya Sabha
PC-0255,WES-District-18-Seat-255,DIST-0167,ST-04,Hon. MP Theodore Mahajan,Rajya Sabha
PC-0256,WES-District-18-Seat-256,DIST-0167,ST-04,Hon. MP Rajata Sunder,Lok Sabha
PC-0257,WES-District-19-Seat-257,DIST-0168,ST-04,Hon. MP Ayush Ramachandran,Lok Sabha
PC-0258,WES-District-19-Seat-258,DIST-0168,ST-04,Hon. MP Gayathri Ravel,Lok Sabha
PC-0259,WES-District-20-Seat-259,DIST-0169,ST-04,Hon. MP Noah Sibal,Lok Sabha
PC-0260,WES-District-20-Seat-260,DIST-0169,ST-04,Hon. MP Joshua Walla,Rajya Sabha
PC-0261,WES-District-21-Seat-261,DIST-0170,ST-04,Hon. MP Avi Ramesh,Lok Sabha
PC-0262,WES-District-22-Seat-262,DIST-0171,ST-04,Hon. MP Avi Chacko,Lok Sabha
PC-0263,WES-District-22-Seat-263,DIST-0171,ST-04,Hon. MP Priya Deshmukh,Rajya Sabha
PC-0264,WES-District-23-Seat-264,DIST-0172,ST-04,Hon. MP Triya Gopal,Lok Sabha
PC-0265,WES-District-23-Seat-265,DIST-0172,ST-04,Hon. MP Chandresh Lad,Rajya Sabha
PC-0266,MAD-District-01-Seat-266,DIST-0173,ST-05,Hon. MP Ladli Narang,Lok Sabha
PC-0267,MAD-District-02-Seat-267,DIST-0174,ST-05,Hon. MP Siddharth Sha,Lok Sabha
PC-0268,MAD-District-03-Seat-268,DIST-0175,ST-05,Hon. MP Eta Nazareth,Lok Sabha
PC-0269,MAD-District-04-Seat-269,DIST-0176,ST-05,Hon. MP Ladli Mall,Lok Sabha
PC-0270,MAD-District-04-Seat-270,DIST-0176,ST-05,Hon. MP Oviya Krishnan,Lok Sabha
PC-0271,MAD-District-05-Seat-271,DIST-0177,ST-05,Hon. MP Finn Singhal,Lok Sabha
PC-0272,MAD-District-06-Seat-272,DIST-0178,ST-05,Hon. MP Anirudh Zacharia,Rajya Sabha
PC-0273,MAD-District-07-Seat-273,DIST-0179,ST-05,Hon. MP Charles Palla,Rajya Sabha
PC-0274,MAD-District-08-Seat-274,DIST-0180,ST-05,Hon. MP Udarsh Biswas,Lok Sabha
PC-0275,MAD-District-08-Seat-275,DIST-0180,ST-05,Hon. MP Banjeet Balasubramanian,Lok Sabha
PC-0276,MAD-District-09-Seat-276,DIST-0181,ST-05,Hon. MP Yug Iyengar,Rajya Sabha
PC-0277,MAD-District-10-Seat-277,DIST-0182,ST-05,Hon. MP Anmol Dua,Lok Sabha
PC-0278,MAD-District-11-Seat-278,DIST-0183,ST-05,Hon. MP William Date,Lok Sabha
PC-0279,MAD-District-12-Seat-279,DIST-0184,ST-05,Hon. MP Urvashi Contractor,Lok Sabha
PC-0280,MAD-District-13-Seat-280,DIST-0185,ST-05,Hon. MP Tejas Shroff,Lok Sabha
PC-0281,MAD-District-13-Seat-281,DIST-0185,ST-05,Hon. MP Aahana Pillay,Lok Sabha
PC-0282,MAD-District-14-Seat-282,DIST-0186,ST-05,Hon. MP Oliver Contractor,Lok Sabha
PC-0283,MAD-District-15-Seat-283,DIST-0187,ST-05,Hon. MP Nihal Mukhopadhyay,Rajya Sabha
PC-0284,MAD-District-15-Seat-284,DIST-0187,ST-05,Hon. MP Hritik Bal,Lok Sabha
PC-0285,MAD-District-16-Seat-285,DIST-0188,ST-05,Hon. MP Devika Prashad,Rajya Sabha
PC-0286,MAD-District-17-Seat-286,DIST-0189,ST-05,Hon. MP Mekhala Issac,Rajya Sabha
PC-0287,MAD-District-17-Seat-287,DIST-0189,ST-05,Hon. MP Faqid Kibe,Rajya Sabha
PC-0288,MAD-District-18-Seat-288,DIST-0190,ST-05,Hon. MP Harsh Mitra,Lok Sabha
PC-0289,MAD-District-19-Seat-289,DIST-0191,ST-05,Hon. MP Jai Barman,Lok Sabha
PC-0290,MAD-District-19-Seat-290,DIST-0191,ST-05,Hon. MP Idika Walia,Lok Sabha
PC-0291,MAD-District-20-Seat-291,DIST-0192,ST-05,Hon. MP Priya Prabhakar,Lok Sabha
PC-0292,MAD-District-21-Seat-292,DIST-0193,ST-05,Hon. MP Ekapad Toor,Lok Sabha
PC-0293,MAD-District-21-Seat-293,DIST-0193,ST-05,Hon. MP Harita Arora,Rajya Sabha
PC-0294,MAD-District-22-Seat-294,DIST-0194,ST-05,Hon. MP Osha Suri,Lok Sabha
PC-0295,MAD-District-23-Seat-295,DIST-0195,ST-05,Hon. MP Hitesh Sant,Lok Sabha
PC-0296,MAD-District-23-Seat-296,DIST-0195,ST-05,Hon. MP Janaki Sharaf,Rajya Sabha
PC-0297,MAD-District-24-Seat-297,DIST-0196,ST-05,Hon. MP Michael Saran,Lok Sabha
PC-0298,MAD-District-25-Seat-298,DIST-0197,ST-05,Hon. MP Patrick Vig,Lok Sabha
PC-0299,MAD-District-25-Seat-299,DIST-0197,ST-05,Hon. MP Anamika Yohannan,Lok Sabha
PC-0300,MAD-District-26-Seat-300,DIST-0198,ST-05,Hon. MP Veda Shroff,Rajya Sabha
PC-0301,MAD-District-27-Seat-301,DIST-0199,ST-05,Hon. MP Rajata Loyal,Lok Sabha
PC-0302,MAD-District-28-Seat-302,DIST-0200,ST-05,Hon. MP Ekantika Korpal,Lok Sabha
PC-0303,MAD-District-29-Seat-303,DIST-0201,ST-05,Hon. MP Gabriel Mallick,Lok Sabha
PC-0304,MAD-District-30-Seat-304,DIST-0202,ST-05,Hon. MP Shravya Kohli,Lok Sabha
PC-0305,MAD-District-31-Seat-305,DIST-0203,ST-05,Hon. MP Ucchal Raghavan,Lok Sabha
PC-0306,MAD-District-31-Seat-306,DIST-0203,ST-05,Hon. MP Gayathri Balakrishnan,Rajya Sabha
PC-0307,MAD-District-32-Seat-307,DIST-0204,ST-05,Hon. MP Warda Nair,Lok Sabha
PC-0308,MAD-District-32-Seat-308,DIST-0204,ST-05,Hon. MP Qabil Sura,Rajya Sabha
PC-0309,MAD-District-33-Seat-309,DIST-0205,ST-05,Hon. MP Simon Pant,Lok Sabha
PC-0310,MAD-District-33-Seat-310,DIST-0205,ST-05,Hon. MP Aarna Oak,Lok Sabha
PC-0311,MAD-District-34-Seat-311,DIST-0206,ST-05,Hon. MP Ati Majumdar,Lok Sabha
PC-0312,MAD-District-35-Seat-312,DIST-0207,ST-05,Hon. MP Advaith Varughese,Rajya Sabha
PC-0313,MAD-District-36-Seat-313,DIST-0208,ST-05,Hon. MP Rayaan Chada,Rajya Sabha
PC-0314,MAD-District-37-Seat-314,DIST-0209,ST-05,Hon. MP Wyatt Ray,Lok Sabha
PC-0315,MAD-District-37-Seat-315,DIST-0209,ST-05,Hon. MP Vrinda Khosla,Rajya Sabha
PC-0316,MAD-District-38-Seat-316,DIST-0210,ST-05,Hon. MP Vamakshi Swaminathan,Lok Sabha
PC-0317,MAD-District-39-Seat-317,DIST-0211,ST-05,Hon. MP Sara Badal,Lok Sabha
PC-0318,MAD-District-40-Seat-318,DIST-0212,ST-05,Hon. MP Girik Menon,Rajya Sabha
PC-0319,MAD-District-41-Seat-319,DIST-0213,ST-05,Hon. MP Timothy Ravel,Lok Sabha
PC-0320,MAD-District-42-Seat-320,DIST-0214,ST-05,Hon. MP Yagnesh Mohan,Lok Sabha
PC-0321,MAD-District-43-Seat-321,DIST-0215,ST-05,Hon. MP Jyoti Solanki,Rajya Sabha
PC-0322,MAD-District-44-Seat-322,DIST-0216,ST-05,Hon. MP Hemangini Sandal,Lok Sabha
PC-0323,MAD-District-44-Seat-323,DIST-0216,ST-05,Hon. MP Ganga Pandey,Rajya Sabha
PC-0324,MAD-District-45-Seat-324,DIST-0217,ST-05,Hon. MP Sudiksha Madan,Lok Sabha
PC-0325,MAD-District-45-Seat-325,DIST-0217,ST-05,Hon. MP Damini Krishnamurthy,Rajya Sabha
PC-0326,MAD-District-46-Seat-326,DIST-0218,ST-05,Hon. MP Vihaan Dara,Lok Sabha
PC-0327,MAD-District-46-Seat-327,DIST-0218,ST-05,Hon. MP Reyansh Mutti,Rajya Sabha
PC-0328,MAD-District-47-Seat-328,DIST-0219,ST-05,Hon. MP Jagdish Wason,Rajya Sabha
PC-0329,MAD-District-48-Seat-329,DIST-0220,ST-05,Hon. MP Qasim Handa,Rajya Sabha
PC-0330,MAD-District-49-Seat-330,DIST-0221,ST-05,Hon. MP Tarak Sule,Lok Sabha
PC-0331,MAD-District-49-Seat-331,DIST-0221,ST-05,Hon. MP Aradhana Vohra,Rajya Sabha
PC-0332,MAD-District-50-Seat-332,DIST-0222,ST-05,Hon. MP Barkha Chaudhry,Lok Sabha
PC-0333,MAD-District-51-Seat-333,DIST-0223,ST-05,Hon. MP Rishi Minhas,Rajya Sabha
PC-0334,MAD-District-51-Seat-334,DIST-0223,ST-05,Hon. MP Utkarsh Patel,Lok Sabha
PC-0335,MAD-District-52-Seat-335,DIST-0224,ST-05,Hon. MP Praneel Mittal,Rajya Sabha
PC-0336,MAD-District-53-Seat-336,DIST-0225,ST-05,Hon. MP Akshay Walla,Rajya Sabha
PC-0337,MAD-District-53-Seat-337,DIST-0225,ST-05,Hon. MP Jonathan Mahal,Lok Sabha
PC-0338,MAD-District-54-Seat-338,DIST-0226,ST-05,Hon. MP Chakradev Bhagat,Lok Sabha
PC-0339,MAD-District-54-Seat-339,DIST-0226,ST-05,Hon. MP Brinda Date,Lok Sabha
PC-0340,MAD-District-55-Seat-340,DIST-0227,ST-05,Hon. MP Vritti Chauhan,Lok Sabha
PC-0341,TAM-District-01-Seat-341,DIST-0228,ST-06,Hon. MP Advik Mane,Lok Sabha
PC-0342,TAM-District-02-Seat-342,DIST-0229,ST-06,Hon. MP Upasna Srinivas,Rajya Sabha
PC-0343,TAM-District-03-Seat-343,DIST-0230,ST-06,Hon. MP Ridhi Oak,Rajya Sabha
PC-0344,TAM-District-04-Seat-344,DIST-0231,ST-06,Hon. MP Qarin Behl,Lok Sabha
PC-0345,TAM-District-04-Seat-345,DIST-0231,ST-06,Hon. MP Zayyan Sridhar,Rajya Sabha
PC-0346,TAM-District-05-Seat-346,DIST-0232,ST-06,Hon. MP Ishaan Bhattacharyya,Rajya Sabha
PC-0347,TAM-District-06-Seat-347,DIST-0233,ST-06,Hon. MP Nandini Swamy,Lok Sabha
PC-0348,TAM-District-07-Seat-348,DIST-0234,ST-06,Hon. MP Ethan Bera,Lok Sabha
PC-0349,TAM-District-07-Seat-349,DIST-0234,ST-06,Hon. MP Max Dixit,Lok Sabha
PC-0350,TAM-District-08-Seat-350,DIST-0235,ST-06,Hon. MP Daksha Chada,Lok Sabha
PC-0351,TAM-District-08-Seat-351,DIST-0235,ST-06,Hon. MP Yuvraj Dani,Lok Sabha
PC-0352,TAM-District-09-Seat-352,DIST-0236,ST-06,Hon. MP Omaja Kara,Rajya Sabha
PC-0353,TAM-District-10-Seat-353,DIST-0237,ST-06,Hon. MP Lajita Seshadri,Lok Sabha
PC-0354,TAM-District-10-Seat-354,DIST-0237,ST-06,Hon. MP Saanvi Mishra,Lok Sabha
PC-0355,TAM-District-11-Seat-355,DIST-0238,ST-06,Hon. MP Pushti Mody,Lok Sabha
PC-0356,TAM-District-11-Seat-356,DIST-0238,ST-06,Hon. MP Darpan Chaudhary,Lok Sabha
PC-0357,TAM-District-12-Seat-357,DIST-0239,ST-06,Hon. MP Sarthak Kakar,Lok Sabha
PC-0358,TAM-District-12-Seat-358,DIST-0239,ST-06,Hon. MP Aishani Bumb,Rajya Sabha
PC-0359,TAM-District-13-Seat-359,DIST-0240,ST-06,Hon. MP Naksh Khatri,Lok Sabha
PC-0360,TAM-District-13-Seat-360,DIST-0240,ST-06,Hon. MP Oscar Borde,Lok Sabha
PC-0361,TAM-District-14-Seat-361,DIST-0241,ST-06,Hon. MP Naksh Agate,Rajya Sabha
PC-0362,TAM-District-14-Seat-362,DIST-0241,ST-06,Hon. MP Nilima Seshadri,Lok Sabha
PC-0363,TAM-District-15-Seat-363,DIST-0242,ST-06,Hon. MP Upma Manne,Rajya Sabha
PC-0364,TAM-District-15-Seat-364,DIST-0242,ST-06,Hon. MP Bachittar Kata,Lok Sabha
PC-0365,TAM-District-16-Seat-365,DIST-0243,ST-06,Hon. MP Bhavya Mandal,Rajya Sabha
PC-0366,TAM-District-16-Seat-366,DIST-0243,ST-06,Hon. MP Sudiksha Bobal,Lok Sabha
PC-0367,TAM-District-17-Seat-367,DIST-0244,ST-06,Hon. MP Vivaan Lalla,Lok Sabha
PC-0368,TAM-District-17-Seat-368,DIST-0244,ST-06,Hon. MP Rudra Sandal,Lok Sabha
PC-0369,TAM-District-18-Seat-369,DIST-0245,ST-06,Hon. MP Ishwar Kar,Rajya Sabha
PC-0370,TAM-District-18-Seat-370,DIST-0245,ST-06,Hon. MP Manthan Lata,Lok Sabha
PC-0371,TAM-District-19-Seat-371,DIST-0246,ST-06,Hon. MP Lucky Bora,Lok Sabha
PC-0372,TAM-District-20-Seat-372,DIST-0247,ST-06,Hon. MP Darpan Gandhi,Rajya Sabha
PC-0373,TAM-District-20-Seat-373,DIST-0247,ST-06,Hon. MP Damyanti Mani,Rajya Sabha
PC-0374,TAM-District-21-Seat-374,DIST-0248,ST-06,Hon. MP Reva Dash,Rajya Sabha
PC-0375,TAM-District-22-Seat-375,DIST-0249,ST-06,Hon. MP Upadhriti Modi,Lok Sabha
PC-0376,TAM-District-22-Seat-376,DIST-0249,ST-06,Hon. MP Neha Magar,Lok Sabha
PC-0377,TAM-District-23-Seat-377,DIST-0250,ST-06,Hon. MP Xiti Zacharia,Lok Sabha
PC-0378,TAM-District-23-Seat-378,DIST-0250,ST-06,Hon. MP Wakeeta Sarma,Lok Sabha
PC-0379,TAM-District-24-Seat-379,DIST-0251,ST-06,Hon. MP Faris Baral,Lok Sabha
PC-0380,TAM-District-25-Seat-380,DIST-0252,ST-06,Hon. MP Rachana Naidu,Lok Sabha
PC-0381,TAM-District-25-Seat-381,DIST-0252,ST-06,Hon. MP Zashil Bal,Lok Sabha
PC-0382,TAM-District-26-Seat-382,DIST-0253,ST-06,Hon. MP Gavin Karnik,Lok Sabha
PC-0383,TAM-District-27-Seat-383,DIST-0254,ST-06,Hon. MP Ansh Luthra,Lok Sabha
PC-0384,TAM-District-28-Seat-384,DIST-0255,ST-06,Hon. MP Banjeet Gill,Lok Sabha
PC-0385,TAM-District-28-Seat-385,DIST-0255,ST-06,Hon. MP Upma Venkataraman,Rajya Sabha
PC-0386,TAM-District-29-Seat-386,DIST-0256,ST-06,Hon. MP Riya Mall,Lok Sabha
PC-0387,TAM-District-30-Seat-387,DIST-0257,ST-06,Hon. MP Pratyush Sarin,Rajya Sabha
PC-0388,TAM-District-30-Seat-388,DIST-0257,ST-06,Hon. MP Vyanjana Chand,Lok Sabha
PC-0389,TAM-District-31-Seat-389,DIST-0258,ST-06,Hon. MP Upma Pall,Lok Sabha
PC-0390,TAM-District-32-Seat-390,DIST-0259,ST-06,Hon. MP Nilima Nath,Lok Sabha
PC-0391,TAM-District-32-Seat-391,DIST-0259,ST-06,Hon. MP Ekani Cheema,Lok Sabha
PC-0392,TAM-District-33-Seat-392,DIST-0260,ST-06,Hon. MP Naveen Narayan,Lok Sabha
PC-0393,TAM-District-33-Seat-393,DIST-0260,ST-06,Hon. MP Nisha Tandon,Rajya Sabha
PC-0394,TAM-District-34-Seat-394,DIST-0261,ST-06,Hon. MP Bhavya Rattan,Lok Sabha
PC-0395,TAM-District-34-Seat-395,DIST-0261,ST-06,Hon. MP Balhaar Sha,Lok Sabha
PC-0396,TAM-District-35-Seat-396,DIST-0262,ST-06,Hon. MP Gaurang Murty,Rajya Sabha
PC-0397,TAM-District-36-Seat-397,DIST-0263,ST-06,Hon. MP Zayyan Naik,Lok Sabha
PC-0398,TAM-District-36-Seat-398,DIST-0263,ST-06,Hon. MP Jack Raval,Lok Sabha
PC-0399,TAM-District-37-Seat-399,DIST-0264,ST-06,Hon. MP Yoshita Agarwal,Lok Sabha
PC-0400,TAM-District-37-Seat-400,DIST-0264,ST-06,Hon. MP Turvi Sachdev,Lok Sabha
PC-0401,TAM-District-38-Seat-401,DIST-0265,ST-06,Hon. MP Chatura Guha,Rajya Sabha
PC-0402,RAJ-District-01-Seat-402,DIST-0266,ST-07,Hon. MP Zarna Pathak,Lok Sabha
PC-0403,RAJ-District-01-Seat-403,DIST-0266,ST-07,Hon. MP Wishi Sathe,Lok Sabha
PC-0404,RAJ-District-02-Seat-404,DIST-0267,ST-07,Hon. MP Charan Jani,Rajya Sabha
PC-0405,RAJ-District-02-Seat-405,DIST-0267,ST-07,Hon. MP Amara Deep,Lok Sabha
PC-0406,RAJ-District-03-Seat-406,DIST-0268,ST-07,Hon. MP Bhavna Sarma,Lok Sabha
PC-0407,RAJ-District-03-Seat-407,DIST-0268,ST-07,Hon. MP Vedhika Dara,Lok Sabha
PC-0408,RAJ-District-04-Seat-408,DIST-0269,ST-07,Hon. MP Ayush Khatri,Lok Sabha
PC-0409,RAJ-District-05-Seat-409,DIST-0270,ST-07,Hon. MP Nathan Mukhopadhyay,Lok Sabha
PC-0410,RAJ-District-05-Seat-410,DIST-0270,ST-07,Hon. MP Akshay Reddy,Rajya Sabha
PC-0411,RAJ-District-06-Seat-411,DIST-0271,ST-07,Hon. MP Girik Kar,Lok Sabha
PC-0412,RAJ-District-07-Seat-412,DIST-0272,ST-07,Hon. MP Ishaan Shenoy,Lok Sabha
PC-0413,RAJ-District-08-Seat-413,DIST-0273,ST-07,Hon. MP Jacob Dube,Lok Sabha
PC-0414,RAJ-District-08-Seat-414,DIST-0273,ST-07,Hon. MP Wishi Manne,Lok Sabha
PC-0415,RAJ-District-09-Seat-415,DIST-0274,ST-07,Hon. MP Yashodhara Mahajan,Lok Sabha
PC-0416,RAJ-District-10-Seat-416,DIST-0275,ST-07,Hon. MP Ojasvi Subramanian,Lok Sabha
PC-0417,RAJ-District-10-Seat-417,DIST-0275,ST-07,Hon. MP Urmi Kohli,Lok Sabha
PC-0418,RAJ-District-11-Seat-418,DIST-0276,ST-07,Hon. MP Tanmayi Dhillon,Lok Sabha
PC-0419,RAJ-District-12-Seat-419,DIST-0277,ST-07,Hon. MP Leela Halder,Rajya Sabha
PC-0420,RAJ-District-13-Seat-420,DIST-0278,ST-07,Hon. MP Yashoda Deshpande,Lok Sabha
PC-0421,RAJ-District-14-Seat-421,DIST-0279,ST-07,Hon. MP Ekaraj Majumdar,Lok Sabha
PC-0422,RAJ-District-15-Seat-422,DIST-0280,ST-07,Hon. MP Oeshi Oak,Lok Sabha
PC-0423,RAJ-District-15-Seat-423,DIST-0280,ST-07,Hon. MP Yashica Loke,Lok Sabha
PC-0424,RAJ-District-16-Seat-424,DIST-0281,ST-07,Hon. MP Aarnav Mandal,Rajya Sabha
PC-0425,RAJ-District-17-Seat-425,DIST-0282,ST-07,Hon. MP Chanchal Suri,Lok Sabha
PC-0426,RAJ-District-18-Seat-426,DIST-0283,ST-07,Hon. MP Manthan Sekhon,Lok Sabha
PC-0427,RAJ-District-18-Seat-427,DIST-0283,ST-07,Hon. MP Veda Pai,Lok Sabha
PC-0428,RAJ-District-19-Seat-428,DIST-0284,ST-07,Hon. MP Gaurangi Purohit,Lok Sabha
PC-0429,RAJ-District-19-Seat-429,DIST-0284,ST-07,Hon. MP Tamanna Nagy,Lok Sabha
PC-0430,RAJ-District-20-Seat-430,DIST-0285,ST-07,Hon. MP Ranbir Khare,Rajya Sabha
PC-0431,RAJ-District-20-Seat-431,DIST-0285,ST-07,Hon. MP Leela Kaur,Rajya Sabha
PC-0432,RAJ-District-21-Seat-432,DIST-0286,ST-07,Hon. MP Nirja Bassi,Lok Sabha
PC-0433,RAJ-District-22-Seat-433,DIST-0287,ST-07,Hon. MP Eesha Solanki,Lok Sabha
PC-0434,RAJ-District-22-Seat-434,DIST-0287,ST-07,Hon. MP Lakshmi Raju,Lok Sabha
PC-0435,RAJ-District-23-Seat-435,DIST-0288,ST-07,Hon. MP Max Tandon,Lok Sabha
PC-0436,RAJ-District-24-Seat-436,DIST-0289,ST-07,Hon. MP Balhaar Date,Lok Sabha
PC-0437,RAJ-District-25-Seat-437,DIST-0290,ST-07,Hon. MP Yadavi Narula,Lok Sabha
PC-0438,RAJ-District-26-Seat-438,DIST-0291,ST-07,Hon. MP Harish Sarraf,Lok Sabha
PC-0439,RAJ-District-27-Seat-439,DIST-0292,ST-07,Hon. MP Harish Vora,Lok Sabha
PC-0440,RAJ-District-27-Seat-440,DIST-0292,ST-07,Hon. MP Tanmayi Aurora,Lok Sabha
PC-0441,RAJ-District-28-Seat-441,DIST-0293,ST-07,Hon. MP Maanas Rout,Rajya Sabha
PC-0442,RAJ-District-28-Seat-442,DIST-0293,ST-07,Hon. MP Mohammed Borde,Lok Sabha
PC-0443,RAJ-District-29-Seat-443,DIST-0294,ST-07,Hon. MP Upasna Lanka,Lok Sabha
PC-0444,RAJ-District-30-Seat-444,DIST-0295,ST-07,Hon. MP Hamsini Rao,Lok Sabha
PC-0445,RAJ-District-30-Seat-445,DIST-0295,ST-07,Hon. MP Faris Narasimhan,Lok Sabha
PC-0446,RAJ-District-31-Seat-446,DIST-0296,ST-07,Hon. MP Lajita Nadig,Rajya Sabha
PC-0447,RAJ-District-32-Seat-447,DIST-0297,ST-07,Hon. MP Vinaya Banik,Rajya Sabha
PC-0448,RAJ-District-33-Seat-448,DIST-0298,ST-07,Hon. MP Ekapad Keer,Rajya Sabha
PC-0449,RAJ-District-34-Seat-449,DIST-0299,ST-07,Hon. MP Bhavna Karan,Rajya Sabha
PC-0450,RAJ-District-34-Seat-450,DIST-0299,ST-07,Hon. MP Gautam Saraf,Lok Sabha
PC-0451,RAJ-District-35-Seat-451,DIST-0300,ST-07,Hon. MP Guneet Chaudhry,Lok Sabha
PC-0452,RAJ-District-36-Seat-452,DIST-0301,ST-07,Hon. MP Sachi Ganesan,Lok Sabha
PC-0453,RAJ-District-36-Seat-453,DIST-0301,ST-07,Hon. MP Chandani Balakrishnan,Lok Sabha
PC-0454,RAJ-District-37-Seat-454,DIST-0302,ST-07,Hon. MP Chakradhar Nair,Rajya Sabha
PC-0455,RAJ-District-38-Seat-455,DIST-0303,ST-07,Hon. MP Daksh Memon,Lok Sabha
PC-0456,RAJ-District-39-Seat-456,DIST-0304,ST-07,Hon. MP Jagrati Prasad,Lok Sabha
PC-0457,RAJ-District-39-Seat-457,DIST-0304,ST-07,Hon. MP Raagini Dhingra,Lok Sabha
PC-0458,RAJ-District-40-Seat-458,DIST-0305,ST-07,Hon. MP Yash Wali,Lok Sabha
PC-0459,RAJ-District-41-Seat-459,DIST-0306,ST-07,Hon. MP Nisha Gole,Rajya Sabha
PC-0460,RAJ-District-41-Seat-460,DIST-0306,ST-07,Hon. MP Onkar Gill,Lok Sabha
PC-0461,RAJ-District-42-Seat-461,DIST-0307,ST-07,Hon. MP Farhan Raja,Lok Sabha
PC-0462,RAJ-District-43-Seat-462,DIST-0308,ST-07,Hon. MP Wridesh Tank,Lok Sabha
PC-0463,RAJ-District-43-Seat-463,DIST-0308,ST-07,Hon. MP Luke Kata,Lok Sabha
PC-0464,RAJ-District-44-Seat-464,DIST-0309,ST-07,Hon. MP Triya Kumar,Rajya Sabha
PC-0465,RAJ-District-44-Seat-465,DIST-0309,ST-07,Hon. MP Tripti Kumer,Lok Sabha
PC-0466,RAJ-District-45-Seat-466,DIST-0310,ST-07,Hon. MP Aditya Shroff,Lok Sabha
PC-0467,RAJ-District-45-Seat-467,DIST-0310,ST-07,Hon. MP Bhavna Dugar,Lok Sabha
PC-0468,RAJ-District-46-Seat-468,DIST-0311,ST-07,Hon. MP Ethan Sathe,Lok Sabha
PC-0469,RAJ-District-46-Seat-469,DIST-0311,ST-07,Hon. MP Hemani Mistry,Lok Sabha
PC-0470,RAJ-District-47-Seat-470,DIST-0312,ST-07,Hon. MP Panini Krishna,Rajya Sabha
PC-0471,RAJ-District-47-Seat-471,DIST-0312,ST-07,Hon. MP Tanmayi Mittal,Lok Sabha
PC-0472,RAJ-District-48-Seat-472,DIST-0313,ST-07,Hon. MP Rushil Rajagopalan,Rajya Sabha
PC-0473,RAJ-District-49-Seat-473,DIST-0314,ST-07,Hon. MP Vasudha Chhabra,Lok Sabha
PC-0474,RAJ-District-49-Seat-474,DIST-0314,ST-07,Hon. MP Warjas Raj,Lok Sabha
PC-0475,RAJ-District-50-Seat-475,DIST-0315,ST-07,Hon. MP Jagrati Merchant,Lok Sabha
PC-0476,KAR-District-01-Seat-476,DIST-0316,ST-08,Hon. MP Chakrika Bains,Lok Sabha
PC-0477,KAR-District-01-Seat-477,DIST-0316,ST-08,Hon. MP Meghana Maharaj,Lok Sabha
PC-0478,KAR-District-02-Seat-478,DIST-0317,ST-08,Hon. MP Abhiram Bawa,Lok Sabha
PC-0479,KAR-District-03-Seat-479,DIST-0318,ST-08,Hon. MP Watika Mangat,Rajya Sabha
PC-0480,KAR-District-03-Seat-480,DIST-0318,ST-08,Hon. MP Victor Pandey,Lok Sabha
PC-0481,KAR-District-04-Seat-481,DIST-0319,ST-08,Hon. MP Theodore Gupta,Rajya Sabha
PC-0482,KAR-District-04-Seat-482,DIST-0319,ST-08,Hon. MP Zashil Devan,Lok Sabha
PC-0483,KAR-District-05-Seat-483,DIST-0320,ST-08,Hon. MP Gunbir Baral,Lok Sabha
PC-0484,KAR-District-06-Seat-484,DIST-0321,ST-08,Hon. MP Dayamai Sastry,Lok Sabha
PC-0485,KAR-District-06-Seat-485,DIST-0321,ST-08,Hon. MP Bahadurjit Patla,Lok Sabha
PC-0486,KAR-District-07-Seat-486,DIST-0322,ST-08,Hon. MP Karan Chana,Lok Sabha
PC-0487,KAR-District-07-Seat-487,DIST-0322,ST-08,Hon. MP Chakrika Narain,Lok Sabha
PC-0488,KAR-District-08-Seat-488,DIST-0323,ST-08,Hon. MP Ojasvi Gill,Lok Sabha
PC-0489,KAR-District-08-Seat-489,DIST-0323,ST-08,Hon. MP Sai Deo,Lok Sabha
PC-0490,KAR-District-09-Seat-490,DIST-0324,ST-08,Hon. MP Jasmit Wali,Lok Sabha
PC-0491,KAR-District-09-Seat-491,DIST-0324,ST-08,Hon. MP Yachana Mahajan,Lok Sabha
PC-0492,KAR-District-10-Seat-492,DIST-0325,ST-08,Hon. MP Nitesh Kurian,Lok Sabha
PC-0493,KAR-District-11-Seat-493,DIST-0326,ST-08,Hon. MP Vasatika Merchant,Lok Sabha
PC-0494,KAR-District-12-Seat-494,DIST-0327,ST-08,Hon. MP Hamsini Contractor,Lok Sabha
PC-0495,KAR-District-13-Seat-495,DIST-0328,ST-08,Hon. MP Upadhriti Borra,Lok Sabha
PC-0496,KAR-District-13-Seat-496,DIST-0328,ST-08,Hon. MP Lohit Kara,Lok Sabha
PC-0497,KAR-District-14-Seat-497,DIST-0329,ST-08,Hon. MP Mekhala Pau,Lok Sabha
PC-0498,KAR-District-15-Seat-498,DIST-0330,ST-08,Hon. MP Gautam Rana,Lok Sabha
PC-0499,KAR-District-15-Seat-499,DIST-0330,ST-08,Hon. MP Akshay Lalla,Lok Sabha
PC-0500,KAR-District-16-Seat-500,DIST-0331,ST-08,Hon. MP Jatin Sha,Lok Sabha
PC-0501,KAR-District-17-Seat-501,DIST-0332,ST-08,Hon. MP Jyoti Lala,Rajya Sabha
PC-0502,KAR-District-18-Seat-502,DIST-0333,ST-08,Hon. MP Lakshmi Prabhu,Lok Sabha
PC-0503,KAR-District-19-Seat-503,DIST-0334,ST-08,Hon. MP Hritik Kaur,Lok Sabha
PC-0504,KAR-District-20-Seat-504,DIST-0335,ST-08,Hon. MP Urishilla Bakshi,Lok Sabha
