document_id,project_id,administrative_sanction,technical_sanction,dpr,work_order,measurement_book,utilization_certificate,completion_certificate,geo_tagged_photos,photo_count,required_document_count,available_document_count,missing_document_ratio,document_exists_flag,document_type,document_date,document_amount,document_entity,document_project_reference,document_database_match_score,document_amount_mismatch,document_date_mismatch,document_entity_mismatch,document_duplicate_hash,document_version_count,document_tampering_flag,ocr_confidence_score,data_completeness_score,missing_field_count,missing_critical_field_flag,data_validation_status,data_source,source_system,last_updated_timestamp,record_update_count,late_data_submission_flag,inconsistent_record_flag,cross_source_mismatch_flag,asset_id,asset_created_flag,asset_register_entry_flag,asset_location,asset_latitude,asset_longitude,asset_photo_available,asset_photo_date,asset_photo_count,asset_status,asset_verification_status,asset_project_link_match,asset_geo_consistency,asset_completion_evidence_score
DOC-001097,MPLADS-001097,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2023-11-01,9044000.0,WES-District-09 - Water Supply & Sewerage Board,MPLADS-001097,0.98,0,0,0,SHA256-e9a4580c8351,1,0,0.972,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.224378+00:00,3,0,0,0,ASSET-001097,0,0,CHH-District-30 Sector 3,19.83638,83.53748,1,,4,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001098,MPLADS-001098,True,True,True,True,True,True,True,True,5,5,5,0.0,1,PDF_BUNDLE,2023-10-18,2293000.0,ODI-District-14 - Municipal Corporation (MC),MPLADS-001098,0.98,0,0,0,SHA256-ddcd534443a2,1,0,0.989,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.224698+00:00,3,0,0,0,ASSET-001098,0,0,MAH-District-27 Sector 8,20.41652,79.45293,1,,5,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001099,MPLADS-001099,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2022-08-19,2949000.0,KER-District-04 - Water Supply & Sewerage Board,MPLADS-001099,0.98,0,0,0,SHA256-cc3444fb2bf1,1,0,0.923,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.225023+00:00,3,0,0,0,ASSET-001099,0,0,GUJ-District-17 Sector 9,23.57088,73.76244,1,,3,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001100,MPLADS-001100,True,True,True,True,True,True,True,True,6,5,5,0.0,1,PDF_BUNDLE,2023-05-02,450000.0,UTT-District-10 - Public Works Department (PWD),MPLADS-001100,0.98,0,0,0,SHA256-a796e7dcb276,1,0,0.926,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.225338+00:00,3,0,0,0,ASSET-001100,0,0,BIH-District-04 Sector 13,27.39416,84.84119,1,,6,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001101,MPLADS-001101,True,True,True,True,True,True,True,True,7,5,5,0.0,1,PDF_BUNDLE,2023-07-19,2294000.0,AND-District-19 - Municipal Corporation (MC),MPLADS-001101,0.98,0,0,0,SHA256-8df2995e5222,1,0,0.886,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.225671+00:00,3,0,0,0,ASSET-001101,0,0,ASS-District-13 Sector 6,25.69075,95.18147,1,,7,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001102,MPLADS-001102,True,True,True,True,True,True,True,True,6,5,5,0.0,1,PDF_BUNDLE,2023-12-27,1860000.0,MAH-District-23 - Municipal Corporation (MC),MPLADS-001102,0.98,0,0,0,SHA256-f89da1f0a2fc,1,0,0.935,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.226016+00:00,3,0,0,0,ASSET-001102,0,0,BIH-District-27 Sector 11,25.09489,86.41509,1,,6,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001103,MPLADS-001103,True,True,True,True,True,True,True,True,5,5,5,0.0,1,PDF_BUNDLE,2023-06-20,12971000.0,UTT-District-24 - Public Works Department (PWD),MPLADS-001103,0.98,0,0,0,SHA256-59fbe59c292b,1,0,0.942,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.226332+00:00,3,0,0,0,ASSET-001103,0,0,UTT-District-23 Sector 12,25.21381,79.30461,1,,5,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001104,MPLADS-001104,True,True,True,True,True,True,True,True,5,5,5,0.0,1,PDF_BUNDLE,2023-09-19,2616000.0,UTT-District-02 - Public Works Department (PWD),MPLADS-001104,0.98,0,0,0,SHA256-d55c7bcf4664,1,0,0.946,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.226648+00:00,3,0,0,0,ASSET-001104,0,0,BIH-District-38 Sector 13,26.22517,84.32063,1,,5,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001105,MPLADS-001105,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2022-11-26,11960000.0,MAD-District-03 - Municipal Corporation (MC),MPLADS-001105,0.98,0,0,0,SHA256-07f94464855b,1,0,0.972,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.226979+00:00,3,0,0,0,ASSET-001105,1,1,TAM-District-11 Sector 13,9.09361,79.4814,1,2023-12-18,3,OPERATIONAL,VERIFIED,1,1,1.0
DOC-001106,MPLADS-001106,True,True,True,True,True,True,True,True,6,5,5,0.0,1,PDF_BUNDLE,2022-11-18,2089000.0,WES-District-23 - Panchayati Raj Institution (PRI),MPLADS-001106,0.98,0,0,0,SHA256-33e248664f19,1,0,0.988,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.227310+00:00,3,0,0,0,ASSET-001106,0,0,JHA-District-15 Sector 3,23.15952,84.05168,1,,6,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001107,MPLADS-001107,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2022-04-13,13612000.0,BIH-District-19 - Rural Development Department (RDD),MPLADS-001107,0.98,0,0,0,SHA256-71d70515fc51,1,0,0.915,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.227658+00:00,3,0,0,0,ASSET-001107,0,0,MAD-District-50 Sector 6,24.73199,82.3596,1,,3,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001108,MPLADS-001108,True,True,True,True,True,True,True,True,7,5,5,0.0,1,PDF_BUNDLE,2023-04-25,12244000.0,TEL-District-23 - Water Supply & Sewerage Board,MPLADS-001108,0.98,0,0,0,SHA256-dfc7903acac2,1,0,0.912,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.228017+00:00,3,0,0,0,ASSET-001108,0,0,MAD-District-35 Sector 7,25.94365,78.2656,1,,7,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001109,MPLADS-001109,True,True,True,True,False,False,False,False,0,5,3,0.4,1,PDF_BUNDLE,2023-09-14,878000.0,UTT-District-38 - Public Works Department (PWD),MPLADS-001109,0.65,0,0,0,SHA256-b38d73085c27,1,0,0.909,0.6,2,1,DEFICIT,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.228334+00:00,3,0,1,0,ASSET-001109,0,0,CHH-District-18 Sector 4,19.1033,83.65205,0,,0,UNDER_CONSTRUCTION,PENDING,1,1,0.0
DOC-001110,MPLADS-001110,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2023-05-04,919000.0,JHA-District-04 - Panchayati Raj Institution (PRI),MPLADS-001110,0.98,0,0,0,SHA256-5a08c1118004,1,0,0.941,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.228667+00:00,3,0,0,0,ASSET-001110,0,0,HAR-District-22 Sector 11,30.73548,75.61395,1,,4,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001111,MPLADS-001111,True,True,True,True,True,True,True,True,7,5,5,0.0,1,PDF_BUNDLE,2023-07-27,10947000.0,ODI-District-26 - Panchayati Raj Institution (PRI),MPLADS-001111,0.98,0,0,0,SHA256-f02c6f0c1247,1,0,0.919,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.228995+00:00,3,0,0,0,ASSET-001111,1,1,BIH-District-03 Sector 3,24.64134,85.31406,1,2024-09-15,7,OPERATIONAL,VERIFIED,1,1,1.0
DOC-001112,MPLADS-001112,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2022-12-31,2258000.0,TEL-District-07 - Municipal Corporation (MC),MPLADS-001112,0.98,0,0,0,SHA256-1e268c1f67b3,1,0,0.881,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.229330+00:00,3,0,0,0,ASSET-001112,0,0,RAJ-District-01 Sector 3,25.08341,70.794,1,,3,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001113,MPLADS-001113,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2022-10-01,1553000.0,UTT-District-09 - Municipal Corporation (MC),MPLADS-001113,0.98,0,0,0,SHA256-f716cd6c8f6e,1,0,0.916,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.229749+00:00,3,0,0,0,ASSET-001113,0,0,GUJ-District-07 Sector 11,21.41305,74.31557,1,,4,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001114,MPLADS-001114,True,True,True,True,True,True,True,True,7,5,5,0.0,1,PDF_BUNDLE,2023-11-18,2045000.0,KAR-District-23 - Public Works Department (PWD),MPLADS-001114,0.98,0,0,0,SHA256-e27c7b4a33b4,1,0,0.949,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.230203+00:00,3,0,0,0,ASSET-001114,0,0,HAR-District-03 Sector 10,30.71533,76.12621,1,,7,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001115,MPLADS-001115,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2022-05-20,2464000.0,PUN-District-16 - Municipal Corporation (MC),MPLADS-001115,0.98,0,0,0,SHA256-83739528d63b,1,0,0.895,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.230548+00:00,3,0,0,0,ASSET-001115,0,0,TAM-District-17 Sector 4,8.82101,78.3986,1,,3,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001116,MPLADS-001116,True,True,True,True,True,True,True,True,7,5,5,0.0,1,PDF_BUNDLE,2023-05-12,1844000.0,BIH-District-34 - Panchayati Raj Institution (PRI),MPLADS-001116,0.98,0,0,0,SHA256-4d7ef3a45255,1,0,0.92,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.230867+00:00,3,0,0,0,ASSET-001116,0,0,ASS-District-17 Sector 5,26.82856,94.97906,1,,7,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001117,MPLADS-001117,True,True,True,True,False,False,False,False,0,5,3,0.4,1,PDF_BUNDLE,2022-08-27,636000.0,ODI-District-27 - Rural Development Department (RDD),MPLADS-001117,0.65,0,0,0,SHA256-0df372aa45a9,1,0,0.988,0.6,2,1,DEFICIT,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.231177+00:00,3,0,1,0,ASSET-001117,1,1,MAD-District-03 Sector 12,24.51391,81.42817,0,2022-11-25,0,OPERATIONAL,PENDING,1,1,0.0
DOC-001118,MPLADS-001118,True,True,True,True,False,True,True,True,6,5,4,0.2,1,PDF_BUNDLE,2022-02-16,14358000.0,ODI-District-25 - Panchayati Raj Institution (PRI),MPLADS-001118,0.65,0,0,0,SHA256-9939420e8793,1,0,0.975,0.8,1,1,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.231491+00:00,3,0,1,0,ASSET-001118,0,0,JHA-District-02 Sector 10,22.40609,83.95406,1,,6,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001119,MPLADS-001119,True,True,True,True,True,True,True,True,7,5,5,0.0,1,PDF_BUNDLE,2023-10-20,2845000.0,UTT-District-56 - Rural Development Department (RDD),MPLADS-001119,0.98,0,0,0,SHA256-f6d76e6ed744,1,0,0.964,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.231806+00:00,3,0,0,0,ASSET-001119,0,0,ODI-District-06 Sector 9,19.86217,82.59194,1,,7,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001120,MPLADS-001120,True,True,True,True,False,True,True,True,4,5,4,0.2,1,PDF_BUNDLE,2023-12-11,1526000.0,CHH-District-31 - Panchayati Raj Institution (PRI),MPLADS-001120,0.65,0,0,0,SHA256-2fd75a66720c,1,0,0.884,0.8,1,1,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.232119+00:00,3,0,1,0,ASSET-001120,0,0,TEL-District-23 Sector 4,18.30797,80.23492,1,,4,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001121,MPLADS-001121,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2022-02-07,15995000.0,RAJ-District-32 - Rural Development Department (RDD),MPLADS-001121,0.98,0,0,0,SHA256-1a343b5ba074,1,0,0.969,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.232426+00:00,3,0,0,0,ASSET-001121,0,0,BIH-District-20 Sector 8,26.76074,84.25126,1,,4,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001122,MPLADS-001122,True,True,True,True,True,True,True,True,5,5,5,0.0,1,PDF_BUNDLE,2023-04-08,2893000.0,UTT-District-03 - Panchayati Raj Institution (PRI),MPLADS-001122,0.98,0,0,0,SHA256-a396ecb05113,1,0,0.882,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.232737+00:00,3,0,0,0,ASSET-001122,0,0,TAM-District-18 Sector 2,11.90132,76.27826,1,,5,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001123,MPLADS-001123,True,True,True,True,True,True,True,True,5,5,5,0.0,1,PDF_BUNDLE,2022-12-22,3552000.0,BIH-District-05 - Rural Development Department (RDD),MPLADS-001123,0.98,0,0,0,SHA256-ee860c8ecb6d,1,0,0.969,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.233068+00:00,3,0,0,0,ASSET-001123,0,0,AND-District-17 Sector 13,14.63517,80.23294,1,,5,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001124,MPLADS-001124,True,True,True,True,True,True,True,True,6,5,5,0.0,1,PDF_BUNDLE,2022-12-15,10117000.0,KER-District-08 - Municipal Corporation (MC),MPLADS-001124,0.98,0,0,0,SHA256-451a9a0b8175,5,0,0.901,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.233402+00:00,3,1,0,0,ASSET-001124,0,0,AND-District-18 Sector 1,15.8517,78.77343,1,,6,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001125,MPLADS-001125,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2022-07-09,2996000.0,CHH-District-29 - Rural Development Department (RDD),MPLADS-001125,0.98,0,0,0,SHA256-efeaca8ee140,1,0,0.886,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.233713+00:00,3,0,0,0,ASSET-001125,1,1,AND-District-12 Sector 11,15.08594,83.34056,1,2023-03-10,4,OPERATIONAL,VERIFIED,1,1,1.0
DOC-001126,MPLADS-001126,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2022-06-27,8747000.0,CHH-District-26 - Water Supply & Sewerage Board,MPLADS-001126,0.98,0,0,0,SHA256-f24a68baeb93,1,0,0.941,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.234021+00:00,3,0,0,0,ASSET-001126,0,0,BIH-District-26 Sector 5,26.43713,83.81524,1,,3,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001127,MPLADS-001127,True,True,True,True,False,True,True,True,6,5,4,0.2,1,PDF_BUNDLE,2023-05-18,419000.0,JHA-District-18 - Panchayati Raj Institution (PRI),MPLADS-001127,0.65,0,0,0,SHA256-efdb2cec0766,1,0,0.935,0.8,1,1,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.234341+00:00,3,0,1,0,ASSET-001127,0,0,ASS-District-04 Sector 5,24.68305,91.90783,1,,6,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001128,MPLADS-001128,True,True,True,True,True,True,True,True,7,5,5,0.0,1,PDF_BUNDLE,2023-05-21,3358000.0,ODI-District-20 - Water Supply & Sewerage Board,MPLADS-001128,0.98,0,0,0,SHA256-878190fba0d8,1,0,0.965,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.234642+00:00,3,0,0,0,ASSET-001128,0,0,TAM-District-23 Sector 10,10.02953,78.48179,1,,7,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001129,MPLADS-001129,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2022-06-25,9242000.0,ODI-District-20 - Panchayati Raj Institution (PRI),MPLADS-001129,0.98,0,0,0,SHA256-69178f76f5bf,1,0,0.891,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.234941+00:00,3,0,0,0,ASSET-001129,1,1,UTT-District-07 Sector 5,28.25711,82.28175,1,2023-08-09,4,OPERATIONAL,VERIFIED,1,1,1.0
DOC-001130,MPLADS-001130,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2022-11-12,3441000.0,ODI-District-28 - Public Works Department (PWD),MPLADS-001130,0.98,0,0,0,SHA256-cafd4244820b,1,0,0.939,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.235255+00:00,3,0,0,0,ASSET-001130,0,0,ASS-District-11 Sector 6,26.83228,90.68457,1,,3,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001131,MPLADS-001131,True,True,True,True,True,True,True,True,5,5,5,0.0,1,PDF_BUNDLE,2022-03-28,803000.0,UTT-District-45 - Water Supply & Sewerage Board,MPLADS-001131,0.98,0,0,0,SHA256-3a0de11dee07,1,0,0.988,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.235555+00:00,3,0,0,0,ASSET-001131,0,0,TAM-District-36 Sector 14,10.36513,79.65941,1,,5,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001132,MPLADS-001132,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2023-01-02,1326000.0,CHH-District-23 - Panchayati Raj Institution (PRI),MPLADS-001132,0.98,0,0,0,SHA256-8a2a33b10772,1,0,0.902,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.235877+00:00,3,0,0,0,ASSET-001132,0,0,MAD-District-22 Sector 8,25.06266,76.15913,1,,4,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001133,MPLADS-001133,True,True,True,True,False,True,True,True,5,5,4,0.2,1,PDF_BUNDLE,2023-10-27,2041000.0,UTT-District-72 - Panchayati Raj Institution (PRI),MPLADS-001133,0.65,0,0,0,SHA256-02b1e953aecf,1,0,0.953,0.8,1,1,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.236204+00:00,3,0,1,0,ASSET-001133,0,0,MAH-District-13 Sector 6,17.54234,78.95964,1,,5,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001134,MPLADS-001134,True,True,True,True,False,False,False,False,0,5,3,0.4,1,PDF_BUNDLE,2022-10-01,3584000.0,KAR-District-05 - Water Supply & Sewerage Board,MPLADS-001134,0.65,0,0,0,SHA256-c84c117c2817,1,0,0.943,0.6,2,1,DEFICIT,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.236510+00:00,3,0,1,0,ASSET-001134,0,0,CHH-District-18 Sector 9,18.95519,83.57984,0,,0,UNDER_CONSTRUCTION,PENDING,1,1,0.0
DOC-001135,MPLADS-001135,True,True,True,True,True,True,True,True,5,5,5,0.0,1,PDF_BUNDLE,2023-07-08,891000.0,TEL-District-32 - Panchayati Raj Institution (PRI),MPLADS-001135,0.98,0,0,0,SHA256-a28d0c5e70ca,1,0,0.978,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.236838+00:00,3,0,0,0,ASSET-001135,1,1,TAM-District-15 Sector 4,12.86805,77.86645,1,2023-10-05,5,OPERATIONAL,VERIFIED,1,1,1.0
DOC-001136,MPLADS-001136,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2023-01-16,2705000.0,BIH-District-34 - Municipal Corporation (MC),MPLADS-001136,0.98,0,0,0,SHA256-7d53d533f5c1,1,0,0.958,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.237171+00:00,3,0,0,0,ASSET-001136,0,0,TAM-District-35 Sector 5,12.72512,79.75512,1,,3,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001137,MPLADS-001137,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2023-12-20,872000.0,ODI-District-25 - Panchayati Raj Institution (PRI),MPLADS-001137,0.98,0,0,0,SHA256-48ccece3d2bb,1,0,0.942,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.237477+00:00,3,0,0,0,ASSET-001137,0,0,ASS-District-29 Sector 10,25.74193,90.79393,1,,4,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001138,MPLADS-001138,True,True,True,True,True,True,True,True,4,5,5,0.0,1,PDF_BUNDLE,2023-11-11,9664000.0,PUN-District-07 - Rural Development Department (RDD),MPLADS-001138,0.98,0,0,0,SHA256-57a38a057c22,1,0,0.898,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.237788+00:00,3,0,0,0,ASSET-001138,0,0,AND-District-11 Sector 2,17.37505,78.15834,1,,4,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001139,MPLADS-001139,True,True,True,True,True,True,True,True,7,5,5,0.0,1,PDF_BUNDLE,2023-11-13,2161000.0,BIH-District-10 - Rural Development Department (RDD),MPLADS-001139,0.98,0,0,0,SHA256-daaec2b1c5a7,1,0,0.917,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.238129+00:00,3,0,0,0,ASSET-001139,1,1,KAR-District-28 Sector 12,17.262,77.23606,1,2024-05-04,7,OPERATIONAL,VERIFIED,1,1,1.0
DOC-001140,MPLADS-001140,True,True,True,True,True,True,True,True,6,5,5,0.0,1,PDF_BUNDLE,2022-05-08,2657000.0,CHH-District-21 - Rural Development Department (RDD),MPLADS-001140,0.98,0,0,0,SHA256-1e9e1a378a35,1,0,0.973,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.238446+00:00,3,0,0,0,ASSET-001140,0,0,TAM-District-18 Sector 8,11.94933,76.21981,1,,6,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001141,MPLADS-001141,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2023-06-22,2817000.0,BIH-District-07 - Water Supply & Sewerage Board,MPLADS-001141,0.98,0,0,0,SHA256-fab69de2e399,1,0,0.929,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.238779+00:00,3,0,0,0,ASSET-001141,0,0,RAJ-District-36 Sector 13,23.6415,72.90171,1,,3,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001142,MPLADS-001142,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2022-06-17,1429000.0,RAJ-District-09 - Municipal Corporation (MC),MPLADS-001142,0.98,0,0,0,SHA256-c392d6d05fa0,1,0,0.955,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.239108+00:00,3,0,0,0,ASSET-001142,1,1,MAH-District-31 Sector 11,17.16347,78.12938,1,2022-10-04,3,OPERATIONAL,VERIFIED,1,1,1.0
DOC-001143,MPLADS-001143,True,True,True,True,True,True,True,True,7,5,5,0.0,1,PDF_BUNDLE,2023-10-14,1452000.0,TEL-District-17 - Municipal Corporation (MC),MPLADS-001143,0.98,0,0,0,SHA256-0f56817e6d2c,4,0,0.968,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.239425+00:00,3,1,0,0,ASSET-001143,0,0,RAJ-District-30 Sector 13,27.2458,76.7789,1,,7,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001144,MPLADS-001144,True,True,True,True,True,True,True,True,6,5,5,0.0,1,PDF_BUNDLE,2023-07-07,2199000.0,MAD-District-04 - Water Supply & Sewerage Board,MPLADS-001144,0.98,0,0,0,SHA256-b5d61e864262,1,0,0.984,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.239751+00:00,3,0,0,0,ASSET-001144,0,0,KAR-District-19 Sector 13,17.24532,75.42727,1,,6,UNDER_CONSTRUCTION,PENDING,1,1,1.0
DOC-001145,MPLADS-001145,True,True,True,True,True,True,True,True,7,5,5,0.0,1,PDF_BUNDLE,2022-03-18,1462000.0,ODI-District-04 - Public Works Department (PWD),MPLADS-001145,0.98,0,0,0,SHA256-444869988360,1,0,0.985,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.240085+00:00,3,0,0,0,ASSET-001145,1,1,ODI-District-03 Sector 4,17.94645,82.4038,1,2022-08-17,7,OPERATIONAL,VERIFIED,1,1,1.0
DOC-001146,MPLADS-001146,True,True,True,True,True,True,True,True,3,5,5,0.0,1,PDF_BUNDLE,2022-11-29,2072000.0,TAM-District-23 - Municipal Corporation (MC),MPLADS-001146,0.98,0,0,0,SHA256-2e376dd42210,1,0,0.986,1.0,0,0,PASSED,e-SAKSHI Portal,MoSPI_MPLADS_V2,2026-08-28T15:12:52.240407+00:00,3,0,0,0,ASSET-001146,1,1,CHH-District-15 Sector 2,18.55011,82.00627,1,2023-04-29,3,OPERATIONAL,VERIFIED,1,1,1.0
