district_id,district_name,state_id,state_name,district_latitude,district_longitude,population,population_density,literacy_rate,poverty_rate,infrastructure_gap_index,geographic_cluster_id
DIST-0202,MAD-District-30,ST-05,Madhya Pradesh,24.75423,74.6296,646446,731.7,64.8,14.7,0.459,GEO-CLUST-02
DIST-0203,MAD-District-31,ST-05,Madhya Pradesh,22.30384,81.05287,821959,1188.5,77.1,23.0,0.584,GEO-CLUST-03
DIST-0204,MAD-District-32,ST-05,Madhya Pradesh,24.31098,80.26888,1360928,870.4,77.4,35.7,0.495,GEO-CLUST-04
DIST-0205,MAD-District-33,ST-05,Madhya Pradesh,23.47817,75.53752,1478008,323.7,62.0,21.0,0.688,GEO-CLUST-05
DIST-0206,MAD-District-34,ST-05,Madhya Pradesh,21.84856,81.99915,824716,1014.6,72.4,27.2,0.439,GEO-CLUST-06
DIST-0207,MAD-District-35,ST-05,Madhya Pradesh,25.98186,78.25178,1000366,1304.6,94.0,14.7,0.351,GEO-CLUST-07
DIST-0208,MAD-District-36,ST-05,Madhya Pradesh,24.20345,82.44494,1429814,884.8,82.4,33.8,0.803,GEO-CLUST-08
DIST-0209,MAD-District-37,ST-05,Madhya Pradesh,23.90698,81.07911,1289181,771.8,93.5,37.6,0.784,GEO-CLUST-09
DIST-0210,MAD-District-38,ST-05,Madhya Pradesh,24.01006,78.76661,1019869,1027.7,75.1,30.5,0.383,GEO-CLUST-10
DIST-0211,MAD-District-39,ST-05,Madhya Pradesh,22.03792,81.22943,582964,496.2,86.3,24.6,0.165,GEO-CLUST-11
DIST-0212,MAD-District-40,ST-05,Madhya Pradesh,22.51267,74.55205,1190699,956.2,62.7,33.5,0.259,GEO-CLUST-12
DIST-0213,MAD-District-41,ST-05,Madhya Pradesh,23.44578,77.76424,1732377,1243.6,90.6,8.3,0.275,GEO-CLUST-13
DIST-0214,MAD-District-42,ST-05,Madhya Pradesh,22.11535,79.60988,769520,979.3,92.5,22.8,0.36,GEO-CLUST-14
DIST-0215,MAD-District-43,ST-05,Madhya Pradesh,22.23429,74.39069,1739037,1124.8,62.6,21.2,0.601,GEO-CLUST-15
DIST-0216,MAD-District-44,ST-05,Madhya Pradesh,25.45786,80.0495,1483337,817.5,81.3,15.4,0.18,GEO-CLUST-16
DIST-0217,MAD-District-45,ST-05,Madhya Pradesh,23.27662,75.50167,640308,1403.4,68.4,35.9,0.163,GEO-CLUST-17
DIST-0218,MAD-District-46,ST-05,Madhya Pradesh,21.06629,80.48566,815914,1377.7,93.1,24.5,0.205,GEO-CLUST-18
DIST-0219,MAD-District-47,ST-05,Madhya Pradesh,24.38105,77.54666,1483833,399.7,85.7,10.3,0.661,GEO-CLUST-19
DIST-0220,MAD-District-48,ST-05,Madhya Pradesh,23.80407,76.65382,779769,1153.1,73.8,13.2,0.304,GEO-CLUST-20
DIST-0221,MAD-District-49,ST-05,Madhya Pradesh,25.0378,75.82957,1870453,691.7,89.3,15.3,0.583,GEO-CLUST-21
DIST-0222,MAD-District-50,ST-05,Madhya Pradesh,24.8111,82.39216,845877,314.9,83.6,18.2,0.2,GEO-CLUST-22
DIST-0223,MAD-District-51,ST-05,Madhya Pradesh,22.56817,76.8479,757981,876.1,89.0,21.4,0.817,GEO-CLUST-23
DIST-0224,MAD-District-52,ST-05,Madhya Pradesh,25.86801,78.15875,883496,398.5,84.0,9.4,0.351,GEO-CLUST-24
DIST-0225,MAD-District-53,ST-05,Madhya Pradesh,23.27895,78.43595,870933,241.7,81.7,19.2,0.606,GEO-CLUST-00
DIST-0226,MAD-District-54,ST-05,Madhya Pradesh,23.51101,77.34961,786871,691.2,79.0,25.8,0.165,GEO-CLUST-01
DIST-0227,MAD-District-55,ST-05,Madhya Pradesh,22.89657,77.58088,571433,1217.7,92.2,8.7,0.571,GEO-CLUST-02
DIST-0228,TAM-District-01,ST-06,Tamil Nadu,12.33156,78.8456,796252,1475.3,63.4,21.3,0.533,GEO-CLUST-03
DIST-0229,TAM-District-02,ST-06,Tamil Nadu,13.43206,76.07304,631357,1295.5,72.4,22.4,0.835,GEO-CLUST-04
DIST-0230,TAM-District-03,ST-06,Tamil Nadu,8.28447,80.25437,1049389,855.3,64.9,20.7,0.801,GEO-CLUST-05
DIST-0231,TAM-District-04,ST-06,Tamil Nadu,13.34124,77.16476,957499,1317.4,76.3,16.4,0.749,GEO-CLUST-06
DIST-0232,TAM-District-05,ST-06,Tamil Nadu,9.02566,77.3563,840064,709.4,68.4,28.4,0.277,GEO-CLUST-07
DIST-0233,TAM-District-06,ST-06,Tamil Nadu,9.44911,77.59848,1282106,1131.8,76.9,18.8,0.747,GEO-CLUST-08
DIST-0234,TAM-District-07,ST-06,Tamil Nadu,12.9505,77.54193,1338080,843.0,66.0,15.2,0.673,GEO-CLUST-09
DIST-0235,TAM-District-08,ST-06,Tamil Nadu,13.15299,78.72939,773678,1127.7,93.8,18.2,0.264,GEO-CLUST-10
DIST-0236,TAM-District-09,ST-06,Tamil Nadu,8.97852,78.75899,971955,1406.0,70.5,9.2,0.226,GEO-CLUST-11
DIST-0237,TAM-District-10,ST-06,Tamil Nadu,8.18045,77.2571,588627,692.2,74.3,18.2,0.38,GEO-CLUST-12
DIST-0238,TAM-District-11,ST-06,Tamil Nadu,9.11163,79.40492,1482088,1407.1,78.1,24.0,0.37,GEO-CLUST-13
DIST-0239,TAM-District-12,ST-06,Tamil Nadu,12.20616,79.79923,1037941,764.7,86.5,32.2,0.366,GEO-CLUST-14
DIST-0240,TAM-District-13,ST-06,Tamil Nadu,13.46848,79.46541,495937,1053.1,63.1,31.1,0.709,GEO-CLUST-15
DIST-0241,TAM-District-14,ST-06,Tamil Nadu,8.53836,77.24166,1151046,255.2,76.3,16.0,0.425,GEO-CLUST-16
DIST-0242,TAM-District-15,ST-06,Tamil Nadu,12.91559,77.91687,1229426,853.3,75.4,15.7,0.502,GEO-CLUST-17
DIST-0243,TAM-District-16,ST-06,Tamil Nadu,9.93561,78.54606,1165797,1271.1,70.2,37.1,0.699,GEO-CLUST-18
DIST-0244,TAM-District-17,ST-06,Tamil Nadu,8.78157,78.36907,1381280,1263.7,80.7,15.9,0.801,GEO-CLUST-19
DIST-0245,TAM-District-18,ST-06,Tamil Nadu,11.96572,76.26482,675310,1260.7,64.2,23.4,0.331,GEO-CLUST-20
DIST-0246,TAM-District-19,ST-06,Tamil Nadu,13.15378,80.02628,1252163,620.2,80.8,29.5,0.46,GEO-CLUST-21
DIST-0247,TAM-District-20,ST-06,Tamil Nadu,13.49871,78.04908,1656907,827.1,91.5,10.6,0.23,GEO-CLUST-22
DIST-0248,TAM-District-21,ST-06,Tamil Nadu,9.95341,78.03603,873391,447.1,90.7,15.6,0.644,GEO-CLUST-23
DIST-0249,TAM-District-22,ST-06,Tamil Nadu,11.59552,77.52557,1081405,322.2,92.4,30.5,0.763,GEO-CLUST-24
DIST-0250,TAM-District-23,ST-06,Tamil Nadu,10.02589,78.41728,1316436,278.8,73.8,15.6,0.42,GEO-CLUST-00
DIST-0251,TAM-District-24,ST-06,Tamil Nadu,9.44043,78.82129,903417,649.0,79.1,31.2,0.415,GEO-CLUST-01
DIST-0252,TAM-District-25,ST-06,Tamil Nadu,10.87089,80.09409,1172984,276.3,75.7,28.9,0.841,GEO-CLUST-02
DIST-0253,TAM-District-26,ST-06,Tamil Nadu,11.09105,76.56954,989060,860.0,85.1,34.1,0.59,GEO-CLUST-03
DIST-0254,TAM-District-27,ST-06,Tamil Nadu,12.7798,76.16394,1045879,481.2,89.5,27.5,0.444,GEO-CLUST-04
DIST-0255,TAM-District-28,ST-06,Tamil Nadu,11.87078,76.91962,648503,1354.4,86.5,14.0,0.355,GEO-CLUST-05
DIST-0256,TAM-District-29,ST-06,Tamil Nadu,11.35787,77.38433,1198904,251.4,85.3,9.3,0.153,GEO-CLUST-06
DIST-0257,TAM-District-30,ST-06,Tamil Nadu,12.16077,78.12238,379835,767.0,72.4,23.7,0.452,GEO-CLUST-07
DIST-0258,TAM-District-31,ST-06,Tamil Nadu,13.47255,76.35434,1040572,434.9,73.3,16.6,0.272,GEO-CLUST-08
DIST-0259,TAM-District-32,ST-06,Tamil Nadu,13.05585,76.14667,636551,724.3,64.6,15.9,0.84,GEO-CLUST-09
DIST-0260,TAM-District-33,ST-06,Tamil Nadu,11.15502,78.24099,1613794,689.8,88.5,12.2,0.45,GEO-CLUST-10
DIST-0261,TAM-District-34,ST-06,Tamil Nadu,12.7753,77.66307,1451927,289.9,67.5,10.1,0.66,GEO-CLUST-11
DIST-0262,TAM-District-35,ST-06,Tamil Nadu,12.74401,79.75989,803746,230.9,63.8,33.6,0.314,GEO-CLUST-12
DIST-0263,TAM-District-36,ST-06,Tamil Nadu,10.34434,79.57986,2135374,850.9,93.7,12.5,0.731,GEO-CLUST-13
DIST-0264,TAM-District-37,ST-06,Tamil Nadu,11.65868,79.08347,877371,744.1,73.7,23.6,0.474,GEO-CLUST-14
DIST-0265,TAM-District-38,ST-06,Tamil Nadu,9.68014,77.12884,379513,394.9,89.9,26.1,0.244,GEO-CLUST-15
DIST-0266,RAJ-District-01,ST-07,Rajasthan,25.04398,70.78011,971463,261.4,86.4,37.6,0.181,GEO-CLUST-16
DIST-0267,RAJ-District-02,ST-07,Rajasthan,27.34886,75.92664,432827,214.2,81.0,37.7,0.33,GEO-CLUST-17
DIST-0268,RAJ-District-03,ST-07,Rajasthan,27.10916,74.56978,1262545,1179.0,90.6,32.2,0.323,GEO-CLUST-18
DIST-0269,RAJ-District-04,ST-07,Rajasthan,25.43318,72.30318,1846004,1086.5,93.2,20.5,0.526,GEO-CLUST-19
DIST-0270,RAJ-District-05,ST-07,Rajasthan,26.92964,70.07268,1349929,361.0,68.3,31.0,0.218,GEO-CLUST-20
DIST-0271,RAJ-District-06,ST-07,Rajasthan,28.21706,70.08328,744442,1021.1,86.2,32.8,0.653,GEO-CLUST-21
DIST-0272,RAJ-District-07,ST-07,Rajasthan,29.72032,74.49394,1286482,768.3,86.2,37.9,0.262,GEO-CLUST-22
DIST-0273,RAJ-District-08,ST-07,Rajasthan,26.62894,74.35834,825080,725.6,80.7,25.6,0.61,GEO-CLUST-23
DIST-0274,RAJ-District-09,ST-07,Rajasthan,27.56094,74.06882,696361,331.6,70.7,23.8,0.761,GEO-CLUST-24
DIST-0275,RAJ-District-10,ST-07,Rajasthan,27.34979,71.38477,553191,1275.7,81.0,25.7,0.387,GEO-CLUST-00
DIST-0276,RAJ-District-11,ST-07,Rajasthan,26.8784,72.62998,827122,385.9,68.2,19.2,0.811,GEO-CLUST-01
DIST-0277,RAJ-District-12,ST-07,Rajasthan,25.02646,70.39888,1485159,1260.4,74.3,31.2,0.712,GEO-CLUST-02
DIST-0278,RAJ-District-13,ST-07,Rajasthan,26.1139,69.93302,934816,1348.8,78.7,24.6,0.298,GEO-CLUST-03
DIST-0279,RAJ-District-14,ST-07,Rajasthan,26.7409,69.78796,819760,1435.6,88.5,16.3,0.187,GEO-CLUST-04
DIST-0280,RAJ-District-15,ST-07,Rajasthan,27.67506,73.4321,773097,355.3,65.1,15.0,0.736,GEO-CLUST-05
DIST-0281,RAJ-District-16,ST-07,Rajasthan,27.06599,71.32862,825543,932.3,73.8,26.8,0.789,GEO-CLUST-06
DIST-0282,RAJ-District-17,ST-07,Rajasthan,29.36618,76.54724,999082,1006.2,82.5,28.7,0.162,GEO-CLUST-07
DIST-0283,RAJ-District-18,ST-07,Rajasthan,27.30642,76.14246,970600,216.1,78.3,23.2,0.456,GEO-CLUST-08
DIST-0284,RAJ-District-19,ST-07,Rajasthan,25.93931,77.74442,743625,615.6,71.4,24.3,0.499,GEO-CLUST-09
DIST-0285,RAJ-District-20,ST-07,Rajasthan,29.67501,71.92438,1611619,232.6,70.4,21.9,0.172,GEO-CLUST-10
DIST-0286,RAJ-District-21,ST-07,Rajasthan,26.85773,74.63353,870783,253.6,65.2,27.6,0.847,GEO-CLUST-11
DIST-0287,RAJ-District-22,ST-07,Rajasthan,28.38156,76.52759,1229472,1005.9,84.3,33.8,0.236,GEO-CLUST-12
DIST-0288,RAJ-District-23,ST-07,Rajasthan,28.9353,70.15229,1293622,205.1,76.2,18.0,0.266,GEO-CLUST-13
DIST-0289,RAJ-District-24,ST-07,Rajasthan,28.4898,77.09161,918055,361.7,71.5,35.4,0.212,GEO-CLUST-14
DIST-0290,RAJ-District-25,ST-07,Rajasthan,29.67932,72.99523,866124,793.8,86.1,8.9,0.251,GEO-CLUST-15
DIST-0291,RAJ-District-26,ST-07,Rajasthan,25.01159,75.16144,503005,1352.6,88.2,22.8,0.691,GEO-CLUST-16
DIST-0292,RAJ-District-27,ST-07,Rajasthan,24.78363,76.81753,1787001,1372.8,90.1,36.8,0.31,GEO-CLUST-17
DIST-0293,RAJ-District-28,ST-07,Rajasthan,27.21289,73.09121,1173858,645.4,71.2,15.2,0.208,GEO-CLUST-18
DIST-0294,RAJ-District-29,ST-07,Rajasthan,26.88634,73.14304,669636,472.1,88.3,14.0,0.652,GEO-CLUST-19
DIST-0295,RAJ-District-30,ST-07,Rajasthan,27.23665,76.83487,1465548,1346.1,85.3,32.0,0.615,GEO-CLUST-20
DIST-0296,RAJ-District-31,ST-07,Rajasthan,26.23106,76.41828,517479,788.7,91.7,19.8,0.546,GEO-CLUST-21
DIST-0297,RAJ-District-32,ST-07,Rajasthan,28.96453,72.8707,1068624,519.8,77.7,32.2,0.777,GEO-CLUST-22
DIST-0298,RAJ-District-33,ST-07,Rajasthan,27.49283,73.30184,841641,813.4,80.6,23.0,0.481,GEO-CLUST-23
DIST-0299,RAJ-District-34,ST-07,Rajasthan,28.34671,72.40172,749201,1309.7,66.9,25.5,0.35,GEO-CLUST-24
DIST-0300,RAJ-District-35,ST-07,Rajasthan,25.15831,73.84472,663645,695.7,90.0,37.6,0.762,GEO-CLUST-00
DIST-0301,RAJ-District-36,ST-07,Rajasthan,23.70897,72.84307,1284290,1095.4,79.0,19.6,0.719,GEO-CLUST-01
DIST-0302,RAJ-District-37,ST-07,Rajasthan,24.99466,70.94833,1106245,1463.6,69.9,15.5,0.248,GEO-CLUST-02
DIST-0303,RAJ-District-38,ST-07,Rajasthan,26.77066,77.92242,1096095,923.4,78.4,32.2,0.399,GEO-CLUST-03
DIST-0304,RAJ-District-39,ST-07,Rajasthan,28.60061,70.66164,839179,1360.8,62.1,17.0,0.539,GEO-CLUST-04
DIST-0305,RAJ-District-40,ST-07,Rajasthan,25.26829,73.41032,894618,888.5,84.6,25.3,0.215,GEO-CLUST-05
DIST-0306,RAJ-District-41,ST-07,Rajasthan,28.47128,72.5648,747099,468.2,68.0,22.9,0.173,GEO-CLUST-06
DIST-0307,RAJ-District-42,ST-07,Rajasthan,28.94299,70.18668,959984,1236.8,89.8,29.0,0.622,GEO-CLUST-07
DIST-0308,RAJ-District-43,ST-07,Rajasthan,24.15339,72.184,1375256,1428.2,76.2,28.3,0.739,GEO-CLUST-08
DIST-0309,RAJ-District-44,ST-07,Rajasthan,28.69683,77.04309,1306174,1180.3,73.4,27.5,0.51,GEO-CLUST-09
DIST-0310,RAJ-District-45,ST-07,Rajasthan,24.26016,70.37824,1056297,656.8,68.9,28.8,0.631,GEO-CLUST-10
DIST-0311,RAJ-District-46,ST-07,Rajasthan,29.57723,72.77602,2056471,297.7,85.7,37.7,0.743,GEO-CLUST-11
DIST-0312,RAJ-District-47,ST-07,Rajasthan,25.79638,75.27562,896218,1497.7,77.8,9.8,0.567,GEO-CLUST-12
DIST-0313,RAJ-District-48,ST-07,Rajasthan,25.63707,75.71375,1496172,415.5,63.4,34.2,0.635,GEO-CLUST-13
DIST-0314,RAJ-District-49,ST-07,Rajasthan,27.13138,71.90154,1516027,765.0,91.5,16.6,0.625,GEO-CLUST-14
DIST-0315,RAJ-District-50,ST-07,Rajasthan,29.71309,77.83644,795393,804.8,69.0,32.4,0.665,GEO-CLUST-15
DIST-0316,KAR-District-01,ST-08,Karnataka,14.73959,77.71885,1240076,1036.1,82.8,16.1,0.41,GEO-CLUST-16
DIST-0317,KAR-District-02,ST-08,Karnataka,17.00859,75.94849,657140,519.0,68.7,25.6,0.313,GEO-CLUST-17
DIST-0318,KAR-District-03,ST-08,Karnataka,14.16165,75.94093,822584,617.1,86.3,36.2,0.613,GEO-CLUST-18
DIST-0319,KAR-District-04,ST-08,Karnataka,16.73453,76.06054,1231978,882.9,72.2,11.1,0.44,GEO-CLUST-19
DIST-0320,KAR-District-05,ST-08,Karnataka,18.01498,74.163,1963919,795.1,62.6,15.5,0.233,GEO-CLUST-20
DIST-0321,KAR-District-06,ST-08,Karnataka,13.42199,75.80588,795305,201.3,67.2,10.8,0.535,GEO-CLUST-21
DIST-0322,KAR-District-07,ST-08,Karnataka,13.05276,74.10903,1290308,340.8,66.1,12.4,0.837,GEO-CLUST-22
DIST-0323,KAR-District-08,ST-08,Karnataka,15.77203,78.44014,682767,1466.9,68.5,26.7,0.444,GEO-CLUST-23
DIST-0324,KAR-District-09,ST-08,Karnataka,12.54459,78.48681,1014757,1043.4,93.0,9.7,0.796,GEO-CLUST-24
DIST-0325,KAR-District-10,ST-08,Karnataka,16.43078,74.67133,768097,1075.6,76.6,12.6,0.321,GEO-CLUST-00
DIST-0326,KAR-District-11,ST-08,Karnataka,16.46203,78.49726,960868,409.4,83.6,9.8,0.563,GEO-CLUST-01
DIST-0327,KAR-District-12,ST-08,Karnataka,14.05629,77.13777,595434,469.9,80.0,34.5,0.617,GEO-CLUST-02
DIST-0328,KAR-District-13,ST-08,Karnataka,13.21239,74.05034,401462,489.2,88.1,13.1,0.349,GEO-CLUST-03
DIST-0329,KAR-District-14,ST-08,Karnataka,13.77084,77.59258,1553972,1337.9,66.9,31.3,0.254,GEO-CLUST-04
DIST-0330,KAR-District-15,ST-08,Karnataka,13.85467,74.70661,948269,522.3,91.2,31.9,0.829,GEO-CLUST-05
DIST-0331,KAR-District-16,ST-08,Karnataka,13.30005,76.44324,1360576,568.5,80.4,13.5,0.478,GEO-CLUST-06
DIST-0332,KAR-District-17,ST-08,Karnataka,18.01416,76.27576,609474,1050.1,84.7,29.5,0.763,GEO-CLUST-07
DIST-0333,KAR-District-18,ST-08,Karnataka,12.19657,76.72813,2048015,513.7,63.9,24.5,0.262,GEO-CLUST-08
DIST-0334,KAR-District-19,ST-08,Karnataka,17.25317,75.39295,1356322,931.9,77.1,27.7,0.297,GEO-CLUST-09
DIST-0335,KAR-District-20,ST-08,Karnataka,17.30455,76.67343,329122,1169.4,64.7,31.2,0.563,GEO-CLUST-10
DIST-0336,KAR-District-21,ST-08,Karnataka,13.55055,78.00186,1078266,1107.6,70.9,29.3,0.814,GEO-CLUST-11
DIST-0337,KAR-District-22,ST-08,Karnataka,13.78314,75.05603,863502,1165.0,77.2,25.1,0.37,GEO-CLUST-12
DIST-0338,KAR-District-23,ST-08,Karnataka,17.51776,76.71088,973863,1226.9,64.1,15.6,0.311,GEO-CLUST-13
DIST-0339,KAR-District-24,ST-08,Karnataka,16.44269,76.78004,971902,439.6,82.3,19.4,0.797,GEO-CLUST-14
DIST-0340,KAR-District-25,ST-08,Karnataka,18.32783,76.07441,936572,1394.3,70.0,34.6,0.218,GEO-CLUST-15
DIST-0341,KAR-District-26,ST-08,Karnataka,15.80224,76.22991,1739166,397.2,68.9,16.1,0.568,GEO-CLUST-16
DIST-0342,KAR-District-27,ST-08,Karnataka,14.11745,76.00714,724629,436.5,85.4,21.5,0.161,GEO-CLUST-17
DIST-0343,KAR-District-28,ST-08,Karnataka,17.21035,77.25602,530124,1378.8,72.8,26.3,0.576,GEO-CLUST-18
DIST-0344,KAR-District-29,ST-08,Karnataka,16.1152,77.51414,1032471,611.2,68.6,21.6,0.533,GEO-CLUST-19
DIST-0345,KAR-District-30,ST-08,Karnataka,17.62376,78.12226,434568,1454.0,76.9,9.4,0.208,GEO-CLUST-20
DIST-0346,KAR-District-31,ST-08,Karnataka,12.68958,78.28942,571885,1447.2,86.3,27.2,0.623,GEO-CLUST-21
DIST-0347,GUJ-District-01,ST-09,Gujarat,22.90892,69.2135,1196280,592.3,70.2,29.3,0.61,GEO-CLUST-22
DIST-0348,GUJ-District-02,ST-09,Gujarat,20.71772,72.37663,1066977,554.7,67.2,18.0,0.382,GEO-CLUST-23
DIST-0349,GUJ-District-03,ST-09,Gujarat,20.85689,69.25455,685967,367.5,84.0,36.3,0.449,GEO-CLUST-24
DIST-0350,GUJ-District-04,ST-09,Gujarat,20.19331,72.6889,1066289,1296.0,63.8,31.3,0.414,GEO-CLUST-00
DIST-0351,GUJ-District-05,ST-09,Gujarat,24.48207,68.41381,1388338,1031.3,85.5,29.4,0.751,GEO-CLUST-01
DIST-0352,GUJ-District-06,ST-09,Gujarat,22.69338,70.30008,1497356,442.0,72.6,10.1,0.19,GEO-CLUST-02
DIST-0353,GUJ-District-07,ST-09,Gujarat,21.40446,74.3845,685465,385.3,84.9,26.0,0.633,GEO-CLUST-03
DIST-0354,GUJ-District-08,ST-09,Gujarat,20.34487,71.92687,1675113,1073.6,84.7,37.5,0.625,GEO-CLUST-04
DIST-0355,GUJ-District-09,ST-09,Gujarat,23.90153,70.37041,957148,859.4,92.0,15.7,0.494,GEO-CLUST-05
DIST-0356,GUJ-District-10,ST-09,Gujarat,23.27155,73.61648,1104514,574.8,68.2,8.8,0.537,GEO-CLUST-06
DIST-0357,GUJ-District-11,ST-09,Gujarat,22.91545,70.52235,1296347,322.3,66.9,36.0,0.683,GEO-CLUST-07
DIST-0358,GUJ-District-12,ST-09,Gujarat,22.92227,74.03355,753231,204.7,64.0,11.3,0.217,GEO-CLUST-08
DIST-0359,GUJ-District-13,ST-09,Gujarat,23.55792,71.83639,912827,1172.3,73.4,8.4,0.346,GEO-CLUST-09
DIST-0360,GUJ-District-14,ST-09,Gujarat,23.65342,72.93952,2004064,380.7,87.9,28.3,0.286,GEO-CLUST-10
DIST-0361,GUJ-District-15,ST-09,Gujarat,22.1758,70.85578,2866795,873.8,65.2,12.9,0.243,GEO-CLUST-11
DIST-0362,GUJ-District-16,ST-09,Gujarat,21.59842,70.09352,1128247,931.9,91.4,17.0,0.23,GEO-CLUST-12
DIST-0363,GUJ-District-17,ST-09,Gujarat,23.60858,73.71625,1343411,1462.8,79.7,16.1,0.492,GEO-CLUST-13
DIST-0364,GUJ-District-18,ST-09,Gujarat,21.38937,71.67456,1297612,303.1,84.3,10.2,0.484,GEO-CLUST-14
DIST-0365,GUJ-District-19,ST-09,Gujarat,21.02636,69.22706,1019172,1437.0,66.5,36.8,0.566,GEO-CLUST-15
DIST-0366,GUJ-District-20,ST-09,Gujarat,23.16854,73.32877,1568136,893.4,72.4,11.2,0.615,GEO-CLUST-16
DIST-0367,GUJ-District-21,ST-09,Gujarat,20.42403,69.23973,1000972,1017.0,75.5,10.7,0.453,GEO-CLUST-17
DIST-0368,GUJ-District-22,ST-09,Gujarat,22.60562,71.19518,1469942,1456.2,86.2,22.9,0.485,GEO-CLUST-18
DIST-0369,GUJ-District-23,ST-09,Gujarat,24.24129,70.07463,960204,1499.2,85.0,9.4,0.193,GEO-CLUST-19
DIST-0370,GUJ-District-24,ST-09,Gujarat,20.32204,74.06702,811068,909.9,81.7,16.8,0.195,GEO-CLUST-20
DIST-0371,GUJ-District-25,ST-09,Gujarat,20.45804,68.55612,1092322,216.2,75.9,29.2,0.711,GEO-CLUST-21
DIST-0372,GUJ-District-26,ST-09,Gujarat,23.81947,71.29208,561257,1427.4,70.8,8.8,0.32,GEO-CLUST-22
DIST-0373,GUJ-District-27,ST-09,Gujarat,22.361,73.74032,636110,877.0,72.9,32.7,0.26,GEO-CLUST-23
DIST-0374,GUJ-District-28,ST-09,Gujarat,23.02349,73.17091,1517508,1206.0,74.6,9.0,0.231,GEO-CLUST-24
DIST-0375,GUJ-District-29,ST-09,Gujarat,21.48025,71.22069,724671,928.8,77.4,28.3,0.617,GEO-CLUST-00
DIST-0376,GUJ-District-30,ST-09,Gujarat,22.68395,70.04555,836972,1102.3,82.7,12.1,0.459,GEO-CLUST-01
DIST-0377,GUJ-District-31,ST-09,Gujarat,20.16338,73.55857,1175129,859.4,75.6,8.3,0.791,GEO-CLUST-02
DIST-0378,GUJ-District-32,ST-09,Gujarat,23.89824,73.99553,1195239,463.5,83.9,24.5,0.811,GEO-CLUST-03
DIST-0379,GUJ-District-33,ST-09,Gujarat,21.20831,68.89887,1521157,1466.3,62.9,30.2,0.799,GEO-CLUST-04
DIST-0380,AND-District-01,ST-10,Andhra Pradesh,16.71176,77.05062,1416983,880.5,91.0,34.3,0.719,GEO-CLUST-05
DIST-0381,AND-District-02,ST-10,Andhra Pradesh,14.13612,80.5478,463133,1056.5,66.3,23.3,0.188,GEO-CLUST-06
DIST-0382,AND-District-03,ST-10,Andhra Pradesh,16.53021,82.79429,1336608,1305.4,89.5,18.3,0.611,GEO-CLUST-07
DIST-0383,AND-District-04,ST-10,Andhra Pradesh,13.50224,80.7293,682269,1342.0,91.6,32.6,0.544,GEO-CLUST-08
DIST-0384,AND-District-05,ST-10,Andhra Pradesh,14.11136,77.10759,798295,627.4,72.3,8.2,0.567,GEO-CLUST-09
DIST-0385,AND-District-06,ST-10,Andhra Pradesh,12.76281,79.41489,996498,637.7,83.7,30.7,0.38,GEO-CLUST-10
DIST-0386,AND-District-07,ST-10,Andhra Pradesh,12.50645,76.78073,1264370,1217.0,92.0,35.1,0.164,GEO-CLUST-11
DIST-0387,AND-District-08,ST-10,Andhra Pradesh,17.63213,76.55373,1167586,1176.7,87.4,26.6,0.361,GEO-CLUST-12
DIST-0388,AND-District-09,ST-10,Andhra Pradesh,15.35488,80.077,1243592,732.4,79.7,21.0,0.729,GEO-CLUST-13
DIST-0389,AND-District-10,ST-10,Andhra Pradesh,18.55872,81.01437,740278,1116.8,88.8,24.9,0.64,GEO-CLUST-14
DIST-0390,AND-District-11,ST-10,Andhra Pradesh,17.34987,78.16916,968848,1312.8,81.5,11.9,0.721,GEO-CLUST-15
DIST-0391,AND-District-12,ST-10,Andhra Pradesh,15.04828,83.33362,1039906,941.7,62.0,27.3,0.653,GEO-CLUST-16
DIST-0392,AND-District-13,ST-10,Andhra Pradesh,17.76459,81.95098,1214737,1446.8,84.6,37.6,0.83,GEO-CLUST-17
DIST-0393,AND-District-14,ST-10,Andhra Pradesh,16.46129,77.87737,758767,1195.0,78.7,34.0,0.227,GEO-CLUST-18
DIST-0394,AND-District-15,ST-10,Andhra Pradesh,13.20581,77.72823,831897,829.7,63.6,8.5,0.481,GEO-CLUST-19
DIST-0395,AND-District-16,ST-10,Andhra Pradesh,17.08332,82.86259,1766869,969.8,66.9,17.1,0.772,GEO-CLUST-20
DIST-0396,AND-District-17,ST-10,Andhra Pradesh,14.64516,80.26762,1198499,1496.9,65.7,33.6,0.755,GEO-CLUST-21
DIST-0397,AND-District-18,ST-10,Andhra Pradesh,15.87497,78.83974,1227111,847.8,91.6,26.7,0.51,GEO-CLUST-22
DIST-0398,AND-District-19,ST-10,Andhra Pradesh,13.6989,84.28679,1662803,1319.0,77.5,33.1,0.365,GEO-CLUST-23
DIST-0399,AND-District-20,ST-10,Andhra Pradesh,14.49584,80.06586,879575,703.1,88.2,15.7,0.672,GEO-CLUST-24
DIST-0400,AND-District-21,ST-10,Andhra Pradesh,17.64815,79.71359,1670868,1389.7,87.6,19.7,0.489,GEO-CLUST-00
DIST-0401,AND-District-22,ST-10,Andhra Pradesh,14.40186,82.93106,650405,1247.8,64.8,9.3,0.848,GEO-CLUST-01
DIST-0402,AND-District-23,ST-10,Andhra Pradesh,15.34906,78.79468,961224,851.6,69.0,36.1,0.153,GEO-CLUST-02
