tender_id,project_id,tender_exists,procurement_method,tender_publication_date,tender_duration,bid_count,qualified_bid_count,single_bid_flag,bid_competition_score,tender_type,winning_bid,winning_bid_amount,winning_bid_deviation,winning_bid_vs_lowest_bid,bid_price_similarity,bidder_disqualification_rate,re_tender_count,tender_cancellation_count,tender_bypass_flag,repeated_winner_flag,bid_rotation_score,repeated_loser_score,procurement_compliance_flag
TND-001155,MPLADS-001155,1,Open e-Tender,2023-04-17,27,5,5,0,0.833,Open e-Tender,3854000.0,3854000.0,-0.047,0.0151,0.8881,0.118,0,0,0,0,0.208,0.381,1
TND-001156,MPLADS-001156,1,Open e-Tender,2022-09-28,28,7,6,0,1.0,Open e-Tender,2164000.0,2164000.0,-0.0538,0.0119,0.9447,0.19,0,0,0,0,0.303,0.254,1
TND-001157,MPLADS-001157,1,Open e-Tender,2022-06-22,22,5,4,0,0.833,Open e-Tender,754000.0,754000.0,-0.061,0.0173,0.8999,0.091,0,0,0,0,0.196,0.124,1
TND-001158,MPLADS-001158,1,Open e-Tender,2022-03-06,22,6,6,0,1.0,Open e-Tender,2175000.0,2175000.0,0.0121,0.0312,0.9025,0.186,0,0,0,1,0.576,0.344,1
TND-001159,MPLADS-001159,1,Open e-Tender,2023-06-27,16,5,5,0,0.833,Open e-Tender,514000.0,514000.0,-0.0096,0.0398,0.9748,0.038,0,0,0,0,0.254,0.136,1
TND-001160,MPLADS-001160,1,Open e-Tender,2023-06-04,24,6,6,0,1.0,Open e-Tender,3190000.0,3190000.0,-0.0127,0.0283,0.8798,0.216,0,0,0,0,0.549,0.075,1
TND-001161,MPLADS-001161,1,Open e-Tender,2023-08-25,24,6,5,0,1.0,Open e-Tender,2364000.0,2364000.0,-0.0623,0.0183,0.8662,0.011,1,0,0,1,0.525,0.091,1
TND-001162,MPLADS-001162,1,Open e-Tender,2023-05-31,22,5,4,0,0.833,Open e-Tender,12040000.0,12040000.0,-0.0416,0.0369,0.978,0.078,0,0,0,0,0.711,0.354,1
TND-001163,MPLADS-001163,1,Open e-Tender,2023-03-29,26,6,5,0,1.0,Open e-Tender,2979000.0,2979000.0,-0.0037,0.022,0.9291,0.104,0,0,0,0,0.577,0.25,1
TND-001164,MPLADS-001164,1,Direct / Single Inquiry,2022-08-08,23,1,1,1,0.167,Single Tender Inquiry,1610000.0,1610000.0,0.0171,0.0022,0.0,0.163,0,0,0,0,0.41,0.417,0
TND-001165,MPLADS-001165,1,Open e-Tender,2023-05-03,15,6,6,0,1.0,Open e-Tender,1728000.0,1728000.0,-0.0416,0.0155,0.9161,0.005,1,0,0,1,0.211,0.291,1
TND-001166,MPLADS-001166,1,Open e-Tender,2022-01-11,29,5,4,0,0.833,Open e-Tender,595000.0,595000.0,-0.0198,0.04,0.8758,0.208,1,0,0,0,0.612,0.351,1
TND-001167,MPLADS-001167,1,Open e-Tender,2023-03-09,14,4,4,0,0.667,Open e-Tender,11966000.0,11966000.0,-0.0346,0.0026,0.9112,0.015,0,0,0,1,0.14,0.094,1
TND-001168,MPLADS-001168,1,Open e-Tender,2023-12-04,23,6,5,0,1.0,Open e-Tender,2252000.0,2252000.0,-0.0621,0.0359,0.8653,0.162,0,0,0,0,0.187,0.063,1
TND-001169,MPLADS-001169,1,Open e-Tender,2022-03-15,27,7,6,0,1.0,Open e-Tender,2433000.0,2433000.0,-0.0731,0.0412,0.873,0.16,1,0,0,0,0.419,0.345,1
TND-001170,MPLADS-001170,1,Open e-Tender,2022-06-23,28,5,5,0,0.833,Open e-Tender,348000.0,348000.0,-0.067,0.0299,0.8846,0.1,0,0,0,0,0.107,0.081,1
TND-001171,MPLADS-001171,1,Open e-Tender,2022-01-22,14,6,5,0,1.0,Open e-Tender,2144000.0,2144000.0,-0.0138,0.0026,0.913,0.117,0,0,0,0,0.605,0.146,1
TND-001172,MPLADS-001172,1,Open e-Tender,2022-06-26,20,6,6,0,1.0,Open e-Tender,1154000.0,1154000.0,-0.0086,0.0001,0.9348,0.002,1,0,0,0,0.314,0.201,1
TND-001173,MPLADS-001173,1,Open e-Tender,2022-07-18,14,5,4,0,0.833,Open e-Tender,2282000.0,2282000.0,-0.0185,0.0005,0.8823,0.198,1,0,0,0,0.123,0.388,1
TND-001174,MPLADS-001174,1,Open e-Tender,2022-05-10,16,5,5,0,0.833,Open e-Tender,16842000.0,16842000.0,0.0071,0.01,0.8559,0.173,0,0,0,0,0.546,0.065,1
TND-001175,MPLADS-001175,1,Open e-Tender,2023-03-18,24,4,3,0,0.667,Open e-Tender,1730000.0,1730000.0,0.0135,0.0402,0.9546,0.137,0,0,0,0,0.602,0.347,1
TND-001176,MPLADS-001176,1,Open e-Tender,2022-05-12,15,4,3,0,0.667,Open e-Tender,15885000.0,15885000.0,0.0016,0.0068,0.968,0.061,0,0,0,0,0.197,0.179,1
TND-001177,MPLADS-001177,1,Open e-Tender,2023-05-14,23,6,6,0,1.0,Open e-Tender,10866000.0,10866000.0,-0.0709,0.0394,0.8592,0.165,0,0,0,0,0.401,0.051,1
TND-001178,MPLADS-001178,1,Open e-Tender,2023-04-10,17,6,5,0,1.0,Open e-Tender,1907000.0,1907000.0,0.016,0.033,0.937,0.139,0,0,0,1,0.463,0.462,1
TND-001179,MPLADS-001179,1,Open e-Tender,2023-01-11,21,6,5,0,1.0,Open e-Tender,2634000.0,2634000.0,0.0027,0.0432,0.8896,0.063,0,0,0,0,0.552,0.133,1
TND-001180,MPLADS-001180,1,Open e-Tender,2023-06-21,25,6,5,0,1.0,Open e-Tender,1162000.0,1162000.0,0.0104,0.0053,0.9158,0.013,1,0,0,0,0.596,0.163,1
TND-001181,MPLADS-001181,1,Open e-Tender,2022-06-28,14,4,3,0,0.667,Open e-Tender,1778000.0,1778000.0,-0.0662,0.0137,0.8516,0.197,0,0,0,0,0.422,0.081,1
TND-001182,MPLADS-001182,1,Open e-Tender,2022-05-08,29,6,6,0,1.0,Open e-Tender,13156000.0,13156000.0,-0.0601,0.0227,0.8658,0.02,0,0,0,0,0.718,0.304,1
TND-001183,MPLADS-001183,1,Open e-Tender,2023-06-15,15,7,7,0,1.0,Open e-Tender,1389000.0,1389000.0,-0.0368,0.0199,0.9033,0.237,0,0,0,0,0.432,0.094,1
TND-001184,MPLADS-001184,1,Open e-Tender,2022-04-21,26,7,6,0,1.0,Open e-Tender,1582000.0,1582000.0,-0.0721,0.004,0.9593,0.2,0,0,0,0,0.658,0.348,1
TND-001185,MPLADS-001185,1,Open e-Tender,2023-08-29,29,5,4,0,0.833,Open e-Tender,689000.0,689000.0,0.0015,0.017,0.9341,0.041,0,0,0,1,0.572,0.185,1
TND-001186,MPLADS-001186,1,Open e-Tender,2022-04-21,22,7,7,0,1.0,Open e-Tender,3405000.0,3405000.0,-0.0142,0.0183,0.9395,0.119,0,0,0,0,0.502,0.058,1
TND-001187,MPLADS-001187,1,Open e-Tender,2023-03-30,24,5,4,0,0.833,Open e-Tender,2409000.0,2409000.0,-0.0437,0.0272,0.989,0.171,0,0,0,0,0.24,0.126,1
TND-001188,MPLADS-001188,1,Open e-Tender,2023-05-15,27,7,6,0,1.0,Open e-Tender,498000.0,498000.0,-0.0532,0.0102,0.8862,0.139,0,0,0,0,0.336,0.432,1
TND-001189,MPLADS-001189,1,Open e-Tender,2022-04-18,24,4,4,0,0.667,Open e-Tender,1914000.0,1914000.0,-0.0078,0.0443,0.973,0.038,0,0,0,0,0.278,0.426,1
TND-001190,MPLADS-001190,1,Open e-Tender,2023-06-24,20,5,4,0,0.833,Open e-Tender,1808000.0,1808000.0,0.0146,0.0122,0.9721,0.067,0,0,0,0,0.338,0.136,1
TND-001191,MPLADS-001191,1,Open e-Tender,2023-03-17,25,7,6,0,1.0,Open e-Tender,935000.0,935000.0,-0.0331,0.0063,0.8789,0.114,0,0,0,0,0.686,0.46,1
TND-001192,MPLADS-001192,1,Open e-Tender,2023-08-10,18,7,7,0,1.0,Open e-Tender,1739000.0,1739000.0,-0.0147,0.0056,0.9382,0.049,0,0,0,0,0.182,0.051,1
TND-001193,MPLADS-001193,1,Direct / Single Inquiry,2023-03-21,29,1,1,1,0.167,Single Tender Inquiry,1357000.0,1357000.0,-0.045,0.034,0.0,0.132,0,0,0,0,0.633,0.104,0
TND-001194,MPLADS-001194,1,Open e-Tender,2023-09-15,21,3,3,0,0.5,Open e-Tender,12218000.0,12218000.0,-0.0288,0.0023,0.9363,0.067,0,0,0,0,0.663,0.252,1
TND-001195,MPLADS-001195,1,Open e-Tender,2023-03-27,29,7,6,0,1.0,Open e-Tender,1386000.0,1386000.0,-0.0156,0.0329,0.9215,0.091,0,0,0,0,0.492,0.182,1
TND-001196,MPLADS-001196,1,Open e-Tender,2022-12-23,18,4,4,0,0.667,Open e-Tender,9333000.0,9333000.0,0.0119,0.0254,0.9794,0.046,0,0,0,0,0.485,0.228,1
TND-001197,MPLADS-001197,1,Open e-Tender,2022-01-10,24,7,7,0,1.0,Open e-Tender,2316000.0,2316000.0,-0.0398,0.0465,0.8702,0.178,0,0,0,0,0.515,0.222,1
TND-001198,MPLADS-001198,1,Open e-Tender,2023-08-10,20,6,5,0,1.0,Open e-Tender,1483000.0,1483000.0,-0.0578,0.0193,0.9557,0.116,0,0,0,1,0.308,0.335,1
TND-001199,MPLADS-001199,1,Open e-Tender,2023-03-15,19,6,5,0,1.0,Open e-Tender,433000.0,433000.0,-0.0204,0.0265,0.949,0.061,0,0,0,0,0.238,0.062,1
TND-001200,MPLADS-001200,1,Open e-Tender,2022-03-11,17,3,3,0,0.5,Open e-Tender,4029000.0,4029000.0,-0.032,0.0027,0.8518,0.104,0,0,0,0,0.488,0.269,1
TND-001201,MPLADS-001201,1,Open e-Tender,2022-04-02,25,3,2,0,0.5,Open e-Tender,2595000.0,2595000.0,-0.0645,0.01,0.8581,0.205,0,0,0,0,0.61,0.098,1
TND-001202,MPLADS-001202,1,Open e-Tender,2022-03-11,24,6,5,0,1.0,Open e-Tender,1892000.0,1892000.0,-0.0512,0.0495,0.9015,0.156,0,0,0,0,0.267,0.138,1
TND-001203,MPLADS-001203,1,Open e-Tender,2023-08-15,28,6,6,0,1.0,Open e-Tender,3164000.0,3164000.0,-0.0501,0.0276,0.8876,0.142,0,0,0,0,0.342,0.341,1
TND-001204,MPLADS-001204,1,Open e-Tender,2023-06-03,21,7,6,0,1.0,Open e-Tender,1514000.0,1514000.0,-0.0301,0.0246,0.8968,0.122,0,0,0,0,0.625,0.493,1
TND-001205,MPLADS-001205,1,Open e-Tender,2023-02-19,25,4,4,0,0.667,Open e-Tender,15199000.0,15199000.0,-0.0485,0.0213,0.9362,0.25,0,0,0,0,0.648,0.369,1
TND-001206,MPLADS-001206,1,Open e-Tender,2022-10-31,29,3,2,0,0.5,Open e-Tender,650000.0,650000.0,-0.0525,0.0452,0.9769,0.196,0,0,0,0,0.746,0.191,1
TND-001207,MPLADS-001207,1,Open e-Tender,2023-10-29,27,3,3,0,0.5,Open e-Tender,1793000.0,1793000.0,-0.0011,0.0128,0.9563,0.104,0,0,0,1,0.746,0.213,1
TND-001208,MPLADS-001208,1,Open e-Tender,2022-12-05,21,5,4,0,0.833,Open e-Tender,1252000.0,1252000.0,-0.0726,0.0386,0.9571,0.114,0,0,0,0,0.713,0.36,1
TND-001209,MPLADS-001209,1,Open e-Tender,2023-11-29,23,7,7,0,1.0,Open e-Tender,2575000.0,2575000.0,-0.037,0.019,0.9815,0.051,0,0,0,1,0.129,0.33,1
TND-001210,MPLADS-001210,1,Open e-Tender,2022-10-22,14,6,5,0,1.0,Open e-Tender,463000.0,463000.0,-0.0191,0.0436,0.853,0.184,0,0,0,0,0.384,0.106,1
TND-001211,MPLADS-001211,1,Open e-Tender,2023-04-03,21,4,4,0,0.667,Open e-Tender,1363000.0,1363000.0,-0.0455,0.0339,0.8875,0.248,0,0,0,0,0.545,0.102,1
TND-001212,MPLADS-001212,1,Open e-Tender,2023-02-17,18,7,7,0,1.0,Open e-Tender,2971000.0,2971000.0,-0.0348,0.0369,0.9656,0.063,0,0,0,1,0.503,0.464,1
TND-001213,MPLADS-001213,1,Open e-Tender,2022-03-25,27,6,5,0,1.0,Open e-Tender,2539000.0,2539000.0,-0.0444,0.017,0.8609,0.009,0,0,0,0,0.555,0.223,1
TND-001214,MPLADS-001214,1,Open e-Tender,2022-12-21,29,6,5,0,1.0,Open e-Tender,1559000.0,1559000.0,-0.0038,0.0495,0.9698,0.196,0,0,0,0,0.693,0.148,1
TND-001215,MPLADS-001215,1,Open e-Tender,2022-05-28,14,7,6,0,1.0,Open e-Tender,8763000.0,8763000.0,-0.028,0.0404,0.9259,0.214,0,0,0,0,0.735,0.299,1
TND-001216,MPLADS-001216,1,Open e-Tender,2023-12-20,22,7,6,0,1.0,Open e-Tender,2614000.0,2614000.0,-0.0076,0.0126,0.909,0.007,0,0,0,0,0.56,0.38,1
TND-001217,MPLADS-001217,1,Open e-Tender,2022-11-01,24,6,5,0,1.0,Open e-Tender,985000.0,985000.0,-0.0286,0.0323,0.9297,0.046,0,0,0,1,0.448,0.46,1
TND-001218,MPLADS-001218,1,Open e-Tender,2022-11-12,19,3,2,0,0.5,Open e-Tender,440000.0,440000.0,-0.0658,0.0285,0.9226,0.225,0,0,0,1,0.508,0.273,1
TND-001219,MPLADS-001219,1,Direct / Single Inquiry,2022-09-16,26,1,1,1,0.167,Single Tender Inquiry,12884000.0,12884000.0,-0.0369,0.0059,0.0,0.181,0,0,0,0,0.345,0.156,0
TND-001220,MPLADS-001220,1,Direct / Single Inquiry,2022-03-31,26,1,1,1,0.167,Single Tender Inquiry,2506000.0,2506000.0,-0.0234,0.0085,0.0,0.155,0,0,0,1,0.508,0.261,0
TND-001221,MPLADS-001221,1,Open e-Tender,2022-10-12,16,4,3,0,0.667,Open e-Tender,9051000.0,9051000.0,-0.0234,0.0433,0.8704,0.079,0,0,0,0,0.187,0.136,1
TND-001222,MPLADS-001222,1,Open e-Tender,2022-02-15,22,5,5,0,0.833,Open e-Tender,2048000.0,2048000.0,-0.0303,0.0469,0.8636,0.203,0,0,0,0,0.453,0.405,1
TND-001223,MPLADS-001223,1,Open e-Tender,2022-06-25,21,5,4,0,0.833,Open e-Tender,66419000.0,66419000.0,-0.049,0.0022,0.8583,0.104,0,0,0,0,0.509,0.43,1
TND-001224,MPLADS-001224,1,Open e-Tender,2023-04-20,19,7,7,0,1.0,Open e-Tender,13199000.0,13199000.0,-0.0429,0.018,0.859,0.24,0,0,0,0,0.564,0.396,1
TND-001225,MPLADS-001225,1,Open e-Tender,2022-04-03,17,3,3,0,0.5,Open e-Tender,2249000.0,2249000.0,-0.0737,0.0331,0.9721,0.166,1,0,0,0,0.509,0.056,1
TND-001226,MPLADS-001226,1,Open e-Tender,2022-09-12,15,7,6,0,1.0,Open e-Tender,447000.0,447000.0,0.0045,0.0499,0.8918,0.093,0,0,0,0,0.351,0.105,1
TND-001227,MPLADS-001227,1,Open e-Tender,2023-02-07,16,7,6,0,1.0,Open e-Tender,2261000.0,2261000.0,-0.0524,0.0138,0.9141,0.137,0,0,0,1,0.144,0.217,1
TND-001228,MPLADS-001228,1,Open e-Tender,2023-05-08,24,4,4,0,0.667,Open e-Tender,1771000.0,1771000.0,-0.0494,0.0218,0.9181,0.129,0,0,0,0,0.651,0.419,1
TND-001229,MPLADS-001229,1,Open e-Tender,2023-04-09,29,6,6,0,1.0,Open e-Tender,877000.0,877000.0,-0.0011,0.0108,0.8511,0.054,0,0,0,0,0.127,0.486,1
TND-001230,MPLADS-001230,1,Open e-Tender,2023-06-16,25,6,5,0,1.0,Open e-Tender,2762000.0,2762000.0,-0.0068,0.036,0.9625,0.225,0,0,0,0,0.608,0.092,1
TND-001231,MPLADS-001231,1,Open e-Tender,2023-05-14,20,4,4,0,0.667,Open e-Tender,991000.0,991000.0,0.0175,0.0039,0.9558,0.119,0,0,0,1,0.245,0.449,1
TND-001232,MPLADS-001232,1,Open e-Tender,2023-01-03,16,4,3,0,0.667,Open e-Tender,548000.0,548000.0,-0.0436,0.0345,0.8851,0.088,0,0,0,0,0.614,0.341,1
TND-001233,MPLADS-001233,1,Open e-Tender,2023-07-19,16,4,4,0,0.667,Open e-Tender,780000.0,780000.0,-0.0625,0.0335,0.9185,0.052,0,0,0,0,0.617,0.184,1
TND-001234,MPLADS-001234,1,Open e-Tender,2023-09-12,16,6,6,0,1.0,Open e-Tender,847000.0,847000.0,-0.0276,0.0176,0.9873,0.202,0,0,0,1,0.242,0.403,1
TND-001235,MPLADS-001235,1,Open e-Tender,2023-02-07,17,7,6,0,1.0,Open e-Tender,1070000.0,1070000.0,-0.0299,0.0049,0.9208,0.038,0,0,0,0,0.301,0.419,1
TND-001236,MPLADS-001236,1,Open e-Tender,2023-09-09,18,7,6,0,1.0,Open e-Tender,14269000.0,14269000.0,-0.0653,0.0306,0.9361,0.039,0,0,0,0,0.407,0.438,1
TND-001237,MPLADS-001237,1,Open e-Tender,2022-09-20,19,6,6,0,1.0,Open e-Tender,345000.0,345000.0,-0.0309,0.0175,0.9388,0.245,0,0,0,0,0.232,0.368,1
TND-001238,MPLADS-001238,1,Open e-Tender,2022-08-01,22,5,5,0,0.833,Open e-Tender,1376000.0,1376000.0,-0.0734,0.0282,0.9858,0.043,0,0,0,0,0.723,0.121,1
TND-001239,MPLADS-001239,1,Open e-Tender,2023-08-05,14,7,6,0,1.0,Open e-Tender,642000.0,642000.0,-0.0093,0.0452,0.8998,0.151,0,0,0,0,0.442,0.276,1
TND-001240,MPLADS-001240,1,Open e-Tender,2022-04-29,25,6,6,0,1.0,Open e-Tender,629000.0,629000.0,-0.0063,0.0413,0.9719,0.158,0,0,0,0,0.102,0.238,1
TND-001241,MPLADS-001241,1,Open e-Tender,2023-01-07,18,6,6,0,1.0,Open e-Tender,1012000.0,1012000.0,-0.0165,0.0459,0.9309,0.153,0,0,0,0,0.155,0.218,1
TND-001242,MPLADS-001242,1,Open e-Tender,2023-05-24,20,6,6,0,1.0,Open e-Tender,3018000.0,3018000.0,0.0033,0.0428,0.9587,0.189,0,0,0,0,0.645,0.209,1
TND-001243,MPLADS-001243,1,Open e-Tender,2023-06-12,24,3,2,0,0.5,Open e-Tender,2641000.0,2641000.0,-0.0743,0.0484,0.9069,0.209,0,0,0,0,0.255,0.063,1
TND-001244,MPLADS-001244,1,Open e-Tender,2022-07-04,18,4,3,0,0.667,Open e-Tender,2499000.0,2499000.0,-0.0103,0.0028,0.8891,0.136,0,0,0,0,0.465,0.413,1
TND-001245,MPLADS-001245,1,Open e-Tender,2022-12-03,14,4,3,0,0.667,Open e-Tender,2699000.0,2699000.0,0.0116,0.0334,0.9815,0.016,0,0,0,0,0.502,0.213,1
TND-001246,MPLADS-001246,1,Open e-Tender,2022-02-12,27,5,5,0,0.833,Open e-Tender,2339000.0,2339000.0,0.0034,0.008,0.9053,0.137,0,0,0,1,0.101,0.165,1
TND-001247,MPLADS-001247,1,Open e-Tender,2023-02-07,20,7,6,0,1.0,Open e-Tender,7939000.0,7939000.0,-0.0553,0.021,0.9765,0.242,0,0,0,0,0.569,0.093,1
TND-001248,MPLADS-001248,1,Open e-Tender,2023-08-18,15,7,7,0,1.0,Open e-Tender,866000.0,866000.0,-0.0484,0.0453,0.9346,0.175,1,0,0,0,0.141,0.268,1
TND-001249,MPLADS-001249,1,Open e-Tender,2023-01-26,27,3,3,0,0.5,Open e-Tender,468000.0,468000.0,-0.0147,0.0122,0.8691,0.193,0,0,0,0,0.416,0.363,1
TND-001250,MPLADS-001250,1,Open e-Tender,2023-03-02,23,7,7,0,1.0,Open e-Tender,539000.0,539000.0,0.0,0.0301,0.912,0.104,0,0,0,0,0.214,0.176,1
TND-001251,MPLADS-001251,1,Open e-Tender,2023-07-16,24,7,6,0,1.0,Open e-Tender,5844000.0,5844000.0,-0.0348,0.0357,0.8662,0.053,0,0,0,0,0.382,0.393,1
TND-001252,MPLADS-001252,1,Open e-Tender,2022-12-09,18,7,7,0,1.0,Open e-Tender,2196000.0,2196000.0,-0.0639,0.0329,0.9466,0.159,0,0,0,0,0.349,0.193,1
TND-001253,MPLADS-001253,1,Open e-Tender,2022-06-19,25,7,7,0,1.0,Open e-Tender,2012000.0,2012000.0,-0.0518,0.0499,0.9899,0.151,1,0,0,0,0.426,0.366,1
TND-001254,MPLADS-001254,1,Open e-Tender,2022-06-16,25,3,3,0,0.5,Open e-Tender,636000.0,636000.0,-0.0016,0.0039,0.9232,0.09,0,0,0,0,0.408,0.137,1
TND-001255,MPLADS-001255,1,Open e-Tender,2022-06-14,23,3,2,0,0.5,Open e-Tender,2371000.0,2371000.0,-0.0535,0.0031,0.9395,0.076,0,0,0,0,0.486,0.353,1
TND-001256,MPLADS-001256,1,Open e-Tender,2023-05-14,29,6,6,0,1.0,Open e-Tender,13873000.0,13873000.0,-0.0006,0.0311,0.9457,0.073,0,0,0,0,0.442,0.494,1
TND-001257,MPLADS-001257,1,Open e-Tender,2022-07-03,17,7,7,0,1.0,Open e-Tender,3014000.0,3014000.0,-0.0233,0.0415,0.925,0.217,0,0,0,0,0.344,0.48,1
TND-001258,MPLADS-001258,1,Open e-Tender,2022-05-07,20,3,3,0,0.5,Open e-Tender,15630000.0,15630000.0,-0.0279,0.0327,0.8868,0.1,1,0,0,1,0.232,0.069,1
TND-001259,MPLADS-001259,1,Open e-Tender,2022-03-27,17,5,5,0,0.833,Open e-Tender,779000.0,779000.0,-0.0347,0.012,0.9183,0.074,0,0,0,0,0.573,0.144,1
TND-001260,MPLADS-001260,1,Open e-Tender,2022-09-07,29,3,2,0,0.5,Open e-Tender,9597000.0,9597000.0,-0.0156,0.0127,0.9125,0.193,0,0,0,0,0.732,0.28,1
TND-001261,MPLADS-001261,1,Open e-Tender,2023-10-08,22,7,7,0,1.0,Open e-Tender,1050000.0,1050000.0,-0.0214,0.0225,0.9038,0.065,0,0,0,0,0.136,0.191,1
TND-001262,MPLADS-001262,1,Open e-Tender,2023-03-04,27,7,7,0,1.0,Open e-Tender,13142000.0,13142000.0,-0.0368,0.0492,0.9004,0.157,0,0,0,0,0.444,0.354,1
TND-001263,MPLADS-001263,1,Open e-Tender,2022-08-06,20,7,7,0,1.0,Open e-Tender,13011000.0,13011000.0,-0.0369,0.0276,0.9399,0.203,0,0,0,0,0.692,0.418,1
TND-001264,MPLADS-001264,1,Open e-Tender,2023-08-29,16,4,3,0,0.667,Open e-Tender,3218000.0,3218000.0,-0.0588,0.0066,0.853,0.181,0,0,0,0,0.744,0.45,1
TND-001265,MPLADS-001265,1,Open e-Tender,2022-03-06,14,3,3,0,0.5,Open e-Tender,584000.0,584000.0,-0.025,0.0379,0.8963,0.081,0,0,0,0,0.236,0.358,1
TND-001266,MPLADS-001266,1,Open e-Tender,2023-09-11,25,3,3,0,0.5,Open e-Tender,2031000.0,2031000.0,-0.0203,0.0404,0.9782,0.185,0,0,0,0,0.18,0.091,1
TND-001267,MPLADS-001267,1,Direct / Single Inquiry,2022-12-31,19,1,1,1,0.167,Single Tender Inquiry,2026000.0,2026000.0,-0.047,0.0179,0.0,0.171,0,0,0,0,0.218,0.146,0
TND-001268,MPLADS-001268,1,Open e-Tender,2022-11-19,26,4,3,0,0.667,Open e-Tender,344000.0,344000.0,-0.0627,0.0324,0.8787,0.018,0,0,0,0,0.24,0.406,1
TND-001269,MPLADS-001269,1,Open e-Tender,2023-08-31,16,4,4,0,0.667,Open e-Tender,399000.0,399000.0,-0.0432,0.0379,0.9636,0.219,0,0,0,0,0.325,0.221,1
TND-001270,MPLADS-001270,1,Open e-Tender,2023-06-16,17,6,6,0,1.0,Open e-Tender,655000.0,655000.0,-0.0548,0.0274,0.9119,0.202,0,0,0,0,0.575,0.488,1
TND-001271,MPLADS-001271,1,Open e-Tender,2022-07-12,17,6,5,0,1.0,Open e-Tender,3576000.0,3576000.0,-0.0724,0.0043,0.9603,0.169,0,0,0,0,0.458,0.187,1
TND-001272,MPLADS-001272,1,Direct / Single Inquiry,2023-02-21,28,1,1,1,0.167,Single Tender Inquiry,710000.0,710000.0,-0.0571,0.037,0.0,0.227,0,0,0,0,0.378,0.09,0
TND-001273,MPLADS-001273,1,Open e-Tender,2023-05-13,20,7,7,0,1.0,Open e-Tender,1792000.0,1792000.0,-0.0386,0.0438,0.9067,0.008,0,0,0,1,0.709,0.281,1
TND-001274,MPLADS-001274,1,Open e-Tender,2023-10-09,19,7,7,0,1.0,Open e-Tender,2047000.0,2047000.0,-0.0597,0.0291,0.8705,0.093,0,0,0,1,0.676,0.334,1
TND-001275,MPLADS-001275,1,Open e-Tender,2022-12-05,14,6,5,0,1.0,Open e-Tender,1567000.0,1567000.0,-0.0038,0.0359,0.9555,0.037,0,0,0,0,0.452,0.435,1
TND-001276,MPLADS-001276,1,Direct / Single Inquiry,2022-11-26,21,1,1,1,0.167,Single Tender Inquiry,2953000.0,2953000.0,-0.012,0.0367,0.0,0.124,0,0,0,0,0.657,0.368,0
TND-001277,MPLADS-001277,1,Open e-Tender,2022-10-06,23,5,4,0,0.833,Open e-Tender,15017000.0,15017000.0,0.0087,0.0451,0.9578,0.089,0,0,0,0,0.317,0.301,1
TND-001278,MPLADS-001278,1,Direct / Single Inquiry,2022-01-29,26,1,1,1,0.167,Single Tender Inquiry,1956000.0,1956000.0,-0.0031,0.0438,0.0,0.12,0,0,0,0,0.61,0.352,0
TND-001279,MPLADS-001279,1,Open e-Tender,2023-05-20,21,4,4,0,0.667,Open e-Tender,713000.0,713000.0,-0.0643,0.0412,0.9288,0.114,0,0,0,0,0.58,0.22,1
TND-001280,MPLADS-001280,1,Open e-Tender,2022-10-22,26,3,2,0,0.5,Open e-Tender,711000.0,711000.0,-0.0042,0.0452,0.9684,0.01,0,0,0,0,0.45,0.396,1
TND-001281,MPLADS-001281,1,Open e-Tender,2023-09-18,16,7,7,0,1.0,Open e-Tender,589000.0,589000.0,-0.0485,0.0384,0.9366,0.127,0,0,0,0,0.624,0.21,1
TND-001282,MPLADS-001282,1,Open e-Tender,2023-09-15,14,7,6,0,1.0,Open e-Tender,2090000.0,2090000.0,-0.022,0.0464,0.868,0.241,0,0,0,0,0.242,0.343,1
TND-001283,MPLADS-001283,1,Open e-Tender,2022-09-04,17,6,6,0,1.0,Open e-Tender,1697000.0,1697000.0,-0.0139,0.0231,0.893,0.028,1,0,0,0,0.42,0.286,1
TND-001284,MPLADS-001284,1,Open e-Tender,2023-04-22,21,7,6,0,1.0,Open e-Tender,9333000.0,9333000.0,0.004,0.0277,0.9439,0.133,0,0,0,0,0.659,0.155,1
TND-001285,MPLADS-001285,1,Open e-Tender,2022-03-11,17,3,2,0,0.5,Open e-Tender,466000.0,466000.0,-0.0085,0.0108,0.9374,0.038,0,0,0,0,0.485,0.461,1
TND-001286,MPLADS-001286,1,Open e-Tender,2022-06-14,22,7,7,0,1.0,Open e-Tender,1642000.0,1642000.0,-0.0569,0.0212,0.8638,0.0,1,0,0,0,0.221,0.117,1
TND-001287,MPLADS-001287,1,Open e-Tender,2023-06-02,29,3,2,0,0.5,Open e-Tender,843000.0,843000.0,-0.0299,0.0496,0.8719,0.062,0,0,0,0,0.478,0.22,1
TND-001288,MPLADS-001288,1,Open e-Tender,2023-07-20,27,3,2,0,0.5,Open e-Tender,1896000.0,1896000.0,-0.0242,0.046,0.903,0.149,0,0,0,0,0.234,0.201,1
TND-001289,MPLADS-001289,1,Open e-Tender,2022-01-26,18,7,7,0,1.0,Open e-Tender,1868000.0,1868000.0,-0.0158,0.045,0.8589,0.177,0,0,0,0,0.692,0.17,1
TND-001290,MPLADS-001290,1,Direct / Single Inquiry,2022-12-08,20,1,1,1,0.167,Single Tender Inquiry,595000.0,595000.0,-0.0246,0.0255,0.0,0.155,0,0,0,1,0.215,0.118,0
