project_id,physical_progress,financial_progress,financial_physical_gap,delay_days,extension_count
MPLADS-002470,40.1,39.6,-0.4,0,0
MPLADS-002471,40.6,44.0,3.4,0,0
MPLADS-002472,43.0,42.4,-0.5,0,0
MPLADS-002473,89.4,82.4,-7.0,0,0
MPLADS-002474,36.0,94.0,58.0,0,0
MPLADS-002475,98.4,68.5,-29.8,0,0
MPLADS-002476,51.2,52.4,1.2,0,0
MPLADS-002477,73.2,71.6,-1.5,0,0
MPLADS-002478,52.9,79.3,26.4,0,0
MPLADS-002479,79.1,81.8,2.7,0,0
MPLADS-002480,48.3,50.4,2.1,0,0
MPLADS-002481,95.5,93.3,-2.2,0,0
MPLADS-002482,71.6,70.9,-0.7,0,0
MPLADS-002483,53.3,51.2,-2.1,0,0
MPLADS-002484,70.4,134.9,64.6,0,0
MPLADS-002485,85.7,92.8,7.0,0,0
MPLADS-002486,58.5,78.5,19.9,0,0
MPLADS-002487,45.5,46.5,1.0,0,0
MPLADS-002488,64.7,96.3,31.6,0,0
MPLADS-002489,59.7,63.6,3.8,0,0
MPLADS-002490,43.4,38.9,-4.5,0,0
MPLADS-002491,70.2,71.6,1.3,0,0
MPLADS-002492,86.6,90.0,3.4,370,1
MPLADS-002493,63.1,63.8,0.7,0,0
MPLADS-002494,88.8,85.3,-3.5,0,0
MPLADS-002495,85.4,83.4,-2.0,0,0
MPLADS-002496,36.0,94.0,58.0,0,0
MPLADS-002497,86.8,89.5,2.7,0,0
MPLADS-002498,57.5,54.5,-2.9,0,0
MPLADS-002499,76.8,73.9,-3.0,0,0
MPLADS-002500,47.5,50.5,3.0,0,0
MPLADS-002501,42.0,38.0,-4.0,0,0
MPLADS-002502,82.2,76.8,-5.4,0,0
MPLADS-002503,60.9,88.3,27.4,0,0
MPLADS-002504,79.0,96.3,17.3,0,0
MPLADS-002505,77.1,76.3,-0.8,0,0
MPLADS-002506,85.1,88.4,3.2,0,0
MPLADS-002507,91.5,90.0,-1.6,0,0
MPLADS-002508,50.1,43.0,-7.2,0,0
MPLADS-002509,87.8,89.2,1.5,0,0
MPLADS-002510,96.6,94.2,-2.5,0,0
MPLADS-002511,41.8,44.2,2.4,0,0
MPLADS-002512,98.1,99.3,1.2,0,0
MPLADS-002513,98.2,99.2,0.9,0,0
MPLADS-002514,69.4,60.9,-8.5,0,0
MPLADS-002515,82.7,80.3,-2.4,0,0
MPLADS-002516,48.2,64.7,16.5,0,0
MPLADS-002517,42.7,43.4,0.7,0,0
MPLADS-002518,71.1,76.2,5.1,0,0
MPLADS-002519,66.6,67.5,0.9,0,0
MPLADS-002520,92.4,93.3,0.9,0,0
MPLADS-002521,66.0,65.1,-0.8,0,0
MPLADS-002522,48.3,89.5,41.2,0,0
MPLADS-002523,96.9,90.4,-6.5,0,0
MPLADS-002524,78.6,75.2,-3.3,0,0
MPLADS-002525,64.2,68.4,4.2,0,0
MPLADS-002526,54.9,97.0,42.0,377,1
MPLADS-002527,95.1,96.7,1.6,0,0
MPLADS-002528,91.0,95.8,4.8,0,0
MPLADS-002529,84.6,80.3,-4.2,0,0
MPLADS-002530,69.0,89.7,20.6,0,0
MPLADS-002531,83.9,97.6,13.7,0,0
MPLADS-002532,66.8,76.2,9.4,328,1
MPLADS-002533,36.0,94.0,58.0,0,0
MPLADS-002534,71.2,67.6,-3.6,0,0
MPLADS-002535,77.9,62.8,-15.1,0,0
MPLADS-002536,87.1,83.7,-3.4,0,0
MPLADS-002537,94.7,93.0,-1.8,0,0
MPLADS-002538,54.9,54.0,-0.9,0,0
MPLADS-002539,54.9,54.4,-0.5,0,0
MPLADS-002540,93.0,123.1,30.0,0,0
MPLADS-002541,64.2,67.5,3.3,0,0
MPLADS-002542,51.8,82.4,30.6,220,1
MPLADS-002543,62.0,59.8,-2.2,0,0
MPLADS-002544,94.4,89.7,-4.7,0,0
MPLADS-002545,52.3,49.1,-3.2,0,0
MPLADS-002546,46.4,47.0,0.5,0,0
MPLADS-002547,55.2,58.7,3.5,0,0
MPLADS-002548,74.9,73.4,-1.5,0,0
MPLADS-002549,96.3,96.8,0.5,0,0
MPLADS-002550,46.5,45.5,-1.0,0,0
MPLADS-002551,82.3,140.0,61.0,0,0
MPLADS-002552,86.4,89.0,2.6,0,0
MPLADS-002553,69.0,69.0,-0.0,0,0
MPLADS-002554,91.5,92.7,1.2,0,0
MPLADS-002555,87.9,88.1,0.2,0,0
MPLADS-002556,87.8,90.5,2.6,0,0
MPLADS-002557,69.7,74.4,4.6,0,0
MPLADS-002558,43.0,45.3,2.3,0,0
MPLADS-002559,62.0,68.1,6.1,0,0
MPLADS-002560,74.8,77.7,2.9,0,0
MPLADS-002561,72.0,69.1,-2.9,0,0
MPLADS-002562,45.6,49.3,3.7,0,0
MPLADS-002563,50.0,85.5,35.5,0,0
MPLADS-002564,68.2,133.4,65.2,0,0
MPLADS-002565,87.7,74.5,-13.2,0,0
MPLADS-002566,78.7,70.0,-8.7,0,0
MPLADS-002567,68.2,69.0,0.8,0,0
MPLADS-002568,36.0,94.0,58.0,0,0
MPLADS-002569,89.1,95.6,6.5,0,0
MPLADS-002570,59.2,57.0,-2.2,0,0
MPLADS-002571,86.3,72.7,-13.6,0,0
MPLADS-002572,92.5,89.8,-2.7,0,0
MPLADS-002573,76.1,81.4,5.3,0,0
MPLADS-002574,60.7,65.2,4.6,0,0
MPLADS-002575,98.8,100.6,1.8,0,0
MPLADS-002576,57.7,62.3,4.6,0,0
MPLADS-002577,49.5,49.2,-0.3,0,0
MPLADS-002578,63.1,84.5,21.4,0,0
MPLADS-002579,82.4,80.1,-2.3,0,0
MPLADS-002580,87.1,79.2,-7.9,0,0
MPLADS-002581,36.0,94.0,58.0,0,0
MPLADS-002582,77.3,72.1,-5.3,0,0
MPLADS-002583,90.0,94.0,4.0,0,0
MPLADS-002584,98.8,66.7,-32.1,0,0
MPLADS-002585,48.1,46.2,-1.9,0,0
MPLADS-002586,99.0,100.2,1.2,0,0
MPLADS-002587,84.8,83.5,-1.3,0,0
MPLADS-002588,71.0,68.2,-2.8,0,0
MPLADS-002589,79.6,81.7,2.1,0,0
MPLADS-002590,72.9,134.2,61.3,0,0
MPLADS-002591,47.2,50.7,3.5,0,0
MPLADS-002592,36.0,94.0,58.0,0,0
MPLADS-002593,76.1,71.5,-4.6,0,0
MPLADS-002594,59.4,58.7,-0.6,0,0
MPLADS-002595,88.3,87.7,-0.5,0,0
MPLADS-002596,52.1,51.9,-0.2,0,0
MPLADS-002597,65.2,69.1,3.9,0,0
MPLADS-002598,36.0,94.0,58.0,0,0
MPLADS-002599,87.9,93.3,5.4,0,0
MPLADS-002600,45.0,77.7,32.7,0,0
MPLADS-002601,51.4,51.3,-0.1,0,0
MPLADS-002602,94.7,94.3,-0.4,0,0
MPLADS-002603,36.0,94.0,58.0,0,0
MPLADS-002604,83.7,87.3,3.6,0,0
MPLADS-002605,95.6,123.4,27.8,0,0
MPLADS-002606,57.0,52.2,-4.8,0,0
MPLADS-002607,96.0,99.9,3.9,0,0
MPLADS-002608,72.7,73.8,1.1,0,0
MPLADS-002609,90.0,85.4,-4.6,0,0
MPLADS-002610,54.5,56.5,2.0,0,0
MPLADS-002611,67.9,70.5,2.6,0,0
MPLADS-002612,97.0,101.4,4.4,0,0
MPLADS-002613,92.6,93.1,0.6,0,0
MPLADS-002614,51.9,48.3,-3.6,0,0
MPLADS-002615,40.4,51.2,10.8,0,0
MPLADS-002616,56.7,51.0,-5.7,0,0
MPLADS-002617,70.9,92.1,21.2,364,1
MPLADS-002618,71.9,76.7,4.8,0,0
MPLADS-002619,67.2,68.3,1.1,0,0
MPLADS-002620,42.7,43.5,0.7,0,0
MPLADS-002621,89.0,86.5,-2.5,0,0
MPLADS-002622,44.9,137.2,92.3,0,0
MPLADS-002623,97.5,61.1,-36.4,0,0
MPLADS-002624,52.2,51.1,-1.1,0,0
MPLADS-002625,44.6,44.3,-0.3,0,0
MPLADS-002626,56.5,56.3,-0.2,0,0
MPLADS-002627,73.9,75.3,1.5,0,0
MPLADS-002628,84.0,96.6,12.6,0,0
MPLADS-002629,48.1,45.7,-2.4,0,0
MPLADS-002630,81.5,86.4,4.9,0,0
MPLADS-002631,48.7,43.7,-5.0,0,0
MPLADS-002632,69.9,69.5,-0.5,0,0
MPLADS-002633,55.4,97.7,42.3,0,0
MPLADS-002634,42.4,61.8,19.4,419,1
MPLADS-002635,76.1,96.2,20.2,0,0
MPLADS-002636,54.9,57.3,2.4,0,0
MPLADS-002637,77.6,78.6,1.0,0,0
MPLADS-002638,81.4,80.7,-0.7,0,0
MPLADS-002639,65.5,73.7,8.1,0,0
MPLADS-002640,99.1,99.6,0.5,0,0
MPLADS-002641,76.7,76.8,0.0,0,0
MPLADS-002642,52.4,54.7,2.3,0,0
MPLADS-002643,76.6,64.7,-11.9,0,0
MPLADS-002644,94.1,98.1,4.0,0,0
MPLADS-002645,66.8,72.0,5.2,0,0
MPLADS-002646,80.2,80.0,-0.2,0,0
MPLADS-002647,91.3,89.1,-2.3,0,0
MPLADS-002648,96.5,98.1,1.6,0,0
MPLADS-002649,73.2,65.0,-8.2,0,0
MPLADS-002650,83.8,84.3,0.6,0,0
MPLADS-002651,76.0,82.1,6.1,0,0
MPLADS-002652,59.3,66.4,7.1,0,0
MPLADS-002653,70.9,74.5,3.7,0,0
MPLADS-002654,95.6,93.3,-2.3,0,0
MPLADS-002655,86.1,82.7,-3.4,0,0
MPLADS-002656,76.9,99.4,22.6,0,0
MPLADS-002657,48.8,52.7,3.9,0,0
MPLADS-002658,71.4,73.2,1.8,0,0
MPLADS-002659,40.9,130.6,89.7,0,0
MPLADS-002660,88.2,85.7,-2.5,0,0
MPLADS-002661,64.7,64.6,-0.0,0,0
MPLADS-002662,65.2,67.0,1.9,0,0
MPLADS-002663,0.0,100.0,100.0,0,0
MPLADS-002664,55.0,53.0,-2.0,0,0
MPLADS-002665,51.3,54.7,3.4,0,0
MPLADS-002666,94.3,90.0,-4.4,0,0
MPLADS-002667,74.9,75.5,0.6,0,0
MPLADS-002668,68.9,128.7,59.8,0,0
MPLADS-002669,77.2,140.0,65.6,0,0
MPLADS-002670,99.6,99.2,-0.4,0,0
MPLADS-002671,53.0,73.8,20.8,0,0
MPLADS-002672,62.5,76.7,14.2,0,0
MPLADS-002673,61.8,96.0,34.1,0,0
MPLADS-002674,58.9,62.2,3.3,0,0
MPLADS-002675,84.2,87.2,2.9,0,0
MPLADS-002676,67.4,96.1,28.7,0,0
MPLADS-002677,50.5,65.0,14.5,0,0
MPLADS-002678,98.3,101.3,3.0,0,0
MPLADS-002679,92.9,85.0,-7.9,0,0
MPLADS-002680,65.0,64.0,-1.1,0,0
MPLADS-002681,99.2,102.2,3.0,0,0
MPLADS-002682,36.0,94.0,58.0,0,0
MPLADS-002683,74.3,67.3,-7.0,0,0
MPLADS-002684,85.7,84.4,-1.3,0,0
MPLADS-002685,97.7,124.6,26.9,0,0
MPLADS-002686,55.6,57.3,1.8,0,0
MPLADS-002687,65.2,67.0,1.8,0,0
MPLADS-002688,79.4,78.8,-0.6,0,0
MPLADS-002689,72.3,72.7,0.4,0,0
MPLADS-002690,94.7,83.2,-11.5,0,0
MPLADS-002691,51.3,57.3,6.0,0,0
MPLADS-002692,95.5,93.6,-1.8,0,0
MPLADS-002693,95.3,95.8,0.5,0,0
MPLADS-002694,94.9,89.9,-5.0,0,0
MPLADS-002695,70.5,69.5,-1.0,0,0
MPLADS-002696,75.1,63.0,-12.1,0,0
MPLADS-002697,79.8,80.4,0.6,0,0
MPLADS-002698,77.3,74.8,-2.5,0,0
MPLADS-002699,81.5,94.4,13.0,186,1
MPLADS-002700,64.8,69.0,4.2,0,0
MPLADS-002701,96.7,94.6,-2.0,0,0
MPLADS-002702,87.6,75.4,-12.2,0,0
MPLADS-002703,62.2,59.8,-2.4,0,0
MPLADS-002704,86.3,85.7,-0.5,0,0
MPLADS-002705,74.7,76.3,1.6,0,0
MPLADS-002706,67.6,71.0,3.4,0,0
MPLADS-002707,85.5,83.8,-1.7,0,0
MPLADS-002708,60.3,60.7,0.3,0,0
MPLADS-002709,43.5,38.8,-4.7,0,0
MPLADS-002710,64.1,64.0,-0.1,0,0
MPLADS-002711,49.9,71.4,21.4,312,1
MPLADS-002712,54.5,53.8,-0.7,0,0
MPLADS-002713,60.5,82.9,22.4,0,0
MPLADS-002714,56.4,70.3,13.8,0,0
MPLADS-002715,48.8,83.4,34.7,0,0
MPLADS-002716,89.9,95.5,5.6,0,0
MPLADS-002717,86.4,85.6,-0.8,0,0
MPLADS-002718,92.8,94.0,1.2,0,0
MPLADS-002719,89.0,88.5,-0.6,0,0
MPLADS-002720,78.3,76.3,-2.0,0,0
MPLADS-002721,58.6,61.2,2.6,0,0
MPLADS-002722,96.7,97.6,0.9,0,0
MPLADS-002723,53.7,50.1,-3.6,0,0
MPLADS-002724,96.8,98.5,1.6,0,0
MPLADS-002725,0.0,100.0,100.0,0,0
MPLADS-002726,91.1,86.6,-4.4,0,0
MPLADS-002727,93.9,98.1,4.2,0,0
MPLADS-002728,52.5,76.7,24.1,0,0
MPLADS-002729,91.6,80.9,-10.7,180,1
MPLADS-002730,49.3,47.6,-1.7,0,0
MPLADS-002731,86.5,86.3,-0.2,0,0
MPLADS-002732,82.6,92.1,9.5,0,0
MPLADS-002733,45.5,93.7,48.2,0,0
MPLADS-002734,50.9,54.4,3.5,0,0
MPLADS-002735,60.5,63.6,3.2,0,0
MPLADS-002736,99.4,95.3,-4.1,0,0
MPLADS-002737,53.2,55.9,2.7,0,0
MPLADS-002738,95.2,90.4,-4.8,0,0
MPLADS-002739,77.3,76.7,-0.6,0,0
MPLADS-002740,41.0,43.2,2.2,0,0
MPLADS-002741,56.2,57.2,1.1,0,0
MPLADS-002742,46.0,44.0,-2.0,0,0
MPLADS-002743,63.2,57.7,-5.5,0,0
MPLADS-002744,71.8,73.0,1.3,0,0
MPLADS-002745,98.3,97.1,-1.2,0,0
MPLADS-002746,63.1,92.9,29.8,0,0
MPLADS-002747,92.0,91.9,-0.1,0,0
MPLADS-002748,74.6,72.0,-2.6,0,0
MPLADS-002749,82.5,81.7,-0.8,0,0
MPLADS-002750,0.0,100.0,100.0,0,0
MPLADS-002751,98.7,97.8,-1.0,0,0
MPLADS-002752,36.0,94.0,58.0,0,0
MPLADS-002753,55.7,57.4,1.7,0,0
MPLADS-002754,91.5,92.8,1.3,0,0
MPLADS-002755,54.5,54.0,-0.5,0,0
MPLADS-002756,88.0,83.6,-4.4,0,0
MPLADS-002757,48.6,45.0,-3.6,0,0
MPLADS-002758,78.7,81.5,2.8,0,0
MPLADS-002759,85.6,86.4,0.9,0,0
MPLADS-002760,76.5,138.0,61.5,0,0
MPLADS-002761,81.5,76.4,-5.0,370,1
MPLADS-002762,36.0,94.0,58.0,0,0
MPLADS-002763,83.1,96.2,13.1,0,0
MPLADS-002764,65.5,68.0,2.5,0,0
MPLADS-002765,72.3,67.1,-5.2,0,0
MPLADS-002766,96.4,99.0,2.6,0,0
MPLADS-002767,58.3,58.4,0.1,0,0
MPLADS-002768,87.5,79.4,-8.1,0,0
MPLADS-002769,69.5,72.1,2.6,0,0
MPLADS-002770,61.0,65.0,4.0,0,0
MPLADS-002771,82.0,80.5,-1.5,0,0
MPLADS-002772,56.5,84.4,28.0,0,0
MPLADS-002773,99.2,100.1,0.9,0,0
MPLADS-002774,68.7,75.3,6.7,0,0
MPLADS-002775,56.8,60.1,3.3,0,0
MPLADS-002776,79.3,75.4,-3.9,0,0
MPLADS-002777,93.5,97.5,4.1,0,0
MPLADS-002778,47.7,91.5,43.8,0,0
MPLADS-002779,87.7,88.6,0.8,0,0
MPLADS-002780,67.1,72.1,5.0,0,0
MPLADS-002781,45.0,40.9,-4.1,0,0
MPLADS-002782,45.7,136.1,90.4,0,0
MPLADS-002783,98.0,97.8,-0.2,0,0
MPLADS-002784,48.9,53.0,4.1,0,0
MPLADS-002785,0.0,100.0,100.0,0,0
MPLADS-002786,98.5,98.0,-0.5,0,0
MPLADS-002787,90.3,90.5,0.1,0,0
MPLADS-002788,97.3,95.7,-1.6,0,0
MPLADS-002789,93.5,92.9,-0.6,0,0
MPLADS-002790,51.7,46.2,-5.5,0,0
MPLADS-002791,42.8,41.6,-1.2,0,0
MPLADS-002792,51.6,50.2,-1.4,0,0
MPLADS-002793,82.9,89.5,6.6,0,0
MPLADS-002794,44.8,40.0,-4.8,0,0
MPLADS-002795,79.4,78.8,-0.6,0,0
MPLADS-002796,60.6,59.6,-1.0,0,0
MPLADS-002797,63.2,63.3,0.1,0,0
MPLADS-002798,96.5,97.8,1.3,0,0
MPLADS-002799,69.5,77.0,7.5,0,0
MPLADS-002800,41.8,85.7,43.9,282,1
MPLADS-002801,36.0,94.0,58.0,0,0
MPLADS-002802,79.4,81.0,1.6,0,0
MPLADS-002803,85.9,93.2,7.3,0,0
MPLADS-002804,95.8,97.9,2.1,0,0
MPLADS-002805,78.8,73.5,-5.2,0,0
MPLADS-002806,46.8,47.0,0.1,0,0
MPLADS-002807,86.6,87.6,1.0,0,0
MPLADS-002808,62.7,99.7,37.0,0,0
MPLADS-002809,64.6,66.6,2.1,0,0
MPLADS-002810,83.9,83.7,-0.3,0,0
MPLADS-002811,55.4,53.8,-1.6,0,0
MPLADS-002812,99.4,101.3,1.9,0,0
MPLADS-002813,88.7,91.4,2.7,0,0
MPLADS-002814,80.9,132.9,52.0,0,0
MPLADS-002815,84.5,84.5,0.0,0,0
MPLADS-002816,43.1,72.6,29.6,0,0
MPLADS-002817,66.1,66.3,0.2,0,0
MPLADS-002818,49.5,82.9,33.4,0,0
MPLADS-002819,95.4,89.0,-6.4,0,0
MPLADS-002820,40.6,47.0,6.4,0,0
MPLADS-002821,98.4,100.3,1.9,0,0
MPLADS-002822,66.8,67.6,0.8,0,0
MPLADS-002823,79.2,76.5,-2.7,0,0
MPLADS-002824,75.9,69.7,-6.2,0,0
MPLADS-002825,48.3,51.0,2.7,0,0
MPLADS-002826,47.9,50.8,2.9,0,0
MPLADS-002827,94.6,96.1,1.5,0,0
MPLADS-002828,75.9,61.9,-14.0,0,0
MPLADS-002829,99.5,99.5,0.1,0,0
MPLADS-002830,72.3,70.4,-1.9,0,0
MPLADS-002831,86.4,87.2,0.8,0,0
MPLADS-002832,74.6,70.0,-4.6,0,0
MPLADS-002833,50.6,77.0,26.4,247,1
MPLADS-002834,76.1,81.9,5.8,0,0
MPLADS-002835,77.7,80.9,3.2,0,0
MPLADS-002836,84.4,85.0,0.5,0,0
MPLADS-002837,92.9,65.2,-27.6,0,0
MPLADS-002838,77.5,81.3,3.8,0,0
MPLADS-002839,96.8,99.2,2.4,0,0
MPLADS-002840,58.5,59.1,0.7,0,0
MPLADS-002841,0.0,100.0,100.0,0,0
MPLADS-002842,98.7,98.5,-0.2,0,0
MPLADS-002843,36.0,94.0,58.0,0,0
MPLADS-002844,77.3,81.5,4.2,0,0
MPLADS-002845,59.7,63.6,3.9,0,0
MPLADS-002846,62.6,58.6,-4.0,0,0
MPLADS-002847,97.2,131.4,34.2,0,0
MPLADS-002848,50.2,99.9,49.7,0,0
MPLADS-002849,51.7,51.1,-0.7,0,0
MPLADS-002850,36.0,94.0,58.0,0,0
MPLADS-002851,54.2,55.2,1.0,0,0
MPLADS-002852,49.8,89.0,39.2,0,0
MPLADS-002853,60.3,66.3,6.0,0,0
MPLADS-002854,51.6,76.3,24.7,0,0
MPLADS-002855,81.0,81.9,1.0,0,0
MPLADS-002856,97.5,92.4,-5.0,0,0
MPLADS-002857,74.7,140.0,70.1,0,0
MPLADS-002858,98.3,75.2,-23.1,235,1
MPLADS-002859,45.2,48.2,3.0,0,0
MPLADS-002860,47.6,98.1,50.5,0,0
MPLADS-002861,41.9,39.4,-2.5,0,0
MPLADS-002862,47.3,91.0,43.7,242,1
MPLADS-002863,36.0,94.0,58.0,0,0
MPLADS-002864,41.0,85.2,44.2,0,0
MPLADS-002865,36.0,94.0,58.0,0,0
MPLADS-002866,80.8,77.8,-3.1,0,0
MPLADS-002867,82.8,140.0,57.6,0,0
MPLADS-002868,71.9,78.7,6.9,0,0
MPLADS-002869,79.5,81.0,1.6,0,0
MPLADS-002870,90.3,66.8,-23.5,260,1
MPLADS-002871,52.9,53.8,0.9,0,0
MPLADS-002872,92.8,93.2,0.4,0,0
MPLADS-002873,64.1,64.5,0.3,0,0
MPLADS-002874,80.6,76.5,-4.1,0,0
MPLADS-002875,82.5,82.9,0.4,0,0
MPLADS-002876,60.0,63.0,3.0,0,0
MPLADS-002877,40.8,40.2,-0.6,0,0
MPLADS-002878,72.6,68.8,-3.8,0,0
MPLADS-002879,0.0,100.0,100.0,0,0
MPLADS-002880,53.9,55.9,2.0,0,0
MPLADS-002881,36.0,94.0,58.0,0,0
MPLADS-002882,61.8,57.1,-4.7,0,0
MPLADS-002883,96.3,76.8,-19.4,0,0
MPLADS-002884,72.6,69.0,-3.6,0,0
MPLADS-002885,89.6,89.9,0.3,0,0
MPLADS-002886,66.7,67.6,0.9,0,0
MPLADS-002887,50.3,51.4,1.1,0,0
MPLADS-002888,60.2,62.8,2.6,0,0
MPLADS-002889,42.6,42.8,0.3,0,0
MPLADS-002890,94.9,92.4,-2.5,0,0
MPLADS-002891,55.2,55.8,0.6,0,0
MPLADS-002892,67.9,64.6,-3.3,0,0
MPLADS-002893,91.2,92.3,1.1,0,0
MPLADS-002894,99.9,101.8,1.9,0,0
MPLADS-002895,0.0,100.0,100.0,0,0
MPLADS-002896,79.0,78.9,-0.2,0,0
MPLADS-002897,69.3,72.2,2.9,0,0
MPLADS-002898,84.1,131.5,47.4,0,0
MPLADS-002899,73.8,73.0,-0.8,0,0
MPLADS-002900,72.6,72.8,0.2,0,0
MPLADS-002901,91.8,92.5,0.8,0,0
MPLADS-002902,70.2,70.3,0.2,0,0
MPLADS-002903,62.5,65.7,3.1,0,0
MPLADS-002904,51.3,72.5,21.2,0,0
MPLADS-002905,0.0,100.0,100.0,0,0
MPLADS-002906,73.8,99.7,25.9,0,0
MPLADS-002907,82.4,82.2,-0.1,0,0
MPLADS-002908,90.3,69.4,-21.0,0,0
MPLADS-002909,80.1,80.1,0.0,0,0
MPLADS-002910,81.7,82.7,1.0,0,0
MPLADS-002911,46.0,140.0,94.3,0,0
MPLADS-002912,78.5,74.2,-4.4,0,0
MPLADS-002913,60.2,60.5,0.3,0,0
MPLADS-002914,77.6,80.2,2.6,0,0
MPLADS-002915,69.5,68.4,-1.2,0,0
MPLADS-002916,68.3,69.2,1.0,0,0
MPLADS-002917,61.1,58.2,-2.9,0,0
MPLADS-002918,53.2,52.1,-1.1,0,0
MPLADS-002919,55.8,92.6,36.9,0,0
MPLADS-002920,83.6,84.8,1.1,0,0
MPLADS-002921,81.3,82.5,1.2,0,0
MPLADS-002922,60.3,63.7,3.4,0,0
MPLADS-002923,80.6,96.9,16.3,0,0
MPLADS-002924,61.5,82.9,21.4,0,0
MPLADS-002925,77.8,78.4,0.6,0,0
MPLADS-002926,36.0,94.0,58.0,0,0
MPLADS-002927,65.4,94.4,29.0,232,1
MPLADS-002928,95.8,94.4,-1.4,0,0
MPLADS-002929,71.6,74.9,3.3,0,0
MPLADS-002930,56.3,60.8,4.6,0,0
MPLADS-002931,36.0,94.0,58.0,0,0
MPLADS-002932,88.3,93.2,4.9,0,0
MPLADS-002933,50.2,53.4,3.2,0,0
MPLADS-002934,45.6,95.6,50.0,0,0
MPLADS-002935,44.1,46.6,2.6,0,0
MPLADS-002936,73.7,73.5,-0.2,0,0
MPLADS-002937,73.5,68.3,-5.2,0,0
MPLADS-002938,67.6,71.8,4.2,0,0
MPLADS-002939,81.4,79.2,-2.2,0,0
MPLADS-002940,78.8,76.9,-1.9,0,0
MPLADS-002941,67.1,71.3,4.2,0,0
MPLADS-002942,66.4,62.1,-4.2,0,0
MPLADS-002943,64.9,63.0,-1.9,0,0
MPLADS-002944,36.0,94.0,58.0,0,0
MPLADS-002945,53.1,100.0,46.9,0,0
MPLADS-002946,75.7,72.3,-3.4,0,0
MPLADS-002947,43.3,48.4,5.0,0,0
MPLADS-002948,79.7,61.9,-17.8,0,0
MPLADS-002949,87.3,86.7,-0.7,0,0
MPLADS-002950,58.2,57.2,-1.0,0,0
MPLADS-002951,97.4,94.8,-2.5,0,0
MPLADS-002952,94.7,98.1,3.4,0,0
MPLADS-002953,67.5,66.8,-0.7,0,0
MPLADS-002954,94.5,94.6,0.0,0,0
MPLADS-002955,93.6,95.9,2.3,0,0
MPLADS-002956,64.8,92.7,27.9,0,0
MPLADS-002957,63.3,140.0,76.8,0,0
MPLADS-002958,99.6,100.9,1.2,0,0
MPLADS-002959,56.6,59.2,2.6,0,0
MPLADS-002960,44.2,46.1,1.9,0,0
MPLADS-002961,93.7,92.7,-1.0,0,0
MPLADS-002962,77.4,140.0,66.1,0,0
MPLADS-002963,98.5,83.5,-15.0,0,0
MPLADS-002964,36.0,94.0,58.0,0,0
MPLADS-002965,65.6,69.6,4.0,0,0
MPLADS-002966,44.7,41.4,-3.2,0,0
MPLADS-002967,86.5,87.9,1.3,0,0
MPLADS-002968,41.3,44.5,3.2,0,0
MPLADS-002969,88.9,93.6,4.7,0,0
MPLADS-002970,79.5,66.6,-12.9,0,0
MPLADS-002971,99.4,87.5,-11.9,0,0
MPLADS-002972,84.3,85.9,1.6,0,0
MPLADS-002973,55.7,56.2,0.4,0,0
MPLADS-002974,56.5,59.7,3.2,0,0
MPLADS-002975,53.1,49.9,-3.1,0,0
MPLADS-002976,43.1,42.7,-0.4,0,0
MPLADS-002977,89.5,87.3,-2.2,0,0
MPLADS-002978,73.0,74.0,1.0,0,0
MPLADS-002979,74.9,82.4,7.5,0,0
MPLADS-002980,36.0,94.0,58.0,0,0
MPLADS-002981,47.3,47.5,0.2,0,0
MPLADS-002982,41.9,76.9,35.0,0,0
MPLADS-002983,36.0,94.0,58.0,0,0
MPLADS-002984,44.5,74.5,30.0,0,0
MPLADS-002985,78.2,78.1,-0.2,0,0
MPLADS-002986,85.3,85.8,0.6,0,0
MPLADS-002987,79.5,82.9,3.4,0,0
MPLADS-002988,67.5,61.8,-5.7,0,0
MPLADS-002989,95.9,140.0,46.0,0,0
MPLADS-002990,85.6,136.5,50.8,0,0
MPLADS-002991,55.4,94.3,38.9,0,0
MPLADS-002992,67.4,61.2,-6.2,0,0
MPLADS-002993,88.5,60.1,-28.5,0,0
MPLADS-002994,0.0,100.0,100.0,0,0
MPLADS-002995,91.7,61.3,-30.4,0,0
MPLADS-002996,55.6,79.7,24.1,0,0
MPLADS-002997,87.8,91.7,3.9,0,0
MPLADS-002998,75.7,75.5,-0.1,0,0
MPLADS-002999,86.2,61.4,-24.8,410,1
MPLADS-003000,59.5,59.7,0.2,0,0
MPLADS-003001,75.7,76.4,0.7,0,0
MPLADS-003002,68.0,64.5,-3.6,0,0
MPLADS-003003,0.0,100.0,100.0,0,0
MPLADS-003004,60.9,59.8,-1.0,0,0
MPLADS-003005,81.6,69.2,-12.4,0,0
MPLADS-003006,61.1,64.6,3.5,0,0
MPLADS-003007,51.0,51.6,0.6,0,0
MPLADS-003008,94.9,96.8,2.0,0,0
MPLADS-003009,36.0,94.0,58.0,0,0
MPLADS-003010,54.0,131.1,77.1,0,0
MPLADS-003011,95.3,93.9,-1.5,0,0
MPLADS-003012,81.4,80.5,-0.9,0,0
MPLADS-003013,52.6,50.8,-1.8,0,0
MPLADS-003014,89.9,73.8,-16.1,0,0
MPLADS-003015,47.5,74.9,27.4,0,0
MPLADS-003016,42.7,77.9,35.1,0,0
MPLADS-003017,96.0,80.9,-15.1,0,0
MPLADS-003018,92.0,96.4,4.5,0,0
MPLADS-003019,40.7,40.3,-0.5,0,0
