project_id,recommended_amount,estimated_cost,sanctioned_amount,revised_cost,tender_amount,tender_value,released_amount,fund_released,actual_expenditure,unspent_balance,remaining_balance,fund_utilization_ratio,utilization_ratio,release_ratio,expenditure_ratio,cost_per_unit,peer_median_cost,peer_mean_cost,cost_deviation,tender_estimate_deviation,actual_sanction_deviation,cost_overrun,cost_per_km,cost_per_sqft,cost_per_beneficiary,sor_deviation,market_rate_deviation,inflation_adjusted_cost_deviation
MPLADS-001045,605000.0,605000.0,605000.0,605000.0,597000.0,597000.0,605000.0,605000.0,565000.0,40000.0,40000.0,0.9339,0.9339,1.0,0.9339,3799.5,604800.0,616900.0,-0.0661,-0.0132,-0.0661,0.0,0.0,0.0,0.0,-0.0482,0.1465,0.1423
MPLADS-001046,3018000.0,3018000.0,3115000.0,3115000.0,2807000.0,2807000.0,3115000.0,3115000.0,2923000.0,192000.0,192000.0,0.9384,0.9384,1.0,0.9384,68085.0,3018300.0,3078700.0,-0.0315,-0.0699,-0.0616,0.0,0.0,0.0,0.0,0.1238,0.1083,0.0173
MPLADS-001047,12747000.0,12747000.0,12809000.0,12809000.0,12572000.0,12572000.0,12809000.0,12809000.0,10953000.0,1856000.0,1856000.0,0.8551,0.8551,1.0,0.8551,150716.53,12747300.0,13002200.0,-0.1407,-0.0137,-0.1449,0.0,0.0,3310.2,0.0,0.0433,0.2045,0.1415
MPLADS-001048,640000.0,640000.0,635000.0,635000.0,640000.0,640000.0,635000.0,635000.0,558000.0,77000.0,77000.0,0.8787,0.8787,1.0,0.8787,1370.07,639700.0,652500.0,-0.1281,0.0,-0.1213,0.0,0.0,0.0,0.0,0.1023,-0.0298,-0.0354
MPLADS-001049,1061000.0,1061000.0,1075000.0,1075000.0,980000.0,980000.0,1075000.0,1075000.0,925000.0,150000.0,150000.0,0.8605,0.8605,1.0,0.8605,7457.48,1060900.0,1082100.0,-0.1282,-0.0763,-0.1395,0.0,0.0,0.0,1606.15,-0.0382,0.0492,0.0532
MPLADS-001050,2969000.0,2969000.0,3103000.0,3103000.0,2972000.0,2972000.0,3103000.0,3103000.0,2945000.0,158000.0,158000.0,0.9491,0.9491,1.0,0.9491,26570.87,2969100.0,3028500.0,-0.0081,0.001,-0.0509,0.0,0.0,0.0,2813.53,-0.0354,0.0773,0.0471
MPLADS-001051,15876000.0,15876000.0,16557000.0,16557000.0,14902000.0,14902000.0,16557000.0,16557000.0,14224000.0,2333000.0,2333000.0,0.8591,0.8591,1.0,0.8591,29019.77,15876000.0,16193500.0,-0.1041,-0.0614,-0.1409,0.0,0.0,12970.94,0.0,0.1421,0.1101,0.128
MPLADS-001052,3972000.0,3972000.0,4136000.0,4136000.0,3656000.0,3656000.0,4136000.0,4136000.0,3569000.0,567000.0,567000.0,0.8629,0.8629,1.0,0.8629,131253.88,3972100.0,4051600.0,-0.1015,-0.0796,-0.1371,0.0,0.0,1553.8,0.0,0.0143,0.1759,0.0215
MPLADS-001053,2829000.0,2829000.0,2845000.0,2845000.0,2687000.0,2687000.0,2845000.0,2845000.0,2432000.0,413000.0,413000.0,0.8548,0.8548,1.0,0.8548,12868.02,2828800.0,2885400.0,-0.1403,-0.0502,-0.1452,0.0,1031754.5,0.0,0.0,-0.0203,-0.005,-0.0382
MPLADS-001054,2259000.0,2259000.0,2264000.0,2264000.0,2103000.0,2103000.0,2264000.0,2264000.0,2111000.0,153000.0,153000.0,0.9324,0.9324,1.0,0.9324,10830.78,2259300.0,2304500.0,-0.0655,-0.0691,-0.0676,0.0,0.0,744.46,0.0,-0.0428,0.0146,0.086
MPLADS-001055,2093000.0,2093000.0,2163000.0,2163000.0,2043000.0,2043000.0,2163000.0,2163000.0,1873000.0,290000.0,290000.0,0.8659,0.8659,1.0,0.8659,5236.94,2092500.0,2134400.0,-0.1051,-0.0239,-0.1341,0.0,0.0,562.89,0.0,0.0447,0.0611,0.0505
MPLADS-001056,9723000.0,9723000.0,10201000.0,10201000.0,9624000.0,9624000.0,10201000.0,10201000.0,9485000.0,716000.0,716000.0,0.9298,0.9298,1.0,0.9298,36294.02,9723200.0,9917700.0,-0.0245,-0.0102,-0.0702,0.0,0.0,4454.22,0.0,0.1546,0.0695,0.0966
MPLADS-001057,2203000.0,2203000.0,2290000.0,2290000.0,2226000.0,2226000.0,2290000.0,2290000.0,2173000.0,117000.0,117000.0,0.9489,0.9489,1.0,0.9489,9231.59,2203100.0,2247100.0,-0.0136,0.0104,-0.0511,0.0,1150514.66,0.0,0.0,-0.0122,0.092,0.0513
MPLADS-001058,2153000.0,2153000.0,2176000.0,2176000.0,2072000.0,2072000.0,2176000.0,2176000.0,2012000.0,164000.0,164000.0,0.9246,0.9246,1.0,0.9246,4662.07,2152600.0,2195700.0,-0.0655,-0.0376,-0.0754,0.0,0.0,0.0,0.0,0.0154,0.1751,0.0031
MPLADS-001059,2775000.0,2775000.0,2866000.0,2866000.0,2554000.0,2554000.0,2866000.0,2866000.0,2601000.0,265000.0,265000.0,0.9075,0.9075,1.0,0.9075,43678.04,2774500.0,2830000.0,-0.0627,-0.0796,-0.0925,0.0,785728.37,0.0,0.0,0.1746,0.0678,0.0472
MPLADS-001060,581000.0,581000.0,580000.0,580000.0,589000.0,589000.0,580000.0,580000.0,521000.0,59000.0,59000.0,0.8983,0.8983,1.0,0.8983,3946.28,581100.0,592700.0,-0.1033,0.0138,-0.1017,0.0,0.0,0.0,1174.48,0.1618,0.1013,-0.0306
MPLADS-001061,955000.0,955000.0,982000.0,982000.0,922000.0,922000.0,982000.0,982000.0,918000.0,64000.0,64000.0,0.9348,0.9348,1.0,0.9348,25746.25,955100.0,974200.0,-0.0387,-0.0346,-0.0652,0.0,0.0,0.0,901.42,0.0061,0.1612,0.086
MPLADS-001062,2067000.0,2067000.0,2100000.0,2100000.0,2006000.0,2006000.0,2100000.0,2100000.0,1841000.0,259000.0,259000.0,0.8767,0.8767,1.0,0.8767,9203.7,2066600.0,2108000.0,-0.1093,-0.0295,-0.1233,0.0,0.0,0.0,0.0,0.0167,0.1948,0.011
MPLADS-001063,2881000.0,2881000.0,2946000.0,4668000.0,2665000.0,2665000.0,2946000.0,2946000.0,4668000.0,0.0,0.0,1.5845,1.5845,1.0,1.5845,42926.17,2881100.0,2938700.0,0.6203,-0.075,0.5845,1722000.0,0.0,0.0,0.0,0.0099,-0.0189,0.0917
MPLADS-001064,3434000.0,3434000.0,3393000.0,3393000.0,3403000.0,3403000.0,3393000.0,3393000.0,2964000.0,429000.0,429000.0,0.8736,0.8736,1.0,0.8736,8957.19,3434300.0,3503000.0,-0.1369,-0.009,-0.1264,0.0,1544970.08,0.0,0.0,0.0953,0.0736,0.0066
MPLADS-001065,2046000.0,2046000.0,2050000.0,2050000.0,2049000.0,2049000.0,2050000.0,2050000.0,1965000.0,85000.0,85000.0,0.9585,0.9585,1.0,0.9585,8513.12,2045700.0,2086600.0,-0.0396,0.0015,-0.0415,0.0,0.0,0.0,0.0,0.1264,0.1235,0.1203
MPLADS-001066,3320000.0,3320000.0,3423000.0,3423000.0,3181000.0,3181000.0,3423000.0,3423000.0,3315000.0,108000.0,108000.0,0.9684,0.9684,1.0,0.9684,114073.96,3320100.0,3386500.0,-0.0015,-0.0419,-0.0316,0.0,2240462.26,0.0,0.0,0.0673,0.1085,-0.0056
MPLADS-001067,9195000.0,9195000.0,9133000.0,9133000.0,8471000.0,8471000.0,9133000.0,9133000.0,8824000.0,309000.0,309000.0,0.9662,0.9662,1.0,0.9662,24057.7,9195300.0,9379200.0,-0.0403,-0.0787,-0.0338,0.0,0.0,4847.28,0.0,-0.0449,0.2076,-0.0064
MPLADS-001068,803000.0,803000.0,842000.0,842000.0,775000.0,775000.0,842000.0,842000.0,807000.0,35000.0,35000.0,0.9584,0.9584,1.0,0.9584,8123.12,803000.0,819100.0,0.005,-0.0349,-0.0416,0.0,0.0,0.0,1061.45,-0.0676,0.1925,0.1488
MPLADS-001069,690000.0,690000.0,721000.0,721000.0,645000.0,645000.0,721000.0,721000.0,687000.0,34000.0,34000.0,0.9528,0.9528,1.0,0.9528,5708.28,690200.0,704000.0,-0.0043,-0.0652,-0.0472,0.0,0.0,0.0,0.0,0.1565,0.0272,0.1069
MPLADS-001070,2651000.0,2651000.0,2783000.0,2783000.0,2495000.0,2495000.0,2783000.0,2783000.0,2582000.0,201000.0,201000.0,0.9278,0.9278,1.0,0.9278,6864.95,2650700.0,2703800.0,-0.026,-0.0588,-0.0722,0.0,0.0,2054.76,0.0,0.1521,0.157,0.0586
MPLADS-001071,1513000.0,1513000.0,1555000.0,1555000.0,1452000.0,1452000.0,1555000.0,1555000.0,1468000.0,87000.0,87000.0,0.9441,0.9441,1.0,0.9441,24249.03,1513100.0,1543300.0,-0.0297,-0.0403,-0.0559,0.0,0.0,876.07,0.0,0.032,0.0553,0.0028
MPLADS-001072,1865000.0,1865000.0,1865000.0,1865000.0,1829000.0,1829000.0,1865000.0,1865000.0,1655000.0,210000.0,210000.0,0.8874,0.8874,1.0,0.8874,15519.29,1865400.0,1902700.0,-0.1126,-0.0193,-0.1126,0.0,642156.72,0.0,0.0,-0.0613,0.1511,0.0876
MPLADS-001073,757000.0,757000.0,768000.0,1201000.0,709000.0,709000.0,768000.0,768000.0,1201000.0,0.0,0.0,1.5638,1.5638,1.0,1.5638,30245.57,757400.0,772500.0,0.5865,-0.0634,0.5638,433000.0,0.0,0.0,1059.7,0.036,0.0505,0.1201
MPLADS-001074,736000.0,736000.0,768000.0,768000.0,732000.0,732000.0,768000.0,768000.0,708000.0,60000.0,60000.0,0.9219,0.9219,1.0,0.9219,3829.9,735600.0,750300.0,-0.038,-0.0054,-0.0781,0.0,0.0,0.0,1158.48,-0.0037,0.0778,0.1198
MPLADS-001075,2453000.0,2453000.0,2499000.0,2499000.0,2451000.0,2451000.0,2499000.0,2499000.0,2190000.0,309000.0,309000.0,0.8764,0.8764,1.0,0.8764,10398.85,2452900.0,2501900.0,-0.1072,-0.0008,-0.1236,0.0,0.0,753.49,0.0,0.0169,0.185,0.0583
MPLADS-001076,2407000.0,2407000.0,2431000.0,2431000.0,2256000.0,2256000.0,2431000.0,2431000.0,2155000.0,276000.0,276000.0,0.8865,0.8865,1.0,0.8865,4686.93,2407400.0,2455600.0,-0.1047,-0.0627,-0.1135,0.0,0.0,1809.86,0.0,-0.0783,0.0127,0.1365
MPLADS-001077,1063000.0,1063000.0,1048000.0,1048000.0,1071000.0,1071000.0,1048000.0,1048000.0,1005000.0,43000.0,43000.0,0.959,0.959,1.0,0.959,2090.28,1062900.0,1084200.0,-0.0546,0.0075,-0.041,0.0,0.0,0.0,1953.55,-0.0087,0.1127,0.0058
MPLADS-001078,8915000.0,8915000.0,9281000.0,9281000.0,8769000.0,8769000.0,9281000.0,9281000.0,9065000.0,216000.0,216000.0,0.9767,0.9767,1.0,0.9767,19725.07,8915100.0,9093400.0,0.0168,-0.0164,-0.0233,0.0,0.0,3364.08,0.0,0.0422,0.1034,0.0389
MPLADS-001079,420000.0,420000.0,426000.0,426000.0,426000.0,426000.0,426000.0,426000.0,412000.0,14000.0,14000.0,0.9671,0.9671,1.0,0.9671,7569.18,420100.0,428500.0,-0.019,0.0143,-0.0329,0.0,0.0,0.0,0.0,0.0698,-0.0396,-0.0062
MPLADS-001080,2393000.0,2393000.0,2375000.0,2375000.0,2369000.0,2369000.0,2375000.0,2375000.0,1157000.0,1218000.0,1218000.0,0.4872,0.4872,1.0,0.4872,2415.5,2393400.0,2441300.0,-0.5165,-0.01,-0.5128,0.0,0.0,1086.56,0.0,0.0089,-0.0443,0.0513
MPLADS-001081,2310000.0,2310000.0,2329000.0,2329000.0,2262000.0,2262000.0,2329000.0,2329000.0,2074000.0,255000.0,255000.0,0.8905,0.8905,1.0,0.8905,4624.66,2309700.0,2355900.0,-0.1022,-0.0208,-0.1095,0.0,0.0,1342.19,0.0,-0.064,0.1109,0.12
MPLADS-001082,1837000.0,1837000.0,1914000.0,1914000.0,1851000.0,1851000.0,1914000.0,1914000.0,1866000.0,48000.0,48000.0,0.9749,0.9749,1.0,0.9749,7772.06,1836800.0,1873500.0,0.0158,0.0076,-0.0251,0.0,0.0,1347.51,0.0,0.0984,-0.0425,0.0342
MPLADS-001083,3064000.0,3064000.0,3104000.0,3104000.0,3117000.0,3117000.0,3104000.0,3104000.0,2705000.0,399000.0,399000.0,0.8715,0.8715,1.0,0.8715,6446.95,3064400.0,3125700.0,-0.1172,0.0173,-0.1285,0.0,0.0,1690.52,0.0,0.1788,0.1182,0.148
MPLADS-001084,3022000.0,3022000.0,3005000.0,3005000.0,3003000.0,3003000.0,3005000.0,3005000.0,2832000.0,173000.0,173000.0,0.9424,0.9424,1.0,0.9424,6017.39,3021800.0,3082200.0,-0.0629,-0.0063,-0.0576,0.0,0.0,0.0,0.0,0.1235,0.0105,-0.0185
MPLADS-001085,962000.0,962000.0,972000.0,972000.0,963000.0,963000.0,972000.0,972000.0,863000.0,109000.0,109000.0,0.8879,0.8879,1.0,0.8879,4327.32,961700.0,981000.0,-0.1029,0.001,-0.1121,0.0,0.0,0.0,1062.8,-0.0024,0.1132,0.0973
MPLADS-001086,734000.0,734000.0,764000.0,764000.0,719000.0,719000.0,764000.0,764000.0,694000.0,70000.0,70000.0,0.9084,0.9084,1.0,0.9084,9100.54,733600.0,748300.0,-0.0545,-0.0204,-0.0916,0.0,0.0,0.0,746.6,0.0646,0.1859,0.1385
MPLADS-001087,2386000.0,2386000.0,2388000.0,2388000.0,2357000.0,2357000.0,2388000.0,2388000.0,2315000.0,73000.0,73000.0,0.9694,0.9694,1.0,0.9694,9307.93,2386400.0,2434200.0,-0.0298,-0.0122,-0.0306,0.0,604432.37,0.0,0.0,0.0303,0.2101,0.0649
MPLADS-001088,684000.0,684000.0,701000.0,701000.0,634000.0,634000.0,701000.0,701000.0,631000.0,70000.0,70000.0,0.9001,0.9001,1.0,0.9001,1449.58,684400.0,698100.0,-0.0775,-0.0731,-0.0999,0.0,0.0,0.0,844.52,0.0185,-0.0405,0.0399
MPLADS-001089,2628000.0,2628000.0,2621000.0,2621000.0,2625000.0,2625000.0,2621000.0,2621000.0,2323000.0,298000.0,298000.0,0.8863,0.8863,1.0,0.8863,23397.29,2628000.0,2680600.0,-0.1161,-0.0011,-0.1137,0.0,758503.67,0.0,0.0,0.0492,0.0496,0.0397
MPLADS-001090,2797000.0,2797000.0,2909000.0,2909000.0,2619000.0,2619000.0,2909000.0,2909000.0,2600000.0,309000.0,309000.0,0.8938,0.8938,1.0,0.8938,12312.24,2797500.0,2853400.0,-0.0704,-0.0636,-0.1062,0.0,0.0,0.0,0.0,-0.0036,0.1234,0.054
MPLADS-001091,822000.0,822000.0,834000.0,834000.0,802000.0,802000.0,834000.0,834000.0,805000.0,29000.0,29000.0,0.9652,0.9652,1.0,0.9652,1772.52,822200.0,838600.0,-0.0207,-0.0243,-0.0348,0.0,0.0,0.0,744.21,0.0184,0.1359,0.0535
MPLADS-001092,1986000.0,1986000.0,2044000.0,2044000.0,1975000.0,1975000.0,2044000.0,2044000.0,1747000.0,297000.0,297000.0,0.8547,0.8547,1.0,0.8547,9941.84,1986400.0,2026100.0,-0.1203,-0.0055,-0.1453,0.0,0.0,712.15,0.0,-0.0363,0.1074,0.1063
MPLADS-001093,1867000.0,1867000.0,1839000.0,1839000.0,1887000.0,1887000.0,1839000.0,1839000.0,1674000.0,165000.0,165000.0,0.9103,0.9103,1.0,0.9103,8627.24,1866600.0,1904000.0,-0.1034,0.0107,-0.0897,0.0,0.0,1009.55,0.0,-0.0448,0.1042,0.0971
MPLADS-001094,2101000.0,2101000.0,2070000.0,2070000.0,2050000.0,2050000.0,2070000.0,2070000.0,1941000.0,129000.0,129000.0,0.9377,0.9377,1.0,0.9377,7678.91,2100800.0,2142800.0,-0.0762,-0.0243,-0.0623,0.0,0.0,651.25,0.0,0.0272,-0.0257,0.064
MPLADS-001095,9074000.0,9074000.0,9174000.0,9174000.0,8626000.0,8626000.0,9174000.0,9174000.0,7993000.0,1181000.0,1181000.0,0.8713,0.8713,1.0,0.8713,19744.41,9074000.0,9255500.0,-0.1191,-0.0494,-0.1287,0.0,0.0,3033.28,0.0,-0.0193,0.1018,0.0157
MPLADS-001096,1471000.0,1471000.0,1462000.0,1462000.0,1366000.0,1366000.0,1462000.0,1462000.0,1414000.0,48000.0,48000.0,0.9672,0.9672,1.0,0.9672,3795.41,1471300.0,1500700.0,-0.0387,-0.0714,-0.0328,0.0,0.0,824.14,0.0,0.1549,0.1012,0.0379
MPLADS-001097,8728000.0,8728000.0,9044000.0,9044000.0,8428000.0,8428000.0,9044000.0,9044000.0,8847000.0,197000.0,197000.0,0.9782,0.9782,1.0,0.9782,27580.4,8727600.0,8902200.0,0.0136,-0.0344,-0.0218,0.0,0.0,10334.6,0.0,-0.0169,0.0106,-0.0233
MPLADS-001098,2194000.0,2194000.0,2293000.0,2293000.0,2148000.0,2148000.0,2293000.0,2293000.0,2228000.0,65000.0,65000.0,0.9717,0.9717,1.0,0.9717,16854.94,2194100.0,2237900.0,0.0155,-0.021,-0.0283,0.0,0.0,803.51,0.0,-0.0712,0.0044,-0.02
MPLADS-001099,2863000.0,2863000.0,2949000.0,2949000.0,2736000.0,2736000.0,2949000.0,2949000.0,2861000.0,88000.0,88000.0,0.9702,0.9702,1.0,0.9702,17076.1,2863200.0,2920500.0,-0.0007,-0.0444,-0.0298,0.0,1243937.66,0.0,0.0,0.0207,0.0383,0.0593
MPLADS-001100,449000.0,449000.0,450000.0,450000.0,441000.0,441000.0,450000.0,450000.0,384000.0,66000.0,66000.0,0.8533,0.8533,1.0,0.8533,2463.24,448900.0,457900.0,-0.1448,-0.0178,-0.1467,0.0,0.0,0.0,0.0,-0.0114,-0.0341,0.0325
MPLADS-001101,2269000.0,2269000.0,2294000.0,2294000.0,2298000.0,2298000.0,2294000.0,2294000.0,1986000.0,308000.0,308000.0,0.8657,0.8657,1.0,0.8657,9388.65,2269400.0,2314800.0,-0.1247,0.0128,-0.1343,0.0,0.0,584.54,0.0,0.0587,0.132,0.011
MPLADS-001102,1850000.0,1850000.0,1860000.0,1860000.0,1886000.0,1886000.0,1860000.0,1860000.0,1721000.0,139000.0,139000.0,0.9253,0.9253,1.0,0.9253,5800.99,1849600.0,1886600.0,-0.0697,0.0195,-0.0747,0.0,0.0,1131.87,0.0,-0.0607,0.1701,0.0749
MPLADS-001103,13189000.0,13189000.0,12971000.0,12971000.0,13110000.0,13110000.0,12971000.0,12971000.0,12369000.0,602000.0,602000.0,0.9536,0.9536,1.0,0.9536,48650.59,13188900.0,13452700.0,-0.0622,-0.006,-0.0464,0.0,0.0,11034.4,0.0,0.0585,0.0558,0.1191
MPLADS-001104,2509000.0,2509000.0,2616000.0,2616000.0,2557000.0,2557000.0,2616000.0,2616000.0,2496000.0,120000.0,120000.0,0.9541,0.9541,1.0,0.9541,7301.51,2508700.0,2558800.0,-0.0052,0.0191,-0.0459,0.0,0.0,0.0,0.0,0.1568,0.1245,0.0538
MPLADS-001105,11765000.0,11765000.0,11960000.0,11960000.0,10874000.0,10874000.0,11960000.0,11960000.0,11469000.0,491000.0,491000.0,0.9589,0.9589,1.0,0.9589,103303.24,11764600.0,11999900.0,-0.0252,-0.0757,-0.0411,0.0,0.0,5799.18,0.0,0.1698,0.1755,0.0222
MPLADS-001106,2052000.0,2052000.0,2089000.0,2089000.0,1994000.0,1994000.0,2089000.0,2089000.0,1847000.0,242000.0,242000.0,0.8842,0.8842,1.0,0.8842,4580.38,2052000.0,2093100.0,-0.0999,-0.0283,-0.1158,0.0,424831.79,0.0,0.0,-0.0246,0.0787,0.0318
MPLADS-001107,13130000.0,13130000.0,13612000.0,13612000.0,13116000.0,13116000.0,13612000.0,13612000.0,11977000.0,1635000.0,1635000.0,0.8799,0.8799,1.0,0.8799,31348.25,13130100.0,13392800.0,-0.0878,-0.0011,-0.1201,0.0,0.0,5176.7,0.0,0.167,0.0642,-0.0393
MPLADS-001108,12312000.0,12312000.0,12244000.0,12244000.0,11343000.0,11343000.0,12244000.0,12244000.0,11338000.0,906000.0,906000.0,0.926,0.926,1.0,0.926,48675.68,12311600.0,12557800.0,-0.0791,-0.0787,-0.074,0.0,0.0,3738.77,0.0,0.1158,0.1011,0.0267
MPLADS-001109,875000.0,875000.0,878000.0,878000.0,872000.0,872000.0,878000.0,878000.0,804000.0,74000.0,74000.0,0.9157,0.9157,1.0,0.9157,4323.09,875100.0,892600.0,-0.0811,-0.0034,-0.0843,0.0,0.0,0.0,3776.48,-0.0399,0.1962,0.0068
MPLADS-001110,900000.0,900000.0,919000.0,919000.0,893000.0,893000.0,919000.0,919000.0,820000.0,99000.0,99000.0,0.8923,0.8923,1.0,0.8923,1883.66,899900.0,917900.0,-0.0889,-0.0078,-0.1077,0.0,0.0,0.0,1946.72,0.1784,0.065,0.1483
MPLADS-001111,11011000.0,11011000.0,10947000.0,10947000.0,11176000.0,11176000.0,10947000.0,10947000.0,9706000.0,1241000.0,1241000.0,0.8866,0.8866,1.0,0.8866,31970.86,11011100.0,11231300.0,-0.1185,0.015,-0.1134,0.0,0.0,4744.91,0.0,0.0049,0.0027,0.1007
MPLADS-001112,2251000.0,2251000.0,2258000.0,2258000.0,2197000.0,2197000.0,2258000.0,2258000.0,1932000.0,326000.0,326000.0,0.8556,0.8556,1.0,0.8556,11268.38,2251200.0,2296200.0,-0.1417,-0.024,-0.1444,0.0,1501550.73,0.0,0.0,-0.0571,0.1947,0.019
MPLADS-001113,1519000.0,1519000.0,1553000.0,1553000.0,1440000.0,1440000.0,1553000.0,1553000.0,1438000.0,115000.0,115000.0,0.9259,0.9259,1.0,0.9259,6327.78,1519000.0,1549300.0,-0.0533,-0.052,-0.0741,0.0,0.0,1259.13,0.0,0.0,0.1679,-0.0026
MPLADS-001114,1966000.0,1966000.0,2045000.0,2045000.0,1917000.0,1917000.0,2045000.0,2045000.0,1880000.0,165000.0,165000.0,0.9193,0.9193,1.0,0.9193,12523.96,1966000.0,2005300.0,-0.0437,-0.0249,-0.0807,0.0,0.0,962.09,0.0,0.1773,0.115,0.1486
MPLADS-001115,2448000.0,2448000.0,2464000.0,2464000.0,2302000.0,2302000.0,2464000.0,2464000.0,2225000.0,239000.0,239000.0,0.903,0.903,1.0,0.903,4965.49,2447600.0,2496500.0,-0.0911,-0.0596,-0.097,0.0,0.0,0.0,0.0,-0.0326,0.0917,0.0772
MPLADS-001116,1848000.0,1848000.0,1844000.0,1844000.0,1713000.0,1713000.0,1844000.0,1844000.0,1612000.0,232000.0,232000.0,0.8742,0.8742,1.0,0.8742,4126.13,1847900.0,1884800.0,-0.1277,-0.0731,-0.1258,0.0,432677.86,0.0,0.0,0.0197,0.2154,0.0119
MPLADS-001117,643000.0,643000.0,636000.0,636000.0,638000.0,638000.0,636000.0,636000.0,546000.0,90000.0,90000.0,0.8585,0.8585,1.0,0.8585,4902.52,643500.0,656300.0,-0.1509,-0.0078,-0.1415,0.0,0.0,0.0,0.0,0.1613,0.1301,0.0502
MPLADS-001118,14362000.0,14362000.0,14358000.0,14358000.0,13481000.0,13481000.0,14358000.0,14358000.0,12563000.0,1795000.0,1795000.0,0.875,0.875,1.0,0.875,111596.1,14362200.0,14649400.0,-0.1253,-0.0613,-0.125,0.0,0.0,6611.77,0.0,0.1655,0.1076,-0.0317
MPLADS-001119,2858000.0,2858000.0,2845000.0,2845000.0,2751000.0,2751000.0,2845000.0,2845000.0,2570000.0,275000.0,275000.0,0.9033,0.9033,1.0,0.9033,7227.63,2858400.0,2915600.0,-0.1008,-0.0374,-0.0967,0.0,630945.68,0.0,0.0,-0.0005,0.2024,0.0847
MPLADS-001120,1522000.0,1522000.0,1526000.0,1526000.0,1434000.0,1434000.0,1526000.0,1526000.0,1453000.0,73000.0,73000.0,0.9522,0.9522,1.0,0.9522,28749.46,1522400.0,1552900.0,-0.0453,-0.0578,-0.0478,0.0,0.0,1420.9,0.0,0.1187,0.2043,0.1209
MPLADS-001121,16152000.0,16152000.0,15995000.0,15995000.0,15487000.0,15487000.0,15995000.0,15995000.0,14190000.0,1805000.0,1805000.0,0.8872,0.8872,1.0,0.8872,30534.56,16151800.0,16474900.0,-0.1215,-0.0412,-0.1128,0.0,0.0,9447.07,0.0,0.0881,0.0265,-0.034
MPLADS-001122,2900000.0,2900000.0,2893000.0,2893000.0,2857000.0,2857000.0,2893000.0,2893000.0,2734000.0,159000.0,159000.0,0.945,0.945,1.0,0.945,6558.94,2899700.0,2957700.0,-0.0572,-0.0148,-0.055,0.0,1069404.53,0.0,0.0,0.0542,0.0189,0.0596
MPLADS-001123,3453000.0,3453000.0,3552000.0,3552000.0,3330000.0,3330000.0,3552000.0,3552000.0,3310000.0,242000.0,242000.0,0.9319,0.9319,1.0,0.9319,16958.86,3453200.0,3522300.0,-0.0414,-0.0356,-0.0681,0.0,2456806.35,0.0,0.0,0.1416,-0.0281,0.1314
MPLADS-001124,10231000.0,10231000.0,10117000.0,10117000.0,9569000.0,9569000.0,10117000.0,10117000.0,9800000.0,317000.0,317000.0,0.9687,0.9687,1.0,0.9687,33804.18,10231200.0,10435800.0,-0.0421,-0.0647,-0.0313,0.0,0.0,11812.44,0.0,-0.0407,0.218,0.1323
MPLADS-001125,2924000.0,2924000.0,2996000.0,2996000.0,2890000.0,2890000.0,2996000.0,2996000.0,2764000.0,232000.0,232000.0,0.9226,0.9226,1.0,0.9226,6370.26,2924200.0,2982700.0,-0.0547,-0.0116,-0.0774,0.0,0.0,962.89,0.0,0.0217,-0.0472,0.1096
MPLADS-001126,8857000.0,8857000.0,8747000.0,8747000.0,8639000.0,8639000.0,8747000.0,8747000.0,8264000.0,483000.0,483000.0,0.9448,0.9448,1.0,0.9448,38236.28,8857300.0,9034500.0,-0.067,-0.0246,-0.0552,0.0,0.0,6918.76,0.0,0.074,-0.002,0.1077
MPLADS-001127,426000.0,426000.0,419000.0,419000.0,414000.0,414000.0,419000.0,419000.0,387000.0,32000.0,32000.0,0.9236,0.9236,1.0,0.9236,1239.13,426100.0,434600.0,-0.0915,-0.0282,-0.0764,0.0,0.0,0.0,0.0,0.1421,0.0362,0.1157
MPLADS-001128,3370000.0,3370000.0,3358000.0,3358000.0,3335000.0,3335000.0,3358000.0,3358000.0,3150000.0,208000.0,208000.0,0.9381,0.9381,1.0,0.9381,6535.74,3369600.0,3437000.0,-0.0653,-0.0104,-0.0619,0.0,979239.08,0.0,0.0,-0.0562,0.1777,0.0792
MPLADS-001129,8922000.0,8922000.0,9242000.0,9242000.0,8511000.0,8511000.0,9242000.0,9242000.0,8366000.0,876000.0,876000.0,0.9052,0.9052,1.0,0.9052,18514.63,8922100.0,9100500.0,-0.0623,-0.0461,-0.0948,0.0,0.0,2561.29,0.0,0.0045,0.2122,0.0216
MPLADS-001130,3401000.0,3401000.0,3441000.0,3441000.0,3384000.0,3384000.0,3441000.0,3441000.0,2968000.0,473000.0,473000.0,0.8625,0.8625,1.0,0.8625,16810.22,3400600.0,3468600.0,-0.1273,-0.005,-0.1375,0.0,705297.03,0.0,0.0,-0.0365,-0.0338,0.0432
MPLADS-001131,798000.0,798000.0,803000.0,803000.0,745000.0,745000.0,803000.0,803000.0,784000.0,19000.0,19000.0,0.9763,0.9763,1.0,0.9763,1779.45,798000.0,814000.0,-0.0175,-0.0664,-0.0237,0.0,0.0,0.0,1899.49,-0.0539,-0.0485,0.1333
MPLADS-001132,1313000.0,1313000.0,1326000.0,1326000.0,1332000.0,1332000.0,1326000.0,1326000.0,1262000.0,64000.0,64000.0,0.9517,0.9517,1.0,0.9517,2553.06,1312800.0,1339100.0,-0.0388,0.0145,-0.0483,0.0,0.0,979.94,0.0,0.0512,-0.0084,0.0488
